;GO:0042536;GO:0045409;GO:0016525;GO:0060124;GO:0061098;GO:1904179;GO:0032691;GO:0046697;GO:0008343;GO:0006006;GO:0023014;GO:0009756;GO:0009755;GO:0000187;GO:0045893;GO:0051969;GO:0050911;GO:0051965;GO:0071805;GO:0060399;GO:0007186;GO:1904346;GO:0050728;GO:1903012;GO:1904349;GO:0006694;GO:1904468;GO:0009725;GO:0030252;GO:0010469;GO:0120058;GO:0040013;GO:0040010;GO:1905564;GO:0043400;GO:0046676;GO:0002221;GO:0040018;GO:0042832;GO:0051464;GO:0000160;GO:0051461;GO:0034765;GO:0032100;GO:0035774;GO:0016358;GO:1904000;GO:0006351;GO:1903672;GO:0007169;GO:0046885;GO:0042322;GO:0006357;GO:0007204;GO:0001696;GO:0046010;GO:0006707;GO:0045087;GO:0043066;GO:0001937
GO:0051461;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.7777777777777778;0.23076923076923078;0.6666666666666666;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.375;0.0;0.5714285714285714;0.0;0.375;0.0;0.5714285714285714;0.2222222222222222;0.6666666666666666;0.4444444444444444;0.0;0.46153846153846156;0.0;0.0;0.14285714285714285;0.5714285714285714;0.2857142857142857;0.42857142857142855;0.3;0.0;0.6363636363636364;0.0;0.6666666666666666;0.0;0.375;0.0;1.0;0.36363636363636365;0.0;0.7;0.0;0.375;0.0;0.5;0.0;0.3333333333333333;0.375;0.2;0.06666666666666667;0.0;0.5714285714285714;0.0;0.0;0.2;0.2
GO:0034765;0.18181818181818182;0.18181818181818182;0.2;0.36363636363636365;0.07692307692307693;0.2222222222222222;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.18181818181818182;0.25;0.0;0.14285714285714285;0.0;0.2;0.0;0.2;0.2;0.2222222222222222;0.16666666666666666;0.0;0.3333333333333333;0.0;0.0;0.125;0.2;0.25;0.2222222222222222;0.16666666666666666;0.0;0.4;0.0;0.2222222222222222;0.0;0.3333333333333333;0.0;0.36363636363636365;1.0;0.0;0.3333333333333333;0.0;0.2;0.0;0.18181818181818182;0.0;0.2222222222222222;0.2;0.18181818181818182;0.0625;0.0;0.2;0.0;0.0;0.18181818181818182;0.18181818181818182
GO:0032100;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0035774;0.2;0.2;0.2222222222222222;0.7;0.23076923076923078;0.42857142857142855;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.3333333333333333;0.2857142857142857;0.0;0.42857142857142855;0.0;0.5714285714285714;0.0;0.375;0.375;0.42857142857142855;0.3;0.0;0.45454545454545453;0.0;0.0;0.42857142857142855;0.375;0.2857142857142857;0.42857142857142855;0.3;0.0;0.6666666666666666;0.4;0.42857142857142855;0.0;0.5714285714285714;0.0;0.7;0.3333333333333333;0.0;1.0;0.0;0.375;0.0;0.3333333333333333;0.0;0.25;0.2222222222222222;0.2;0.06666666666666667;0.0;0.375;0.0;0.0;0.2;0.2
GO:0016358;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
GO:1904000;0.18181818181818182;0.18181818181818182;0.2;0.2727272727272727;0.21428571428571427;0.375;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.21428571428571427;0.3;0.25;0.0;0.375;0.0;0.3333333333333333;0.0;0.3333333333333333;0.2;0.375;0.2727272727272727;0.0;0.16666666666666666;0.0;0.0;0.125;0.3333333333333333;0.25;0.375;0.2727272727272727;0.0;0.18181818181818182;0.0;0.375;0.0;0.3333333333333333;0.0;0.375;0.2;0.0;0.375;0.0;1.0;0.0;0.3;0.0;0.2222222222222222;0.3333333333333333;0.18181818181818182;0.0625;0.0;0.5;0.0;0.0;0.18181818181818182;0.18181818181818182
GO:0006351;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0
GO:1903672;0.2727272727272727;0.2727272727272727;0.625;0.25;0.2;0.5;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2727272727272727;0.3;0.0;0.4444444444444444;0.0;0.3;0.0;0.4444444444444444;0.18181818181818182;0.5;0.36363636363636365;0.0;0.25;0.0;0.0;0.1111111111111111;0.4444444444444444;0.2222222222222222;0.3333333333333333;0.25;0.0;0.16666666666666666;0.0;0.5;0.0;0.3;0.0;0.5;0.18181818181818182;0.0;0.3333333333333333;0.0;0.3;0.0;1.0;0.0;0.2;0.3;0.16666666666666666;0.058823529411764705;0.0;0.4444444444444444;0.0;0.0;0.16666666666666666;0.16666666666666666
GO:0007169;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
GO:0046885;0.5555555555555556;0.5555555555555556;0.2222222222222222;0.3333333333333333;0.3076923076923077;0.25;0.2;0.0;0.0;0.0;0.375;0.375;0.375;0.2857142857142857;0.5555555555555556;0.375;0.0;0.16666666666666666;0.0;0.3;0.375;0.2222222222222222;0.2222222222222222;0.25;0.18181818181818182;0.0;0.2727272727272727;0.0;0.0;0.14285714285714285;0.2222222222222222;0.2857142857142857;0.25;0.2727272727272727;0.0;0.3333333333333333;0.0;0.25;0.0;0.2222222222222222;0.0;0.3333333333333333;0.2222222222222222;0.2857142857142857;0.25;0.0;0.2222222222222222;0.0;0.2;0.0;1.0;0.2222222222222222;0.5555555555555556;0.14285714285714285;0.0;0.2222222222222222;0.0;0.0;0.3;0.3
GO:0042322;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.16666666666666666;0.07692307692307693;0.375;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.18181818181818182;0.3333333333333333;0.0;0.14285714285714285;0.0;0.2;0.0;0.3333333333333333;0.3333333333333333;0.375;0.2727272727272727;0.0;0.4;0.0;0.0;0.125;0.3333333333333333;0.42857142857142855;0.2222222222222222;0.16666666666666666;0.0;0.3;0.0;0.375;0.0;0.2727272727272727;0.0;0.375;0.2;0.0;0.2222222222222222;0.0;0.3333333333333333;0.0;0.3;0.0;0.2222222222222222;1.0;0.18181818181818182;0.0625;0.0;0.5555555555555556;0.0;0.0;0.3;0.3
GO:0006357;0.45454545454545453;0.45454545454545453;0.18181818181818182;0.23076923076923078;0.2857142857142857;0.2;0.16666666666666666;0.0;0.0;0.0;0.3;0.3;0.3;0.26666666666666666;0.75;0.3;0.0;0.125;0.0;0.25;0.3;0.18181818181818182;0.18181818181818182;0.2;0.15384615384615385;0.0;0.23076923076923078;0.0;0.0;0.1111111111111111;0.18181818181818182;0.2222222222222222;0.2;0.23076923076923078;0.0;0.25;0.0;0.2;0.0;0.18181818181818182;0.0;0.2;0.18181818181818182;0.0;0.2;0.0;0.18181818181818182;0.0;0.16666666666666666;0.0;0.5555555555555556;0.18181818181818182;1.0;0.058823529411764705;0.0;0.18181818181818182;0.0;0.0;0.25;0.25
GO:0007204;0.058823529411764705;0.058823529411764705;0.0625;0.125;0.05555555555555555;0.06666666666666667;0.058823529411764705;0.0;0.0;0.0;0.1;0.1;0.1;0.05263157894736842;0.058823529411764705;0.07142857142857142;0.0;0.0;0.09090909090909091;0.0625;0.1;0.0625;0.0625;0.06666666666666667;0.05555555555555555;0.0;0.05555555555555555;0.0;0.1;0.07692307692307693;0.0625;0.07142857142857142;0.06666666666666667;0.05555555555555555;0.1;0.125;0.1;0.06666666666666667;0.0;0.0625;0.1;0.06666666666666667;0.0625;0.0;0.06666666666666667;0.1;0.0625;0.0;0.058823529411764705;0.1;0.14285714285714285;0.0625;0.058823529411764705;1.0;0.0;0.0625;0.0;0.0;0.058823529411764705;0.058823529411764705
GO:0001696;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0046010;0.3;0.3;0.3;0.2727272727272727;0.21428571428571427;0.5714285714285714;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.21428571428571427;0.3;0.3333333333333333;0.0;0.5;0.0;0.3333333333333333;0.0;0.5;0.2;0.5714285714285714;0.4;0.0;0.2727272727272727;0.0;0.0;0.125;0.5;0.25;0.375;0.2727272727272727;0.0;0.18181818181818182;0.0;0.5714285714285714;0.0;0.3333333333333333;0.0;0.5714285714285714;0.2;0.0;0.375;0.0;0.5;0.0;0.4444444444444444;0.0;0.2222222222222222;0.5555555555555556;0.18181818181818182;0.0625;0.0;1.0;0.0;0.0;0.18181818181818182;0.18181818181818182
GO:0006707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
GO:0043066;0.36363636363636365;0.36363636363636365;0.2727272727272727;0.25;0.2;0.2;0.2727272727272727;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.2;0.25;0.3333333333333333;0.0;0.125;0.0;0.2727272727272727;0.3333333333333333;0.18181818181818182;0.3;0.2;0.15384615384615385;0.0;0.36363636363636365;0.0;0.0;0.3;0.18181818181818182;0.375;0.2;0.25;0.0;0.4;0.0;0.2;0.0;0.18181818181818182;0.3;0.2;0.18181818181818182;0.0;0.2;0.0;0.18181818181818182;0.0;0.16666666666666666;0.0;0.3;0.3;0.25;0.058823529411764705;0.0;0.18181818181818182;0.0;0.0;1.0;0.4
GO:0001937;0.36363636363636365;0.36363636363636365;0.2727272727272727;0.25;0.2;0.2;0.2727272727272727;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.2;0.25;0.3333333333333333;0.0;0.125;0.0;0.2727272727272727;0.3333333333333333;0.18181818181818182;0.3;0.2;0.15384615384615385;0.0;0.36363636363636365;0.0;0.0;0.3;0.18181818181818182;0.375;0.2;0.6666666666666666;0.0;0.4;0.0;0.2;0.0;0.18181818181818182;0.3;0.2;0.18181818181818182;0.0;0.2;0.0;0.18181818181818182;0.0;0.16666666666666666;0.0;0.3;0.3;0.25;0.058823529411764705;0.0;0.18181818181818182;0.0;0.0;0.4;1.0
