;GO:0006281;GO:0033540;GO:0007131;GO:0006283;GO:0000733;GO:0046697;GO:0030308;GO:0010812;GO:0071375;GO:0032206;GO:0006296;GO:0006293;GO:0006294;GO:0007141;GO:0042144;GO:0002098;GO:0006699;GO:0042148;GO:0050680;GO:0031860;GO:0034058;GO:0036111;GO:0036112;GO:0035542;GO:0006260;GO:1904354;GO:0045944;GO:0006303;GO:0070192;GO:0045668;GO:0000165;GO:0031338;GO:0034968;GO:0003309;GO:0001649;GO:0036109;GO:0031297;GO:0016233;GO:0071559;GO:0000729;GO:0008210;GO:0000724;GO:0007004;GO:0000722;GO:0008333;GO:0002076;GO:0008209;GO:0030511;GO:0090656;GO:0046939;GO:0032092;GO:0006361;GO:0006360;GO:0006366;GO:0000019;GO:0036292;GO:0006363;GO:0006886;GO:0006367;GO:0006368;GO:0032925;GO:0031954;GO:0071333;GO:0006914;GO:0045055;GO:0032006;GO:0010971;GO:0090305;GO:0034260;GO:0045859;GO:0000707;GO:0007066;GO:0006370;GO:0043433;GO:0045736;GO:0070911;GO:0051974;GO:0043967;GO:0043966;GO:0090630;GO:1902018;GO:0006623;GO:0043687;GO:1904837;GO:0000079;GO:0000122;GO:1902807;GO:0032508;GO:0033674;GO:0070816;GO:0006351;GO:0046329;GO:0006357;GO:0006625;GO:0048478;GO:0030036
GO:0006296;0.5714285714285714;0.25;0.0;0.4444444444444444;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.42857142857142855;0.6666666666666666;0.0;0.6666666666666666;0.0;0.3333333333333333;0.3333333333333333;0.0;0.5714285714285714;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6666666666666666;0.5;0.0;0.6666666666666666;0.5;0.4444444444444444;0.4444444444444444;0.5;0.0;0.0;0.5;0.0;0.6666666666666666;0.2857142857142857;0.0;0.6666666666666666;0.0;0.0;0.0;0.125;0.6666666666666666;0.0;0.6666666666666666;0.6666666666666666;0.0;0.0;0.1111111111111111;0.4;0.2;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.125;0.0;0.25;0.0;0.0;0.0;0.0;0.6666666666666666;0.25
GO:0006293;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006294;0.16666666666666666;0.125;0.0;0.125;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.125;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.25;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.125;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.25
GO:0007141;0.16666666666666666;0.125;0.0;0.125;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.125;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.25;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.125;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.25
GO:0042144;0.1111111111111111;0.09090909090909091;0.16666666666666666;0.09090909090909091;0.3;0.0;0.0;0.0;0.1;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;1.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.5;0.1;0.1;0.0;0.1111111111111111;0.0;0.0;0.09090909090909091;0.375;0.0;0.16666666666666666;0.0;0.3333333333333333;0.0;0.0;0.125;0.16666666666666666;0.3;0.0;0.16666666666666666;0.125;0.09090909090909091;0.2727272727272727;0.3;0.0;0.16666666666666666;0.125;0.0;0.3333333333333333;0.1;0.0;0.16666666666666666;0.0;0.0;0.0;0.3;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.08333333333333333;0.14285714285714285;0.125;0.0;0.0;0.1;0.0;0.0;0.16666666666666666;0.3333333333333333;0.0;0.0;0.0;0.09090909090909091;0.0;0.3333333333333333;0.3333333333333333;0.0;0.0;0.0;0.1;0.16666666666666666;0.0;0.0;0.0;0.3;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.16666666666666666;0.375
GO:0002098;0.42857142857142855;0.125;0.0;0.3333333333333333;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3333333333333333;0.6;0.0;0.6;0.0;0.3333333333333333;0.3333333333333333;0.0;0.42857142857142855;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.6;0.375;0.0;0.6;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.375;0.0;0.0;0.3333333333333333;0.0;0.6;0.2857142857142857;0.0;0.6;0.6;0.6;0.0;0.0;0.6;0.0;0.6;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.6;0.0;0.0;0.0;0.6;0.0
GO:0006699;0.3;0.5;0.0;0.25;0.3;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.3333333333333333;1.0;0.42857142857142855;0.0;0.42857142857142855;0.0;0.25;0.25;0.0;0.375;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5454545454545454;0.42857142857142855;0.2727272727272727;0.0;0.42857142857142855;0.5714285714285714;0.25;0.4;0.2727272727272727;0.0;0.0;0.5714285714285714;0.0;0.42857142857142855;0.2222222222222222;0.0;0.5714285714285714;0.3333333333333333;0.3333333333333333;0.0;0.0;0.5714285714285714;0.0;0.5714285714285714;0.5714285714285714;0.0;0.0;0.0;0.2222222222222222;0.1;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.3333333333333333;0.0;0.0;0.0;0.42857142857142855;0.0
GO:0042148;0.6666666666666666;0.25;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.16666666666666666;0.6;0.42857142857142855;1.0;0.0;0.6666666666666666;0.0;0.3333333333333333;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6666666666666666;0.5714285714285714;0.0;0.6666666666666666;0.5;0.5;0.5;0.5714285714285714;0.0;0.0;0.5;0.0;0.6666666666666666;0.2857142857142857;0.0;0.6666666666666666;0.0;0.0;0.0;0.125;0.6666666666666666;0.0;0.6666666666666666;0.6666666666666666;0.0;0.0;0.1111111111111111;0.4;0.2;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.125;0.0;0.375;0.0;0.0;0.0;0.0;0.6666666666666666;0.25
GO:0050680;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.5;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.36363636363636365;0.25;0.0;0.0;0.5;0.3333333333333333;0.375;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.09090909090909091;0.0;0.08333333333333333;0.09090909090909091;0.0;0.0;0.09090909090909091;0.3333333333333333;0.0;0.0;0.1;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.3;0.25;0.08333333333333333;0.0;0.0;0.3;0.2727272727272727;0.0;0.42857142857142855;0.2727272727272727;0.0;0.0;0.0;0.42857142857142855;0.5;0.0;0.36363636363636365;0.0;0.0;0.08333333333333333;0.4;0.0;0.0;0.0;0.3333333333333333;0.36363636363636365;0.4;0.0;0.25;0.25;0.0;0.2727272727272727;0.2727272727272727;0.0;0.0;0.0
GO:0031860;0.6666666666666666;0.25;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.16666666666666666;0.6;0.42857142857142855;0.6666666666666666;0.0;1.0;0.0;0.3333333333333333;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6666666666666666;0.5714285714285714;0.0;0.6666666666666666;0.5;0.5;0.5;0.5714285714285714;0.0;0.0;0.5;0.0;0.6666666666666666;0.2857142857142857;0.0;0.6666666666666666;0.0;0.0;0.0;0.125;0.6666666666666666;0.0;0.6666666666666666;0.6666666666666666;0.0;0.0;0.1111111111111111;0.4;0.2;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.125;0.0;0.375;0.0;0.0;0.0;0.0;0.6666666666666666;0.25
GO:0034058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0036111;0.2222222222222222;0.18181818181818182;0.0;0.18181818181818182;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.1;0.3333333333333333;0.25;0.3333333333333333;0.0;0.3333333333333333;0.0;1.0;0.6666666666666666;0.0;0.2222222222222222;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.3333333333333333;0.2;0.0;0.3333333333333333;0.25;0.18181818181818182;0.18181818181818182;0.2;0.0;0.0;0.25;0.0;0.3333333333333333;0.3333333333333333;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.0;0.08333333333333333;0.3333333333333333;0.0;0.3333333333333333;0.3333333333333333;0.0;0.0;0.07692307692307693;0.25;0.1111111111111111;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.3;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.125
GO:0036112;0.2222222222222222;0.18181818181818182;0.0;0.18181818181818182;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.1;0.3333333333333333;0.25;0.3333333333333333;0.0;0.3333333333333333;0.0;0.6666666666666666;1.0;0.0;0.2222222222222222;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.3333333333333333;0.2;0.0;0.3333333333333333;0.25;0.18181818181818182;0.18181818181818182;0.2;0.0;0.0;0.25;0.0;0.3333333333333333;0.3333333333333333;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.0;0.08333333333333333;0.3333333333333333;0.0;0.3333333333333333;0.3333333333333333;0.0;0.0;0.07692307692307693;0.25;0.1111111111111111;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.3;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.125
GO:0035542;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.3333333333333333;0.0;0.5;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.45454545454545453;0.25;0.0;0.0;0.3333333333333333;0.0;0.8333333333333334;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.09090909090909091;0.1;0.0;0.0;0.1;0.3333333333333333;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.3;0.25;0.09090909090909091;0.0;0.0;0.3;0.2727272727272727;0.0;0.2857142857142857;0.2727272727272727;0.0;0.0;0.0;0.2857142857142857;0.3333333333333333;0.0;0.1;0.0;0.0;0.09090909090909091;0.5;0.0;0.0;0.0;0.3333333333333333;0.25;0.2727272727272727;0.0;0.1;0.25;0.0;0.2727272727272727;0.2727272727272727;0.0;0.0;0.0
GO:0006260;0.6666666666666666;0.2;0.5;0.5;0.6666666666666666;0.0;0.0;0.0;0.1;0.0;0.5714285714285714;0.0;0.16666666666666666;0.16666666666666666;0.1111111111111111;0.42857142857142855;0.375;0.6666666666666666;0.0;0.6666666666666666;0.0;0.2222222222222222;0.2222222222222222;0.0;1.0;0.0;0.0;0.5;0.16666666666666666;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.2857142857142857;0.6666666666666666;0.5714285714285714;0.0;0.6666666666666666;0.2857142857142857;0.5;0.5;0.5714285714285714;0.0;0.16666666666666666;0.2857142857142857;0.0;0.6666666666666666;0.2222222222222222;0.0;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.0;0.09090909090909091;0.5714285714285714;0.0;0.5714285714285714;0.5714285714285714;0.0;0.0;0.08333333333333333;0.2857142857142857;0.125;0.0;0.0;0.5714285714285714;0.0;0.0;0.16666666666666666;0.16666666666666666;0.42857142857142855;0.0;0.0;0.5;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.3333333333333333;0.6666666666666666;0.0;0.0;0.0;0.6666666666666666;0.14285714285714285
