;GO:0061178;GO:0030073;GO:0014066;GO:0030193;GO:0061296;GO:1900212;GO:0023019;GO:0046854;GO:0048557;GO:0008344;GO:0048754;GO:0061017;GO:0006367;GO:0055091;GO:0050796;GO:0009749;GO:0032922;GO:0002314;GO:0002315;GO:0070365;GO:0030308;GO:0001826;GO:0019722;GO:0035556;GO:0010470;GO:0035672;GO:0065004;GO:0033132;GO:0000902;GO:0060395;GO:0043433;GO:0042663;GO:0000226;GO:0072181;GO:0007219;GO:0001678;GO:2000648;GO:2000049;GO:2000048;GO:0006182;GO:0060261;GO:0008285;GO:0039020;GO:0006661;GO:0006468;GO:0045944;GO:0072095;GO:0043401;GO:0000432;GO:0000122;GO:0007229;GO:0051300;GO:0010719;GO:0048863;GO:2000811;GO:0010832;GO:0030522;GO:2000971;GO:0007043;GO:0006351;GO:0006591;GO:0007168;GO:0009267;GO:0061987;GO:0033626;GO:0001657;GO:0071542;GO:2000543;GO:0050900;GO:0030111
GO:0048754;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25905973592202725;0.1642658631441654;1.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.1642658631441654;0.1302612429746404;0.1302612429746404;0.1302612429746404;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.25905973592202725;0.0;0.0;0.0;0.0;0.42930471443018403;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0;0.0
GO:0061017;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.1302612429746404;0.0;0.1302612429746404;1.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.22804082589224092;0.22804082589224092;0.41260509979692533;0.0;0.22804082589224092;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.1890450431733396;0.01468324974140624;0.0;0.0;0.01468324974140624;0.1302612429746404;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.1302612429746404;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.5864763402836589;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.1302612429746404;0.22804082589224092;0.0;0.01468324974140624;0.0
GO:0006367;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.06927734236639929;0.0;0.0;0.0;0.01468324974140624;1.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.18069967620565253;0.0;0.0;0.0;0.14450116634992752;0.08547128021085358;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.1960200889472569;0.07548231845693805;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0
GO:0055091;0.16702085169111647;0.16702085169111647;0.036692364793703955;0.16702085169111647;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.16702085169111647;0.0;0.036692364793703955;0.0;0.0;0.0;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.0;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.0;0.036692364793703955;0.29074920840361035;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.0;0.0;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.0;0.0;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.0;0.0;0.036692364793703955;0.0;0.036692364793703955
GO:0050796;0.472331344155125;0.3621435382722763;0.16845680521671735;0.16702085169111647;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.16702085169111647;1.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.16702085169111647;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.042064647228987374;0.0;0.16845680521671735
GO:0009749;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19673256925640645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;0.19673256925640645;0.0;0.0;0.0;0.0;0.0;0.0
GO:0032922;0.042064647228987374;0.036692364793703955;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.0;0.1642658631441654;0.1642658631441654;0.0;0.0;0.036692364793703955;0.042064647228987374;0.0;1.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.0;0.09795404577404272;0.0;0.042064647228987374;0.1356691921375081;0.042064647228987374;0.0;0.0;0.042064647228987374;0.036692364793703955;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.1356691921375081;0.042064647228987374;0.0;0.0;0.0;0.1356691921375081;0.042064647228987374;0.042064647228987374;0.1356691921375081;0.1356691921375081;0.042064647228987374;0.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.0;0.1356691921375081;0.042064647228987374;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374
GO:0002314;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.1302612429746404;0.0;0.1302612429746404;0.22804082589224092;0.01468324974140624;0.0;0.0;0.0;0.0;1.0;0.7043725077703151;0.22804082589224092;0.0;0.22804082589224092;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.1890450431733396;0.01468324974140624;0.0;0.0;0.01468324974140624;0.1302612429746404;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.1302612429746404;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.22804082589224092;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.1302612429746404;0.22804082589224092;0.0;0.20709043845653538;0.0
GO:0002315;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.1302612429746404;0.0;0.1302612429746404;0.22804082589224092;0.01468324974140624;0.0;0.0;0.0;0.0;0.7043725077703151;1.0;0.22804082589224092;0.0;0.22804082589224092;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.1890450431733396;0.01468324974140624;0.0;0.0;0.01468324974140624;0.1302612429746404;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.1302612429746404;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.22804082589224092;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.1302612429746404;0.22804082589224092;0.0;0.20709043845653538;0.0
GO:0070365;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.1302612429746404;0.0;0.1302612429746404;0.41260509979692533;0.01468324974140624;0.0;0.0;0.0;0.0;0.22804082589224092;0.22804082589224092;1.0;0.0;0.22804082589224092;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.1890450431733396;0.01468324974140624;0.0;0.0;0.01468324974140624;0.1302612429746404;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.1302612429746404;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.22804082589224092;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.1302612429746404;0.22804082589224092;0.0;0.01468324974140624;0.0
GO:0030308;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.042064647228987374;0.13839445927415203;0.13839445927415203;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.036692364793703955;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.0;1.0;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.0;0.0;0.13839445927415203;0.0;0.047799631016701725;0.12804570306913615;0.047799631016701725;0.0;0.0;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.042064647228987374;0.13839445927415203;0.0;0.20397374928165476;0.13839445927415203;0.0;0.0;0.0;0.047799631016701725;0.337220439500363;0.047799631016701725;0.047799631016701725;0.13839445927415203;0.047799631016701725;0.0;0.13839445927415203;0.0;0.13839445927415203;0.13839445927415203;0.047799631016701725;0.12804570306913615;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.20397374928165476;0.0;0.0;0.042064647228987374;0.0;0.047799631016701725
GO:0001826;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.1302612429746404;0.0;0.1302612429746404;0.22804082589224092;0.01468324974140624;0.0;0.0;0.0;0.0;0.22804082589224092;0.22804082589224092;0.22804082589224092;0.0;1.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.1890450431733396;0.01468324974140624;0.0;0.0;0.01468324974140624;0.1302612429746404;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.1302612429746404;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.22804082589224092;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.1302612429746404;0.22804082589224092;0.0;0.01468324974140624;0.0
GO:0019722;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.12659489728285286;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.0;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.01468324974140624;1.0;0.24553006275393716;0.042064647228987374;0.0;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.0;0.12659489728285286;0.036692364793703955;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.0;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.12659489728285286;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.12659489728285286;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.0;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.047799631016701725
GO:0035556;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.12659489728285286;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.0;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.24553006275393716;1.0;0.042064647228987374;0.0;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.0;0.12659489728285286;0.036692364793703955;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.0;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.12659489728285286;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.12659489728285286;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.0;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.047799631016701725
GO:0010470;0.042064647228987374;0.036692364793703955;0.042064647228987374;0.18922943134840794;0.2946054623034586;0.23094064297706635;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.0;0.036692364793703955;0.042064647228987374;0.0;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;1.0;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.6279473492530737;0.0;0.0;0.042064647228987374;0.036692364793703955;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.2946054623034586;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.23094064297706635;0.0;0.042064647228987374;0.20397374928165476;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.6279473492530737;0.0;0.042064647228987374
GO:0035672;0.0;0.26194940557449836;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0065004;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;1.0;0.0;0.12408495164008174;0.01468324974140624;0.0;0.0;0.12408495164008174;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.12408495164008174;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.2041871440868109;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0
