;GO:0032494;GO:0006883;GO:0042730;GO:0045766;GO:0043547;GO:0060326;GO:0006957;GO:0031638;GO:0000187;GO:0045650;GO:0006958;GO:0001867;GO:0051482;GO:0001869;GO:0050679;GO:0050830;GO:0010575;GO:0042789;GO:0007186;GO:0090023;GO:0043312;GO:0006898;GO:0010828;GO:0001798;GO:0051056;GO:0010866;GO:0031100;GO:0030853;GO:0046718;GO:0038178;GO:0007597;GO:0045589;GO:0043687;GO:0043524;GO:0001970;GO:0045745;GO:0002576;GO:0030449;GO:0048863;GO:0010759;GO:0010951;GO:0045959;GO:0045957;GO:0022617;GO:0007202;GO:1900005;GO:1900004;GO:0007200;GO:0002430;GO:0006631;GO:0007204;GO:2000427;GO:0045087;GO:0006508;GO:0070374;GO:0001934;GO:0030593;GO:0032496;GO:0050900;GO:0010884
GO:0045589;0.0;0.011783620389699014;0.031484589256357734;0.17164947137953412;0.025229131893598794;0.0;0.039799803635641944;0.0;0.0021483781229270334;0.07971886085476243;0.04655656636946242;0.039799803635641944;0.011528159063147471;0.004422085461431739;0.059657614159254344;0.0;0.059657614159254344;0.0;0.059657614159254344;0.008419506777565193;0.0;0.0;0.033460376111537564;0.005778135403014067;0.059657614159254344;0.059657614159254344;0.0;0.07967055683411205;0.0;0.03240504258356479;0.0;1.0;0.0;0.04432685872670267;0.0050549874138566715;0.04204176424227183;0.0;0.03239814530310216;0.0;0.007977994551012602;0.01591452275163979;0.003676194487429267;0.004422085461431739;0.0;0.025229131893598794;0.007080077757599671;0.007067573850925976;0.059657614159254344;0.03640154558458736;0.0;0.011599311636661369;0.03506383361895176;0.0;0.0;0.006754307064843514;0.012007631192934867;0.0;0.0;0.0;0.033460376111537564
GO:0043687;0.0;0.011783620389699014;0.0;0.0;0.0;0.022277141600228655;0.22376650230622996;0.296167352601857;0.0;0.0;0.26175506068459603;0.22376650230622996;0.011528159063147471;0.0;0.0;0.0;0.0;0.023629897932562285;0.022277141600228655;0.0;0.022277141600228655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013704052783204027;0.296167352601857;0.0;1.0;0.0;0.0;0.0;0.022277141600228655;0.0;0.022277141600228655;0.0;0.0;0.0;0.0;0.022277141600228655;0.0;0.0;0.0;0.022277141600228655;0.015394169003018042;0.09132670683276246;0.011599311636661369;0.0;0.0;0.296167352601857;0.0;0.0;0.022277141600228655;0.0;0.022277141600228655;0.0
GO:0043524;0.0;0.011783620389699014;0.031484589256357734;0.02486176133157318;0.018745774215166506;0.0;0.022322656002617527;0.0;0.0021483781229270334;0.028407405435158316;0.02486176133157318;0.022322656002617527;0.011528159063147471;0.01329232955202528;0.04432685872670267;0.0;0.02486176133157318;0.0;0.04432685872670267;0.008419506777565193;0.0;0.0;0.02486176133157318;0.003240803148649716;0.04432685872670267;0.04432685872670267;0.0;0.0283901925462127;0.0;0.03240504258356479;0.0;0.04432685872670267;0.0;1.0;0.0050549874138566715;0.04204176424227183;0.0;0.018171261831963142;0.0;0.007977994551012602;0.04783740226709901;0.011050258763752473;0.01329232955202528;0.0;0.018745774215166506;0.007080077757599671;0.021244392850193364;0.04432685872670267;0.03640154558458736;0.0;0.011599311636661369;0.03506383361895176;0.0;0.0;0.006754307064843514;0.012007631192934867;0.0;0.0;0.0;0.02486176133157318
GO:0001970;0.0;0.0021377479804040806;0.0073968946893513176;0.0050549874138566715;0.0021377479804040806;0.0;0.04976894167503599;0.0;0.07783950370953;0.0050549874138566715;0.04976894167503599;0.04976894167503599;0.0021377479804040806;0.13649193248751557;0.01514291328967637;0.0;0.0050549874138566715;0.0;0.0050549874138566715;0.01514291328967637;0.0;0.0;0.0050549874138566715;0.04976894167503599;0.0050549874138566715;0.014458818563623091;0.0;0.0050549874138566715;0.0;0.04976894167503599;0.0;0.0050549874138566715;0.0;0.0050549874138566715;1.0;0.01514291328967637;0.0;0.15602706162851399;0.0;0.01514291328967637;0.04492210113705597;0.11346928822735007;0.13649193248751557;0.0;0.0021377479804040806;0.21348693676020575;0.04492210113705597;0.0050549874138566715;0.04976894167503599;0.0;0.0021377479804040806;0.01514291328967637;0.0;0.0;0.18315105118294286;0.18315105118294286;0.0;0.0;0.0;0.0050549874138566715
GO:0045745;0.0;0.011783620389699014;0.031484589256357734;0.04204176424227183;0.017779410559001126;0.0;0.11728312047630098;0.0;0.037836644979300546;0.009450561248887372;0.12388978965330716;0.11728312047630098;0.011528159063147471;0.004422085461431739;0.12594191406305053;0.0;0.04204176424227183;0.0;0.04204176424227183;0.02522179594849674;0.0;0.0;0.04204176424227183;0.01702716316904633;0.1984685757140519;0.04204176424227183;0.0;0.009444834873713049;0.0;0.0954920418241554;0.0;0.04204176424227183;0.0;0.04204176424227183;0.01514291328967637;1.0;0.0;0.03239814530310216;0.0;0.0238991850662835;0.01591452275163979;0.003676194487429267;0.004422085461431739;0.0;0.017779410559001126;0.021209351238661273;0.007067573850925976;0.04204176424227183;0.107269043219536;0.0;0.011599311636661369;0.10503855867967958;0.0;0.0;0.11895499947908626;0.035970518437018116;0.0;0.0;0.0;0.04204176424227183
GO:0002576;0.0;0.011783620389699014;0.0;0.0;0.0;0.08448767247666746;0.0;0.0;0.0;0.0;0.0;0.0;0.011528159063147471;0.0;0.0;0.0;0.0;0.0026135649106476403;0.08448767247666746;0.0;0.2896717818885016;0.2756961875362196;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013704052783204027;0.0;0.0;0.022277141600228655;0.0;0.0;0.0;1.0;0.0;0.08448767247666746;0.0;0.0;0.0;0.0;0.08448767247666746;0.0;0.0;0.0;0.08448767247666746;0.015394169003018042;0.03699381859770213;0.011599311636661369;0.0;0.0;0.0;0.0;0.0;0.02584317478281109;0.0;0.08448767247666746;0.0
GO:0030449;0.0;0.011783620389699014;0.04607097347628794;0.018171261831963142;0.013701135931751767;0.0;0.09133392926315576;0.0;0.011085842811766554;0.009450561248887372;0.09133392926315576;0.09133392926315576;0.011528159063147471;0.13649193248751557;0.018171261831963142;0.0;0.018171261831963142;0.0;0.018171261831963142;0.012320150352741357;0.0;0.0;0.018171261831963142;0.02472487326282888;0.03239814530310216;0.04367948703374461;0.0;0.009444834873713049;0.0;0.09133392926315576;0.0;0.03239814530310216;0.0;0.018171261831963142;0.15602706162851399;0.03239814530310216;0.0;1.0;0.0;0.011674091485231955;0.08789750705962279;0.11346928822735007;0.13649193248751557;0.0;0.013701135931751767;0.0391039803325031;0.03903492000048587;0.018171261831963142;0.09133392926315576;0.0;0.011599311636661369;0.018171261831963142;0.0;0.0;0.03485289001232425;0.061960560166745796;0.0;0.0;0.0;0.018171261831963142
GO:0048863;0.0;0.011783620389699014;0.0;0.0;0.0;0.11117984168356607;0.0;0.0;0.0;0.0;0.0;0.0;0.011528159063147471;0.0;0.0;0.0;0.0;0.0026135649106476403;0.14532829318607357;0.0;0.02535564089323761;0.0;0.0;0.0;0.0;0.0;0.11988528802379118;0.0;0.0;0.013704052783204027;0.0;0.0;0.022277141600228655;0.0;0.0;0.0;0.08448767247666746;0.0;1.0;0.0;0.0;0.0;0.0;0.0907819473582988;0.0;0.0;0.0;0.12482130051040963;0.015394169003018042;0.03699381859770213;0.011599311636661369;0.0;0.0;0.0;0.0;0.0;0.02584317478281109;0.0;0.1249933605260799;0.0
GO:0010759;0.0;0.003373884115388922;0.011674091485231955;0.007977994551012602;0.003373884115388922;0.0;0.023509766647384914;0.0;0.006435763527272785;0.007977994551012602;0.023509766647384914;0.023509766647384914;0.003373884115388922;0.006470777825451881;0.0238991850662835;0.0;0.007977994551012602;0.0;0.007977994551012602;0.4241905420329975;0.0;0.0;0.007977994551012602;0.03062003711932325;0.007977994551012602;0.007977994551012602;0.0;0.007977994551012602;0.0;0.023509766647384914;0.0;0.007977994551012602;0.0;0.007977994551012602;0.01514291328967637;0.0238991850662835;0.0;0.011674091485231955;0.0;1.0;0.007977994551012602;0.0053793256550053094;0.006470777825451881;0.0;0.003373884115388922;0.021209351238661273;0.007067573850925976;0.007977994551012602;0.023509766647384914;0.0;0.003373884115388922;0.0238991850662835;0.0;0.0;0.020233460113947156;0.0238991850662835;0.0;0.0;0.0;0.007977994551012602
GO:0010951;0.0;0.0067302321620335065;0.01591452275163979;0.008926034411701067;0.018494819730713624;0.0;0.008926034411701067;0.0;0.01909196827161538;0.028407405435158316;0.008926034411701067;0.008926034411701067;0.0067302321620335065;0.1872572024032453;0.01591452275163979;0.0;0.008926034411701067;0.0;0.01591452275163979;0.008419506777565193;0.0;0.0;0.008926034411701067;0.003240803148649716;0.01591452275163979;0.04552042926197002;0.0;0.0283901925462127;0.0;0.01591452275163979;0.0;0.01591452275163979;0.0;0.04783740226709901;0.04492210113705597;0.01591452275163979;0.0;0.08789750705962279;0.0;0.007977994551012602;1.0;0.15567177550280892;0.1872572024032453;0.0;0.018494819730713624;0.06291844925533792;0.4440958715018804;0.01591452275163979;0.01591452275163979;0.0;0.0067302321620335065;0.01591452275163979;0.0;0.0;0.06002342641762215;0.10670808425494181;0.0;0.0;0.0;0.008926034411701067
GO:0045959;0.0;0.001554658142082044;0.01087081794868239;0.0020618801462656713;0.001554658142082044;0.0;0.010363595944497423;0.0;0.01909196827161538;0.011050258763752473;0.010363595944497423;0.010363595944497423;0.001554658142082044;0.6131256823628939;0.003676194487429267;0.0;0.0020618801462656713;0.0;0.003676194487429267;0.0053793256550053094;0.0;0.0;0.0020618801462656713;0.02228594089640548;0.003676194487429267;0.01051504677393016;0.0;0.011050258763752473;0.0;0.010363595944497423;0.0;0.003676194487429267;0.0;0.011050258763752473;0.11346928822735007;0.003676194487429267;0.0;0.11346928822735007;0.0;0.0053793256550053094;0.15567177550280892;1.0;0.6131256823628939;0.0;0.001554658142082044;0.03266919717962083;0.15567177550280892;0.003676194487429267;0.010363595944497423;0.0;0.001554658142082044;0.003676194487429267;0.0;0.0;0.03266919717962083;0.03266919717962083;0.0;0.0;0.0;0.0020618801462656713
GO:0045957;0.0;0.0018700945205989358;0.013076480629390133;0.0024802306431812816;0.0018700945205989358;0.0;0.012466344506806176;0.0;0.01909196827161538;0.01329232955202528;0.012466344506806176;0.012466344506806176;0.0018700945205989358;0.7375274010334947;0.004422085461431739;0.0;0.0024802306431812816;0.0;0.004422085461431739;0.006470777825451881;0.0;0.0;0.0024802306431812816;0.01892228114527481;0.004422085461431739;0.01264852434338621;0.0;0.01329232955202528;0.0;0.012466344506806176;0.0;0.004422085461431739;0.0;0.01329232955202528;0.13649193248751557;0.004422085461431739;0.0;0.13649193248751557;0.0;0.006470777825451881;0.1872572024032453;0.6131256823628939;1.0;0.0;0.0018700945205989358;0.039297698306944566;0.1872572024032453;0.004422085461431739;0.012466344506806176;0.0;0.0018700945205989358;0.004422085461431739;0.0;0.0;0.039297698306944566;0.039297698306944566;0.0;0.0;0.0;0.0024802306431812816
GO:0022617;0.0;0.011783620389699014;0.0;0.0;0.0;0.0907819473582988;0.0;0.0;0.0;0.0;0.0;0.0;0.011528159063147471;0.0;0.0;0.0;0.0;0.0026135649106476403;0.0907819473582988;0.0;0.02535564089323761;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013704052783204027;0.0;0.0;0.022277141600228655;0.0;0.0;0.0;0.08448767247666746;0.0;0.0907819473582988;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0907819473582988;0.015394169003018042;0.03699381859770213;0.011599311636661369;0.0;0.0;0.0;0.0;0.0;0.02584317478281109;0.0;0.0907819473582988;0.0
GO:0007202;0.0;0.011783620389699014;0.013314794199513143;0.02503693274896002;0.39400872818907395;0.0;0.01683128816687988;0.0;0.004944216628169998;0.003996630766698656;0.01968871484388799;0.01683128816687988;0.011528159063147471;0.0018700945205989358;0.040211699544984596;0.0;0.040211699544984596;0.0;0.040211699544984596;0.0035605990947475763;0.0;0.0;0.040211699544984596;0.002443566378510645;0.040211699544984596;0.027960275560488575;0.0;0.003994209089657406;0.0;0.013704052783204027;0.0;0.025229131893598794;0.0;0.018745774215166506;0.0021377479804040806;0.017779410559001126;0.0;0.013701135931751767;0.0;0.003373884115388922;0.018494819730713624;0.001554658142082044;0.0018700945205989358;0.0;1.0;0.029337821862049054;0.00821347308658144;0.040211699544984596;0.015394169003018042;0.0;0.011599311636661369;0.014828452252653654;0.0;0.0;0.0028563881776081583;0.00507801251132084;0.0;0.0;0.0;0.040211699544984596
GO:1900005;0.0;0.0029941562042120045;0.00397102814128324;0.007080077757599671;0.029337821862049054;0.0;0.007080077757599671;0.0;0.07783950370953;0.007080077757599671;0.007080077757599671;0.007080077757599671;0.0029941562042120045;0.039297698306944566;0.021209351238661273;0.0;0.007080077757599671;0.0;0.007080077757599671;0.021209351238661273;0.0;0.0;0.007080077757599671;0.005778135403014067;0.007080077757599671;0.020251199722646756;0.0;0.007080077757599671;0.0;0.007080077757599671;0.0;0.007080077757599671;0.0;0.007080077757599671;0.21348693676020575;0.021209351238661273;0.0;0.0391039803325031;0.0;0.021209351238661273;0.06291844925533792;0.03266919717962083;0.039297698306944566;0.0;0.029337821862049054;1.0;0.11057775884468675;0.007080077757599671;0.007080077757599671;0.0;0.0029941562042120045;0.021209351238661273;0.0;0.0;0.24472037962892987;0.25652362263193557;0.0;0.0;0.0;0.007080077757599671
GO:1900004;0.0;0.0029888683174082546;0.007067573850925976;0.003964015031120159;0.00821347308658144;0.0;0.003964015031120159;0.0;0.01909196827161538;0.021244392850193364;0.003964015031120159;0.003964015031120159;0.0029888683174082546;0.1872572024032453;0.007067573850925976;0.0;0.003964015031120159;0.0;0.007067573850925976;0.007067573850925976;0.0;0.0;0.003964015031120159;0.003240803148649716;0.007067573850925976;0.020215434704234276;0.0;0.021244392850193364;0.0;0.007067573850925976;0.0;0.007067573850925976;0.0;0.021244392850193364;0.04492210113705597;0.007067573850925976;0.0;0.03903492000048587;0.0;0.007067573850925976;0.4440958715018804;0.15567177550280892;0.1872572024032453;0.0;0.00821347308658144;0.11057775884468675;1.0;0.007067573850925976;0.007067573850925976;0.0;0.0029888683174082546;0.007067573850925976;0.0;0.0;0.06002342641762215;0.06280733092521819;0.0;0.0;0.0;0.003964015031120159
GO:0007200;0.0;0.011783620389699014;0.01765887243533998;0.033205470168080946;0.06825029425055588;0.11117984168356607;0.022322656002617527;0.0;0.0021483781229270334;0.009450561248887372;0.026112345308102147;0.022322656002617527;0.011528159063147471;0.004422085461431739;0.12237164973833586;0.0;0.06919221257938166;0.0026135649106476403;0.8588919457726826;0.008419506777565193;0.02535564089323761;0.0;0.06809013386608262;0.003240803148649716;0.176667307943996;0.0661157640385271;0.0;0.009444834873713049;0.0;0.09429721138785968;0.0;0.059657614159254344;0.022277141600228655;0.04432685872670267;0.0050549874138566715;0.04204176424227183;0.08448767247666746;0.018171261831963142;0.12482130051040963;0.007977994551012602;0.01591452275163979;0.003676194487429267;0.004422085461431739;0.0907819473582988;0.040211699544984596;0.007080077757599671;0.007067573850925976;1.0;0.08883945860337972;0.03699381859770213;0.011599311636661369;0.03506383361895176;0.0;0.0;0.006754307064843514;0.012007631192934867;0.02584317478281109;0.0;0.12482130051040963;0.09666565376800154
GO:0002430;0.0;0.011783620389699014;0.031484589256357734;0.03640154558458736;0.015394169003018042;0.015394169003018042;0.40177606377432484;0.0;0.006330897823683107;0.009450561248887372;0.40177606377432484;0.40177606377432484;0.011528159063147471;0.012466344506806176;0.03640154558458736;0.0;0.03640154558458736;0.0026135649106476403;0.08883945860337972;0.024810826625785282;0.015394169003018042;0.0;0.03640154558458736;0.056888704227982756;0.03640154558458736;0.03640154558458736;0.0;0.009444834873713049;0.0;0.8902106232897232;0.0;0.03640154558458736;0.015394169003018042;0.03640154558458736;0.04976894167503599;0.107269043219536;0.015394169003018042;0.09133392926315576;0.015394169003018042;0.023509766647384914;0.01591452275163979;0.010363595944497423;0.012466344506806176;0.015394169003018042;0.015394169003018042;0.007080077757599671;0.007067573850925976;0.08883945860337972;1.0;0.015394169003018042;0.011599311636661369;0.03506383361895176;0.015394169003018042;0.0;0.019903771799280025;0.012007631192934867;0.015394169003018042;0.0;0.015394169003018042;0.03640154558458736
GO:0006631;0.0;0.011783620389699014;0.0;0.0;0.0;0.03699381859770213;0.03204920695603959;0.0625035752660303;0.0;0.0;0.03749016061479439;0.03204920695603959;0.011528159063147471;0.0;0.0;0.0;0.0;0.010714492939285447;0.03699381859770213;0.0;0.02535564089323761;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013704052783204027;0.07044158097566028;0.0;0.09132670683276246;0.0;0.0;0.0;0.03699381859770213;0.0;0.03699381859770213;0.0;0.0;0.0;0.0;0.03699381859770213;0.0;0.0;0.0;0.03699381859770213;0.015394169003018042;1.0;0.011599311636661369;0.0;0.0;0.07044158097566028;0.0;0.0;0.02584317478281109;0.0;0.03699381859770213;0.0
GO:0007204;0.0;0.3645912927447792;0.015383697371533339;0.011599311636661369;0.011599311636661369;0.011599311636661369;0.011599311636661369;0.0;9.085464744861965E-4;0.003996630766698656;0.011599311636661369;0.011599311636661369;0.9938657934416549;0.0018700945205989358;0.011599311636661369;0.0;0.011599311636661369;0.0026135649106476403;0.011599311636661369;0.0035605990947475763;0.011599311636661369;0.0;0.011599311636661369;0.002443566378510645;0.011599311636661369;0.011599311636661369;0.0;0.003994209089657406;0.0;0.011599311636661369;0.0;0.011599311636661369;0.011599311636661369;0.011599311636661369;0.0021377479804040806;0.011599311636661369;0.011599311636661369;0.011599311636661369;0.011599311636661369;0.003373884115388922;0.0067302321620335065;0.001554658142082044;0.0018700945205989358;0.011599311636661369;0.011599311636661369;0.0029941562042120045;0.0029888683174082546;0.011599311636661369;0.011599311636661369;0.011599311636661369;1.0;0.011599311636661369;0.0;0.0;0.0028563881776081583;0.00507801251132084;0.011599311636661369;0.0;0.011599311636661369;0.015383697371533339
GO:2000427;0.0;0.011783620389699014;0.01765887243533998;0.03506383361895176;0.014828452252653654;0.0;0.03506383361895176;0.0;0.006435763527272785;0.009450561248887372;0.03506383361895176;0.03506383361895176;0.011528159063147471;0.004422085461431739;0.10503855867967958;0.0;0.03506383361895176;0.0;0.03506383361895176;0.02522179594849674;0.0;0.0;0.11404386279573397;0.005778135403014067;0.03506383361895176;0.03506383361895176;0.0;0.009444834873713049;0.0;0.03240504258356479;0.0;0.03506383361895176;0.0;0.03506383361895176;0.01514291328967637;0.10503855867967958;0.0;0.018171261831963142;0.0;0.0238991850662835;0.01591452275163979;0.003676194487429267;0.004422085461431739;0.0;0.014828452252653654;0.021209351238661273;0.007067573850925976;0.03506383361895176;0.03506383361895176;0.0;0.011599311636661369;1.0;0.0;0.0;0.020233460113947156;0.035970518437018116;0.0;0.0;0.0;0.03506383361895176
GO:0045087;0.043540180526466986;0.0;0.0;0.0;0.0;0.0;0.13230938465399222;0.0;0.0;0.0;0.07280512177388379;0.13230938465399222;0.0;0.0;0.0;0.13354555653069036;0.0;0.0;0.0;0.0;0.02535564089323761;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013704052783204027;0.06035684781841517;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015394169003018042;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.02584317478281109;0.0522750495245386;0.1249933605260799;0.0
GO:0006508;0.0;0.0;0.0;0.0;0.0;0.0;0.22376650230622996;0.46652994022353084;0.0;0.0;0.26175506068459603;0.22376650230622996;0.0;0.0;0.0;0.0;0.0;0.00793118992101781;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8024246624885532;0.0;0.296167352601857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07044158097566028;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0070374;0.0;0.0028563881776081583;0.006754307064843514;0.006754307064843514;0.0028563881776081583;0.0;0.019903771799280025;0.0;0.2744662249390444;0.006754307064843514;0.019903771799280025;0.019903771799280025;0.0028563881776081583;0.039297698306944566;0.020233460113947156;0.0;0.006754307064843514;0.0;0.006754307064843514;0.020233460113947156;0.0;0.0;0.006754307064843514;0.01702716316904633;0.03550130060104913;0.01931939535712146;0.0;0.006754307064843514;0.0;0.019903771799280025;0.0;0.006754307064843514;0.0;0.006754307064843514;0.18315105118294286;0.11895499947908626;0.0;0.03485289001232425;0.0;0.020233460113947156;0.06002342641762215;0.03266919717962083;0.039297698306944566;0.0;0.0028563881776081583;0.24472037962892987;0.06002342641762215;0.006754307064843514;0.019903771799280025;0.0;0.0028563881776081583;0.020233460113947156;0.0;0.0;1.0;0.562501209132544;0.0;0.0;0.0;0.006754307064843514
GO:0001934;0.0;0.00507801251132084;0.006734762386770798;0.012007631192934867;0.00507801251132084;0.0;0.012007631192934867;0.0;0.17891773060044605;0.009450561248887372;0.012007631192934867;0.012007631192934867;0.00507801251132084;0.039297698306944566;0.035970518437018116;0.0;0.012007631192934867;0.0;0.012007631192934867;0.02522179594849674;0.0;0.0;0.012007631192934867;0.005778135403014067;0.012007631192934867;0.03434551791793423;0.0;0.009444834873713049;0.0;0.012007631192934867;0.0;0.012007631192934867;0.0;0.012007631192934867;0.18315105118294286;0.035970518437018116;0.0;0.061960560166745796;0.0;0.0238991850662835;0.10670808425494181;0.03266919717962083;0.039297698306944566;0.0;0.00507801251132084;0.25652362263193557;0.06280733092521819;0.012007631192934867;0.012007631192934867;0.0;0.00507801251132084;0.035970518437018116;0.0;0.0;0.562501209132544;1.0;0.0;0.0;0.0;0.012007631192934867
GO:0030593;0.0;0.011783620389699014;0.0;0.0;0.0;0.23244478847491531;0.01683128816687988;0.0;0.0;0.0;0.01968871484388799;0.01683128816687988;0.011528159063147471;0.0;0.0;0.0;0.0;0.0026135649106476403;0.02584317478281109;0.0;0.02535564089323761;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013704052783204027;0.0;0.0;0.022277141600228655;0.0;0.0;0.0;0.02584317478281109;0.0;0.02584317478281109;0.0;0.0;0.0;0.0;0.02584317478281109;0.0;0.0;0.0;0.02584317478281109;0.015394169003018042;0.02584317478281109;0.011599311636661369;0.0;0.02584317478281109;0.0;0.0;0.0;1.0;0.0;0.20675638029124677;0.0
GO:0032496;0.4104942663439488;0.0;0.0;0.0;0.0;0.0;0.01683128816687988;0.0;0.0;0.0;0.01968871484388799;0.01683128816687988;0.0;0.0;0.0;0.23285909495592405;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0522750495245386;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0522750495245386;0.0;0.0;0.0;0.0;1.0;0.0;0.0
GO:0050900;0.0;0.011783620389699014;0.0;0.0;0.0;0.565641895119067;0.01683128816687988;0.0;0.0;0.0;0.01968871484388799;0.01683128816687988;0.011528159063147471;0.0;0.0;0.0;0.0;0.0026135649106476403;0.1249933605260799;0.0;0.02535564089323761;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013704052783204027;0.0;0.0;0.022277141600228655;0.0;0.0;0.0;0.08448767247666746;0.0;0.1249933605260799;0.0;0.0;0.0;0.0;0.0907819473582988;0.0;0.0;0.0;0.12482130051040963;0.015394169003018042;0.03699381859770213;0.011599311636661369;0.0;0.1249933605260799;0.0;0.0;0.0;0.20675638029124677;0.0;1.0;0.0
GO:0010884;0.0;0.01562813860808864;0.01765887243533998;0.059203133899649846;0.06825029425055588;0.0;0.039799803635641944;0.0;0.0021483781229270334;0.005300569563656282;0.04655656636946242;0.039799803635641944;0.015289330594225282;0.0024802306431812816;0.12237164973833586;0.0;0.12336509031237468;0.0;0.09666565376800154;0.008419506777565193;0.0;0.0;0.12140015762805702;0.005778135403014067;0.09666565376800154;0.03708258137385823;0.0;0.005297357791449349;0.0;0.03240504258356479;0.0;0.033460376111537564;0.0;0.02486176133157318;0.0050549874138566715;0.04204176424227183;0.0;0.018171261831963142;0.0;0.007977994551012602;0.008926034411701067;0.0020618801462656713;0.0024802306431812816;0.0;0.040211699544984596;0.007080077757599671;0.003964015031120159;0.09666565376800154;0.03640154558458736;0.0;0.015383697371533339;0.03506383361895176;0.0;0.0;0.006754307064843514;0.012007631192934867;0.0;0.0;0.0;1.0
