;GO:0071816;GO:0006120;GO:0006886;GO:0006367;GO:0045053;GO:0045893;GO:0018230;GO:0046067;GO:0050714;GO:0032008;GO:0019886;GO:0065004;GO:0006256;GO:0045333;GO:0043312;GO:0006612;GO:0006888;GO:0045661;GO:0046034;GO:0051415;GO:0016567;GO:0090307;GO:0032472;GO:0032790;GO:0006464;GO:0043123;GO:0043001;GO:0045666;GO:0006468;GO:0045944;GO:0046712;GO:0007632;GO:0000045;GO:0070588;GO:0035735;GO:0032981;GO:0030520;GO:0031532;GO:0032468;GO:0015782;GO:0009101;GO:0006351;GO:1903830;GO:0009306;GO:0005977;GO:0046057;GO:0006906;GO:0048278;GO:0043066;GO:0030032;GO:0033344;GO:0031122;GO:0048194
GO:0019886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0065004;0.0;0.8;0.0;0.8;0.8;0.0;0.8;0.3356143810225276;0.0;0.0;0.0;1.0;0.3660149997115376;0.5356143810225276;0.8;0.0;0.0;0.0;0.5356143810225276;0.8;0.3660149997115376;0.8;0.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.0;0.43852901558847923;0.0;0.3356143810225276;0.0;0.8;0.0;0.8;0.8;0.8;0.5356143810225276;0.3660149997115376;0.0;0.48300749985576874;0.8;0.0;0.6000000000000001;0.48300749985576874;0.3356143810225276;0.8;0.8;0.0;0.8;0.0;0.6000000000000001;0.8
GO:0006256;0.0;0.43852901558847923;0.0;0.48300749985576874;0.3660149997115376;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.3660149997115376;1.0;0.3660149997115376;0.3660149997115376;0.0;0.0;0.0;0.5356143810225276;0.4;0.3081136762725405;0.4;0.0;0.3081136762725405;0.4;0.0;0.0;0.0;0.4;0.0;0.6000000000000001;0.0;0.4;0.0;0.4;0.4;0.4;0.3356143810225276;0.23852901558847928;0.0;0.43852901558847923;0.43852901558847923;0.0;0.3660149997115376;0.3356143810225276;0.48300749985576874;0.3660149997115376;0.3660149997115376;0.0;0.3660149997115376;0.0;0.3356143810225276;0.3660149997115376
GO:0045333;0.0;0.6830074998557688;0.0;0.6000000000000001;0.5356143810225276;0.0;0.6000000000000001;0.3081136762725405;0.0;0.0;0.0;0.5356143810225276;0.3660149997115376;1.0;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.3660149997115376;0.5356143810225276;0.0;0.4;0.48300749985576874;0.0;0.0;0.0;0.43852901558847923;0.0;0.3356143810225276;0.0;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.3081136762725405;0.0;0.48300749985576874;0.6000000000000001;0.0;0.48300749985576874;0.6830074998557688;0.3081136762725405;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.0;0.43852901558847923;0.5356143810225276
GO:0043312;0.8;0.8;0.8;0.8;0.8;0.0;0.8;0.3356143810225276;0.0;0.0;0.5356143810225276;0.8;0.3660149997115376;0.5356143810225276;1.0;0.8;0.8;0.0;0.5356143810225276;0.8;0.3660149997115376;0.8;0.3356143810225276;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.0;0.43852901558847923;0.0;0.3356143810225276;0.0;0.8;0.3660149997115376;0.8;0.8;0.8;0.5356143810225276;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.8;0.3660149997115376;0.6000000000000001;0.48300749985576874;0.3356143810225276;0.8;0.8;0.0;0.8;0.8;0.5356143810225276;0.8
GO:0006612;0.8;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;1.0;0.8;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.4;0.6000000000000001;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.0
GO:0006888;0.8;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.8;1.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.8;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.43852901558847923;0.6000000000000001;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.0
GO:0045661;0.0;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0;0.0;0.5356143810225276;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.5356143810225276;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.2599120563717816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0
GO:0046034;0.0;0.6830074998557688;0.0;0.6830074998557688;0.5356143810225276;0.0;0.6830074998557688;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;1.0;0.6000000000000001;0.4;0.6000000000000001;0.0;0.43852901558847923;0.5356143810225276;0.0;0.0;0.0;0.48300749985576874;0.0;0.6830074998557688;0.0;0.6000000000000001;0.0;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.48300749985576874;0.3356143810225276;0.0;0.5356143810225276;0.6000000000000001;0.0;0.5356143810225276;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.0;0.48300749985576874;0.5356143810225276
GO:0051415;0.0;0.8;0.0;0.8;0.8;0.0;0.8;0.3356143810225276;0.0;0.0;0.0;0.8;0.4;0.5356143810225276;0.8;0.0;0.0;0.0;0.6000000000000001;1.0;0.4;0.8;0.0;0.6830074998557688;0.5356143810225276;0.0;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0;0.8;0.0;0.8;0.8;0.8;0.6830074998557688;0.4;0.0;0.5356143810225276;0.8;0.0;0.6830074998557688;0.48300749985576874;0.3356143810225276;0.8;0.8;0.0;0.8;0.0;0.8;0.8
GO:0016567;0.0;0.43852901558847923;0.0;0.43852901558847923;0.3660149997115376;0.0;0.48300749985576874;0.3081136762725405;0.0;0.0;0.0;0.3660149997115376;0.3081136762725405;0.3660149997115376;0.3660149997115376;0.0;0.0;0.0;0.4;0.4;1.0;0.4;0.0;0.3081136762725405;0.6830074998557688;0.0;0.0;0.0;0.6000000000000001;0.0;0.2830074998557688;0.0;0.4;0.0;0.4;0.4;0.4;0.3356143810225276;0.23852901558847928;0.0;0.43852901558847923;0.43852901558847923;0.0;0.3660149997115376;0.4;0.3081136762725405;0.3660149997115376;0.3660149997115376;0.0;0.3660149997115376;0.0;0.3356143810225276;0.3660149997115376
GO:0090307;0.0;0.8;0.0;0.8;0.8;0.0;0.8;0.3356143810225276;0.0;0.0;0.0;0.8;0.4;0.5356143810225276;0.8;0.0;0.0;0.0;0.6000000000000001;0.8;0.4;1.0;0.0;0.6830074998557688;0.5356143810225276;0.0;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0;0.8;0.0;0.8;0.8;0.8;0.6000000000000001;0.4;0.0;0.5356143810225276;0.8;0.0;0.6830074998557688;0.48300749985576874;0.3356143810225276;0.8;0.8;0.0;0.8;0.0;0.6830074998557688;0.8
GO:0032472;0.3660149997115376;0.0;0.4;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.3660149997115376;0.4;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.3660149997115376;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.6000000000000001;0.3660149997115376;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.3660149997115376;0.0;0.0
GO:0032790;0.0;0.5356143810225276;0.0;0.5356143810225276;0.48300749985576874;0.0;0.5356143810225276;0.2599120563717816;0.0;0.0;0.0;0.5356143810225276;0.3081136762725405;0.4;0.48300749985576874;0.0;0.0;0.0;0.43852901558847923;0.6830074998557688;0.3081136762725405;0.6830074998557688;0.0;1.0;0.4;0.0;0.0;0.0;0.3660149997115376;0.0;0.2830074998557688;0.0;0.6000000000000001;0.0;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.3081136762725405;0.0;0.4;0.48300749985576874;0.0;0.48300749985576874;0.3660149997115376;0.2599120563717816;0.6000000000000001;0.48300749985576874;0.0;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276
GO:0006464;0.0;0.6000000000000001;0.0;0.6000000000000001;0.48300749985576874;0.0;0.6830074998557688;0.4;0.0;0.0;0.0;0.48300749985576874;0.4;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.6830074998557688;0.5356143810225276;0.0;0.4;1.0;0.0;0.0;0.0;1.0;0.0;0.3660149997115376;0.0;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.3081136762725405;0.0;0.6000000000000001;0.6000000000000001;0.0;0.48300749985576874;0.5356143810225276;0.4;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.0;0.43852901558847923;0.48300749985576874
GO:0043123;0.0;0.0;0.0;0.0;0.4;0.4;0.0;0.0;0.48300749985576874;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.4;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.21862188087829626;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0
GO:0043001;0.6000000000000001;0.0;0.8;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.6830074998557688;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.5356143810225276;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.3660149997115376;0.8;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.0
GO:0045666;0.0;0.0;0.0;0.0;0.8;0.4;0.0;0.0;0.48300749985576874;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;1.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
GO:0006468;0.0;0.5356143810225276;0.0;0.5356143810225276;0.43852901558847923;0.0;0.6000000000000001;0.4;0.0;0.0;0.0;0.43852901558847923;0.4;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.6000000000000001;0.48300749985576874;0.0;0.3660149997115376;1.0;0.0;0.0;0.0;1.0;0.0;0.4;0.0;0.48300749985576874;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.4;0.2830074998557688;0.0;0.5356143810225276;0.5356143810225276;0.0;0.43852901558847923;0.48300749985576874;0.4;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.0;0.4;0.43852901558847923
GO:0045944;0.0;0.0;0.0;0.0;0.3660149997115376;1.0;0.0;0.0;0.4;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.20000000000000007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0
GO:0046712;0.0;0.4;0.0;0.43852901558847923;0.3356143810225276;0.0;0.43852901558847923;0.6000000000000001;0.0;0.0;0.0;0.3356143810225276;0.6000000000000001;0.3356143810225276;0.3356143810225276;0.0;0.0;0.0;0.6830074998557688;0.3660149997115376;0.2830074998557688;0.3660149997115376;0.0;0.2830074998557688;0.3660149997115376;0.0;0.0;0.0;0.4;0.0;1.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.3081136762725405;0.21862188087829626;0.0;0.4;0.4;0.0;0.3356143810225276;0.3081136762725405;0.6000000000000001;0.3356143810225276;0.3356143810225276;0.0;0.3356143810225276;0.0;0.3081136762725405;0.3356143810225276
GO:0007632;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000045;0.0;0.8;0.0;0.8;0.8;0.0;0.8;0.3356143810225276;0.0;0.0;0.0;0.8;0.4;0.5356143810225276;0.8;0.0;0.0;0.0;0.6000000000000001;0.8;0.4;0.8;0.0;0.6000000000000001;0.5356143810225276;0.0;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0;1.0;0.0;0.8;0.8;0.8;0.6000000000000001;0.4;0.0;0.5356143810225276;0.8;0.0;0.6830074998557688;0.48300749985576874;0.3356143810225276;0.8;0.8;0.0;0.8;0.0;0.6000000000000001;0.8
GO:0070588;0.4;0.0;0.43852901558847923;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.4;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.4;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.8;0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.4;0.0;0.0
GO:0035735;0.8;0.8;0.8;0.8;0.8;0.0;0.8;0.3356143810225276;0.0;0.0;0.0;0.8;0.4;0.5356143810225276;0.8;0.8;0.8;0.0;0.6000000000000001;0.8;0.4;0.8;0.3660149997115376;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0;0.8;0.4;1.0;0.8;0.8;0.6000000000000001;0.4;0.48300749985576874;0.5356143810225276;0.8;0.4;0.6830074998557688;0.48300749985576874;0.3356143810225276;0.8;0.8;0.0;0.8;0.8;0.6000000000000001;0.8
GO:0032981;0.0;0.8;0.0;0.8;0.8;0.0;0.8;0.3356143810225276;0.0;0.0;0.0;0.8;0.4;0.5356143810225276;0.8;0.0;0.0;0.0;0.6000000000000001;0.8;0.4;0.8;0.0;0.6000000000000001;0.5356143810225276;0.0;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0;0.8;0.0;0.8;1.0;0.8;0.6000000000000001;0.4;0.0;0.5356143810225276;0.8;0.0;0.6830074998557688;0.48300749985576874;0.3356143810225276;0.8;0.8;0.0;0.8;0.0;0.6830074998557688;0.8
GO:0030520;0.0;0.8;0.0;0.8;0.8;0.4;0.8;0.3356143810225276;0.43852901558847923;0.4;0.0;0.8;0.4;0.5356143810225276;0.8;0.0;0.0;0.48300749985576874;0.6000000000000001;0.8;0.4;0.8;0.0;0.5356143810225276;0.5356143810225276;0.4;0.0;0.8;0.48300749985576874;0.3660149997115376;0.3660149997115376;0.0;0.8;0.0;0.8;0.8;1.0;0.6000000000000001;0.4;0.0;0.5356143810225276;0.8;0.0;0.6830074998557688;0.48300749985576874;0.3356143810225276;0.8;0.8;0.4;0.8;0.0;0.6000000000000001;0.8
GO:0031532;0.0;0.6000000000000001;0.0;0.6000000000000001;0.5356143810225276;0.0;0.6000000000000001;0.2830074998557688;0.0;0.0;0.0;0.5356143810225276;0.3356143810225276;0.43852901558847923;0.5356143810225276;0.0;0.0;0.0;0.48300749985576874;0.6830074998557688;0.3356143810225276;0.6000000000000001;0.0;0.5356143810225276;0.43852901558847923;0.0;0.0;0.0;0.4;0.0;0.3081136762725405;0.0;0.6000000000000001;0.0;0.6000000000000001;0.6000000000000001;0.6000000000000001;1.0;0.3356143810225276;0.0;0.43852901558847923;0.5356143810225276;0.0;0.5356143810225276;0.4;0.2830074998557688;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.0;0.6000000000000001;0.5356143810225276
GO:0032468;0.0;0.4;0.0;0.4;0.3660149997115376;0.21862188087829626;0.4;0.20000000000000007;0.23852901558847928;0.21862188087829626;0.0;0.3660149997115376;0.23852901558847928;0.3081136762725405;0.3660149997115376;0.0;0.0;0.2599120563717816;0.3356143810225276;0.4;0.23852901558847928;0.4;0.0;0.3081136762725405;0.3081136762725405;0.21862188087829626;0.0;0.3660149997115376;0.2830074998557688;0.20000000000000007;0.21862188087829626;0.0;0.4;0.0;0.4;0.4;0.4;0.3356143810225276;1.0;0.0;0.3081136762725405;0.3660149997115376;0.0;0.3660149997115376;0.2830074998557688;0.20000000000000007;0.3660149997115376;0.3660149997115376;0.21862188087829626;0.3660149997115376;0.0;0.3356143810225276;0.3660149997115376
GO:0015782;0.48300749985576874;0.0;0.5356143810225276;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.0
GO:0009101;0.0;0.6000000000000001;0.0;0.6830074998557688;0.48300749985576874;0.0;0.6830074998557688;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.0;0.4;0.6000000000000001;0.0;0.0;0.0;0.5356143810225276;0.0;0.4;0.0;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.3081136762725405;0.0;1.0;0.8;0.0;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.0;0.43852901558847923;0.48300749985576874
GO:0006351;0.0;0.8;0.0;0.8;0.8;0.0;0.8;0.4;0.0;0.0;0.0;0.8;0.43852901558847923;0.6000000000000001;0.8;0.0;0.0;0.0;0.6000000000000001;0.8;0.43852901558847923;0.8;0.0;0.48300749985576874;0.6000000000000001;0.0;0.0;0.0;0.5356143810225276;0.0;0.4;0.0;0.8;0.0;0.8;0.8;0.8;0.5356143810225276;0.3660149997115376;0.0;0.8;1.0;0.0;0.6000000000000001;0.5356143810225276;0.4;0.8;0.8;0.0;0.8;0.0;0.5356143810225276;0.8
GO:1903830;0.4;0.0;0.43852901558847923;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.4;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.4;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;1.0;0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.4;0.0;0.0
GO:0009306;0.6000000000000001;0.6830074998557688;0.8;0.6830074998557688;0.6000000000000001;0.0;0.6830074998557688;0.3081136762725405;0.0;0.0;0.0;0.6000000000000001;0.3660149997115376;0.48300749985576874;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.0;0.5356143810225276;0.6830074998557688;0.3660149997115376;0.6830074998557688;0.3660149997115376;0.48300749985576874;0.48300749985576874;0.0;0.8;0.0;0.43852901558847923;0.0;0.3356143810225276;0.0;0.6830074998557688;0.4;0.6830074998557688;0.6830074998557688;0.6830074998557688;0.5356143810225276;0.3660149997115376;0.5356143810225276;0.48300749985576874;0.6000000000000001;0.4;1.0;0.43852901558847923;0.3081136762725405;0.6000000000000001;0.6000000000000001;0.0;0.6000000000000001;0.6000000000000001;0.5356143810225276;0.6000000000000001
