;GO:0014068;GO:0030194;GO:1900134;GO:0043547;GO:0000186;GO:0032967;GO:0045893;GO:0051482;GO:0031398;GO:0051604;GO:0006919;GO:0051209;GO:0019886;GO:0060155;GO:0007268;GO:0045217;GO:0046427;GO:0010629;GO:0007218;GO:0099553;GO:2000484;GO:0072659;GO:0030335;GO:0035025;GO:0008285;GO:0008284;GO:0045907;GO:0043123;GO:0045747;GO:0043524;GO:0045987;GO:0051224;GO:0003105;GO:2000778;GO:0014052;GO:0007166;GO:0007200;GO:0051281;GO:0007205;GO:0045954;GO:0006874;GO:0045085;GO:0070493;GO:0048873;GO:0070374;GO:0032410;GO:0032496;GO:0050868
GO:0006919;0.3660149997115376;0.4;0.3356143810225276;0.48300749985576874;0.3081136762725405;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.0;1.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.3356143810225276;0.3356143810225276;0.3660149997115376;0.2830074998557688;0.3660149997115376;0.0;0.4;0.3081136762725405;0.4;0.48300749985576874;0.3660149997115376;0.3660149997115376;0.4;0.5356143810225276;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.3081136762725405;0.4;0.3660149997115376;0.43852901558847923;0.3660149997115376;0.3660149997115376;0.20000000000000007;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.3356143810225276;0.0;0.3081136762725405
GO:0051209;0.4;0.48300749985576874;0.8;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.4;0.8;0.3660149997115376;0.0;0.3660149997115376;1.0;0.0;0.8;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.8;0.4;0.4;0.48300749985576874;0.43852901558847923;0.3356143810225276;0.6830074998557688;0.5356143810225276;0.8;0.4;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.8;0.4;0.48300749985576874;0.8;0.8;0.6000000000000001;0.8;0.43852901558847923;0.5356143810225276;0.48300749985576874;0.8;0.8;0.3660149997115376;0.5356143810225276;0.0;0.48300749985576874
GO:0019886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0060155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;1.0;0.43852901558847923;0.6000000000000001;0.0;0.0;0.8;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.48300749985576874;0.8;0.0;0.43852901558847923;0.0;0.8;0.0;0.0;0.0;0.0;0.0
GO:0007268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;1.0;0.3356143810225276;0.0;0.0;0.43852901558847923;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.3081136762725405;0.43852901558847923;0.0;0.2830074998557688;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0
GO:0045217;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.48300749985576874;0.0;0.6000000000000001;0.3356143810225276;1.0;0.0;0.0;0.5356143810225276;0.3081136762725405;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.3356143810225276;0.5356143810225276;0.0;0.3356143810225276;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0
GO:0046427;0.6830074998557688;0.43852901558847923;0.3660149997115376;0.2830074998557688;0.5356143810225276;0.4;0.3660149997115376;0.4;0.3356143810225276;0.0;0.3356143810225276;0.3660149997115376;0.0;0.0;0.0;0.0;1.0;0.3356143810225276;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.0;0.4;0.5356143810225276;0.4;0.48300749985576874;0.4;0.6830074998557688;0.6000000000000001;0.3356143810225276;0.4;0.3660149997115376;0.4;0.3660149997115376;0.3356143810225276;0.4;0.3660149997115376;0.43852901558847923;0.3660149997115376;0.4;0.21862188087829626;0.3081136762725405;0.3660149997115376;0.4;0.6000000000000001;0.3660149997115376;0.0;0.3081136762725405
GO:0010629;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.3356143810225276;0.3356143810225276;0.48300749985576874;0.6830074998557688;0.48300749985576874;0.4;0.0;0.3356143810225276;0.48300749985576874;0.0;0.0;0.0;0.0;0.3356143810225276;1.0;0.43852901558847923;0.3356143810225276;0.3660149997115376;0.0;0.4;0.3081136762725405;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.4;0.43852901558847923;0.4;0.5356143810225276;0.5356143810225276;0.3660149997115376;0.4;0.43852901558847923;0.43852901558847923;0.4;0.43852901558847923;0.4;0.2599120563717816;0.6000000000000001;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.5356143810225276;0.0;0.43852901558847923
GO:0007218;0.4;0.48300749985576874;0.8;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.4;0.8;0.3660149997115376;0.0;0.3660149997115376;0.8;0.0;0.8;0.43852901558847923;0.5356143810225276;0.3660149997115376;0.43852901558847923;1.0;0.4;0.4;0.0;0.43852901558847923;0.3356143810225276;0.5356143810225276;0.5356143810225276;0.8;0.4;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.8;0.4;0.43852901558847923;0.8;0.8;0.48300749985576874;0.8;0.43852901558847923;0.43852901558847923;0.4;0.8;0.8;0.3660149997115376;0.5356143810225276;0.0;0.4
GO:0099553;0.3660149997115376;0.3660149997115376;0.4;0.2830074998557688;0.3081136762725405;0.3356143810225276;0.3081136762725405;0.4;0.2830074998557688;0.0;0.2830074998557688;0.4;0.0;0.4;0.5356143810225276;0.3081136762725405;0.3356143810225276;0.3356143810225276;0.4;1.0;0.3081136762725405;0.0;0.3356143810225276;0.3081136762725405;0.4;0.4;0.4;0.3660149997115376;0.4;0.3356143810225276;0.3356143810225276;0.3660149997115376;0.4;0.3081136762725405;0.3356143810225276;0.4;0.4;0.3660149997115376;0.4;0.3356143810225276;0.2599120563717816;0.3081136762725405;0.4;0.4;0.3356143810225276;0.3660149997115376;0.0;0.3081136762725405
GO:2000484;0.4;0.5356143810225276;0.5356143810225276;0.3081136762725405;0.2830074998557688;0.43852901558847923;0.4;0.43852901558847923;0.3660149997115376;0.0;0.3660149997115376;0.4;0.0;0.0;0.0;0.0;0.3660149997115376;0.3660149997115376;0.4;0.3081136762725405;1.0;0.0;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.4;0.43852901558847923;0.3660149997115376;0.5356143810225276;0.5356143810225276;0.48300749985576874;0.8;0.48300749985576874;0.43852901558847923;0.4;0.48300749985576874;0.4;0.43852901558847923;0.23852901558847928;0.48300749985576874;0.4;0.43852901558847923;0.3660149997115376;0.4;0.0;0.3356143810225276
GO:0072659;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0030335;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.3356143810225276;0.3081136762725405;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.4;0.0;0.4;0.43852901558847923;0.0;0.0;0.0;0.0;0.4;0.4;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.0;1.0;0.3660149997115376;0.48300749985576874;0.6000000000000001;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.4;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.2599120563717816;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.4;0.43852901558847923;0.0;0.3660149997115376
GO:0035025;0.6000000000000001;0.4;0.3356143810225276;0.2599120563717816;0.48300749985576874;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.3081136762725405;0.0;0.3081136762725405;0.3356143810225276;0.0;0.0;0.0;0.0;0.5356143810225276;0.3081136762725405;0.3356143810225276;0.3081136762725405;0.3356143810225276;0.0;0.3660149997115376;1.0;0.3660149997115376;0.43852901558847923;0.3660149997115376;0.6000000000000001;0.5356143810225276;0.3081136762725405;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.3356143810225276;0.3081136762725405;0.3660149997115376;0.3356143810225276;0.4;0.3356143810225276;0.3660149997115376;0.20000000000000007;0.2830074998557688;0.3356143810225276;0.3660149997115376;0.5356143810225276;0.3356143810225276;0.0;0.2830074998557688
GO:0008285;0.43852901558847923;0.48300749985576874;0.6000000000000001;0.3660149997115376;0.3356143810225276;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.4;0.0;0.4;0.6830074998557688;0.0;0.0;0.0;0.0;0.4;0.5356143810225276;0.5356143810225276;0.4;0.43852901558847923;0.0;0.48300749985576874;0.3660149997115376;1.0;0.8;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.6000000000000001;0.43852901558847923;0.6000000000000001;0.6000000000000001;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.2830074998557688;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.4;0.6000000000000001;0.0;0.5356143810225276
GO:0008284;0.5356143810225276;0.6000000000000001;0.48300749985576874;0.3660149997115376;0.3660149997115376;0.5356143810225276;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.0;0.48300749985576874;0.5356143810225276;0.0;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.4;0.5356143810225276;0.0;0.6000000000000001;0.43852901558847923;0.8;1.0;0.5356143810225276;0.5356143810225276;0.6000000000000001;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.6830074998557688;0.5356143810225276;0.5356143810225276;0.2830074998557688;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.0;0.43852901558847923
GO:0045907;0.43852901558847923;0.6000000000000001;0.8;0.43852901558847923;0.3356143810225276;0.48300749985576874;0.43852901558847923;0.8;0.3660149997115376;0.0;0.3660149997115376;0.8;0.0;0.0;0.0;0.0;0.4;0.43852901558847923;0.8;0.4;0.5356143810225276;0.0;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.5356143810225276;1.0;0.43852901558847923;0.48300749985576874;0.4;0.6000000000000001;0.48300749985576874;0.8;0.5356143810225276;0.43852901558847923;0.8;0.8;0.48300749985576874;0.8;0.48300749985576874;0.4;0.43852901558847923;0.8;0.8;0.4;0.5356143810225276;0.0;0.4
GO:0043123;0.8;0.48300749985576874;0.4;0.3081136762725405;0.6000000000000001;0.43852901558847923;0.4;0.43852901558847923;0.3660149997115376;0.0;0.3660149997115376;0.4;0.0;0.0;0.0;0.0;0.6830074998557688;0.3660149997115376;0.4;0.3660149997115376;0.4;0.0;0.43852901558847923;0.6000000000000001;0.43852901558847923;0.5356143810225276;0.43852901558847923;1.0;0.6830074998557688;0.3660149997115376;0.43852901558847923;0.4;0.43852901558847923;0.4;0.3660149997115376;0.43852901558847923;0.4;0.48300749985576874;0.4;0.43852901558847923;0.23852901558847928;0.3356143810225276;0.4;0.43852901558847923;0.6830074998557688;0.4;0.0;0.3356143810225276
GO:0045747;0.6830074998557688;0.5356143810225276;0.43852901558847923;0.3356143810225276;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.4;0.0;0.4;0.43852901558847923;0.0;0.0;0.0;0.0;0.6000000000000001;0.4;0.43852901558847923;0.4;0.43852901558847923;0.0;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.6000000000000001;0.48300749985576874;0.6830074998557688;1.0;0.4;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.4;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.2599120563717816;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.6000000000000001;0.43852901558847923;0.0;0.3660149997115376
GO:0043524;0.3660149997115376;0.4;0.48300749985576874;0.3081136762725405;0.2830074998557688;0.3660149997115376;0.3660149997115376;0.43852901558847923;0.3356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.0;0.3356143810225276;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.3660149997115376;0.0;0.4;0.3081136762725405;0.6000000000000001;0.48300749985576874;0.4;0.3660149997115376;0.4;1.0;0.3660149997115376;0.48300749985576874;0.48300749985576874;0.3660149997115376;0.3660149997115376;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.23852901558847928;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.48300749985576874;0.0;0.43852901558847923
GO:0045987;0.43852901558847923;0.6000000000000001;0.48300749985576874;0.3356143810225276;0.3081136762725405;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.0;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;0.0;0.4;0.4;0.43852901558847923;0.3356143810225276;0.5356143810225276;0.0;0.48300749985576874;0.3660149997115376;0.43852901558847923;0.5356143810225276;0.6000000000000001;0.43852901558847923;0.48300749985576874;0.3660149997115376;1.0;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.4;0.43852901558847923;0.43852901558847923;0.4;0.43852901558847923;0.48300749985576874;0.2599120563717816;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.4;0.43852901558847923;0.0;0.3660149997115376
GO:0051224;0.4;0.48300749985576874;0.8;0.3660149997115376;0.2830074998557688;0.43852901558847923;0.4;0.5356143810225276;0.3356143810225276;0.0;0.3356143810225276;0.5356143810225276;0.0;0.0;0.0;0.0;0.3660149997115376;0.5356143810225276;0.48300749985576874;0.3660149997115376;0.5356143810225276;0.0;0.43852901558847923;0.3356143810225276;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.4;0.43852901558847923;0.48300749985576874;0.43852901558847923;1.0;0.6000000000000001;0.5356143810225276;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.2830074998557688;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.3660149997115376;0.8;0.0;0.48300749985576874
GO:0003105;0.43852901558847923;0.5356143810225276;0.8;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.43852901558847923;0.8;0.3660149997115376;0.0;0.3660149997115376;0.8;0.0;0.0;0.0;0.0;0.4;0.5356143810225276;0.8;0.4;0.48300749985576874;0.0;0.48300749985576874;0.3660149997115376;0.6000000000000001;0.5356143810225276;0.8;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.6000000000000001;1.0;0.48300749985576874;0.48300749985576874;0.8;0.8;0.5356143810225276;0.8;0.48300749985576874;0.4;0.6000000000000001;0.8;0.8;0.4;0.6000000000000001;0.0;0.48300749985576874
GO:2000778;0.4;0.5356143810225276;0.5356143810225276;0.3081136762725405;0.2830074998557688;0.43852901558847923;0.4;0.43852901558847923;0.3660149997115376;0.0;0.3660149997115376;0.4;0.0;0.0;0.0;0.0;0.3660149997115376;0.3660149997115376;0.4;0.3081136762725405;0.8;0.0;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.4;0.43852901558847923;0.3660149997115376;0.5356143810225276;0.5356143810225276;0.48300749985576874;1.0;0.48300749985576874;0.43852901558847923;0.4;0.48300749985576874;0.4;0.43852901558847923;0.23852901558847928;0.48300749985576874;0.4;0.43852901558847923;0.3660149997115376;0.4;0.0;0.3356143810225276
GO:0014052;0.3660149997115376;0.43852901558847923;0.5356143810225276;0.3356143810225276;0.2599120563717816;0.4;0.3660149997115376;0.48300749985576874;0.3081136762725405;0.0;0.3081136762725405;0.48300749985576874;0.0;0.0;0.0;0.0;0.3356143810225276;0.4;0.43852901558847923;0.3356143810225276;0.48300749985576874;0.0;0.43852901558847923;0.3081136762725405;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.4;0.3660149997115376;0.4;0.6000000000000001;0.48300749985576874;0.48300749985576874;1.0;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.4;0.2599120563717816;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.3356143810225276;0.6000000000000001;0.0;0.3660149997115376
GO:0007166;0.43852901558847923;0.48300749985576874;0.8;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.43852901558847923;0.8;0.4;0.0;0.4;0.8;0.0;0.8;0.43852901558847923;0.5356143810225276;0.4;0.43852901558847923;0.8;0.4;0.43852901558847923;0.0;0.48300749985576874;0.3660149997115376;0.6000000000000001;0.6000000000000001;0.8;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.8;0.43852901558847923;0.43852901558847923;1.0;0.8;0.5356143810225276;0.8;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.8;0.8;0.4;0.5356143810225276;0.0;0.43852901558847923
GO:0007200;0.4;0.48300749985576874;0.8;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.4;0.8;0.3660149997115376;0.0;0.3660149997115376;0.8;0.0;0.8;0.43852901558847923;0.5356143810225276;0.3660149997115376;0.43852901558847923;0.8;0.4;0.4;0.0;0.43852901558847923;0.3356143810225276;0.5356143810225276;0.5356143810225276;0.8;0.4;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.8;0.4;0.43852901558847923;0.8;1.0;0.48300749985576874;0.8;0.43852901558847923;0.43852901558847923;0.4;0.8;0.8;0.3660149997115376;0.5356143810225276;0.0;0.4
GO:0051281;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.3356143810225276;0.4;0.43852901558847923;0.6830074998557688;0.43852901558847923;0.0;0.43852901558847923;0.6000000000000001;0.0;0.48300749985576874;0.3081136762725405;0.3356143810225276;0.43852901558847923;0.4;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.0;0.5356143810225276;0.4;0.5356143810225276;0.6830074998557688;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.4;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.48300749985576874;1.0;0.48300749985576874;0.4;0.6000000000000001;0.4;0.48300749985576874;0.6000000000000001;0.43852901558847923;0.48300749985576874;0.0;0.4
GO:0007205;0.4;0.48300749985576874;0.8;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.4;0.8;0.3660149997115376;0.0;0.3660149997115376;0.8;0.0;0.8;0.43852901558847923;0.5356143810225276;0.3660149997115376;0.43852901558847923;0.8;0.4;0.4;0.0;0.43852901558847923;0.3356143810225276;0.5356143810225276;0.5356143810225276;0.8;0.4;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.8;0.4;0.43852901558847923;0.8;0.8;0.48300749985576874;1.0;0.43852901558847923;0.43852901558847923;0.4;0.8;0.8;0.3660149997115376;0.5356143810225276;0.0;0.4
