;GO:1904674;GO:0008284;GO:0044255;GO:1904677;GO:0000038;GO:0046638;GO:0060644;GO:0050850;GO:0006637;GO:0046641;GO:0045893;GO:2000737;GO:0051965;GO:0038128;GO:0035556;GO:0050852;GO:0006351;GO:0050806;GO:0007169;GO:0038083;GO:0030217;GO:0001676;GO:0001558;GO:0045087;GO:0072678;GO:0033147;GO:0031146;GO:2000103
GO:0045893;0.43852901558847923;0.48300749985576874;0.0;0.43852901558847923;0.0;0.3356143810225276;0.0;0.4;0.0;0.3356143810225276;1.0;0.4;0.48300749985576874;0.4;0.43852901558847923;0.4;0.0;0.48300749985576874;0.4;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.3356143810225276;0.0;0.48300749985576874
GO:2000737;0.48300749985576874;0.5356143810225276;0.0;0.48300749985576874;0.0;0.43852901558847923;0.0;0.4;0.0;0.3356143810225276;0.4;1.0;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.0;0.48300749985576874;0.43852901558847923;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.5356143810225276
GO:0051965;0.6000000000000001;0.6830074998557688;0.0;0.6000000000000001;0.0;0.43852901558847923;0.0;0.48300749985576874;0.0;0.4;0.48300749985576874;0.48300749985576874;1.0;0.8;0.8;0.8;0.0;0.6000000000000001;0.8;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.43852901558847923;0.0;0.6830074998557688
GO:0038128;0.43852901558847923;0.48300749985576874;0.6830074998557688;0.43852901558847923;0.5356143810225276;0.3356143810225276;0.8;0.4;0.6000000000000001;0.3356143810225276;0.4;0.43852901558847923;0.8;1.0;0.8;0.8;0.8;0.48300749985576874;0.8;0.4;0.8;0.5356143810225276;0.5356143810225276;0.0;0.8;0.4;0.8;0.48300749985576874
GO:0035556;0.43852901558847923;0.6000000000000001;0.6830074998557688;0.5356143810225276;0.5356143810225276;0.4;0.8;0.43852901558847923;0.6000000000000001;0.3660149997115376;0.43852901558847923;0.5356143810225276;0.8;0.8;1.0;0.8;0.8;0.5356143810225276;0.8;0.4;0.8;0.5356143810225276;0.6000000000000001;0.0;0.8;0.43852901558847923;0.8;0.5356143810225276
GO:0050852;0.43852901558847923;0.48300749985576874;0.6830074998557688;0.43852901558847923;0.5356143810225276;0.3356143810225276;0.8;0.4;0.6000000000000001;0.3356143810225276;0.4;0.43852901558847923;0.8;0.8;0.8;1.0;0.8;0.48300749985576874;0.8;0.4;0.8;0.5356143810225276;0.5356143810225276;0.6000000000000001;0.8;0.4;0.8;0.48300749985576874
GO:0006351;0.0;0.0;0.6830074998557688;0.0;0.5356143810225276;0.0;0.8;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.8;0.8;0.8;1.0;0.0;0.8;0.43852901558847923;0.8;0.5356143810225276;0.0;0.0;0.8;0.0;0.8;0.0
GO:0050806;0.5356143810225276;0.6830074998557688;0.0;0.6000000000000001;0.0;0.4;0.0;0.6000000000000001;0.0;0.4;0.48300749985576874;0.48300749985576874;0.6000000000000001;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.0;1.0;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.6000000000000001
GO:0007169;0.43852901558847923;0.48300749985576874;0.6830074998557688;0.43852901558847923;0.5356143810225276;0.3356143810225276;0.8;0.4;0.6000000000000001;0.3356143810225276;0.4;0.43852901558847923;0.8;0.8;0.8;0.8;0.8;0.48300749985576874;1.0;0.4;0.8;0.5356143810225276;0.5356143810225276;0.0;0.8;0.4;0.8;0.48300749985576874
GO:0038083;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.0;0.3660149997115376;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.4;0.4;0.4;0.43852901558847923;0.0;0.4;1.0;0.3660149997115376;0.3660149997115376;0.0;0.0;0.3660149997115376;0.0;0.48300749985576874;0.0
GO:0030217;0.0;0.0;0.6000000000000001;0.0;0.48300749985576874;0.0;0.8;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.8;0.8;0.8;0.8;0.0;0.8;0.3660149997115376;1.0;0.48300749985576874;0.0;0.6830074998557688;0.8;0.0;0.8;0.0
GO:0001676;0.0;0.0;0.8;0.0;0.8;0.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.3660149997115376;0.48300749985576874;1.0;0.0;0.0;0.48300749985576874;0.0;0.6000000000000001;0.0
GO:0001558;0.48300749985576874;0.6000000000000001;0.0;0.5356143810225276;0.0;0.4;0.0;0.43852901558847923;0.0;0.3660149997115376;0.43852901558847923;0.5356143810225276;0.6830074998557688;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;1.0;0.0;0.0;0.43852901558847923;0.0;0.5356143810225276
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;1.0;0.6000000000000001;0.0;0.0;0.0
GO:0072678;0.0;0.0;0.6000000000000001;0.0;0.48300749985576874;0.0;0.8;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.8;0.8;0.8;0.8;0.0;0.8;0.3660149997115376;0.8;0.48300749985576874;0.0;0.6000000000000001;1.0;0.0;0.8;0.0
GO:0033147;0.3660149997115376;0.43852901558847923;0.0;0.4;0.0;0.3081136762725405;0.0;0.48300749985576874;0.0;0.2830074998557688;0.3356143810225276;0.48300749985576874;0.43852901558847923;0.4;0.43852901558847923;0.4;0.0;0.48300749985576874;0.4;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;1.0;0.0;0.4
GO:0031146;0.0;0.0;0.8;0.0;0.6000000000000001;0.0;0.8;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.8;0.8;0.8;0.8;0.0;0.8;0.48300749985576874;0.8;0.6000000000000001;0.0;0.0;0.8;0.0;1.0;0.0
GO:2000103;0.6830074998557688;1.0;0.0;0.6000000000000001;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.6830074998557688;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.0;0.6000000000000001;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.4;0.0;1.0
