;GO:0031060;GO:0016569;GO:0035584;GO:0033540;GO:0097191;GO:0045944;GO:0006369;GO:0043392;GO:0033539;GO:0030449;GO:0045650;GO:0006958;GO:0070940;GO:0050830;GO:0060474;GO:0007186;GO:0050829;GO:0006351;GO:1902884;GO:0006699;GO:0006378;GO:0061844;GO:0006357;GO:0006625;GO:0002227;GO:0045087;GO:0006508;GO:2001238;GO:0019731;GO:0010942;GO:0019933;GO:0030853
GO:0045650;0.4;0.0;0.10526315789473684;0.0;0.47058823529411764;0.36363636363636365;0.0;0.25;0.0;0.42105263157894735;1.0;0.10526315789473684;0.36363636363636365;0.0;0.10526315789473684;0.5;0.0;0.0;0.35294117647058826;0.0;0.0;0.0;0.38095238095238093;0.0;0.0;0.0;0.0;0.4;0.0;0.5;0.10526315789473684;0.9
GO:0006958;0.10526315789473684;0.13333333333333333;0.1111111111111111;0.1;0.125;0.09523809523809523;0.10526315789473684;0.13333333333333333;0.1;0.1111111111111111;0.10526315789473684;1.0;0.47619047619047616;0.23529411764705882;0.1111111111111111;0.13333333333333333;0.23529411764705882;0.10526315789473684;0.625;0.1111111111111111;0.1;0.5;0.1;0.0;0.4;0.42857142857142855;0.6666666666666666;0.5263157894736842;0.47058823529411764;0.13333333333333333;0.1111111111111111;0.10526315789473684
GO:0070940;0.45454545454545453;0.5555555555555556;0.19047619047619047;0.2608695652173913;0.21052631578947367;0.9166666666666666;0.2727272727272727;0.2222222222222222;0.2608695652173913;0.5714285714285714;0.36363636363636365;0.47619047619047616;1.0;0.0;0.09523809523809523;0.2222222222222222;0.0;0.36363636363636365;0.3157894736842105;0.2857142857142857;0.34782608695652173;0.0;0.9565217391304348;0.08695652173913043;0.0;0.0;0.5555555555555556;0.36363636363636365;0.0;0.4444444444444444;0.19047619047619047;0.36363636363636365
GO:0050830;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;1.0;0.0;0.0;0.875;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.5714285714285714;0.6153846153846154;0.0;0.0;0.875;0.0;0.0;0.0
GO:0060474;0.10526315789473684;0.0;0.1111111111111111;0.0;0.125;0.38095238095238093;0.0;0.13333333333333333;0.0;0.1111111111111111;0.10526315789473684;0.1111111111111111;0.09523809523809523;0.0;1.0;0.13333333333333333;0.0;0.0;0.125;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.6666666666666666;0.1111111111111111;0.10526315789473684
GO:0007186;0.5;0.16666666666666666;0.13333333333333333;0.23529411764705882;0.15384615384615385;0.4444444444444444;0.125;0.16666666666666666;0.23529411764705882;0.13333333333333333;0.5;0.13333333333333333;0.2222222222222222;0.0;0.13333333333333333;1.0;0.0;0.125;0.15384615384615385;0.13333333333333333;0.11764705882352941;0.0;0.47058823529411764;0.11764705882352941;0.0;0.0;0.0;0.5;0.0;0.6666666666666666;0.13333333333333333;0.5
GO:0050829;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.875;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.5714285714285714;0.6153846153846154;0.0;0.0;0.875;0.0;0.0;0.0
GO:0006351;0.0;0.125;0.10526315789473684;0.19047619047619047;0.11764705882352941;0.0;0.4;0.0;0.19047619047619047;0.0;0.0;0.10526315789473684;0.36363636363636365;0.0;0.0;0.125;0.0;1.0;0.0;0.3157894736842105;0.38095238095238093;0.0;0.0;0.09523809523809523;0.0;0.0;0.5;0.0;0.0;0.0;0.10526315789473684;0.0
GO:1902884;0.35294117647058826;0.0;0.125;0.0;0.14285714285714285;0.42105263157894735;0.0;0.3076923076923077;0.0;0.5;0.35294117647058826;0.625;0.3157894736842105;0.0;0.125;0.15384615384615385;0.0;0.0;1.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.5882352941176471;0.0;0.6153846153846154;0.125;0.35294117647058826
GO:0006699;0.0;0.13333333333333333;0.1111111111111111;0.7;0.125;0.0;0.5263157894736842;0.0;0.7;0.0;0.0;0.1111111111111111;0.2857142857142857;0.0;0.0;0.13333333333333333;0.0;0.3157894736842105;0.0;1.0;0.3;0.0;0.0;0.1;0.0;0.0;0.4;0.0;0.0;0.0;0.1111111111111111;0.0
GO:0006378;0.0;0.11764705882352941;0.1;0.18181818181818182;0.1111111111111111;0.0;0.38095238095238093;0.0;0.18181818181818182;0.0;0.0;0.1;0.34782608695652173;0.0;0.0;0.11764705882352941;0.0;0.38095238095238093;0.0;0.3;1.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.1;0.0
GO:0061844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.6666666666666666;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.46153846153846156;0.5;0.0;0.0;0.8;0.0;0.0;0.0
GO:0006357;0.47619047619047616;0.0;0.1;0.0;0.1111111111111111;0.9565217391304348;0.0;0.23529411764705882;0.0;0.6;0.38095238095238093;0.1;0.9565217391304348;0.0;0.1;0.47058823529411764;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.38095238095238093;0.0;0.47058823529411764;0.1;0.38095238095238093
GO:0006625;0.0;0.11764705882352941;0.1;0.09090909090909091;0.1111111111111111;0.0;0.09523809523809523;0.0;0.09090909090909091;0.0;0.0;0.0;0.08695652173913043;0.0;0.0;0.11764705882352941;0.0;0.09523809523809523;0.0;0.1;0.09090909090909091;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0
GO:0002227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.5714285714285714;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.46153846153846156;0.0;0.0;1.0;0.9090909090909091;0.0;0.0;0.42857142857142855;0.0;0.0;0.0
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.6153846153846154;0.0;0.0;0.6153846153846154;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.9090909090909091;1.0;0.0;0.0;0.46153846153846156;0.0;0.0;0.0
GO:0006508;0.0;0.6666666666666666;0.0;0.35294117647058826;0.0;0.0;0.375;0.0;0.35294117647058826;0.0;0.0;0.6666666666666666;0.5555555555555556;0.0;0.0;0.0;0.0;0.5;0.0;0.4;0.47058823529411764;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:2001238;0.4;0.0;0.10526315789473684;0.0;0.11764705882352941;0.36363636363636365;0.0;0.25;0.0;0.42105263157894735;0.4;0.5263157894736842;0.36363636363636365;0.0;0.10526315789473684;0.5;0.0;0.0;0.5882352941176471;0.0;0.0;0.0;0.38095238095238093;0.0;0.0;0.0;0.0;1.0;0.0;0.75;0.10526315789473684;0.4
GO:0019731;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.875;0.0;0.0;0.875;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.42857142857142855;0.46153846153846156;0.0;0.0;1.0;0.0;0.0;0.0
GO:0010942;0.5;0.0;0.13333333333333333;0.0;0.6153846153846154;0.4444444444444444;0.0;0.3333333333333333;0.0;0.4;0.5;0.13333333333333333;0.4444444444444444;0.0;0.6666666666666666;0.6666666666666666;0.0;0.0;0.6153846153846154;0.0;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.0;0.75;0.0;1.0;0.13333333333333333;0.5
GO:0019933;0.10526315789473684;0.13333333333333333;0.1111111111111111;0.2;0.125;0.09523809523809523;0.10526315789473684;0.13333333333333333;0.2;0.1111111111111111;0.10526315789473684;0.1111111111111111;0.19047619047619047;0.0;0.1111111111111111;0.13333333333333333;0.0;0.10526315789473684;0.125;0.1111111111111111;0.1;0.0;0.1;0.1;0.0;0.0;0.0;0.10526315789473684;0.0;0.13333333333333333;1.0;0.10526315789473684
GO:0030853;0.4;0.0;0.10526315789473684;0.0;0.47058823529411764;0.36363636363636365;0.0;0.25;0.0;0.42105263157894735;0.9;0.10526315789473684;0.36363636363636365;0.0;0.10526315789473684;0.5;0.0;0.0;0.35294117647058826;0.0;0.0;0.0;0.38095238095238093;0.0;0.0;0.0;0.0;0.4;0.0;0.5;0.10526315789473684;1.0
