;GO:0031060;GO:0016569;GO:0035584;GO:0033540;GO:0097191;GO:0045944;GO:0006369;GO:0043392;GO:0033539;GO:0030449;GO:0045650;GO:0006958;GO:0070940;GO:0050830;GO:0060474;GO:0007186;GO:0050829;GO:0006351;GO:1902884;GO:0006699;GO:0006378;GO:0061844;GO:0006357;GO:0006625;GO:0002227;GO:0045087;GO:0006508;GO:2001238;GO:0019731;GO:0010942;GO:0019933;GO:0030853
GO:0045650;0.3356143810225276;0.0;0.3660149997115376;0.0;0.4;0.3081136762725405;0.0;0.3081136762725405;0.0;0.43852901558847923;1.0;0.3660149997115376;0.3081136762725405;0.0;0.3660149997115376;0.43852901558847923;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.43852901558847923;0.3660149997115376;0.8
GO:0006958;0.3660149997115376;0.8;0.8;0.4;0.8;0.3660149997115376;0.8;0.48300749985576874;0.4;0.48300749985576874;0.3660149997115376;1.0;0.43852901558847923;0.48300749985576874;0.8;0.8;0.48300749985576874;0.8;0.5356143810225276;0.48300749985576874;0.8;0.6830074998557688;0.4;0.0;0.6830074998557688;0.8;0.6000000000000001;0.43852901558847923;0.6830074998557688;0.48300749985576874;0.8;0.3660149997115376
GO:0070940;0.3660149997115376;0.5356143810225276;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.8;0.48300749985576874;0.3081136762725405;0.3356143810225276;0.48300749985576874;0.3081136762725405;0.43852901558847923;1.0;0.0;0.4;0.43852901558847923;0.0;0.48300749985576874;0.3660149997115376;0.3660149997115376;0.48300749985576874;0.0;1.0;0.4;0.0;0.0;0.5356143810225276;0.3081136762725405;0.0;0.4;0.43852901558847923;0.3081136762725405
GO:0050830;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;1.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.5356143810225276;0.6000000000000001;0.0;0.0;0.8;0.0;0.0;0.0
GO:0060474;0.3660149997115376;0.0;0.8;0.0;0.8;0.3660149997115376;0.0;0.48300749985576874;0.0;0.48300749985576874;0.3660149997115376;0.8;0.4;0.0;1.0;0.8;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.4;0.0;0.5356143810225276;0.8;0.3660149997115376
GO:0007186;0.43852901558847923;0.8;0.8;0.43852901558847923;0.8;0.4;0.8;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.8;0.43852901558847923;0.0;0.8;1.0;0.0;0.8;0.48300749985576874;0.48300749985576874;0.8;0.0;0.43852901558847923;0.8;0.0;0.0;0.0;0.43852901558847923;0.0;0.6000000000000001;0.8;0.43852901558847923
GO:0050829;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.8;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.5356143810225276;0.6000000000000001;0.0;0.0;0.8;0.0;0.0;0.0
GO:0006351;0.0;0.8;0.8;0.43852901558847923;0.8;0.0;0.8;0.0;0.43852901558847923;0.0;0.0;0.8;0.48300749985576874;0.0;0.0;0.8;0.0;1.0;0.0;0.6000000000000001;0.8;0.0;0.0;0.8;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.8;0.0
GO:1902884;0.3660149997115376;0.0;0.48300749985576874;0.0;0.48300749985576874;0.43852901558847923;0.0;0.4;0.0;0.5356143810225276;0.3660149997115376;0.5356143810225276;0.3660149997115376;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0;1.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.6000000000000001;0.48300749985576874;0.3660149997115376
GO:0006699;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.6830074998557688;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.3660149997115376;0.0;0.0;0.48300749985576874;0.0;0.6000000000000001;0.0;1.0;0.6000000000000001;0.0;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.0
GO:0006378;0.0;0.8;0.8;0.43852901558847923;0.8;0.0;0.8;0.0;0.43852901558847923;0.0;0.0;0.8;0.48300749985576874;0.0;0.0;0.8;0.0;0.8;0.0;0.6000000000000001;1.0;0.0;0.0;0.8;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.8;0.0
GO:0061844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5356143810225276;0.6000000000000001;0.0;0.0;0.8;0.0;0.0;0.0
GO:0006357;0.4;0.0;0.4;0.0;0.4;1.0;0.0;0.3356143810225276;0.0;0.5356143810225276;0.3356143810225276;0.4;1.0;0.0;0.4;0.43852901558847923;0.0;0.0;0.4;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.43852901558847923;0.4;0.3356143810225276
GO:0006625;0.0;0.8;0.8;0.4;0.8;0.0;0.8;0.0;0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.8;0.0;0.8;0.0;0.48300749985576874;0.8;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0
GO:0002227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;1.0;1.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.6000000000000001;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;1.0;1.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0
GO:0006508;0.0;0.6000000000000001;0.0;0.4;0.0;0.0;0.6830074998557688;0.0;0.4;0.0;0.0;0.6000000000000001;0.5356143810225276;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.48300749985576874;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:2001238;0.3356143810225276;0.0;0.4;0.0;0.4;0.3660149997115376;0.0;0.3356143810225276;0.0;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.3081136762725405;0.0;0.4;0.43852901558847923;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;1.0;0.0;0.6000000000000001;0.4;0.3356143810225276
GO:0019731;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.8;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.5356143810225276;0.6000000000000001;0.0;0.0;1.0;0.0;0.0;0.0
GO:0010942;0.43852901558847923;0.0;0.48300749985576874;0.0;0.5356143810225276;0.43852901558847923;0.0;0.4;0.0;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.4;0.0;0.5356143810225276;0.6000000000000001;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;1.0;0.48300749985576874;0.43852901558847923
GO:0019933;0.3660149997115376;0.8;0.8;0.43852901558847923;0.8;0.3660149997115376;0.8;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.8;0.43852901558847923;0.0;0.8;0.8;0.0;0.8;0.48300749985576874;0.48300749985576874;0.8;0.0;0.4;0.8;0.0;0.0;0.0;0.4;0.0;0.48300749985576874;1.0;0.3660149997115376
GO:0030853;0.3356143810225276;0.0;0.3660149997115376;0.0;0.4;0.3081136762725405;0.0;0.3081136762725405;0.0;0.43852901558847923;0.8;0.3660149997115376;0.3081136762725405;0.0;0.3660149997115376;0.43852901558847923;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.43852901558847923;0.3660149997115376;1.0
