;GO:0043406;GO:0018108;GO:0046907;GO:0008284;GO:0036092;GO:0002063;GO:0008543;GO:0046854;GO:0043312;GO:0043536;GO:0045766;GO:0061723;GO:0006357;GO:0006957;GO:0000165;GO:0030449;GO:0030949;GO:0070374;GO:0010469;GO:0032332;GO:2000546;GO:0051897
GO:0045766;0.4;0.0;0.0;0.5356143810225276;0.0;0.0;0.43852901558847923;0.0;0.0;0.5356143810225276;1.0;0.0;0.3660149997115376;0.4;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.4;0.43852901558847923;0.6000000000000001;0.48300749985576874;0.43852901558847923
GO:0061723;0.0;0.4;0.0;0.0;0.3356143810225276;0.48300749985576874;0.48300749985576874;0.3660149997115376;0.43852901558847923;0.0;0.0;1.0;0.0;0.3660149997115376;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006357;0.3356143810225276;0.0;0.0;0.43852901558847923;0.0;0.0;0.4;0.0;0.0;0.3356143810225276;0.3660149997115376;0.0;1.0;0.3081136762725405;0.4;0.5356143810225276;0.4;0.3356143810225276;0.4;0.4;0.3660149997115376;0.3356143810225276
GO:0006957;0.4;0.43852901558847923;0.0;0.43852901558847923;0.3356143810225276;0.0;0.5356143810225276;0.3660149997115376;0.6830074998557688;0.3660149997115376;0.4;0.3660149997115376;0.3081136762725405;1.0;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.4;0.43852901558847923;0.4;0.4;0.43852901558847923
GO:0000165;0.3660149997115376;0.6830074998557688;0.0;0.5356143810225276;0.43852901558847923;0.8;0.8;0.5356143810225276;0.8;0.4;0.43852901558847923;0.48300749985576874;0.4;0.5356143810225276;1.0;0.48300749985576874;0.48300749985576874;0.3660149997115376;0.6000000000000001;0.48300749985576874;0.43852901558847923;0.4
GO:0030449;0.4;0.0;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.0;0.4;0.43852901558847923;0.0;0.5356143810225276;0.48300749985576874;0.48300749985576874;1.0;0.48300749985576874;0.4;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.43852901558847923
GO:0030949;0.6000000000000001;0.0;0.0;0.6000000000000001;0.0;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.48300749985576874;0.0;0.4;0.48300749985576874;0.48300749985576874;0.48300749985576874;1.0;0.6000000000000001;0.6830074998557688;0.5356143810225276;0.5356143810225276;0.6830074998557688
GO:0070374;0.8;0.0;0.0;0.48300749985576874;0.0;0.0;0.3660149997115376;0.0;0.0;0.3660149997115376;0.4;0.0;0.3356143810225276;0.4;0.3660149997115376;0.4;0.6000000000000001;1.0;0.5356143810225276;0.43852901558847923;0.4;0.6830074998557688
GO:0010469;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.0;0.6000000000000001;0.0;0.0;0.4;0.43852901558847923;0.0;0.4;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.6830074998557688;0.5356143810225276;1.0;0.48300749985576874;0.43852901558847923;0.6000000000000001
GO:0032332;0.43852901558847923;0.0;0.0;0.6830074998557688;0.0;0.0;0.43852901558847923;0.0;0.0;0.5356143810225276;0.6000000000000001;0.0;0.4;0.4;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.48300749985576874;1.0;0.48300749985576874;0.48300749985576874
GO:2000546;0.4;0.0;0.0;0.48300749985576874;0.0;0.0;0.4;0.0;0.0;0.6830074998557688;0.48300749985576874;0.0;0.3660149997115376;0.4;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.4;0.43852901558847923;0.48300749985576874;1.0;0.43852901558847923
GO:0051897;0.6830074998557688;0.0;0.0;0.5356143810225276;0.0;0.0;0.4;0.0;0.0;0.4;0.43852901558847923;0.0;0.3356143810225276;0.43852901558847923;0.4;0.43852901558847923;0.6830074998557688;0.6830074998557688;0.6000000000000001;0.48300749985576874;0.43852901558847923;1.0
