;GO:0045727;GO:0015031;GO:0006366;GO:0006363;GO:0045444;GO:0042059;GO:0045766;GO:0001666;GO:0051289;GO:0045892;GO:0045893;GO:0032287;GO:0032288;GO:0017148;GO:0055007;GO:0016578;GO:0034063;GO:0035750;GO:0006493;GO:0060271;GO:0008156;GO:0042147;GO:0006974;GO:0060754;GO:0006334;GO:0048010;GO:0043162;GO:0072332;GO:0048255;GO:0070830;GO:0030178;GO:0010469;GO:0072659;GO:0043966;GO:0006260;GO:1902455;GO:0000122;GO:0002576;GO:0006417;GO:0051781;GO:0048026;GO:0050930;GO:0070936;GO:0071629;GO:0006351;GO:0038084;GO:0044267;GO:0006513;GO:0006357;GO:0001934;GO:0043065;GO:0070534;GO:0001938
GO:0045893;0.75;0.0;0.0;0.0;0.0;0.23076923076923078;0.3;0.0;0.0;0.75;1.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.25;0.2727272727272727;0.0;0.0;0.0;0.2;0.6666666666666666;0.0;0.6666666666666666;0.3333333333333333;0.6666666666666666;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.45454545454545453;0.2727272727272727;0.0;0.2727272727272727
GO:0032287;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.0;0.09090909090909091;0.0
GO:0032288;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.0;0.09090909090909091;0.0
GO:0017148;0.75;0.0;0.0;0.0;0.0;0.36363636363636365;0.18181818181818182;0.0;0.0;0.7777777777777778;0.6;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7777777777777778;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.2727272727272727;0.5454545454545454;0.0;0.4;0.3;0.0;0.0;0.0;0.3333333333333333;0.7;0.0;0.8571428571428571;0.3333333333333333;0.5;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.5;0.2727272727272727;0.0;0.2727272727272727
GO:0055007;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0016578;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.4166666666666667;0.0;0.0;0.0;0.5714285714285714;0.45454545454545453;0.0;0.0;0.0;0.4166666666666667;0.0
GO:0034063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0035750;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006493;0.0;0.0;0.6;0.5;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.4166666666666667;0.6;0.0;0.0;0.6;0.45454545454545453;0.0;0.0;0.0;0.4166666666666667;0.0
GO:0060271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008156;0.6;0.0;0.0;0.0;0.0;0.3333333333333333;0.18181818181818182;0.0;0.0;0.7777777777777778;0.6;0.0;0.0;0.7777777777777778;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.5;0.0;0.3;0.2727272727272727;0.0;0.0;0.0;0.3333333333333333;0.7;0.0;0.6666666666666666;0.3;0.4166666666666667;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.3333333333333333;0.25;0.0;0.25
GO:0042147;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006974;0.0;0.0;0.0;0.2;0.14285714285714285;0.0;0.0;0.4;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.2;0.0;0.0;0.2;0.0;0.0;0.0;1.0;0.0;0.2;0.2;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.2;0.125;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.07692307692307693;0.2;0.0;0.2;0.14285714285714285;0.08333333333333333;0.0;0.0;0.0;0.07692307692307693;0.0
GO:0060754;0.2727272727272727;0.0;0.0;0.0;0.0;0.25;0.3;0.0;0.0;0.16666666666666666;0.2727272727272727;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.25;0.0;0.2727272727272727;0.3;0.0;0.0;0.0;0.2;0.15384615384615385;0.0;0.18181818181818182;0.3333333333333333;0.25;0.5555555555555556;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.25;0.2727272727272727;0.0;0.2727272727272727
GO:0006334;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.0;0.09090909090909091;0.0
GO:0048010;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.0;0.09090909090909091;0.0
GO:0043162;0.0;0.0;0.6;0.5;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.2727272727272727;0.6;0.0;0.0;0.6;0.3;0.0;0.0;0.0;0.2727272727272727;0.0
GO:0072332;0.2727272727272727;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.0;0.09090909090909091;0.0
GO:0048255;0.6666666666666666;0.0;0.0;0.0;0.0;0.3076923076923077;0.2727272727272727;0.0;0.0;0.5;0.6666666666666666;0.0;0.0;0.5454545454545454;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.25;0.0;0.0;0.0;0.0;1.0;0.0;0.3333333333333333;0.14285714285714285;0.0;0.0;0.0;0.2727272727272727;0.46153846153846156;0.0;0.6;0.3;0.6;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.45454545454545453;0.4166666666666667;0.25;0.0;0.25
GO:0070830;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.0;0.09090909090909091;0.0
GO:0030178;0.2727272727272727;0.0;0.0;0.0;0.0;0.625;0.2;0.0;0.0;0.3;0.25;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;1.0;0.5714285714285714;0.0;0.0;0.0;0.375;0.3333333333333333;0.0;0.3;0.3333333333333333;0.23076923076923078;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.2727272727272727;0.0;0.2727272727272727
GO:0010469;0.3;0.0;0.0;0.0;0.0;0.5;0.125;0.0;0.0;0.2727272727272727;0.2727272727272727;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.5714285714285714;1.0;0.0;0.0;0.0;0.14285714285714285;0.1;0.0;0.3333333333333333;0.375;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.2727272727272727;0.3;0.0;0.3
GO:0072659;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043966;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.38461538461538464;0.0;0.0;0.0;0.5;0.4166666666666667;0.0;0.0;0.0;0.38461538461538464;0.0
GO:0006260;0.0;0.0;0.5714285714285714;0.5714285714285714;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.5;0.0;0.0;0.0;0.125;0.0;0.16666666666666666;0.16666666666666666;0.5;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;1.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.25;0.5;0.6666666666666666;0.16666666666666666;0.5;0.2727272727272727;0.0;0.0;0.0;0.25;0.0
GO:1902455;0.2;0.0;0.0;0.0;0.0;0.3333333333333333;0.375;0.0;0.0;0.3333333333333333;0.2;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.375;0.14285714285714285;0.0;0.0;0.0;1.0;0.3;0.0;0.2222222222222222;0.25;0.18181818181818182;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.18181818181818182;0.2;0.0;0.2
GO:0000122;0.5454545454545454;0.0;0.0;0.0;0.0;0.3076923076923077;0.16666666666666666;0.0;0.0;0.875;0.6666666666666666;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.46153846153846156;0.0;0.3333333333333333;0.1;0.0;0.0;0.0;0.3;1.0;0.0;0.6;0.2727272727272727;0.45454545454545453;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.875;0.3076923076923077;0.23076923076923078;0.0;0.23076923076923078
GO:0002576;0.0;0.2222222222222222;0.0;0.16666666666666666;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.09090909090909091;0.16666666666666666;0.0;0.0;0.4444444444444444;0.125;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.08333333333333333;0.16666666666666666;0.1111111111111111;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.16666666666666666;0.0;0.16666666666666666;0.125;0.07692307692307693;0.0;0.0;0.0;0.07142857142857142;0.0
GO:0006417;0.8571428571428571;0.0;0.0;0.0;0.0;0.2727272727272727;0.2;0.0;0.0;0.6666666666666666;0.6666666666666666;0.0;0.0;0.8571428571428571;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.6;0.0;0.3;0.3333333333333333;0.0;0.0;0.0;0.2222222222222222;0.6;0.0;1.0;0.375;0.5;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.5555555555555556;0.3;0.0;0.3
GO:0051781;0.5;0.0;0.0;0.0;0.0;0.3;0.375;0.0;0.0;0.3;0.3333333333333333;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.3;0.0;0.3333333333333333;0.375;0.0;0.0;0.0;0.25;0.2727272727272727;0.0;0.375;1.0;0.4;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.4444444444444444;0.5;0.0;0.5
GO:0048026;0.6666666666666666;0.0;0.0;0.0;0.0;0.21428571428571427;0.2727272727272727;0.0;0.0;0.5;0.6666666666666666;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.4166666666666667;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.6;0.0;0.23076923076923078;0.1;0.0;0.0;0.0;0.18181818181818182;0.45454545454545453;0.0;0.5;0.4;1.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.4166666666666667;0.3333333333333333;0.0;0.3333333333333333
GO:0050930;0.2727272727272727;0.0;0.0;0.0;0.0;0.25;0.3;0.0;0.0;0.16666666666666666;0.2727272727272727;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.5555555555555556;0.0;0.0;0.0;0.0;0.25;0.0;0.2727272727272727;0.3;0.0;0.0;0.0;0.2;0.15384615384615385;0.0;0.18181818181818182;0.3333333333333333;0.25;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.25;0.2727272727272727;0.0;0.2727272727272727
GO:0070936;0.0;0.0;0.25;0.18181818181818182;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.09090909090909091;0.0;0.0;0.4166666666666667;0.0;0.0;0.4166666666666667;0.0;0.0;0.0;0.07692307692307693;0.0;0.09090909090909091;0.09090909090909091;0.2727272727272727;0.09090909090909091;0.0;0.09090909090909091;0.0;0.0;0.0;0.38461538461538464;0.25;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;1.0;0.2727272727272727;0.25;0.09090909090909091;0.4;0.7272727272727273;0.0;0.0;0.0;0.8181818181818182;0.0
GO:0071629;0.0;0.0;0.6;0.5;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.2727272727272727;1.0;0.6;0.0;0.6;0.3;0.0;0.0;0.0;0.2727272727272727;0.0
GO:0006351;0.0;0.0;0.5;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.6;1.0;0.0;0.5;0.2727272727272727;0.0;0.0;0.0;0.25;0.0
GO:0038084;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;1.0;0.2;0.1;0.0;0.0;0.0;0.09090909090909091;0.0
GO:0044267;0.0;0.0;0.5;0.4;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.5714285714285714;0.0;0.0;0.6;0.0;0.0;0.0;0.14285714285714285;0.0;0.2;0.2;0.6;0.2;0.0;0.2;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.4;0.6;0.5;0.2;1.0;0.4444444444444444;0.0;0.0;0.0;0.4;0.0
GO:0006513;0.0;0.0;0.2727272727272727;0.2;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.45454545454545453;0.0;0.0;0.45454545454545453;0.0;0.0;0.0;0.08333333333333333;0.0;0.1;0.1;0.3;0.1;0.0;0.1;0.0;0.0;0.0;0.4166666666666667;0.2727272727272727;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.7272727272727273;0.3;0.2727272727272727;0.1;0.4444444444444444;1.0;0.0;0.0;0.0;0.7272727272727273;0.0
GO:0006357;0.6;0.0;0.0;0.0;0.0;0.23076923076923078;0.18181818181818182;0.0;0.0;0.75;0.75;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.45454545454545453;0.0;0.25;0.1111111111111111;0.0;0.0;0.0;0.2;0.875;0.0;0.6666666666666666;0.3;0.5;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3333333333333333;0.25;0.0;0.25
GO:0001934;0.6666666666666666;0.0;0.0;0.0;0.0;0.23076923076923078;0.2727272727272727;0.0;0.0;0.3333333333333333;0.45454545454545453;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.4166666666666667;0.0;0.25;0.2727272727272727;0.0;0.0;0.0;0.18181818181818182;0.3076923076923077;0.0;0.5555555555555556;0.4444444444444444;0.4166666666666667;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;1.0;0.36363636363636365;0.0;0.36363636363636365
GO:0043065;0.4;0.0;0.0;0.0;0.0;0.25;0.3;0.0;0.0;0.25;0.2727272727272727;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.25;0.0;0.2727272727272727;0.3;0.0;0.0;0.0;0.2;0.23076923076923078;0.0;0.3;0.5;0.3333333333333333;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.36363636363636365;1.0;0.0;0.4
