;GO:0045429;GO:0003091;GO:0033540;GO:1905004;GO:0055078;GO:1901642;GO:1901787;GO:0009436;GO:1904659;GO:0006544;GO:0006814;GO:0050796;GO:0019481;GO:0097267;GO:0002933;GO:0046487;GO:0019265;GO:0032305;GO:0010133;GO:0015721;GO:0032787;GO:0036101;GO:1905012;GO:0070837;GO:0006475;GO:1904823;GO:1904985;GO:0006139;GO:0006569;GO:0006625;GO:0019373;GO:0072531;GO:0015855;GO:0051259;GO:0106001
GO:0006814;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.25;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.4;0.0;0.3;0.0;0.0;0.0;0.125;0.0;0.3333333333333333;0.3;0.0;0.3333333333333333
GO:0050796;0.3;0.2222222222222222;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;1.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.5;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0019481;0.0;0.0;0.3333333333333333;0.23076923076923078;0.0;0.0;0.15384615384615385;0.38461538461538464;0.0;0.36363636363636365;0.0;0.0;1.0;0.3333333333333333;0.15384615384615385;0.35714285714285715;0.3076923076923077;0.0;0.46153846153846156;0.0;0.38461538461538464;0.25;0.0;0.0;0.1875;0.0;0.0;0.2;0.5454545454545454;0.0;0.3333333333333333;0.0;0.0;0.0;0.0
GO:0097267;0.0;0.0;0.4;0.5;0.0;0.0;0.2222222222222222;0.45454545454545453;0.0;0.4166666666666667;0.0;0.0;0.3333333333333333;1.0;0.3333333333333333;0.5;0.35714285714285715;0.0;0.45454545454545453;0.0;0.5555555555555556;0.5555555555555556;0.0;0.0;0.15384615384615385;0.0;0.0;0.25;0.4166666666666667;0.0;0.7142857142857143;0.0;0.0;0.0;0.0
GO:0002933;0.0;0.0;0.4444444444444444;0.25;0.0;0.0;0.25;0.25;0.0;0.2857142857142857;0.0;0.0;0.15384615384615385;0.3333333333333333;1.0;0.2857142857142857;0.2222222222222222;0.0;0.18181818181818182;0.0;0.2222222222222222;0.3333333333333333;0.0;0.0;0.18181818181818182;0.0;0.0;0.2857142857142857;0.2;0.0;0.3333333333333333;0.0;0.0;0.0;0.0
GO:0046487;0.0;0.0;0.5454545454545454;0.6666666666666666;0.0;0.0;0.2857142857142857;0.8;0.0;0.3333333333333333;0.0;0.0;0.35714285714285715;0.5;0.2857142857142857;1.0;0.25;0.0;0.5;0.0;0.8571428571428571;0.2857142857142857;0.0;0.0;0.2;0.0;0.0;0.3333333333333333;0.45454545454545453;0.0;0.5;0.0;0.0;0.0;0.0
GO:0019265;0.3333333333333333;0.2;0.18181818181818182;0.375;0.15384615384615385;0.0;0.2222222222222222;0.2222222222222222;0.0;0.6666666666666666;0.0;0.18181818181818182;0.3076923076923077;0.35714285714285715;0.2222222222222222;0.25;1.0;0.08333333333333333;0.36363636363636365;0.0;0.4166666666666667;0.1;0.07692307692307693;0.0;0.16666666666666666;0.0;0.08333333333333333;0.25;0.4;0.0;0.35714285714285715;0.0;0.0;0.0;0.0
GO:0032305;0.3;0.1;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.1;0.0;0.5;0.0;0.0;0.0;0.0;0.08333333333333333;1.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0010133;0.0;0.0;0.3;0.3333333333333333;0.0;0.0;0.18181818181818182;0.375;0.0;0.4444444444444444;0.0;0.0;0.46153846153846156;0.45454545454545453;0.18181818181818182;0.5;0.36363636363636365;0.0;1.0;0.0;0.5555555555555556;0.375;0.0;0.0;0.21428571428571427;0.0;0.0;0.42857142857142855;0.6;0.0;0.45454545454545453;0.0;0.0;0.0;0.0
GO:0015721;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.36363636363636365;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5555555555555556;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.5;0.0;0.0
GO:0032787;0.0;0.0;0.6;0.75;0.0;0.0;0.2222222222222222;0.75;0.0;0.5;0.0;0.0;0.38461538461538464;0.5555555555555556;0.2222222222222222;0.8571428571428571;0.4166666666666667;0.0;0.5555555555555556;0.0;1.0;0.6;0.0;0.0;0.16666666666666666;0.0;0.0;0.25;0.5;0.0;0.5555555555555556;0.0;0.0;0.0;0.0
GO:0036101;0.0;0.0;0.5555555555555556;0.5;0.0;0.0;0.25;0.42857142857142855;0.0;0.125;0.0;0.0;0.25;0.5555555555555556;0.3333333333333333;0.2857142857142857;0.1;0.0;0.375;0.0;0.6;1.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.2857142857142857;0.3333333333333333;0.0;0.5555555555555556;0.0;0.0;0.0;0.0
GO:1905012;0.5555555555555556;0.09090909090909091;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.07692307692307693;0.18181818181818182;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5555555555555556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0070837;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.3;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5555555555555556;0.0;0.0;0.0;1.0;0.0;0.5;0.0;0.0;0.0;0.16666666666666666;0.0;0.5714285714285714;0.5;0.0;0.42857142857142855
GO:0006475;0.0;0.0;0.15384615384615385;0.25;0.0;0.0;0.18181818181818182;0.18181818181818182;0.0;0.2;0.0;0.0;0.1875;0.15384615384615385;0.18181818181818182;0.2;0.16666666666666666;0.0;0.21428571428571427;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;1.0;0.0;0.0;0.2222222222222222;0.23076923076923078;0.0;0.15384615384615385;0.0;0.0;0.0;0.0
GO:1904823;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.4;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.0;1.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.5714285714285714;0.625;0.0;0.5
GO:1904985;0.5555555555555556;0.1;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.1;0.0;0.3;0.0;0.0;0.0;0.0;0.08333333333333333;0.2;0.0;0.0;0.0;0.0;0.5555555555555556;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006139;0.0;0.0;0.2222222222222222;0.5;0.0;0.0;0.2857142857142857;0.2857142857142857;0.0;0.3333333333333333;0.0;0.0;0.2;0.25;0.2857142857142857;0.3333333333333333;0.25;0.0;0.42857142857142855;0.0;0.25;0.2857142857142857;0.0;0.0;0.2222222222222222;0.0;0.0;1.0;0.375;0.0;0.25;0.0;0.0;0.0;0.0
GO:0006569;0.0;0.0;0.4166666666666667;0.3333333333333333;0.0;0.0;0.2;0.5;0.0;0.5;0.0;0.0;0.5454545454545454;0.4166666666666667;0.2;0.45454545454545453;0.4;0.0;0.6;0.0;0.5;0.3333333333333333;0.0;0.0;0.23076923076923078;0.0;0.0;0.375;1.0;0.0;0.4166666666666667;0.0;0.0;0.0;0.0
GO:0006625;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.1111111111111111;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.14285714285714285;0.0;0.0;0.0;1.0;0.0;0.375;0.3333333333333333;0.0;0.0
GO:0019373;0.0;0.0;0.4;0.5;0.0;0.0;0.2222222222222222;0.45454545454545453;0.0;0.4166666666666667;0.0;0.0;0.3333333333333333;0.7142857142857143;0.3333333333333333;0.5;0.35714285714285715;0.0;0.45454545454545453;0.0;0.5555555555555556;0.5555555555555556;0.0;0.0;0.15384615384615385;0.0;0.0;0.25;0.4166666666666667;0.0;1.0;0.0;0.0;0.0;0.0
GO:0072531;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.4444444444444444;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.5714285714285714;0.0;0.5714285714285714;0.0;0.0;0.0;0.375;0.0;1.0;0.5714285714285714;0.0;0.5714285714285714
GO:0015855;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.36363636363636365;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.625;0.0;0.0;0.0;0.3333333333333333;0.0;0.5714285714285714;1.0;0.0;0.5
GO:0051259;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
GO:0106001;0.0;0.2;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.5;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.5;0.0;1.0
