;GO:0014068;GO:0008584;GO:1900053;GO:0042572;GO:0044597;GO:0042574;GO:0044598;GO:0071380;GO:0002366;GO:0060326;GO:2000439;GO:0031954;GO:0000060;GO:0002717;GO:0055003;GO:2000353;GO:0019722;GO:0007186;GO:0036120;GO:1900740;GO:0045214;GO:0048008;GO:0006693;GO:0042267;GO:0007189;GO:0030216;GO:0071560;GO:0008626;GO:0002769;GO:0061370;GO:0010469;GO:0016488;GO:0034614;GO:0051897;GO:0043406;GO:0008284;GO:0048739;GO:0048661;GO:0048385;GO:0071395;GO:0050730;GO:0071230;GO:0046085;GO:0071277;GO:0051781;GO:0071673;GO:0048146;GO:0071276;GO:0071799;GO:0030241;GO:0070301;GO:0072126;GO:2000379;GO:0050852;GO:0050776;GO:0042448;GO:0002074;GO:0007166;GO:0009267;GO:0007204;GO:0071384;GO:0030238;GO:0019371;GO:0045087;GO:0070098;GO:0097755;GO:0006508;GO:0070374;GO:2000224
GO:2000439;0.4;0.0;0.3660149997115376;0.3081136762725405;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3356143810225276;0.0;0.48300749985576874;0.0;0.3356143810225276;0.4;0.4;0.0;0.43852901558847923;0.0;0.4;0.0;0.0;0.4;0.0;0.0;0.4;0.4;0.3081136762725405;0.4;0.0;0.0;0.4;0.3660149997115376;0.48300749985576874;0.0;0.43852901558847923;0.4;0.0;0.3081136762725405;0.0;0.0;0.0;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.4;0.5356143810225276;0.3081136762725405;0.0;0.4;0.0;0.20000000000000007;0.0;0.0;0.0;0.0;0.4;0.4;0.0;0.3660149997115376;0.3660149997115376
GO:0031954;0.3660149997115376;0.0;0.4;0.2599120563717816;0.0;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;1.0;0.0;0.3356143810225276;0.0;0.3356143810225276;0.3356143810225276;0.4;0.0;0.3660149997115376;0.0;0.3356143810225276;0.0;0.0;0.3356143810225276;0.0;0.0;0.3660149997115376;0.3356143810225276;0.2599120563717816;0.3660149997115376;0.0;0.0;0.3660149997115376;0.6830074998557688;0.48300749985576874;0.0;0.43852901558847923;0.3660149997115376;0.0;0.6830074998557688;0.0;0.0;0.0;0.48300749985576874;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;0.0;0.4;0.5356143810225276;0.3356143810225276;0.3660149997115376;0.2599120563717816;0.0;0.4;0.0;0.16601499971153766;0.0;0.0;0.0;0.0;0.3356143810225276;0.3356143810225276;0.0;0.6830074998557688;0.4
GO:0000060;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0002717;0.48300749985576874;0.0;0.3660149997115376;0.3081136762725405;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.3356143810225276;0.0;1.0;0.0;0.3356143810225276;0.4;0.4;0.0;0.43852901558847923;0.0;0.4;0.0;0.0;0.4;0.0;0.0;0.4;0.43852901558847923;0.3081136762725405;0.48300749985576874;0.0;0.0;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.0;0.43852901558847923;0.48300749985576874;0.0;0.3081136762725405;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.6830074998557688;0.3081136762725405;0.0;0.4;0.0;0.20000000000000007;0.0;0.0;0.0;0.0;0.4;0.4;0.0;0.43852901558847923;0.3660149997115376
GO:0055003;0.0;0.8;0.0;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.48300749985576874;0.8;0.8;0.0;0.0;0.0;0.0;1.0;0.0;0.8;0.8;0.5356143810225276;0.8;0.8;0.8;0.43852901558847923;0.0;0.8;0.8;0.5356143810225276;0.8;0.8;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.8;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.6000000000000001;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.8;0.5356143810225276;0.0;0.0;0.8;0.0;0.6000000000000001;0.8;0.8;0.6000000000000001;0.3660149997115376;0.43852901558847923;0.8;0.8;0.0;0.8;0.0;0.0;0.0;0.0
GO:2000353;0.3660149997115376;0.0;0.3356143810225276;0.2599120563717816;0.0;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.3356143810225276;0.0;0.3356143810225276;0.0;1.0;0.3356143810225276;0.4;0.0;0.5356143810225276;0.0;0.3356143810225276;0.0;0.0;0.3356143810225276;0.0;0.0;0.3660149997115376;0.3356143810225276;0.2599120563717816;0.3660149997115376;0.0;0.0;0.3660149997115376;0.3356143810225276;0.48300749985576874;0.0;0.43852901558847923;0.3660149997115376;0.0;0.3081136762725405;0.0;0.0;0.0;0.48300749985576874;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;0.0;0.4;0.43852901558847923;0.3356143810225276;0.3660149997115376;0.2599120563717816;0.0;0.4;0.0;0.16601499971153766;0.0;0.0;0.0;0.0;0.3356143810225276;0.3356143810225276;0.0;0.3356143810225276;0.3356143810225276
GO:0019722;0.4;0.0;0.43852901558847923;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.48300749985576874;0.8;0.8;0.4;0.3356143810225276;0.0;0.4;0.8;0.3356143810225276;1.0;0.8;0.5356143810225276;0.8;0.8;0.8;0.43852901558847923;0.0;0.8;0.8;0.5356143810225276;0.8;0.8;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.4;0.3660149997115376;0.48300749985576874;0.8;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.3660149997115376;0.5356143810225276;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.8;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.8;0.5356143810225276;0.6000000000000001;0.0;0.8;0.6000000000000001;0.3660149997115376;0.43852901558847923;0.0;0.8;0.0;0.8;0.8;0.0;0.3660149997115376;0.43852901558847923
GO:0007186;0.43852901558847923;0.0;0.48300749985576874;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.48300749985576874;0.8;0.8;0.4;0.4;0.0;0.4;0.8;0.4;0.8;1.0;0.5356143810225276;0.8;0.8;0.8;0.43852901558847923;0.0;0.8;0.8;0.5356143810225276;0.8;0.8;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.4;0.6000000000000001;0.8;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.6000000000000001;0.48300749985576874;0.6000000000000001;0.43852901558847923;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.8;0.5356143810225276;0.48300749985576874;0.5356143810225276;0.8;0.5356143810225276;0.6000000000000001;0.0;0.8;0.6000000000000001;0.3660149997115376;0.43852901558847923;0.0;0.8;0.0;0.8;0.8;0.0;0.4;0.48300749985576874
GO:0036120;0.0;0.0;0.0;0.4;0.4;0.4;0.4;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;1.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.3356143810225276;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.8;0.5356143810225276;0.5356143810225276;0.3660149997115376;0.0;0.3660149997115376;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.6830074998557688;0.0;0.6830074998557688;0.4;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.4;0.0;0.5356143810225276;0.48300749985576874;0.2599120563717816;0.6000000000000001;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.0
GO:1900740;0.5356143810225276;0.0;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.8;0.8;0.43852901558847923;0.3660149997115376;0.0;0.43852901558847923;0.8;0.5356143810225276;0.8;0.8;0.5356143810225276;1.0;0.8;0.8;0.43852901558847923;0.0;0.8;0.8;0.5356143810225276;0.8;0.8;0.48300749985576874;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.5356143810225276;0.8;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.8;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.8;0.5356143810225276;0.5356143810225276;0.0;0.8;0.5356143810225276;0.3356143810225276;0.43852901558847923;0.0;0.8;0.0;0.8;0.8;0.0;0.48300749985576874;0.43852901558847923
GO:0045214;0.0;0.0;0.0;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.48300749985576874;0.8;0.8;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.8;0.5356143810225276;0.8;1.0;0.8;0.43852901558847923;0.0;0.8;0.8;0.5356143810225276;0.8;0.8;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.8;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.6000000000000001;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.8;0.5356143810225276;0.0;0.0;0.8;0.0;0.6000000000000001;0.0;0.8;0.6000000000000001;0.3660149997115376;0.43852901558847923;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.0
GO:0048008;0.4;0.0;0.43852901558847923;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.48300749985576874;0.8;0.8;0.4;0.3356143810225276;0.0;0.4;0.8;0.3356143810225276;0.8;0.8;0.5356143810225276;0.8;0.8;1.0;0.43852901558847923;0.0;0.8;0.8;0.5356143810225276;0.8;0.8;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.4;0.3660149997115376;0.48300749985576874;0.8;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.3660149997115376;0.5356143810225276;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.8;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.8;0.5356143810225276;0.6000000000000001;0.0;0.8;0.6000000000000001;0.3660149997115376;0.43852901558847923;0.0;0.8;0.0;0.8;0.8;0.0;0.3660149997115376;0.43852901558847923
GO:0006693;0.0;0.0;0.0;0.4;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.2830074998557688;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.43852901558847923;0.43852901558847923;1.0;0.0;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.4;0.3081136762725405;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.3081136762725405;0.0;0.3081136762725405;0.4;0.2830074998557688;0.0;0.0;0.0;0.2830074998557688;0.2830074998557688;0.43852901558847923;0.3081136762725405;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.0;0.43852901558847923;0.3356143810225276;0.21862188087829626;0.2830074998557688;0.0;0.6830074998557688;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0
GO:0042267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.4;0.0;0.3660149997115376;0.0;0.0;0.0;0.3660149997115376;0.3660149997115376;0.0;0.4;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0
GO:0007189;0.4;0.0;0.43852901558847923;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.48300749985576874;0.8;0.8;0.4;0.3356143810225276;0.0;0.4;0.8;0.3356143810225276;0.8;0.8;0.5356143810225276;0.8;0.8;0.8;0.43852901558847923;0.0;1.0;0.8;0.5356143810225276;0.8;0.8;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.4;0.3660149997115376;0.48300749985576874;0.8;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.3660149997115376;0.5356143810225276;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.8;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.8;0.5356143810225276;0.6000000000000001;0.0;0.8;0.6000000000000001;0.3660149997115376;0.43852901558847923;0.0;0.8;0.0;0.8;0.8;0.0;0.3660149997115376;0.43852901558847923
GO:0030216;0.0;0.8;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.8;0.8;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.8;0.5356143810225276;0.8;0.8;0.8;0.43852901558847923;0.0;0.8;1.0;0.5356143810225276;0.8;0.8;0.48300749985576874;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.8;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.8;0.48300749985576874;0.0;0.0;0.8;0.0;0.5356143810225276;0.8;0.8;0.5356143810225276;0.3356143810225276;0.43852901558847923;0.8;0.8;0.0;0.8;0.0;0.0;0.0;0.0
GO:0071560;0.0;0.0;0.0;0.4;0.4;0.4;0.4;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.8;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.3356143810225276;0.43852901558847923;0.5356143810225276;0.5356143810225276;1.0;0.5356143810225276;0.5356143810225276;0.3660149997115376;0.0;0.3660149997115376;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.6830074998557688;0.0;0.6830074998557688;0.4;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.4;0.0;0.5356143810225276;0.48300749985576874;0.2599120563717816;0.6000000000000001;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.0
GO:0008626;0.4;0.0;0.43852901558847923;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.48300749985576874;0.8;0.8;0.4;0.3660149997115376;0.0;0.4;0.8;0.3660149997115376;0.8;0.8;0.5356143810225276;0.8;0.8;0.8;0.43852901558847923;0.0;0.8;0.8;0.5356143810225276;1.0;0.8;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.4;0.3660149997115376;0.5356143810225276;0.8;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.4;0.5356143810225276;0.6000000000000001;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.8;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.8;0.5356143810225276;0.6000000000000001;0.0;0.8;0.6000000000000001;0.3660149997115376;0.43852901558847923;0.0;0.8;0.0;0.8;0.8;0.0;0.3660149997115376;0.43852901558847923
GO:0002769;0.4;0.0;0.43852901558847923;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.48300749985576874;0.8;0.8;0.4;0.3356143810225276;0.0;0.43852901558847923;0.8;0.3356143810225276;0.8;0.8;0.5356143810225276;0.8;0.8;0.8;0.43852901558847923;0.0;0.8;0.8;0.5356143810225276;0.8;1.0;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.4;0.3660149997115376;0.48300749985576874;0.8;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.3660149997115376;0.5356143810225276;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.8;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.8;0.6000000000000001;0.6000000000000001;0.0;0.8;0.6000000000000001;0.3660149997115376;0.43852901558847923;0.0;0.8;0.0;0.8;0.8;0.0;0.3660149997115376;0.43852901558847923
