;GO:0060045;GO:0038110;GO:0007179;GO:0003376;GO:0001666;GO:0051289;GO:0030509;GO:0032729;GO:0032689;GO:0070207;GO:0050830;GO:0035556;GO:0034260;GO:0007181;GO:0065003;GO:2000010;GO:0060317;GO:0060318;GO:0042267;GO:0002769;GO:0050680;GO:0034699;GO:0002728;GO:0031100;GO:0032354;GO:0045429;GO:0034695;GO:0051271;GO:0045664;GO:0038096;GO:0060389;GO:0002223;GO:0000165;GO:0002534;GO:0050852;GO:0050776;GO:0031295;GO:0007169;GO:0007166;GO:0060979;GO:0045954;GO:0050860;GO:0071222;GO:0045087;GO:0043066;GO:0060939;GO:0035723;GO:0032496;GO:2000502;GO:0030512;GO:0030511
GO:0034699;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;1.0;0.0;0.0;0.8;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0
GO:0002728;0.3660149997115376;0.4;0.4;0.4;0.0;0.0;0.4;0.5356143810225276;0.6830074998557688;0.0;0.0;0.4;0.5356143810225276;0.0;0.0;0.4;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;1.0;0.0;0.0;0.3356143810225276;0.0;0.48300749985576874;0.4;0.43852901558847923;0.0;0.4;0.4;0.0;0.4;0.6830074998557688;0.3660149997115376;0.4;0.4;0.0;0.6000000000000001;0.5356143810225276;0.0;0.0;0.4;0.0;0.4;0.0;0.43852901558847923;0.48300749985576874;0.43852901558847923
GO:0031100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0
GO:0032354;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.8;0.0;0.0;1.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0
GO:0045429;0.5356143810225276;0.4;0.4;0.43852901558847923;0.0;0.0;0.48300749985576874;0.43852901558847923;0.3660149997115376;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.4;0.43852901558847923;0.0;0.3356143810225276;0.0;0.0;1.0;0.0;0.48300749985576874;0.4;0.4;0.0;0.4;0.43852901558847923;0.0;0.4;0.43852901558847923;0.4;0.4;0.48300749985576874;0.0;0.43852901558847923;0.3660149997115376;0.0;0.0;0.4;0.0;0.4;0.0;0.3081136762725405;0.4;0.5356143810225276
GO:0034695;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.6000000000000001;0.0;0.0;0.6000000000000001;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.48300749985576874;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0
GO:0051271;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.0;0.0;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.0;0.0;0.6000000000000001;0.6830074998557688;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.6830074998557688;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;1.0;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.5356143810225276;0.0;0.48300749985576874;0.5356143810225276;0.4;0.48300749985576874;0.6000000000000001;0.0;0.43852901558847923;0.5356143810225276;0.0;0.0;0.6000000000000001;0.0;0.48300749985576874;0.0;0.48300749985576874;0.6000000000000001;0.5356143810225276
GO:0045664;0.43852901558847923;0.8;0.8;0.8;0.0;0.0;0.8;0.43852901558847923;0.43852901558847923;0.0;0.0;0.8;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.8;0.43852901558847923;0.0;0.4;0.0;0.0;0.4;0.0;0.48300749985576874;1.0;0.8;0.0;0.8;0.8;0.0;0.8;0.5356143810225276;0.6000000000000001;0.8;0.8;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.4;0.0;0.8;0.0;0.3660149997115376;0.4;0.43852901558847923
GO:0038096;0.43852901558847923;0.8;0.8;0.8;0.0;0.8;0.8;0.43852901558847923;0.43852901558847923;0.8;0.0;0.8;0.5356143810225276;0.8;0.8;0.48300749985576874;0.8;0.8;0.6000000000000001;0.8;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.4;0.0;0.48300749985576874;0.8;1.0;0.8;0.8;0.8;0.0;0.8;0.6000000000000001;0.6000000000000001;0.8;0.8;0.8;0.43852901558847923;0.43852901558847923;0.8;0.6000000000000001;0.4;0.8;0.8;0.0;0.3660149997115376;0.4;0.43852901558847923
GO:0060389;0.0;0.8;0.8;0.8;0.0;0.8;0.8;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;1.0;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.8;0.8;0.0;0.0;0.8;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0
GO:0002223;0.43852901558847923;0.8;0.8;0.8;0.0;0.8;0.8;0.43852901558847923;0.43852901558847923;0.8;0.0;0.8;0.5356143810225276;0.8;0.8;0.48300749985576874;0.8;0.8;0.6000000000000001;0.8;0.43852901558847923;0.0;0.4;0.0;0.0;0.4;0.0;0.48300749985576874;0.8;0.8;0.8;1.0;0.8;0.0;0.8;0.5356143810225276;0.6000000000000001;0.8;0.8;0.8;0.48300749985576874;0.43852901558847923;0.8;0.6000000000000001;0.4;0.8;0.8;0.0;0.3660149997115376;0.4;0.43852901558847923
GO:0000165;0.48300749985576874;0.8;0.8;0.8;0.0;0.8;0.8;0.43852901558847923;0.43852901558847923;0.8;0.0;1.0;0.5356143810225276;0.8;0.8;0.48300749985576874;0.8;0.8;0.0;0.8;0.48300749985576874;0.0;0.4;0.0;0.0;0.43852901558847923;0.0;0.5356143810225276;0.8;0.8;0.8;0.8;1.0;0.0;0.8;0.5356143810225276;0.6000000000000001;0.8;0.8;0.8;0.43852901558847923;0.43852901558847923;0.8;0.0;0.43852901558847923;0.8;0.8;0.0;0.3660149997115376;0.43852901558847923;0.48300749985576874
GO:0002534;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050852;0.43852901558847923;0.8;0.8;0.8;0.0;0.8;0.8;0.43852901558847923;0.43852901558847923;0.8;0.0;0.8;0.5356143810225276;0.8;0.8;0.48300749985576874;0.8;0.8;0.6000000000000001;0.8;0.43852901558847923;0.0;0.4;0.0;0.0;0.4;0.0;0.48300749985576874;0.8;0.8;0.8;0.8;0.8;0.0;1.0;0.5356143810225276;0.6000000000000001;0.8;0.8;0.8;0.43852901558847923;0.43852901558847923;0.8;0.6000000000000001;0.4;0.8;0.8;0.0;0.3660149997115376;0.4;0.43852901558847923
GO:0050776;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.0;0.0;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.0;0.0;0.5356143810225276;0.6000000000000001;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.6000000000000001;0.48300749985576874;0.0;0.6830074998557688;0.0;0.0;0.43852901558847923;0.0;0.5356143810225276;0.5356143810225276;0.6000000000000001;0.0;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;1.0;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.0;0.6000000000000001;0.6830074998557688;0.0;0.0;0.43852901558847923;0.0;0.5356143810225276;0.0;0.48300749985576874;0.5356143810225276;0.6000000000000001
GO:0031295;0.43852901558847923;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.0;0.0;0.6000000000000001;0.4;0.3660149997115376;0.0;0.0;0.6000000000000001;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.0;0.48300749985576874;0.6000000000000001;0.3660149997115376;0.0;0.3660149997115376;0.0;0.0;0.4;0.0;0.4;0.6000000000000001;0.6000000000000001;0.0;0.6000000000000001;0.6000000000000001;0.0;0.6000000000000001;0.48300749985576874;1.0;0.6000000000000001;0.6000000000000001;0.0;0.4;0.4;0.0;0.6000000000000001;0.3356143810225276;0.0;0.6000000000000001;0.0;0.3356143810225276;0.3356143810225276;0.43852901558847923
GO:0007169;0.43852901558847923;0.8;0.8;0.8;0.0;0.8;0.8;0.43852901558847923;0.43852901558847923;0.8;0.0;0.8;0.5356143810225276;0.8;0.8;0.48300749985576874;0.8;0.8;0.0;0.8;0.43852901558847923;0.0;0.4;0.0;0.0;0.4;0.0;0.48300749985576874;0.8;0.8;0.8;0.8;0.8;0.0;0.8;0.5356143810225276;0.6000000000000001;1.0;0.8;0.8;0.43852901558847923;0.43852901558847923;0.8;0.0;0.4;0.8;0.8;0.0;0.3660149997115376;0.4;0.43852901558847923
GO:0007166;0.5356143810225276;0.8;0.8;0.8;0.0;0.8;0.8;0.43852901558847923;0.43852901558847923;0.8;0.0;0.8;0.5356143810225276;0.8;0.8;0.48300749985576874;0.8;0.8;0.0;0.8;0.5356143810225276;0.0;0.4;0.0;0.0;0.48300749985576874;0.0;0.6000000000000001;0.8;0.8;0.8;0.8;0.8;0.0;0.8;0.5356143810225276;0.6000000000000001;0.8;1.0;0.8;0.43852901558847923;0.43852901558847923;0.8;0.0;0.48300749985576874;0.8;0.8;0.0;0.3660149997115376;0.48300749985576874;0.5356143810225276
GO:0060979;0.0;0.8;0.8;0.8;0.0;0.8;0.8;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.8;1.0;0.0;0.0;0.8;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0
GO:0045954;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.0;0.43852901558847923;0.48300749985576874;0.4;0.0;0.0;0.43852901558847923;0.48300749985576874;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.43852901558847923;0.4;0.0;0.6000000000000001;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.48300749985576874;0.43852901558847923;0.0;0.43852901558847923;0.6000000000000001;0.4;0.43852901558847923;0.43852901558847923;0.0;1.0;0.43852901558847923;0.0;0.0;0.3660149997115376;0.0;0.43852901558847923;0.0;0.3356143810225276;0.3660149997115376;0.48300749985576874
GO:0050860;0.4;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.0;0.43852901558847923;0.4;0.48300749985576874;0.0;0.0;0.43852901558847923;0.6000000000000001;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0;0.3660149997115376;0.0;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.6830074998557688;0.4;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;1.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.48300749985576874;0.6000000000000001;0.48300749985576874
GO:0071222;0.0;0.8;0.8;0.8;0.6830074998557688;0.8;0.8;0.0;0.0;0.8;0.5356143810225276;0.8;0.0;0.8;0.8;0.0;0.8;0.8;0.6000000000000001;0.8;0.0;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.6000000000000001;0.0;0.0;0.8;0.8;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.8;0.8;0.0;0.0;1.0;0.6830074998557688;0.0;0.8;0.8;1.0;0.0;0.0;0.0
GO:0045087;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.6000000000000001;0.0;0.6000000000000001;0.0;0.0;0.6000000000000001;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;1.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0
GO:0043066;0.43852901558847923;0.4;0.4;0.43852901558847923;0.0;0.0;0.4;0.3660149997115376;0.43852901558847923;0.0;0.0;0.48300749985576874;0.5356143810225276;0.0;0.0;0.4;0.0;0.0;0.0;0.4;0.5356143810225276;0.0;0.4;0.0;0.0;0.4;0.0;0.6000000000000001;0.4;0.4;0.0;0.4;0.43852901558847923;0.0;0.4;0.43852901558847923;0.3356143810225276;0.4;0.48300749985576874;0.0;0.3660149997115376;0.43852901558847923;0.0;0.0;1.0;0.0;0.4;0.0;0.3660149997115376;0.48300749985576874;0.43852901558847923
GO:0060939;0.0;0.8;0.8;0.8;0.0;0.8;0.8;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.8;0.8;0.0;0.0;0.8;0.0;0.0;1.0;0.8;0.0;0.0;0.0;0.0
GO:0035723;0.43852901558847923;0.8;0.8;0.8;0.0;0.8;0.8;0.43852901558847923;0.43852901558847923;0.8;0.0;0.8;0.5356143810225276;0.8;0.8;0.48300749985576874;0.8;0.8;0.0;0.8;0.43852901558847923;0.0;0.4;0.0;0.0;0.4;0.0;0.48300749985576874;0.8;0.8;0.8;0.8;0.8;0.0;0.8;0.5356143810225276;0.6000000000000001;0.8;0.8;0.8;0.43852901558847923;0.43852901558847923;0.8;0.0;0.4;0.8;1.0;0.0;0.3660149997115376;0.4;0.43852901558847923
GO:0032496;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.6000000000000001;0.0;0.0;0.5356143810225276;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.6830074998557688;0.0;0.0;0.0;1.0;0.0;0.0;0.0
