;GO:1905662;GO:2001294;GO:0032693;GO:1902950;GO:0007016;GO:0000187;GO:0022011;GO:0000184;GO:0032728;GO:0002638;GO:0019886;GO:0051127;GO:0050710;GO:0065003;GO:1902564;GO:0060236;GO:0001954;GO:0002922;GO:0002924;GO:0032436;GO:0031103;GO:0051898;GO:0006383;GO:0034453;GO:0006384;GO:0043409;GO:0038095;GO:0042795;GO:0038096;GO:0045944;GO:0006302;GO:0043403;GO:0030889;GO:0071397;GO:0016476;GO:0050852;GO:0006273;GO:0000723;GO:1904646;GO:0006307;GO:0071260;GO:0002622;GO:0002503;GO:0001811;GO:0002506;GO:0016064;GO:0001814;GO:2001199;GO:0060441;GO:0006085;GO:0006366;GO:0060445;GO:0048714;GO:1990166;GO:0002316;GO:0043031;GO:0051607;GO:0019048;GO:1905064;GO:0071219;GO:0035511;GO:0033173;GO:0043318;GO:0010470;GO:0006897;GO:0000147;GO:0043434;GO:0006898;GO:0006412;GO:0010906;GO:0045860;GO:0002605;GO:0010469;GO:1904261;GO:0050766;GO:0030336;GO:0016567;GO:0050765;GO:0008360;GO:0046718;GO:1902894;GO:0051103;GO:0010717;GO:0006614;GO:0046321;GO:0051106;GO:0060333;GO:0006471;GO:0006351;GO:0006355;GO:1905898;GO:0006633;GO:0006359;GO:1901216;GO:0006357;GO:0009617;GO:0006625;GO:0045089;GO:0006509;GO:0045087;GO:0046330;GO:0045088;GO:0031643
GO:1905662;1.0;0.0;0.23076923076923078;0.125;0.0;0.3333333333333333;0.0;0.38461538461538464;0.07692307692307693;0.21428571428571427;0.0;0.2;0.3076923076923077;0.0;0.3076923076923077;0.23076923076923078;0.08333333333333333;0.08333333333333333;0.21428571428571427;0.26666666666666666;0.0;0.2857142857142857;0.0;0.0;0.0;0.35714285714285715;0.0;0.0;0.0;0.46153846153846156;0.0;0.0;0.26666666666666666;0.0;0.21428571428571427;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.09090909090909091;0.0;0.17647058823529413;0.0;0.0;0.23076923076923078;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.23076923076923078;0.0;0.0;0.0;0.26666666666666666;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.4;0.23076923076923078;0.25;0.09090909090909091;0.21428571428571427;0.3076923076923077;0.0;0.3076923076923077;0.1111111111111111;0.0;0.5384615384615384;0.0;0.25;0.0;0.3076923076923077;0.45454545454545453;0.0;0.0;0.0;0.5454545454545454;0.25;0.0;0.5;0.23076923076923078;0.5;0.0;0.0;0.08333333333333333;0.0;0.0;0.2;0.09090909090909091;0.25
GO:2001294;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.125;0.4;0.0;0.0;0.4;0.0;0.0;0.2222222222222222;0.0;0.0;0.1;0.0;0.0;0.4;0.25;0.1;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.4;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0
GO:0032693;0.23076923076923078;0.0;1.0;0.14285714285714285;0.0;0.07142857142857142;0.0;0.25;0.4444444444444444;0.3;0.0;0.16666666666666666;0.7142857142857143;0.0;0.3333333333333333;0.2;0.2;0.2;0.3;0.14285714285714285;0.0;0.3;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.2727272727272727;0.0;0.3333333333333333;0.0;0.0;0.1;0.0;0.0;0.0;0.2222222222222222;0.0;0.23076923076923078;0.0;0.0;0.3333333333333333;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.5;0.0;0.0;0.0;0.2727272727272727;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.08333333333333333;0.3333333333333333;0.125;0.3333333333333333;0.2;0.3333333333333333;0.0;0.3333333333333333;0.125;0.0;0.25;0.0;0.375;0.0;0.18181818181818182;0.18181818181818182;0.0;0.0;0.0;0.2;0.2222222222222222;0.0;0.18181818181818182;0.2;0.18181818181818182;0.0;0.0;0.2;0.0;0.0;0.16666666666666666;0.2222222222222222;0.3333333333333333
GO:1902950;0.125;0.0;0.14285714285714285;1.0;0.0;0.1;0.0;0.1;0.125;0.125;0.0;0.36363636363636365;0.14285714285714285;0.0;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.125;0.09090909090909091;0.0;0.125;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.1111111111111111;0.0;0.14285714285714285;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.0;0.09090909090909091;0.0;0.0;0.14285714285714285;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.1111111111111111;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.125;0.14285714285714285;0.25;0.16666666666666666;0.14285714285714285;0.14285714285714285;0.0;0.14285714285714285;0.25;0.0;0.1;0.0;0.16666666666666666;0.0;0.125;0.125;0.0;0.0;0.0;0.14285714285714285;0.16666666666666666;0.0;0.125;0.14285714285714285;0.125;0.0;0.0;0.14285714285714285;0.0;0.0;0.1111111111111111;0.16666666666666666;0.16666666666666666
GO:0007016;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000187;0.3333333333333333;0.0;0.07142857142857142;0.1;0.0;1.0;0.0;0.23529411764705882;0.2;0.06666666666666667;0.0;0.25;0.2;0.0;0.2;0.21428571428571427;0.21428571428571427;0.36363636363636365;0.23076923076923078;0.4;0.0;0.45454545454545453;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.17647058823529413;0.0;0.2;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.21428571428571427;0.0;0.1875;0.0;0.0;0.07142857142857142;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.1875;0.0;0.0;0.0;0.1875;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.7777777777777778;0.07142857142857142;0.4;0.23076923076923078;0.21428571428571427;0.2;0.0;0.2;0.09090909090909091;0.0;0.23529411764705882;0.0;0.23076923076923078;0.0;0.35714285714285715;0.35714285714285715;0.0;0.0;0.0;0.2857142857142857;0.4;0.0;0.26666666666666666;0.2857142857142857;0.26666666666666666;0.0;0.0;0.36363636363636365;0.0;0.0;0.6363636363636364;0.2727272727272727;0.3076923076923077
GO:0022011;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1111111111111111;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000184;0.38461538461538464;0.3;0.25;0.1;0.0;0.23529411764705882;0.1111111111111111;1.0;0.14285714285714285;0.23076923076923078;0.0;0.13333333333333333;0.25;0.0;0.25;0.15384615384615385;0.15384615384615385;0.15384615384615385;0.23076923076923078;0.26666666666666666;0.1111111111111111;0.23076923076923078;0.3;0.09090909090909091;0.5;0.35714285714285715;0.1111111111111111;0.3;0.1111111111111111;0.4166666666666667;0.2727272727272727;0.0;0.21428571428571427;0.07692307692307693;0.15384615384615385;0.1111111111111111;0.5;0.3;0.07692307692307693;0.3333333333333333;0.08333333333333333;0.16666666666666666;0.1111111111111111;0.1875;0.1111111111111111;0.0;0.25;0.23076923076923078;0.0;0.15384615384615385;0.3;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.25;0.0;0.23076923076923078;0.1111111111111111;0.21428571428571427;0.16666666666666666;0.0;0.0;0.0;0.0;0.3;0.2727272727272727;0.26666666666666666;0.25;0.09090909090909091;0.16666666666666666;0.15384615384615385;0.25;0.23076923076923078;0.25;0.09090909090909091;0.0;0.5;0.3333333333333333;0.16666666666666666;0.0;0.23076923076923078;0.3333333333333333;0.1111111111111111;0.2727272727272727;0.3;0.5;0.16666666666666666;0.18181818181818182;0.45454545454545453;0.15384615384615385;0.45454545454545453;0.0;0.0;0.15384615384615385;0.16666666666666666;0.0;0.23529411764705882;0.16666666666666666;0.16666666666666666
GO:0032728;0.07692307692307693;0.0;0.4444444444444444;0.125;0.0;0.2;0.0;0.14285714285714285;1.0;0.16666666666666666;0.0;0.25;0.4444444444444444;0.0;0.18181818181818182;0.18181818181818182;0.3;0.3;0.16666666666666666;0.21428571428571427;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.25;0.0;0.0;0.15384615384615385;0.0;0.3;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.2;0.0;0.13333333333333333;0.0;0.0;0.18181818181818182;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.3;0.0;0.0;0.0;0.15384615384615385;0.3;0.0;0.0;0.0;0.0;0.0;0.2;0.21428571428571427;0.18181818181818182;0.1111111111111111;0.4444444444444444;0.3;0.18181818181818182;0.0;0.18181818181818182;0.1111111111111111;0.0;0.14285714285714285;0.0;0.3333333333333333;0.0;0.2727272727272727;0.2727272727272727;0.0;0.0;0.0;0.18181818181818182;0.3333333333333333;0.0;0.16666666666666666;0.3;0.16666666666666666;0.0;0.0;0.3;0.0;0.0;0.23076923076923078;0.2;0.4444444444444444
GO:0002638;0.21428571428571427;0.0;0.3;0.125;0.0;0.06666666666666667;0.0;0.23076923076923078;0.16666666666666666;1.0;0.0;0.15384615384615385;0.3;0.0;0.4444444444444444;0.18181818181818182;0.18181818181818182;0.3;0.4;0.13333333333333333;0.0;0.2727272727272727;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.36363636363636365;0.0;0.18181818181818182;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.3333333333333333;0.0;0.4166666666666667;0.0;0.0;0.4166666666666667;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.3;0.0;0.0;0.0;0.4166666666666667;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.07692307692307693;0.4444444444444444;0.1111111111111111;0.2;0.18181818181818182;0.3;0.0;0.3;0.1111111111111111;0.0;0.23076923076923078;0.0;0.2;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.0;0.18181818181818182;0.2;0.0;0.16666666666666666;0.18181818181818182;0.16666666666666666;0.0;0.0;0.3;0.0;0.0;0.15384615384615385;0.3333333333333333;0.2
