;GO:0061178;GO:0014068;GO:0008584;GO:0035162;GO:0046854;GO:0042531;GO:0051091;GO:0071380;GO:0007259;GO:0006687;GO:0000187;GO:0010811;GO:0035556;GO:0086003;GO:0098909;GO:1904343;GO:0002371;GO:1904349;GO:0007268;GO:0007266;GO:0008354;GO:0009967;GO:0046627;GO:0071361;GO:0006605;GO:0001558;GO:0010666;GO:0035669;GO:0086091;GO:0120072;GO:0051259;GO:0051897;GO:0007193;GO:0040015;GO:0035023;GO:0090036;GO:0008284;GO:0043123;GO:0045666;GO:0007595;GO:0038096;GO:0038093;GO:0097067;GO:0000165;GO:0050730;GO:0071277;GO:0010634;GO:0032024;GO:2000650;GO:0060374;GO:2000273;GO:0043410;GO:0001541;GO:0051279;GO:0051310;GO:0010881;GO:0010763;GO:0018108;GO:1904251;GO:1905065;GO:0038111;GO:0002281;GO:0046777;GO:0008542;GO:0003254;GO:0043303;GO:0002320;GO:1902514;GO:0043547;GO:0010739;GO:0097324;GO:0002318;GO:0032762;GO:0010613;GO:0031397;GO:0051209;GO:0071456;GO:0050910;GO:0038109;GO:0050996;GO:0060396;GO:0090303;GO:0035234;GO:0007186;GO:0030183;GO:0031274;GO:0043552;GO:0043278;GO:0046426;GO:0060314;GO:0030217;GO:0007218;GO:0030218;GO:0002327;GO:0010628;GO:0032355;GO:0031663;GO:0010863;GO:0032870;GO:0010469;GO:0018105;GO:0018107;GO:0016567;GO:0030335;GO:0048170;GO:0008360;GO:2001031;GO:0032230;GO:1901842;GO:1901844;GO:0006469;GO:0043687;GO:0045747;GO:1901725;GO:0009968;GO:0048863;GO:0035855;GO:0032469;GO:0032467;GO:0031532;GO:0060333;GO:0007286;GO:1903078;GO:0007565;GO:0007169;GO:0007166;GO:0038162;GO:0002551;GO:0006357;GO:0002026;GO:0030318;GO:0043066;GO:0043065;GO:0030838;GO:0070374;GO:0030032;GO:0070257
GO:0090036;0.28;0.5294117647058824;0.0;0.0;0.0;0.19565217391304346;0.1428571428571429;0.0;0.3076923076923077;0.0;0.1607142857142857;0.23076923076923073;0.36363636363636365;0.0;0.23076923076923073;0.1428571428571429;0.0;0.1428571428571429;0.0;0.2857142857142857;0.0;0.5714285714285714;0.4444444444444444;0.0;0.0;0.36363636363636365;0.18181818181818177;0.1515151515151515;0.1578947368421053;0.1428571428571429;0.0;0.5294117647058824;0.2857142857142857;0.1578947368421053;0.8181818181818181;1.0;0.33333333333333337;0.5294117647058824;0.16000000000000003;0.125;0.1724137931034483;0.3125;0.0;0.1333333333333333;0.19047619047619047;0.0;0.17391304347826086;0.16216216216216217;0.08823529411764708;0.0;0.4444444444444444;0.22499999999999998;0.0;0.18181818181818177;0.0;0.10526315789473684;0.19047619047619047;0.0;0.2666666666666667;0.16000000000000003;0.3076923076923077;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.16666666666666663;0.125;0.5294117647058824;0.0;0.0;0.0;0.2222222222222222;0.13793103448275867;0.07692307692307687;0.0;0.0;0.2666666666666667;0.16666666666666663;0.2857142857142857;0.2666666666666667;0.0;0.36363636363636365;0.0;0.18181818181818177;0.10810810810810811;0.0;0.4736842105263158;0.30000000000000004;0.0;0.33333333333333337;0.0;0.0;0.19999999999999996;0.0;0.33333333333333337;0.09999999999999998;0.0;0.8;0.0;0.0;0.0;0.21052631578947367;0.19999999999999996;0.2857142857142857;0.16666666666666663;0.3529411764705882;0.07499999999999996;0.4;0.09302325581395354;0.0;0.5;0.14814814814814814;0.5714285714285714;0.0;0.0;0.07692307692307687;0.2222222222222222;0.0;0.3076923076923077;0.0;0.15000000000000002;0.0;0.3076923076923077;0.36363636363636365;0.3076923076923077;0.0;0.16666666666666663;0.2142857142857143;0.0;0.25;0.25;0.10810810810810811;0.2142857142857143;0.0;0.15000000000000002
GO:0008284;0.15384615384615385;0.33333333333333337;0.0;0.0;0.0;0.12765957446808507;0.19999999999999996;0.0;0.36363636363636365;0.0;0.10526315789473684;0.4;0.4444444444444444;0.0;0.2727272727272727;0.2222222222222222;0.0;0.2222222222222222;0.0;0.33333333333333337;0.0;0.4285714285714286;0.19999999999999996;0.0;0.0;0.4444444444444444;0.33333333333333337;0.16129032258064513;0.17647058823529416;0.2222222222222222;0.0;0.33333333333333337;0.33333333333333337;0.17647058823529416;0.2857142857142857;0.33333333333333337;1.0;0.33333333333333337;0.2857142857142857;0.1428571428571429;0.18518518518518523;0.2666666666666667;0.0;0.1428571428571429;0.21052631578947367;0.0;0.3157894736842105;0.17142857142857137;0.09375;0.0;0.33333333333333337;0.14634146341463417;0.0;0.19999999999999996;0.0;0.11111111111111116;0.3529411764705882;0.0;0.3076923076923077;0.2857142857142857;0.36363636363636365;0.0;0.0;0.0;0.33333333333333337;0.0;0.0;0.1875;0.1428571428571429;0.33333333333333337;0.0;0.0;0.0;0.25;0.14814814814814814;0.07999999999999996;0.0;0.0;0.3076923076923077;0.2666666666666667;0.33333333333333337;0.3076923076923077;0.0;0.4444444444444444;0.0;0.33333333333333337;0.18181818181818177;0.0;0.18181818181818177;0.12121212121212122;0.0;0.4;0.0;0.0;0.33333333333333337;0.0;0.4;0.11111111111111116;0.0;0.33333333333333337;0.0;0.0;0.0;0.4;0.2142857142857143;0.33333333333333337;0.30000000000000004;0.4;0.07894736842105265;0.2666666666666667;0.09756097560975607;0.0;0.375;0.16000000000000003;0.25;0.0;0.0;0.08333333333333337;0.4285714285714286;0.0;0.36363636363636365;0.0;0.23529411764705888;0.0;0.36363636363636365;0.4444444444444444;0.36363636363636365;0.0;0.18181818181818177;0.25;0.0;0.2857142857142857;0.5;0.18181818181818177;0.13953488372093026;0.0;0.23529411764705888
GO:0043123;0.21212121212121215;0.8888888888888888;0.0;0.0;0.0;0.34042553191489366;0.1428571428571429;0.0;0.19047619047619047;0.0;0.2807017543859649;0.19999999999999996;0.21052631578947367;0.0;0.1428571428571429;0.1428571428571429;0.0;0.1428571428571429;0.0;0.18181818181818177;0.0;0.7647058823529411;0.3076923076923077;0.0;0.0;0.21052631578947367;0.2142857142857143;0.17948717948717952;0.11111111111111116;0.1428571428571429;0.0;0.8888888888888888;0.18181818181818177;0.11111111111111116;0.4736842105263158;0.5294117647058824;0.33333333333333337;1.0;0.19354838709677424;0.08333333333333337;0.19999999999999996;0.20833333333333337;0.0;0.10526315789473684;0.13793103448275867;0.0;0.2068965517241379;0.24390243902439024;0.0714285714285714;0.0;0.7;0.3902439024390244;0.0;0.1333333333333333;0.0;0.08695652173913049;0.2222222222222222;0.0;0.17391304347826086;0.19354838709677424;0.19047619047619047;0.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.11538461538461542;0.08333333333333337;0.8888888888888888;0.0;0.0;0.0;0.19999999999999996;0.10810810810810811;0.06666666666666665;0.0;0.0;0.17391304347826086;0.16000000000000003;0.18181818181818177;0.2857142857142857;0.0;0.21052631578947367;0.0;0.2142857142857143;0.13953488372093026;0.0;0.33333333333333337;0.23684210526315785;0.0;0.19999999999999996;0.0;0.0;0.18181818181818177;0.0;0.19999999999999996;0.0714285714285714;0.0;0.4444444444444444;0.0;0.0;0.0;0.24;0.2222222222222222;0.18181818181818177;0.19999999999999996;0.47619047619047616;0.0625;0.26086956521739135;0.07843137254901966;0.0;0.7777777777777778;0.11428571428571432;0.36363636363636365;0.0;0.0;0.05882352941176472;0.25;0.0;0.19047619047619047;0.0;0.14814814814814814;0.0;0.19047619047619047;0.21052631578947367;0.19047619047619047;0.0;0.125;0.13636363636363635;0.0;0.16666666666666663;0.2727272727272727;0.13953488372093026;0.37209302325581395;0.0;0.14814814814814814
GO:0045666;0.10256410256410253;0.19354838709677424;0.0;0.0;0.0;0.09999999999999998;0.13157894736842102;0.0;0.16666666666666663;0.0;0.08571428571428574;0.17391304347826086;0.18181818181818177;0.0;0.125;0.2068965517241379;0.0;0.2068965517241379;0.0;0.16000000000000003;0.0;0.2222222222222222;0.12121212121212122;0.0;0.0;0.18181818181818177;0.19354838709677424;0.11363636363636365;0.13793103448275867;0.2068965517241379;0.0;0.19354838709677424;0.16000000000000003;0.1785714285714286;0.14814814814814814;0.16000000000000003;0.2857142857142857;0.19354838709677424;1.0;0.07407407407407407;0.125;0.1428571428571429;0.0;0.09756097560975607;0.125;0.0;0.2666666666666667;0.125;0.06666666666666665;0.0;0.19354838709677424;0.11111111111111116;0.0;0.12121212121212122;0.0;0.10416666666666663;0.19999999999999996;0.0;0.15384615384615385;0.4814814814814815;0.16666666666666663;0.0;0.0;0.0;0.16000000000000003;0.0;0.0;0.10344827586206895;0.07407407407407407;0.19354838709677424;0.0;0.0;0.0;0.2222222222222222;0.09999999999999998;0.06349206349206349;0.0;0.0;0.15384615384615385;0.1428571428571429;0.16000000000000003;0.15384615384615385;0.0;0.18181818181818177;0.0;0.19354838709677424;0.13043478260869568;0.0;0.11428571428571432;0.08695652173913049;0.0;0.17391304347826086;0.0;0.0;0.16000000000000003;0.0;0.17391304347826086;0.06451612903225812;0.0;0.16000000000000003;0.0;0.0;0.0;0.2142857142857143;0.6785714285714286;0.20833333333333337;0.18181818181818177;0.2142857142857143;0.05882352941176472;0.18518518518518523;0.07407407407407407;0.0;0.2068965517241379;0.10526315789473684;0.13793103448275867;0.0;0.0;0.05405405405405406;0.2222222222222222;0.0;0.16666666666666663;0.0;0.1333333333333333;0.0;0.16666666666666663;0.18181818181818177;0.16666666666666663;0.0;0.11428571428571432;0.16666666666666663;0.0;0.14814814814814814;0.24;0.13043478260869568;0.1071428571428571;0.0;0.2142857142857143
GO:0007595;0.10344827586206895;0.08333333333333337;0.0;0.0;0.0;0.037735849056603765;0.06666666666666665;0.0;0.1333333333333333;0.0;0.031746031746031744;0.1428571428571429;0.15384615384615385;0.0;0.23076923076923073;0.09090909090909094;0.0;0.09090909090909094;0.0;0.125;0.0;0.09999999999999998;0.08333333333333337;0.0;0.19047619047619047;0.15384615384615385;0.08333333333333337;0.05555555555555558;0.1578947368421053;0.09090909090909094;0.0;0.08333333333333337;0.125;0.09999999999999998;0.11111111111111116;0.125;0.1428571428571429;0.08333333333333337;0.07407407407407407;1.0;0.0625;0.10526315789473684;0.0;0.0625;0.08695652173913049;0.0;0.07999999999999996;0.07499999999999996;0.05714285714285716;0.0;0.08333333333333337;0.04255319148936165;0.0;0.13043478260869568;0.19999999999999996;0.07692307692307687;0.08695652173913049;0.0;0.11764705882352944;0.07407407407407407;0.1333333333333333;0.0;0.0;0.0;0.19999999999999996;0.16129032258064513;0.0;0.10526315789473684;0.125;0.08333333333333337;0.0;0.0;0.0;0.09999999999999998;0.06451612903225812;0.12;0.0;0.0;0.11764705882352944;0.10526315789473684;0.125;0.11764705882352944;0.0;0.15384615384615385;0.0;0.08333333333333337;0.05128205128205132;0.0;0.07692307692307687;0.08333333333333337;0.0;0.1428571428571429;0.0;0.0;0.125;0.0;0.1428571428571429;0.09999999999999998;0.0;0.125;0.0;0.0;0.0;0.09523809523809523;0.09090909090909094;0.19999999999999996;0.07692307692307687;0.09523809523809523;0.04878048780487809;0.10526315789473684;0.0444444444444444;0.0;0.09090909090909094;0.06896551724137934;0.09999999999999998;0.0;0.0;0.12;0.09999999999999998;0.0;0.1333333333333333;0.0;0.09523809523809523;0.0;0.1333333333333333;0.15384615384615385;0.1333333333333333;0.0;0.07692307692307687;0.2142857142857143;0.0;0.11111111111111116;0.11111111111111116;0.07894736842105265;0.04081632653061229;0.0;0.21052631578947367
GO:0038096;0.11627906976744184;0.19999999999999996;0.0;0.0;0.04878048780487809;0.109375;0.11627906976744184;0.040000000000000036;0.2222222222222222;0.052631578947368474;0.09459459459459463;0.1428571428571429;0.24;0.06896551724137934;0.10344827586206895;0.11111111111111116;0.09999999999999998;0.11111111111111116;0.06451612903225812;0.2142857142857143;0.06451612903225812;0.22580645161290325;0.1351351351351351;0.04761904761904767;0.0;0.14814814814814814;0.1351351351351351;0.45945945945945943;0.08571428571428574;0.11111111111111116;0.06666666666666665;0.19999999999999996;0.2142857142857143;0.08571428571428574;0.16129032258064513;0.1724137931034483;0.18518518518518523;0.19999999999999996;0.125;0.0625;1.0;0.48;0.05555555555555558;0.13636363636363635;0.10810810810810811;0.05882352941176472;0.13157894736842102;0.09259259259259256;0.06000000000000005;0.06451612903225812;0.19999999999999996;0.12068965517241381;0.0;0.10526315789473684;0.0;0.11538461538461542;0.13888888888888884;0.045454545454545414;0.12903225806451613;0.125;0.2692307692307693;0.125;0.04761904761904767;0.0;0.1333333333333333;0.08333333333333337;0.06896551724137934;0.08823529411764708;0.0625;0.19999999999999996;0.06451612903225812;0.06896551724137934;0.06666666666666665;0.1515151515151515;0.0888888888888889;0.07462686567164178;0.05405405405405406;0.0;0.25;0.12121212121212122;0.2592592592592593;0.2068965517241379;0.0625;0.24;0.08823529411764708;0.1351351351351351;0.09615384615384615;0.0;0.1282051282051282;0.09999999999999998;0.08823529411764708;0.23076923076923073;0.06896551724137934;0.08571428571428574;0.1333333333333333;0.0;0.28;0.05555555555555558;0.05882352941176472;0.1724137931034483;0.045454545454545414;0.045454545454545414;0.050000000000000044;0.1470588235294118;0.1063829787234043;0.1333333333333333;0.1282051282051282;0.1470588235294118;0.0535714285714286;0.12121212121212122;0.06779661016949157;0.052631578947368474;0.21212121212121215;0.09302325581395354;0.1515151515151515;0.0714285714285714;0.06451612903225812;0.07317073170731703;0.1515151515151515;0.06451612903225812;0.2692307692307693;0.06060606060606055;0.11428571428571432;0.0;0.2692307692307693;0.24;0.2692307692307693;0.08333333333333337;0.09999999999999998;0.09999999999999998;0.06896551724137934;0.125;0.16129032258064513;0.11764705882352944;0.1166666666666667;0.06060606060606055;0.11428571428571432
GO:0038093;0.16666666666666663;0.20833333333333337;0.0;0.0;0.0714285714285714;0.09433962264150941;0.12903225806451613;0.05405405405405406;0.4285714285714286;0.07999999999999996;0.07936507936507942;0.1875;0.5;0.125;0.1875;0.125;0.0;0.125;0.11111111111111116;0.4;0.11111111111111116;0.25;0.20833333333333337;0.06896551724137934;0.0;0.2857142857142857;0.16000000000000003;0.32258064516129037;0.13636363636363635;0.125;0.11764705882352944;0.20833333333333337;0.4;0.13636363636363635;0.2777777777777778;0.3125;0.2666666666666667;0.20833333333333337;0.1428571428571429;0.10526315789473684;0.48;1.0;0.08695652173913049;0.19354838709677424;0.16666666666666663;0.09523809523809523;0.15384615384615385;0.09523809523809523;0.08108108108108103;0.11111111111111116;0.20833333333333337;0.1063829787234043;0.0;0.16000000000000003;0.0;0.15384615384615385;0.16666666666666663;0.06451612903225812;0.2222222222222222;0.1428571428571429;0.5384615384615384;0.09523809523809523;0.06896551724137934;0.0;0.23529411764705888;0.05405405405405406;0.125;0.1428571428571429;0.10526315789473684;0.20833333333333337;0.11111111111111116;0.125;0.0;0.19047619047619047;0.125;0.09259259259259256;0.08333333333333337;0.0;0.4666666666666667;0.1428571428571429;0.5;0.2222222222222222;0.10526315789473684;0.5;0.09090909090909094;0.16000000000000003;0.09999999999999998;0.0;0.1923076923076923;0.1351351351351351;0.09090909090909094;0.46153846153846156;0.125;0.08695652173913049;0.16666666666666663;0.0;0.5833333333333333;0.08695652173913049;0.09523809523809523;0.3125;0.06451612903225812;0.06451612903225812;0.07407407407407407;0.18181818181818177;0.11428571428571432;0.23529411764705888;0.14814814814814814;0.18181818181818177;0.06976744186046513;0.19999999999999996;0.08695652173913049;0.07999999999999996;0.2272727272727273;0.1333333333333333;0.25;0.1333333333333333;0.11111111111111116;0.1071428571428571;0.19047619047619047;0.11111111111111116;0.5384615384615384;0.09999999999999998;0.13043478260869568;0.0;0.5384615384615384;0.5;0.5384615384615384;0.08333333333333337;0.14814814814814814;0.17647058823529416;0.125;0.21052631578947367;0.21052631578947367;0.1282051282051282;0.10204081632653061;0.09999999999999998;0.13043478260869568
GO:0097067;0.0;0.0;0.0;0.0;0.06896551724137934;0.0;0.0;0.4285714285714286;0.10526315789473684;0.07692307692307687;0.0;0.0;0.11764705882352944;0.11764705882352944;0.0;0.0;0.0;0.0;0.10526315789473684;0.09999999999999998;0.10526315789473684;0.0;0.0;0.33333333333333337;0.0;0.0;0.0;0.050000000000000044;0.0;0.0;0.11111111111111116;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05555555555555558;0.08695652173913049;1.0;0.05555555555555558;0.0;0.33333333333333337;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.045454545454545414;0.0;0.0625;0.0;0.0;0.10526315789473684;0.09090909090909094;0.06666666666666665;0.07999999999999996;0.0;0.052631578947368474;0.11764705882352944;0.0;0.0;0.0;0.10526315789473684;0.11764705882352944;0.0;0.0;0.0;0.03448275862068961;0.2857142857142857;0.07999999999999996;0.09523809523809523;0.0;0.09999999999999998;0.0;0.09999999999999998;0.11764705882352944;0.08695652173913049;0.0;0.0;0.18181818181818177;0.0;0.0;0.08695652173913049;0.11111111111111116;0.11764705882352944;0.08333333333333337;0.0;0.375;0.11111111111111116;0.0;0.8461538461538461;0.0;0.0625;0.0625;0.0714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307687;0.0;0.0;0.0;0.125;0.10526315789473684;0.06666666666666665;0.0;0.10526315789473684;0.10526315789473684;0.09523809523809523;0.0;0.0;0.10526315789473684;0.11764705882352944;0.10526315789473684;0.07999999999999996;0.0;0.0;0.11764705882352944;0.0;0.0;0.046511627906976716;0.0;0.09523809523809523;0.0
GO:0000165;0.09090909090909094;0.10526315789473684;0.0;0.0;0.2647058823529411;0.05970149253731338;0.09090909090909094;0.040000000000000036;0.2692307692307693;0.25;0.051948051948051965;0.10344827586206895;0.24;0.06896551724137934;0.10344827586206895;0.08108108108108103;0.0;0.08108108108108103;0.06451612903225812;0.2592592592592593;0.06451612903225812;0.11764705882352944;0.10526315789473684;0.04761904761904767;0.0;0.14814814814814814;0.10526315789473684;0.125;0.08571428571428574;0.08108108108108103;0.06666666666666665;0.10526315789473684;0.2142857142857143;0.08571428571428574;0.125;0.1333333333333333;0.1428571428571429;0.10526315789473684;0.09756097560975607;0.0625;0.13636363636363635;0.19354838709677424;0.05555555555555558;1.0;0.10810810810810811;0.05882352941176472;0.10256410256410253;0.07272727272727275;0.06000000000000005;0.06451612903225812;0.10526315789473684;0.06557377049180324;0.0;0.10526315789473684;0.0;0.13725490196078427;0.10810810810810811;0.7037037037037037;0.12903225806451613;0.09756097560975607;0.2222222222222222;0.05882352941176472;0.76;0.0;0.1333333333333333;0.040000000000000036;0.06896551724137934;0.08823529411764708;0.0625;0.10526315789473684;0.06451612903225812;0.06896551724137934;0.0;0.08571428571428574;0.0888888888888889;0.07462686567164178;0.05405405405405406;0.0;0.2068965517241379;0.08823529411764708;0.2142857142857143;0.09375;0.0625;0.24;0.05714285714285716;0.10526315789473684;0.07547169811320753;0.0;0.09999999999999998;0.07843137254901966;0.05714285714285716;0.23076923076923073;0.06896551724137934;0.05555555555555558;0.09677419354838712;0.0;0.23076923076923073;0.05555555555555558;0.05882352941176472;0.1333333333333333;0.7037037037037037;0.7037037037037037;0.5555555555555556;0.11428571428571432;0.08333333333333337;0.1333333333333333;0.09999999999999998;0.11428571428571432;0.0535714285714286;0.12121212121212122;0.06779661016949157;0.6;0.11111111111111116;0.09302325581395354;0.11764705882352944;0.0714285714285714;0.06451612903225812;0.07317073170731703;0.11764705882352944;0.06451612903225812;0.2222222222222222;0.06060606060606055;0.08333333333333337;0.0;0.2222222222222222;0.24;0.2222222222222222;0.05405405405405406;0.09999999999999998;0.09999999999999998;0.06896551724137934;0.125;0.125;0.09615384615384615;0.06349206349206349;0.06060606060606055;0.08333333333333337
GO:0050730;0.11428571428571432;0.13793103448275867;0.0;0.0;0.0;0.34782608695652173;0.30000000000000004;0.0;0.19999999999999996;0.0;0.2857142857142857;0.15000000000000002;0.2222222222222222;0.0;0.15000000000000002;0.1071428571428571;0.0;0.1071428571428571;0.0;0.19047619047619047;0.0;0.16000000000000003;0.13793103448275867;0.0;0.0;0.2222222222222222;0.13793103448275867;0.09756097560975607;0.11538461538461542;0.1071428571428571;0.0;0.13793103448275867;0.19047619047619047;0.11538461538461542;0.17391304347826086;0.19047619047619047;0.21052631578947367;0.13793103448275867;0.125;0.08695652173913049;0.10810810810810811;0.16666666666666663;0.0;0.10810810810810811;1.0;0.0;0.1333333333333333;0.08695652173913049;0.07317073170731703;0.0;0.13793103448275867;0.4;0.0;0.13793103448275867;0.0;0.0888888888888889;0.1428571428571429;0.0;0.368421052631579;0.125;0.19999999999999996;0.0;0.0;0.0;0.19047619047619047;0.0;0.0;0.12;0.08695652173913049;0.13793103448275867;0.0;0.0;0.0;0.11538461538461542;0.4285714285714286;0.06779661016949157;0.0;0.0;0.18181818181818177;0.21739130434782605;0.19047619047619047;0.13043478260869568;0.0;0.2222222222222222;0.0;0.13793103448275867;0.26315789473684215;0.0;0.12903225806451613;0.09523809523809523;0.0;0.21052631578947367;0.0;0.0;0.25;0.0;0.21052631578947367;0.07407407407407407;0.0;0.19047619047619047;0.0;0.0;0.0;0.15384615384615385;0.10256410256410253;0.19047619047619047;0.25;0.15384615384615385;0.06382978723404253;0.16666666666666663;0.42105263157894735;0.0;0.14814814814814814;0.46153846153846156;0.16000000000000003;0.0;0.0;0.06060606060606055;0.16000000000000003;0.0;0.19999999999999996;0.0;0.11111111111111116;0.0;0.19999999999999996;0.2222222222222222;0.19999999999999996;0.0;0.34615384615384615;0.1428571428571429;0.0;0.17391304347826086;0.17391304347826086;0.09090909090909094;0.38095238095238093;0.0;0.11111111111111116
GO:0071277;0.0;0.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.1875;0.11764705882352944;0.08333333333333337;0.0;0.0;0.1333333333333333;0.1333333333333333;0.0;0.0;0.0;0.0;0.11764705882352944;0.11111111111111116;0.11764705882352944;0.0;0.0;0.25;0.0;0.0;0.0;0.052631578947368474;0.0;0.0;0.125;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05882352941176472;0.09523809523809523;0.33333333333333337;0.05882352941176472;0.0;1.0;0.0;0.0;0.0;0.11764705882352944;0.0;0.0;0.0;0.0;0.0;0.04761904761904767;0.0;0.06666666666666665;0.0;0.0;0.11764705882352944;0.09999999999999998;0.0714285714285714;0.08695652173913049;0.0;0.05555555555555558;0.1333333333333333;0.0;0.0;0.0;0.11764705882352944;0.1333333333333333;0.0;0.0;0.0;0.0357142857142857;0.3157894736842105;0.08695652173913049;0.10526315789473684;0.0;0.11111111111111116;0.0;0.11111111111111116;0.1333333333333333;0.09523809523809523;0.0;0.0;0.1428571428571429;0.0;0.0;0.09523809523809523;0.125;0.1333333333333333;0.09090909090909094;0.0;0.17647058823529416;0.125;0.0;0.375;0.0;0.06666666666666665;0.06666666666666665;0.07692307692307687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.1428571428571429;0.11764705882352944;0.0714285714285714;0.0;0.11764705882352944;0.11764705882352944;0.10526315789473684;0.0;0.0;0.11764705882352944;0.1333333333333333;0.11764705882352944;0.08695652173913049;0.0;0.0;0.1333333333333333;0.0;0.0;0.04878048780487809;0.0;0.10526315789473684;0.0
GO:0010634;0.13888888888888884;0.2068965517241379;0.0;0.0;0.0;0.10344827586206895;0.13888888888888884;0.0;0.18181818181818177;0.0;0.08823529411764708;0.19047619047619047;0.19999999999999996;0.0;0.13636363636363635;0.2222222222222222;0.0;0.2222222222222222;0.0;0.17391304347826086;0.0;0.24;0.12903225806451613;0.0;0.0;0.19999999999999996;0.2068965517241379;0.11904761904761907;0.14814814814814814;0.2222222222222222;0.0;0.2068965517241379;0.17391304347826086;0.14814814814814814;0.16000000000000003;0.17391304347826086;0.3157894736842105;0.2068965517241379;0.2666666666666667;0.07999999999999996;0.13157894736842102;0.15384615384615385;0.0;0.10256410256410253;0.1333333333333333;0.0;1.0;0.15555555555555556;0.09523809523809523;0.0;0.2068965517241379;0.11538461538461542;0.0;0.16666666666666663;0.0;0.1333333333333333;0.7894736842105263;0.0;0.16666666666666663;0.2666666666666667;0.18181818181818177;0.0;0.0;0.0;0.17391304347826086;0.0;0.0;0.15384615384615385;0.07999999999999996;0.2068965517241379;0.0;0.0;0.0;0.24;0.10526315789473684;0.08333333333333337;0.0;0.0;0.16666666666666663;0.15384615384615385;0.17391304347826086;0.16666666666666663;0.0;0.19999999999999996;0.0;0.2068965517241379;0.13636363636363635;0.0;0.12121212121212122;0.11627906976744184;0.0;0.19047619047619047;0.0;0.0;0.17391304347826086;0.0;0.19047619047619047;0.06896551724137934;0.0;0.17391304347826086;0.0;0.0;0.0;0.7777777777777778;0.21621621621621623;0.17391304347826086;0.19354838709677424;0.23076923076923073;0.08333333333333337;0.19999999999999996;0.07692307692307687;0.0;0.2222222222222222;0.11111111111111116;0.14814814814814814;0.0;0.0;0.05714285714285716;0.24;0.0;0.18181818181818177;0.0;0.18518518518518523;0.0;0.18181818181818177;0.19999999999999996;0.18181818181818177;0.0;0.12121212121212122;0.18181818181818177;0.0;0.16000000000000003;0.26086956521739135;0.13636363636363635;0.11111111111111116;0.0;0.28
GO:0032024;0.5833333333333333;0.24390243902439024;0.0;0.0;0.0;0.1428571428571429;0.09615384615384615;0.0;0.10526315789473684;0.0;0.125;0.10810810810810811;0.11111111111111116;0.0;0.10810810810810811;0.0888888888888889;0.0;0.0888888888888889;0.0;0.10256410256410253;0.0;0.2702702702702703;0.1333333333333333;0.0;0.0;0.11111111111111116;0.1333333333333333;0.08620689655172409;0.09302325581395354;0.0888888888888889;0.0;0.24390243902439024;0.10256410256410253;0.06818181818181823;0.15384615384615385;0.16216216216216217;0.17142857142857137;0.24390243902439024;0.125;0.07499999999999996;0.09259259259259256;0.09523809523809523;0.0;0.07272727272727275;0.08695652173913049;0.0;0.15555555555555556;1.0;0.08771929824561409;0.0;0.24390243902439024;0.15625;0.0;0.15909090909090906;0.0;0.1166666666666667;0.16279069767441856;0.0;0.09999999999999998;0.125;0.10526315789473684;0.0;0.0;0.0;0.13157894736842102;0.0;0.0;0.12195121951219512;0.04878048780487809;0.24390243902439024;0.0;0.0;0.0;0.09302325581395354;0.07407407407407407;0.07999999999999996;0.0;0.0;0.09999999999999998;0.09523809523809523;0.10256410256410253;0.09999999999999998;0.0;0.11111111111111116;0.0;0.1333333333333333;0.09999999999999998;0.0;0.12765957446808507;0.1636363636363637;0.0;0.10810810810810811;0.0;0.0;0.10256410256410253;0.0;0.10810810810810811;0.0444444444444444;0.0;0.16216216216216217;0.0;0.0;0.0;0.1707317073170732;0.17307692307692313;0.13157894736842102;0.12765957446808507;0.26315789473684215;0.07936507936507942;0.15000000000000002;0.05882352941176472;0.0;0.2564102564102564;0.07692307692307687;0.14634146341463417;0.0;0.0;0.06000000000000005;0.14634146341463417;0.0;0.10526315789473684;0.0;0.1428571428571429;0.0;0.10526315789473684;0.11111111111111116;0.10526315789473684;0.0;0.08163265306122447;0.10526315789473684;0.0;0.09756097560975607;0.15384615384615385;0.11864406779661019;0.1515151515151515;0.0;0.26315789473684215
