;GO:0045727;GO:0030194;GO:0006164;GO:0007173;GO:1901224;GO:0060327;GO:0046655;GO:0038193;GO:0043388;GO:0003376;GO:0051092;GO:0090051;GO:0045766;GO:0051125;GO:0030307;GO:0001666;GO:0032967;GO:0070365;GO:0006914;GO:0043154;GO:0045010;GO:0031398;GO:0035999;GO:0033574;GO:0048041;GO:0019722;GO:0010694;GO:0016973;GO:0009086;GO:0038065;GO:0014075;GO:0050729;GO:0050927;GO:0007189;GO:0000105;GO:0006334;GO:0045931;GO:0030855;GO:0002687;GO:0051016;GO:0001951;GO:0051971;GO:0048333;GO:0071364;GO:0050966;GO:0032233;GO:0016567;GO:0031346;GO:0030335;GO:0046718;GO:0008360;GO:0060100;GO:0045907;GO:0046512;GO:0045785;GO:1902896;GO:0009256;GO:0006986;GO:0040018;GO:0045987;GO:0046834;GO:0048661;GO:0045471;GO:0007229;GO:0071392;GO:0048146;GO:0010634;GO:0014911;GO:0033591;GO:2000394;GO:0030163;GO:0030042;GO:1903078;GO:0030041;GO:0044267;GO:0007565;GO:0046521;GO:0007204;GO:0071260;GO:0009617;GO:0071222;GO:0030836;GO:0043066;GO:0035729;GO:0010803;GO:0006508;GO:0032532;GO:0010800;GO:0033343;GO:0071107
GO:0045727;1.0;0.3333333333333333;0.0;0.0;0.36363636363636365;0.0;0.0;0.3;0.09090909090909091;0.3;0.3333333333333333;0.15384615384615385;0.3;0.25;0.5;0.0;0.625;0.0;0.0;0.38461538461538464;0.36363636363636365;0.6;0.0;0.0;0.0;0.2727272727272727;0.4166666666666667;0.0;0.0;0.3;0.0;0.3;0.3;0.0;0.0;0.0;0.4444444444444444;0.0;0.3333333333333333;0.23076923076923078;0.0;0.4444444444444444;0.0;0.0;0.0;0.3333333333333333;0.0;0.4444444444444444;0.4;0.0;0.3;0.4;0.3;0.0;0.375;0.0;0.0;0.0;0.3333333333333333;0.3;0.0;0.4444444444444444;0.0;0.3;0.0;0.4444444444444444;0.3333333333333333;0.36363636363636365;0.0;0.3333333333333333;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.058823529411764705;0.0;0.0;0.0;0.4;0.2727272727272727;0.0;0.2727272727272727;0.0;0.25;0.6;0.09090909090909091;0.0
GO:0030194;0.3333333333333333;1.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.1111111111111111;0.0;0.42857142857142855;0.25;0.5;0.2;0.42857142857142855;0.0;0.375;0.0;0.0;0.18181818181818182;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.5;0.375;0.0;0.0;0.0;0.375;0.0;0.42857142857142855;0.16666666666666666;0.0;0.42857142857142855;0.0;0.0;0.0;0.42857142857142855;0.0;0.375;0.375;0.0;0.2857142857142857;0.3333333333333333;0.5;0.0;0.5;0.0;0.0;0.0;0.5714285714285714;0.5;0.0;0.375;0.0;0.0;0.0;0.375;0.5714285714285714;0.3333333333333333;0.0;0.42857142857142855;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.3333333333333333;0.2;0.0;0.3333333333333333;0.0;0.2;0.25;0.1111111111111111;0.0
GO:0006164;0.0;0.0;1.0;0.14285714285714285;0.0;0.14285714285714285;0.3333333333333333;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.25;0.0;0.14285714285714285;0.0;0.25;0.0;0.0;0.14285714285714285;0.0;0.0;0.4444444444444444;0.14285714285714285;0.0;0.0;0.0;0.14285714285714285;0.5714285714285714;0.14285714285714285;0.0;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.3;0.0;0.0;0.0;0.4;0.0;0.0;0.14285714285714285;0.1;0.0;0.0;0.0;0.0;0.0;0.375;0.14285714285714285;0.0;0.14285714285714285;0.375;0.0;0.3333333333333333;0.07142857142857142;0.1;0.0;0.0;0.08333333333333333;0.0;0.09090909090909091;0.0;0.375;0.1;0.0;0.0;0.0
GO:0007173;0.0;0.0;0.14285714285714285;1.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.125;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.125;0.0;0.14285714285714285;0.0;0.0;0.16666666666666666;0.0;0.0;0.0
GO:1901224;0.36363636363636365;0.3333333333333333;0.0;0.0;1.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.3333333333333333;0.15384615384615385;0.3;0.23076923076923078;0.4444444444444444;0.0;0.3;0.0;0.0;0.23076923076923078;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.4444444444444444;0.4;0.0;0.0;0.0;0.4;0.0;0.3333333333333333;0.21428571428571427;0.0;0.5;0.0;0.0;0.0;0.3333333333333333;0.0;0.4;0.3;0.0;0.1111111111111111;0.36363636363636365;0.3;0.0;0.375;0.0;0.0;0.0;0.3333333333333333;0.3;0.0;0.4;0.0;0.0;0.0;0.4;0.3333333333333333;0.2727272727272727;0.0;0.3333333333333333;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.058823529411764705;0.0;0.0;0.0;0.36363636363636365;0.25;0.0;0.4444444444444444;0.0;0.23076923076923078;0.2857142857142857;0.09090909090909091;0.0
GO:0060327;0.0;0.0;0.14285714285714285;0.0;0.0;1.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.125;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.125;0.0;0.14285714285714285;0.0;0.0;0.16666666666666666;0.0;0.0;0.0
GO:0046655;0.0;0.0;0.3333333333333333;0.2;0.0;0.2;1.0;0.2;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.2;0.0;0.5714285714285714;0.0;0.0;0.2;0.0;0.0;0.25;0.2;0.0;0.0;0.0;0.2;0.375;0.2;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.75;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.2;0.125;0.0;0.0;0.0;0.0;0.0;0.375;0.2;0.0;0.2;0.3333333333333333;0.0;0.3333333333333333;0.08333333333333333;0.125;0.0;0.0;0.1;0.0;0.1111111111111111;0.0;0.375;0.125;0.0;0.0;0.0
GO:0038193;0.3;0.0;0.14285714285714285;0.0;0.0;0.0;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.125;0.375;0.0;0.0;0.0;0.25;0.2727272727272727;0.0;0.25;0.2;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.3333333333333333;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.3333333333333333;0.0;0.0;0.0;0.3;0.0;0.16666666666666666;0.0;0.0;0.125;0.0;0.0;0.0;0.16666666666666666;0.3333333333333333;0.0;0.0;0.16666666666666666;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.3;0.3;0.14285714285714285;0.0;0.0;0.16666666666666666;0.23076923076923078;0.0;0.0
GO:0043388;0.09090909090909091;0.1111111111111111;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;1.0;0.0;0.42857142857142855;0.08333333333333333;0.1;0.09090909090909091;0.1111111111111111;0.0;0.1;0.0;0.0;0.16666666666666666;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.1;0.0;0.1111111111111111;0.07692307692307693;0.0;0.1111111111111111;0.0;0.0;0.0;0.1111111111111111;0.0;0.1;0.1;0.0;0.14285714285714285;0.09090909090909091;0.0;0.0;0.125;0.0;0.0;0.0;0.1111111111111111;0.1;0.0;0.1;0.0;0.0;0.0;0.1;0.1111111111111111;0.09090909090909091;0.0;0.1111111111111111;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.06666666666666667;0.0;0.0;0.0;0.09090909090909091;0.09090909090909091;0.0;0.1;0.0;0.1;0.07142857142857142;0.6666666666666666;0.0
GO:0003376;0.3;0.0;0.14285714285714285;0.0;0.0;0.0;0.2;0.0;0.0;1.0;0.0;0.0;0.0;0.125;0.375;0.0;0.0;0.0;0.25;0.2727272727272727;0.0;0.25;0.2;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.3333333333333333;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.3333333333333333;0.0;0.0;0.0;0.3;0.0;0.16666666666666666;0.0;0.0;0.125;0.0;0.0;0.0;0.16666666666666666;0.3333333333333333;0.0;0.0;0.16666666666666666;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.3;0.3;0.14285714285714285;0.0;0.0;0.16666666666666666;0.23076923076923078;0.0;0.0
