;GO:0046718;GO:0038114;GO:0033572;GO:0035690;GO:1902476;GO:0045830;GO:0042102;GO:0006446;GO:0043687;GO:0006511;GO:0043304;GO:0006879;GO:0030316;GO:0097286;GO:1990830;GO:0097401;GO:0045794;GO:0045780;GO:0048388;GO:0030890;GO:0031623;GO:0010499;GO:0016567
GO:0043304;0.0;0.12903225806451613;0.0;0.0;0.0;0.19444444444444442;0.18367346938775508;0.09523809523809523;0.0;0.0;1.0;0.046511627906976716;0.0;0.0;0.0;0.04347826086956519;0.05405405405405406;0.11428571428571432;0.0444444444444444;0.2093023255813954;0.0;0.0;0.0
GO:0006879;0.0;0.13043478260869568;0.0;0.08695652173913049;0.0;0.026666666666666616;0.04255319148936165;0.05714285714285716;0.06451612903225812;0.05555555555555558;0.046511627906976716;1.0;0.08333333333333337;0.0;0.07407407407407407;0.18181818181818177;0.25;0.11111111111111116;0.52;0.04878048780487809;0.06451612903225812;0.0;0.06060606060606055
GO:0030316;0.0;0.1428571428571429;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.09523809523809523;0.07692307692307687;0.0;0.08333333333333337;1.0;0.0;0.11764705882352944;0.07407407407407407;0.11111111111111116;0.0;0.07692307692307687;0.0;0.09523809523809523;0.0;0.08695652173913049
GO:0097286;0.0;0.0;0.4736842105263158;0.0;0.2941176470588235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.25;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0
GO:1990830;0.0;0.11764705882352944;0.0;0.5;0.0;0.0;0.0;0.0;0.08333333333333337;0.06896551724137934;0.0;0.07407407407407407;0.11764705882352944;0.0;1.0;0.06666666666666665;0.09523809523809523;0.0;0.06896551724137934;0.0;0.08333333333333337;0.0;0.07692307692307687
GO:0097401;0.0;0.11538461538461542;0.17647058823529416;0.07692307692307687;0.3076923076923077;0.02564102564102566;0.040000000000000036;0.052631578947368474;0.05882352941176472;0.05128205128205132;0.04347826086956519;0.18181818181818177;0.07407407407407407;0.25;0.06666666666666665;1.0;0.2222222222222222;0.09999999999999998;0.17142857142857137;0.045454545454545414;0.16129032258064513;0.0;0.05555555555555558
GO:0045794;0.0;0.17647058823529416;0.0;0.11764705882352944;0.0;0.02898550724637683;0.04878048780487809;0.06896551724137934;0.07999999999999996;0.06666666666666665;0.05405405405405406;0.25;0.11111111111111116;0.0;0.09523809523809523;0.2222222222222222;1.0;0.1428571428571429;0.23076923076923073;0.05714285714285716;0.07999999999999996;0.0;0.07407407407407407
GO:0045780;0.0;0.17647058823529416;0.0;0.0;0.0;0.09230769230769231;0.10256410256410253;0.1071428571428571;0.0;0.0;0.11428571428571432;0.11111111111111116;0.0;0.0;0.0;0.09999999999999998;0.1428571428571429;1.0;0.10344827586206895;0.12121212121212122;0.0;0.0;0.0
GO:0048388;0.0;0.12;0.0;0.07999999999999996;0.0;0.025974025974025983;0.04081632653061229;0.05405405405405406;0.06060606060606055;0.052631578947368474;0.0444444444444444;0.52;0.07692307692307687;0.0;0.06896551724137934;0.17142857142857137;0.23076923076923073;0.10344827586206895;1.0;0.046511627906976716;0.06060606060606055;0.0;0.05714285714285716
GO:0030890;0.0;0.13793103448275867;0.0;0.0;0.0;0.23529411764705888;0.6470588235294117;0.09999999999999998;0.0;0.0;0.2093023255813954;0.04878048780487809;0.0;0.0;0.0;0.045454545454545414;0.05714285714285716;0.12121212121212122;0.046511627906976716;1.0;0.0;0.0;0.0
GO:0031623;0.0;0.09523809523809523;0.1333333333333333;0.09999999999999998;0.16666666666666663;0.0;0.0;0.0;0.30434782608695654;0.25;0.0;0.06451612903225812;0.09523809523809523;0.19999999999999996;0.08333333333333337;0.16129032258064513;0.07999999999999996;0.0;0.06060606060606055;0.0;1.0;0.14814814814814814;0.28
GO:0010499;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34782608695652173;0.5652173913043479;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14814814814814814;1.0;0.31999999999999995
GO:0016567;0.0;0.08695652173913049;0.0;0.09090909090909094;0.0;0.0;0.0;0.0;0.8823529411764706;0.42307692307692313;0.0;0.06060606060606055;0.08695652173913049;0.0;0.07692307692307687;0.05555555555555558;0.07407407407407407;0.0;0.05714285714285716;0.0;0.28;0.31999999999999995;1.0
