;GO:0046718;GO:0038114;GO:0033572;GO:0035690;GO:1902476;GO:0045830;GO:0042102;GO:0006446;GO:0043687;GO:0006511;GO:0043304;GO:0006879;GO:0030316;GO:0097286;GO:1990830;GO:0097401;GO:0045794;GO:0045780;GO:0048388;GO:0030890;GO:0031623;GO:0010499;GO:0016567
GO:0043304;0.0;0.10526315789473684;0.0;0.0;0.0;0.5454545454545454;0.47619047619047616;0.4;0.0;0.0;1.0;0.18181818181818182;0.0;0.0;0.0;0.09523809523809523;0.21052631578947367;0.42105263157894735;0.08333333333333333;0.47619047619047616;0.0;0.0;0.0
GO:0006879;0.0;0.21052631578947367;0.0;0.25;0.0;0.18181818181818182;0.19047619047619047;0.2;0.21052631578947367;0.2;0.18181818181818182;1.0;0.1111111111111111;0.0;0.2222222222222222;0.47619047619047616;0.5263157894736842;0.3157894736842105;0.16666666666666666;0.19047619047619047;0.21052631578947367;0.0;0.19047619047619047
GO:0030316;0.0;0.13333333333333333;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.13333333333333333;0.125;0.0;0.1111111111111111;1.0;0.0;0.14285714285714285;0.11764705882352941;0.13333333333333333;0.0;0.1;0.0;0.13333333333333333;0.0;0.11764705882352941
GO:0097286;0.0;0.0;0.8571428571428571;0.0;0.5263157894736842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0
GO:1990830;0.0;0.26666666666666666;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.26666666666666666;0.25;0.0;0.2222222222222222;0.14285714285714285;0.0;1.0;0.23529411764705882;0.26666666666666666;0.0;0.2;0.0;0.26666666666666666;0.0;0.23529411764705882
GO:0097401;0.0;0.1111111111111111;0.2857142857142857;0.26666666666666666;0.7368421052631579;0.09523809523809523;0.1;0.10526315789473684;0.2222222222222222;0.10526315789473684;0.09523809523809523;0.47619047619047616;0.11764705882352941;0.6;0.23529411764705882;1.0;0.5555555555555556;0.1111111111111111;0.08695652173913043;0.1;0.4444444444444444;0.0;0.2
GO:0045794;0.0;0.25;0.0;0.3076923076923077;0.0;0.21052631578947367;0.2222222222222222;0.23529411764705882;0.25;0.23529411764705882;0.21052631578947367;0.5263157894736842;0.13333333333333333;0.0;0.26666666666666666;0.5555555555555556;1.0;0.375;0.19047619047619047;0.2222222222222222;0.25;0.0;0.2222222222222222
GO:0045780;0.0;0.125;0.0;0.0;0.0;0.5263157894736842;0.4444444444444444;0.23529411764705882;0.0;0.0;0.42105263157894735;0.3157894736842105;0.0;0.0;0.0;0.1111111111111111;0.375;1.0;0.09523809523809523;0.4444444444444444;0.0;0.0;0.0
GO:0048388;0.0;0.09523809523809523;0.0;0.2222222222222222;0.0;0.08333333333333333;0.08695652173913043;0.09090909090909091;0.19047619047619047;0.09090909090909091;0.08333333333333333;0.16666666666666666;0.1;0.0;0.2;0.08695652173913043;0.19047619047619047;0.09523809523809523;1.0;0.08695652173913043;0.19047619047619047;0.0;0.17391304347826086
GO:0030890;0.0;0.1111111111111111;0.0;0.0;0.0;0.8571428571428571;0.9;0.42105263157894735;0.0;0.0;0.47619047619047616;0.19047619047619047;0.0;0.0;0.0;0.1;0.2222222222222222;0.4444444444444444;0.08695652173913043;1.0;0.0;0.0;0.0
GO:0031623;0.0;0.25;0.42105263157894735;0.3076923076923077;0.47058823529411764;0.0;0.0;0.0;0.625;0.5882352941176471;0.0;0.21052631578947367;0.13333333333333333;0.4444444444444444;0.26666666666666666;0.4444444444444444;0.25;0.0;0.19047619047619047;0.0;1.0;0.47058823529411764;0.5555555555555556
GO:0010499;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5882352941176471;0.5555555555555556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47058823529411764;1.0;0.5263157894736842
GO:0016567;0.0;0.2222222222222222;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.7777777777777778;0.5263157894736842;0.0;0.19047619047619047;0.11764705882352941;0.0;0.23529411764705882;0.2;0.2222222222222222;0.0;0.17391304347826086;0.0;0.5555555555555556;0.5263157894736842;1.0
