;GO:0007194;GO:0043408;GO:0007197;GO:0045666;GO:1903800;GO:0045686;GO:0045944;GO:1900017;GO:1901724;GO:0032747;GO:0048863;GO:0045672;GO:2000778;GO:0071333;GO:0097400;GO:0050832;GO:0017148;GO:0032008;GO:0007281;GO:0031054;GO:0006355;GO:0007268;GO:0007204;GO:2000767;GO:0031123;GO:0071347;GO:0010469;GO:0010587;GO:0051897
GO:0050832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0
GO:0017148;0.6363636363636364;0.7368421052631579;0.10526315789473684;0.1111111111111111;0.6;0.10526315789473684;0.6666666666666666;0.3333333333333333;0.47058823529411764;0.375;0.0;0.42105263157894735;0.4;0.2222222222222222;0.11764705882352941;0.0;1.0;0.4444444444444444;0.0;0.0;0.7368421052631579;0.0;0.19047619047619047;0.8421052631578947;0.0;0.0;0.5;0.0;0.4444444444444444
GO:0032008;0.18181818181818182;0.7368421052631579;0.10526315789473684;0.1111111111111111;0.5;0.10526315789473684;0.38095238095238093;0.5555555555555556;0.5882352941176471;0.5;0.0;0.5263157894736842;0.4;0.2222222222222222;0.11764705882352941;0.0;0.4444444444444444;1.0;0.0;0.0;0.42105263157894735;0.0;0.19047619047619047;0.5263157894736842;0.0;0.0;0.75;0.0;0.8888888888888888
GO:0007281;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2857142857142857;0.15384615384615385;0.0;0.0;0.0;1.0;0.13333333333333333;0.0;0.15384615384615385;0.23529411764705882;0.0;0.14285714285714285;0.3333333333333333;0.0;0.26666666666666666;0.0
GO:0031054;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.21052631578947367;0.1111111111111111;0.0;0.0;0.0;0.13333333333333333;1.0;0.0;0.1111111111111111;0.18181818181818182;0.0;0.10526315789473684;0.23529411764705882;0.0;0.8;0.0
GO:0006355;0.5217391304347826;0.5;0.1;0.10526315789473684;0.5714285714285714;0.1;0.9090909090909091;0.3157894736842105;0.4444444444444444;0.35294117647058826;0.0;0.4;0.38095238095238093;0.21052631578947367;0.1111111111111111;0.0;0.7368421052631579;0.42105263157894735;0.0;0.0;1.0;0.0;0.18181818181818182;0.6;0.0;0.0;0.23529411764705882;0.0;0.42105263157894735
GO:0007268;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.23529411764705882;0.125;0.0;0.0;0.0;0.15384615384615385;0.1111111111111111;0.0;1.0;0.2;0.0;0.11764705882352941;0.26666666666666666;0.0;0.2222222222222222;0.0
GO:0007204;0.16;0.18181818181818182;0.18181818181818182;0.09523809523809523;0.17391304347826086;0.09090909090909091;0.16666666666666666;0.19047619047619047;0.2;0.21052631578947367;0.23529411764705882;0.18181818181818182;0.17391304347826086;0.5714285714285714;0.2;0.0;0.19047619047619047;0.19047619047619047;0.23529411764705882;0.18181818181818182;0.18181818181818182;0.2;1.0;0.18181818181818182;0.09523809523809523;0.21052631578947367;0.21052631578947367;0.18181818181818182;0.19047619047619047
GO:2000767;0.5217391304347826;0.7;0.1;0.5263157894736842;0.6666666666666666;0.1;0.6363636363636364;0.42105263157894735;0.5555555555555556;0.47058823529411764;0.0;0.5;0.47619047619047616;0.21052631578947367;0.1111111111111111;0.0;0.8421052631578947;0.5263157894736842;0.0;0.0;0.6;0.0;0.18181818181818182;1.0;0.0;0.0;0.47058823529411764;0.0;0.5263157894736842
GO:0031123;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.1111111111111111;0.11764705882352941;0.0;0.0;0.0;0.14285714285714285;0.10526315789473684;0.0;0.11764705882352941;0.09523809523809523;0.0;1.0;0.125;0.0;0.7368421052631579;0.0
GO:0071347;0.0;0.0;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.625;0.26666666666666666;0.2857142857142857;0.0;0.0;0.3333333333333333;0.23529411764705882;0.0;0.26666666666666666;0.21052631578947367;0.0;0.125;1.0;0.0;0.23529411764705882;0.0
GO:0010469;0.3;0.7058823529411765;0.11764705882352941;0.125;0.4444444444444444;0.11764705882352941;0.42105263157894735;0.5;0.5333333333333333;0.2857142857142857;0.0;0.47058823529411764;0.4444444444444444;0.25;0.13333333333333333;0.0;0.5;0.75;0.0;0.0;0.23529411764705882;0.0;0.21052631578947367;0.47058823529411764;0.0;0.0;1.0;0.0;0.75
GO:0010587;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.21052631578947367;0.2222222222222222;0.0;0.0;0.0;0.26666666666666666;0.8;0.0;0.2222222222222222;0.18181818181818182;0.0;0.7368421052631579;0.23529411764705882;0.0;1.0;0.0
GO:0051897;0.18181818181818182;0.7368421052631579;0.10526315789473684;0.1111111111111111;0.5;0.10526315789473684;0.38095238095238093;0.5555555555555556;0.5882352941176471;0.5;0.0;0.5263157894736842;0.4;0.2222222222222222;0.11764705882352941;0.0;0.4444444444444444;0.8888888888888888;0.0;0.0;0.42105263157894735;0.0;0.19047619047619047;0.5263157894736842;0.0;0.0;0.75;0.0;1.0
