;GO:0007194;GO:0043408;GO:0007197;GO:0045666;GO:1903800;GO:0045686;GO:0045944;GO:1900017;GO:1901724;GO:0032747;GO:0048863;GO:0045672;GO:2000778;GO:0071333;GO:0097400;GO:0050832;GO:0017148;GO:0032008;GO:0007281;GO:0031054;GO:0006355;GO:0007268;GO:0007204;GO:2000767;GO:0031123;GO:0071347;GO:0010469;GO:0010587;GO:0051897
GO:0048863;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.1890450431733396;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0
GO:0045672;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.30379685991921485;0.12755981097713553;0.2410224993701646;0.12755981097713553;0.24944431948534626;0.2688665324497557;0.24944431948534626;0.0;1.0;0.24944431948534626;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.036692364793703955;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.12755981097713553
GO:2000778;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.24944431948534626;0.12755981097713553;0.18922943134840794;0.12755981097713553;0.3897819566140353;0.24944431948534626;0.3897819566140353;0.0;0.24944431948534626;1.0;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.036692364793703955;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.12755981097713553
GO:0071333;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.036692364793703955;1.0;0.036692364793703955;0.11807622278079505;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.33276944057368485;0.036692364793703955;0.01468324974140624;0.26838521347675653;0.036692364793703955;0.01468324974140624;0.036692364793703955
GO:0097400;0.047799631016701725;0.047799631016701725;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.036692364793703955;1.0;0.0;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.047799631016701725
GO:0050832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;0.0;0.0;0.0
GO:0017148;0.24937783908455946;0.19885971868423638;0.047799631016701725;0.047799631016701725;0.1356691921375081;0.13839445927415203;0.14806647662370065;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.0;1.0;0.047799631016701725;0.0;0.0;0.14806647662370065;0.0;0.036692364793703955;0.40811559759731486;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725
GO:0032008;0.047799631016701725;0.2326756683755529;0.047799631016701725;0.12755981097713553;0.21066859409381297;0.047799631016701725;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.11511873865597294;0.0;0.12755981097713553;0.12755981097713553;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;1.0;0.0;0.0;0.047799631016701725;0.0;0.036692364793703955;0.12755981097713553;0.0;0.0;0.1786822519641151;0.0;0.29215307485716907
GO:0007281;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1890450431733396;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;1.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0
GO:0031054;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;1.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.3102169991624253;0.01468324974140624;0.0;0.35937904314651625;0.0
GO:0006355;0.14416800614326972;0.10900961301269105;0.047799631016701725;0.047799631016701725;0.15191422087961767;0.047799631016701725;0.15831211565824807;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.0;0.14806647662370065;0.047799631016701725;0.0;0.0;1.0;0.0;0.036692364793703955;0.14806647662370065;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725
GO:0007268;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;1.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0
GO:0007204;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.33276944057368485;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.01468324974140624;1.0;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.036692364793703955
GO:2000767;0.14212163039839543;0.19885971868423638;0.047799631016701725;0.12755981097713553;0.2298366916985153;0.047799631016701725;0.2380646511352721;0.11511873865597294;0.12755981097713553;0.11511873865597294;0.0;0.12755981097713553;0.12755981097713553;0.036692364793703955;0.047799631016701725;0.0;0.40811559759731486;0.12755981097713553;0.0;0.0;0.14806647662370065;0.0;0.036692364793703955;1.0;0.0;0.0;0.047799631016701725;0.0;0.12755981097713553
GO:0031123;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.3102169991624253;0.0;0.01468324974140624;0.01468324974140624;0.0;1.0;0.01468324974140624;0.0;0.16542914088709912;0.0
GO:0071347;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.26838521347675653;0.01468324974140624;0.11807622278079505;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;1.0;0.0;0.01468324974140624;0.0
GO:0010469;0.17530917548795347;0.1786822519641151;0.047799631016701725;0.047799631016701725;0.1492331351584338;0.047799631016701725;0.047799631016701725;0.1492331351584338;0.047799631016701725;0.042064647228987374;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.1786822519641151;0.0;0.0;0.047799631016701725;0.0;0.036692364793703955;0.047799631016701725;0.0;0.0;1.0;0.0;0.1786822519641151
GO:0010587;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.35937904314651625;0.0;0.01468324974140624;0.01468324974140624;0.0;0.16542914088709912;0.01468324974140624;0.0;1.0;0.0
GO:0051897;0.047799631016701725;0.2326756683755529;0.047799631016701725;0.12755981097713553;0.21066859409381297;0.047799631016701725;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.11511873865597294;0.0;0.12755981097713553;0.12755981097713553;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.29215307485716907;0.0;0.0;0.047799631016701725;0.0;0.036692364793703955;0.12755981097713553;0.0;0.0;0.1786822519641151;0.0;1.0
