;GO:0043507;GO:1902311;GO:0015031;GO:1901224;GO:0051092;GO:0045766;GO:0000187;GO:0050796;GO:0032725;GO:0001666;GO:0045892;GO:0030949;GO:0070164;GO:0032729;GO:0035434;GO:0035556;GO:0060231;GO:0060355;GO:0051260;GO:1902600;GO:0045410;GO:0001315;GO:0033092;GO:0046627;GO:0003069;GO:0061844;GO:0010829;GO:0001954;GO:0001836;GO:0019752;GO:0031622;GO:0033129;GO:0071407;GO:0034976;GO:0051017;GO:2001076;GO:0045429;GO:1903140;GO:0060421;GO:0043407;GO:0008285;GO:1902176;GO:0043123;GO:0097191;GO:0045665;GO:0097192;GO:0045944;GO:0043525;GO:0043524;GO:0032308;GO:0000165;GO:0043491;GO:0051781;GO:2000778;GO:0071398;GO:0019221;GO:0051384;GO:0050691;GO:0033591;GO:2001240;GO:0033198;GO:0014050;GO:0060539;GO:0001660;GO:0071260;GO:0001933;GO:0072112;GO:0001934;GO:0030593;GO:2001238;GO:0050900;GO:2000660;GO:0071548;GO:0045727;GO:1905461;GO:0030073;GO:0048711;GO:0045840;GO:0006887;GO:0050870;GO:0006878;GO:0051289;GO:0002711;GO:0051044;GO:0071333;GO:0002439;GO:0006914;GO:0050999;GO:0050995;GO:0051601;GO:0010575;GO:0050996;GO:0035234;GO:0046827;GO:0007186;GO:0090023;GO:0050805;GO:2000173;GO:0010193;GO:0060559;GO:0043312;GO:0000303;GO:0043278;GO:1904706;GO:0043434;GO:1900745;GO:0032757;GO:0019430;GO:0010506;GO:0032355;GO:0031663;GO:0035505;GO:0010469;GO:0032755;GO:0030213;GO:0050766;GO:0030336;GO:0030335;GO:0046718;GO:0035066;GO:0071639;GO:0033280;GO:0010718;GO:0000122;GO:0045471;GO:0043171;GO:2000178;GO:0071874;GO:0071236;GO:0035176;GO:0035690;GO:0007565;GO:1905932;GO:0042246;GO:0006357;GO:0007204;GO:0045086;GO:0008406;GO:0071222;GO:2000866;GO:0043066;GO:0070098;GO:0006508;GO:0070374;GO:0034116;GO:0034115;GO:0034599;GO:0070498;GO:0030036;GO:0035722;GO:0045080
GO:0033129;0.8;0.3;0.0;0.5;0.3333333333333333;0.42105263157894735;0.8;0.38095238095238093;0.4444444444444444;0.0;0.45454545454545453;0.5263157894736842;0.38095238095238093;0.4444444444444444;0.0;0.47058823529411764;0.0;0.5882352941176471;0.0;0.0;0.7;0.0;0.43478260869565216;0.42105263157894735;0.19047619047619047;0.0;0.3157894736842105;0.4444444444444444;0.0;0.0;0.38095238095238093;1.0;0.0;0.0;0.0;0.4;0.6;0.4;0.42105263157894735;0.75;0.47058823529411764;0.36363636363636365;0.5;0.4444444444444444;0.1;0.42105263157894735;0.5217391304347826;0.5;0.4;0.36363636363636365;0.38095238095238093;0.4444444444444444;0.5882352941176471;0.45454545454545453;0.0;0.4444444444444444;0.0;0.3157894736842105;0.0;0.36363636363636365;0.0;0.38095238095238093;0.0;0.10526315789473684;0.0;0.8571428571428571;0.0;0.9523809523809523;0.0;0.47619047619047616;0.0;0.4;0.0;0.8;0.45454545454545453;0.09523809523809523;0.09090909090909091;0.7;0.0;0.5;0.09090909090909091;0.0;0.4;0.7619047619047619;0.2;0.0;0.0;0.4444444444444444;0.42105263157894735;0.0;0.4444444444444444;0.5263157894736842;0.0;0.38095238095238093;0.47058823529411764;0.34782608695652173;0.42105263157894735;0.3157894736842105;0.0;0.5454545454545454;0.0;0.0;0.0;0.42105263157894735;0.0;0.8333333333333334;0.4444444444444444;0.0;0.5555555555555556;0.0;0.4444444444444444;0.8333333333333334;0.4444444444444444;0.4444444444444444;0.0;0.6;0.42105263157894735;0.5263157894736842;0.0;0.8695652173913043;0.42105263157894735;0.0;0.5555555555555556;0.43478260869565216;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.47619047619047616;0.0;0.45454545454545453;0.08695652173913043;0.7;0.0;0.0;0.47619047619047616;0.42105263157894735;0.10526315789473684;0.0;0.8695652173913043;0.4444444444444444;0.4;0.0;0.10526315789473684;0.0;0.10526315789473684;0.7
GO:0071407;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.16666666666666666;0.0;0.15384615384615385;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.3076923076923077;0.3333333333333333;0.0;0.0;1.0;0.5454545454545454;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.25;0.3076923076923077;0.0;0.0;0.7692307692307693;0.3076923076923077;0.7142857142857143;0.0;0.5714285714285714;0.0;0.7692307692307693;0.0;0.0;0.14285714285714285;0.5;0.0;0.14285714285714285;0.0;0.25;0.0;0.16666666666666666;0.0;0.5333333333333333;0.0;0.0;0.25;0.0;0.0;0.3076923076923077;0.0;0.23529411764705882;0.14285714285714285;0.0;0.0;0.6666666666666666;0.3076923076923077;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0;0.0;0.5;0.0;0.125;0.46153846153846156;0.7142857142857143;0.0;0.6153846153846154;0.0;0.0;0.3333333333333333;0.0;0.8333333333333334;0.3076923076923077;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.6666666666666666;0.3076923076923077;0.0;0.8;0.7272727272727273;0.0;0.7272727272727273;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.7692307692307693;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.7272727272727273;0.2857142857142857;0.3333333333333333;0.2857142857142857;0.0
GO:0034976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5454545454545454;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.18181818181818182;0.0;0.16666666666666666;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.3333333333333333;0.36363636363636365;0.0;0.0;0.5454545454545454;1.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.26666666666666666;0.3333333333333333;0.0;0.0;0.5;0.3333333333333333;0.3076923076923077;0.0;0.3076923076923077;0.0;0.3333333333333333;0.0;0.0;0.46153846153846156;0.5454545454545454;0.0;0.15384615384615385;0.0;0.26666666666666666;0.0;0.18181818181818182;0.0;0.2857142857142857;0.0;0.0;0.26666666666666666;0.0;0.0;0.3333333333333333;0.0;0.25;0.15384615384615385;0.0;0.0;0.42857142857142855;0.5;0.4;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.36363636363636365;0.0;0.0;0.0;0.5454545454545454;0.0;0.13333333333333333;0.5;0.3076923076923077;0.0;0.3333333333333333;0.0;0.0;0.36363636363636365;0.0;0.36363636363636365;0.3333333333333333;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.36363636363636365;0.3333333333333333;0.0;0.42857142857142855;0.6;0.0;0.6;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.0;0.3333333333333333;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.8;0.3076923076923077;0.36363636363636365;0.3076923076923077;0.0
GO:0051017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.15384615384615385;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.3076923076923077;0.0;0.0;0.3076923076923077;0.3333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.11764705882352941;0.14285714285714285;0.0;0.0;0.2857142857142857;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.13333333333333333;0.0;0.11764705882352941;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.2857142857142857;0.0;0.2222222222222222;0.13333333333333333;0.0;0.0;0.25;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.25;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.14285714285714285;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.3333333333333333;0.13333333333333333;0.3076923076923077;0.13333333333333333;0.0
GO:2001076;0.34782608695652173;0.3333333333333333;0.0;0.4444444444444444;0.36363636363636365;0.5882352941176471;0.34782608695652173;0.21052631578947367;0.625;0.0;0.3;0.47058823529411764;0.42105263157894735;0.625;0.0;0.13333333333333333;0.0;0.5333333333333333;0.0;0.0;0.5555555555555556;0.0;0.47619047619047616;0.35294117647058826;0.21052631578947367;0.0;0.35294117647058826;0.5;0.0;0.0;0.5263157894736842;0.4;0.0;0.0;0.0;1.0;0.4444444444444444;0.5555555555555556;0.5882352941176471;0.2727272727272727;0.4;0.3;0.4444444444444444;0.125;0.5555555555555556;0.11764705882352941;0.38095238095238093;0.4444444444444444;0.3333333333333333;0.4;0.10526315789473684;0.125;0.5333333333333333;0.5;0.0;0.125;0.0;0.35294117647058826;0.0;0.3;0.0;0.3157894736842105;0.0;0.23529411764705882;0.0;0.3157894736842105;0.0;0.42105263157894735;0.0;0.42105263157894735;0.0;0.3333333333333333;0.0;0.4444444444444444;0.4;0.10526315789473684;0.1;0.4444444444444444;0.0;0.4444444444444444;0.2;0.0;0.4444444444444444;0.42105263157894735;0.2222222222222222;0.0;0.0;0.375;0.35294117647058826;0.0;0.625;0.47058823529411764;0.0;0.42105263157894735;0.13333333333333333;0.38095238095238093;0.35294117647058826;0.5882352941176471;0.0;0.4;0.0;0.0;0.0;0.35294117647058826;0.0;0.36363636363636365;0.625;0.0;0.375;0.0;0.125;0.36363636363636365;0.25;0.625;0.0;0.4444444444444444;0.35294117647058826;0.47058823529411764;0.0;0.38095238095238093;0.5882352941176471;0.0;0.625;0.2857142857142857;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.5263157894736842;0.0;0.3;0.19047619047619047;0.5555555555555556;0.0;0.0;0.42105263157894735;0.35294117647058826;0.11764705882352941;0.0;0.38095238095238093;0.5;0.5555555555555556;0.0;0.11764705882352941;0.0;0.11764705882352941;0.5555555555555556
GO:0045429;0.5217391304347826;0.3333333333333333;0.0;0.5555555555555556;0.36363636363636365;0.47058823529411764;0.5217391304347826;0.3157894736842105;0.5;0.0;0.6;0.5882352941176471;0.3157894736842105;0.5;0.0;0.5333333333333333;0.0;0.6666666666666666;0.0;0.0;0.7777777777777778;0.0;0.47619047619047616;0.47058823529411764;0.3157894736842105;0.0;0.35294117647058826;0.5;0.0;0.0;0.3157894736842105;0.6;0.0;0.0;0.0;0.4444444444444444;1.0;0.4444444444444444;0.47058823529411764;0.45454545454545453;0.5333333333333333;0.4;0.5555555555555556;0.5;0.1111111111111111;0.47058823529411764;0.6666666666666666;0.5555555555555556;0.4444444444444444;0.4;0.42105263157894735;0.5;0.6666666666666666;0.5;0.0;0.5;0.0;0.35294117647058826;0.0;0.4;0.0;0.42105263157894735;0.0;0.35294117647058826;0.0;0.5263157894736842;0.0;0.631578947368421;0.0;0.5263157894736842;0.0;0.4444444444444444;0.0;0.7777777777777778;0.5;0.10526315789473684;0.1;0.5555555555555556;0.0;0.5555555555555556;0.3;0.0;0.4444444444444444;0.631578947368421;0.3333333333333333;0.0;0.0;0.5;0.47058823529411764;0.0;0.5;0.5882352941176471;0.0;0.42105263157894735;0.5333333333333333;0.38095238095238093;0.47058823529411764;0.35294117647058826;0.0;0.7;0.0;0.0;0.0;0.47058823529411764;0.0;0.5454545454545454;0.5;0.0;0.625;0.0;0.5;0.5454545454545454;0.5;0.5;0.0;0.5555555555555556;0.47058823529411764;0.5882352941176471;0.0;0.5714285714285714;0.47058823529411764;0.0;0.625;0.5714285714285714;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5263157894736842;0.0;0.6;0.2857142857142857;0.7777777777777778;0.0;0.0;0.5263157894736842;0.47058823529411764;0.47058823529411764;0.0;0.5714285714285714;0.5;0.4444444444444444;0.0;0.47058823529411764;0.0;0.47058823529411764;0.7777777777777778
GO:1903140;0.34782608695652173;0.3333333333333333;0.0;0.4444444444444444;0.2727272727272727;0.47058823529411764;0.34782608695652173;0.42105263157894735;0.5;0.0;0.4;0.47058823529411764;0.42105263157894735;0.5;0.0;0.5333333333333333;0.0;0.5333333333333333;0.0;0.0;0.4444444444444444;0.0;0.47619047619047616;0.47058823529411764;0.21052631578947367;0.0;0.35294117647058826;0.375;0.0;0.0;0.42105263157894735;0.4;0.0;0.0;0.0;0.5555555555555556;0.4444444444444444;1.0;0.5882352941176471;0.36363636363636365;0.5333333333333333;0.4;0.4444444444444444;0.5;0.6666666666666666;0.47058823529411764;0.38095238095238093;0.4444444444444444;0.4444444444444444;0.3;0.42105263157894735;0.5;0.5333333333333333;0.4;0.0;0.5;0.0;0.35294117647058826;0.0;0.4;0.0;0.42105263157894735;0.0;0.23529411764705882;0.0;0.42105263157894735;0.0;0.42105263157894735;0.0;0.42105263157894735;0.0;0.4444444444444444;0.0;0.4444444444444444;0.4;0.10526315789473684;0.6;0.4444444444444444;0.0;0.4444444444444444;0.2;0.0;0.3333333333333333;0.42105263157894735;0.2222222222222222;0.0;0.0;0.375;0.35294117647058826;0.0;0.5;0.35294117647058826;0.0;0.3157894736842105;0.5333333333333333;0.2857142857142857;0.47058823529411764;0.47058823529411764;0.0;0.4;0.0;0.0;0.0;0.47058823529411764;0.0;0.36363636363636365;0.5;0.0;0.5;0.0;0.5;0.36363636363636365;0.5;0.5;0.0;0.4444444444444444;0.47058823529411764;0.47058823529411764;0.0;0.38095238095238093;0.47058823529411764;0.0;0.625;0.38095238095238093;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5263157894736842;0.0;0.4;0.19047619047619047;0.4444444444444444;0.0;0.0;0.42105263157894735;0.47058823529411764;0.11764705882352941;0.0;0.38095238095238093;0.375;0.4444444444444444;0.0;0.11764705882352941;0.0;0.11764705882352941;0.4444444444444444
GO:0060421;0.36363636363636365;0.35294117647058826;0.0;0.47058823529411764;0.38095238095238093;0.625;0.36363636363636365;0.2222222222222222;0.6666666666666666;0.0;0.3157894736842105;0.5;0.4444444444444444;0.6666666666666666;0.0;0.14285714285714285;0.0;0.5714285714285714;0.0;0.0;0.5882352941176471;0.0;0.5;0.375;0.2222222222222222;0.0;0.375;0.5333333333333333;0.0;0.0;0.5555555555555556;0.42105263157894735;0.0;0.0;0.0;0.5882352941176471;0.47058823529411764;0.5882352941176471;1.0;0.2857142857142857;0.42857142857142855;0.3157894736842105;0.47058823529411764;0.13333333333333333;0.5882352941176471;0.125;0.4;0.47058823529411764;0.35294117647058826;0.42105263157894735;0.1111111111111111;0.13333333333333333;0.5714285714285714;0.5263157894736842;0.0;0.13333333333333333;0.0;0.375;0.0;0.3157894736842105;0.0;0.3333333333333333;0.0;0.25;0.0;0.3333333333333333;0.0;0.4444444444444444;0.0;0.4444444444444444;0.0;0.35294117647058826;0.0;0.47058823529411764;0.42105263157894735;0.1111111111111111;0.10526315789473684;0.47058823529411764;0.0;0.47058823529411764;0.21052631578947367;0.0;0.47058823529411764;0.4444444444444444;0.23529411764705882;0.0;0.0;0.4;0.375;0.0;0.6666666666666666;0.5;0.0;0.4444444444444444;0.14285714285714285;0.4;0.375;0.625;0.0;0.42105263157894735;0.0;0.0;0.0;0.375;0.0;0.38095238095238093;0.6666666666666666;0.0;0.4;0.0;0.13333333333333333;0.38095238095238093;0.26666666666666666;0.6666666666666666;0.0;0.47058823529411764;0.375;0.5;0.0;0.4;0.625;0.0;0.6666666666666666;0.3;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.5555555555555556;0.0;0.3157894736842105;0.2;0.5882352941176471;0.0;0.0;0.4444444444444444;0.375;0.125;0.0;0.4;0.5333333333333333;0.5882352941176471;0.0;0.125;0.0;0.125;0.5882352941176471
GO:0043407;0.8888888888888888;0.2727272727272727;0.0;0.6363636363636364;0.23076923076923078;0.2857142857142857;0.8888888888888888;0.34782608695652173;0.3;0.0;0.5;0.5714285714285714;0.43478260869565216;0.3;0.0;0.42105263157894735;0.0;0.42105263157894735;0.0;0.0;0.5454545454545454;0.0;0.32;0.6666666666666666;0.17391304347826086;0.0;0.38095238095238093;0.3;0.0;0.0;0.34782608695652173;0.75;0.0;0.0;0.0;0.2727272727272727;0.45454545454545453;0.36363636363636365;0.2857142857142857;1.0;0.5263157894736842;0.6666666666666666;0.6363636363636364;0.4;0.36363636363636365;0.38095238095238093;0.4;0.36363636363636365;0.45454545454545453;0.25;0.34782608695652173;0.4;0.42105263157894735;0.3333333333333333;0.0;0.4;0.0;0.38095238095238093;0.0;0.5833333333333334;0.0;0.43478260869565216;0.0;0.19047619047619047;0.0;0.8695652173913043;0.0;0.782608695652174;0.0;0.5217391304347826;0.0;0.6363636363636364;0.0;0.6363636363636364;0.3333333333333333;0.08695652173913043;0.08333333333333333;0.36363636363636365;0.0;0.36363636363636365;0.16666666666666666;0.0;0.36363636363636365;0.6086956521739131;0.18181818181818182;0.0;0.0;0.4;0.38095238095238093;0.0;0.3;0.38095238095238093;0.0;0.2608695652173913;0.42105263157894735;0.32;0.47619047619047616;0.38095238095238093;0.0;0.3333333333333333;0.0;0.0;0.0;0.47619047619047616;0.0;0.7692307692307693;0.3;0.0;0.5;0.0;0.4;0.8461538461538461;0.6;0.3;0.0;0.36363636363636365;0.38095238095238093;0.38095238095238093;0.0;0.64;0.2857142857142857;0.0;0.4;0.48;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.34782608695652173;0.0;0.4166666666666667;0.16;0.5454545454545454;0.0;0.0;0.34782608695652173;0.47619047619047616;0.09523809523809523;0.0;0.8;0.3;0.45454545454545453;0.0;0.09523809523809523;0.0;0.09523809523809523;0.5454545454545454
GO:0008285;0.4;0.4;0.0;0.5333333333333333;0.3157894736842105;0.42857142857142855;0.4;0.5;0.46153846153846156;0.0;0.5882352941176471;0.5714285714285714;0.5;0.46153846153846156;0.0;0.6666666666666666;0.0;0.6666666666666666;0.0;0.0;0.5333333333333333;0.0;0.5555555555555556;0.7142857142857143;0.25;0.0;0.5714285714285714;0.46153846153846156;0.0;0.0;0.375;0.47058823529411764;0.0;0.0;0.0;0.4;0.5333333333333333;0.5333333333333333;0.42857142857142855;0.5263157894736842;1.0;0.5882352941176471;0.5333333333333333;0.6153846153846154;0.6666666666666666;0.5714285714285714;0.4444444444444444;0.5333333333333333;0.6666666666666666;0.35294117647058826;0.5;0.6153846153846154;0.6666666666666666;0.47058823529411764;0.0;0.6153846153846154;0.0;0.42857142857142855;0.0;0.5882352941176471;0.0;0.625;0.0;0.2857142857142857;0.0;0.625;0.0;0.5;0.0;0.5;0.0;0.6666666666666666;0.0;0.5333333333333333;0.47058823529411764;0.125;0.11764705882352941;0.5333333333333333;0.0;0.5333333333333333;0.23529411764705882;0.0;0.4;0.5;0.26666666666666666;0.0;0.0;0.46153846153846156;0.5714285714285714;0.0;0.46153846153846156;0.42857142857142855;0.0;0.375;0.6666666666666666;0.3333333333333333;0.7142857142857143;0.5714285714285714;0.0;0.47058823529411764;0.0;0.0;0.0;0.8571428571428571;0.0;0.42105263157894735;0.46153846153846156;0.0;0.6153846153846154;0.0;0.6153846153846154;0.42105263157894735;0.6153846153846154;0.46153846153846156;0.0;0.5333333333333333;0.7142857142857143;0.5714285714285714;0.0;0.4444444444444444;0.42857142857142855;0.0;0.6153846153846154;0.5555555555555556;0.0;0.0;0.9230769230769231;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.47058823529411764;0.2222222222222222;0.5333333333333333;0.0;0.0;0.5;0.7142857142857143;0.14285714285714285;0.0;0.4444444444444444;0.46153846153846156;0.6666666666666666;0.0;0.14285714285714285;0.0;0.14285714285714285;0.5333333333333333
GO:1902176;0.56;0.3;0.0;0.7;0.25;0.3157894736842105;0.56;0.38095238095238093;0.3333333333333333;0.0;0.45454545454545453;0.631578947368421;0.38095238095238093;0.3333333333333333;0.0;0.47058823529411764;0.0;0.47058823529411764;0.0;0.0;0.4;0.0;0.34782608695652173;0.7368421052631579;0.19047619047619047;0.0;0.42105263157894735;0.3333333333333333;0.0;0.0;0.2857142857142857;0.36363636363636365;0.0;0.0;0.0;0.3;0.4;0.4;0.3157894736842105;0.6666666666666666;0.5882352941176471;1.0;0.7;0.4444444444444444;0.5;0.42105263157894735;0.34782608695652173;0.7;0.6;0.2727272727272727;0.38095238095238093;0.4444444444444444;0.47058823529411764;0.36363636363636365;0.0;0.4444444444444444;0.0;0.5263157894736842;0.0;0.8181818181818182;0.0;0.47619047619047616;0.0;0.21052631578947367;0.0;0.47619047619047616;0.0;0.38095238095238093;0.0;0.7619047619047619;0.0;0.7;0.0;0.4;0.6363636363636364;0.09523809523809523;0.09090909090909091;0.4;0.0;0.4;0.18181818181818182;0.0;0.4;0.38095238095238093;0.2;0.0;0.0;0.3333333333333333;0.42105263157894735;0.0;0.3333333333333333;0.3157894736842105;0.0;0.2857142857142857;0.47058823529411764;0.2608695652173913;0.5263157894736842;0.42105263157894735;0.0;0.36363636363636365;0.0;0.0;0.0;0.5263157894736842;0.0;0.5833333333333334;0.3333333333333333;0.0;0.4444444444444444;0.0;0.4444444444444444;0.3333333333333333;0.6666666666666666;0.3333333333333333;0.0;0.4;0.5263157894736842;0.42105263157894735;0.0;0.34782608695652173;0.3157894736842105;0.0;0.4444444444444444;0.43478260869565216;0.0;0.0;0.5555555555555556;0.0;0.0;0.0;0.0;0.0;0.38095238095238093;0.0;0.36363636363636365;0.17391304347826086;0.4;0.0;0.0;0.38095238095238093;0.8421052631578947;0.42105263157894735;0.0;0.6086956521739131;0.3333333333333333;0.5;0.0;0.42105263157894735;0.0;0.42105263157894735;0.4
GO:0043123;0.6956521739130435;0.3333333333333333;0.0;0.8888888888888888;0.36363636363636365;0.47058823529411764;0.6956521739130435;0.42105263157894735;0.5;0.0;0.4;0.8235294117647058;0.42105263157894735;0.5;0.0;0.5333333333333333;0.0;0.6666666666666666;0.0;0.0;0.4444444444444444;0.0;0.38095238095238093;0.7058823529411765;0.21052631578947367;0.0;0.35294117647058826;0.5;0.0;0.0;0.42105263157894735;0.5;0.0;0.0;0.0;0.4444444444444444;0.5555555555555556;0.4444444444444444;0.47058823529411764;0.6363636363636364;0.5333333333333333;0.7;1.0;0.125;0.1111111111111111;0.11764705882352941;0.38095238095238093;0.5555555555555556;0.4444444444444444;0.4;0.10526315789473684;0.125;0.6666666666666666;0.4;0.0;0.125;0.0;0.47058823529411764;0.0;0.6;0.0;0.42105263157894735;0.0;0.23529411764705882;0.0;0.42105263157894735;0.0;0.5263157894736842;0.0;0.7368421052631579;0.0;0.6666666666666666;0.0;0.5555555555555556;0.5;0.10526315789473684;0.1;0.5555555555555556;0.0;0.4444444444444444;0.2;0.0;0.5555555555555556;0.5263157894736842;0.2222222222222222;0.0;0.0;0.375;0.35294117647058826;0.0;0.5;0.47058823529411764;0.0;0.42105263157894735;0.5333333333333333;0.38095238095238093;0.47058823529411764;0.35294117647058826;0.0;0.4;0.0;0.0;0.0;0.47058823529411764;0.0;0.7272727272727273;0.5;0.0;0.5;0.0;0.125;0.45454545454545453;0.75;0.5;0.0;0.4444444444444444;0.47058823529411764;0.47058823529411764;0.0;0.47619047619047616;0.47058823529411764;0.0;0.5;0.38095238095238093;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5263157894736842;0.0;0.4;0.19047619047619047;0.4444444444444444;0.0;0.0;0.5263157894736842;0.47058823529411764;0.11764705882352941;0.0;0.7619047619047619;0.5;0.4444444444444444;0.0;0.11764705882352941;0.0;0.11764705882352941;0.4444444444444444
GO:0097191;0.38095238095238093;0.125;0.0;0.125;0.1;0.13333333333333333;0.09523809523809523;0.47058823529411764;0.14285714285714285;0.0;0.4444444444444444;0.5333333333333333;0.11764705882352941;0.14285714285714285;0.0;0.15384615384615385;0.15384615384615385;0.6153846153846154;0.14285714285714285;0.0;0.5;0.0;0.42105263157894735;0.5333333333333333;0.11764705882352941;0.0;0.13333333333333333;0.14285714285714285;0.14285714285714285;0.3076923076923077;0.11764705882352941;0.4444444444444444;0.3076923076923077;0.3333333333333333;0.14285714285714285;0.125;0.5;0.5;0.13333333333333333;0.4;0.6153846153846154;0.4444444444444444;0.125;1.0;0.125;0.9333333333333333;0.10526315789473684;0.5;0.5;0.1111111111111111;0.11764705882352941;0.14285714285714285;0.6153846153846154;0.1111111111111111;0.2857142857142857;0.14285714285714285;0.0;0.13333333333333333;0.0;0.1111111111111111;0.0;0.47058823529411764;0.0;0.13333333333333333;0.15384615384615385;0.47058823529411764;0.13333333333333333;0.47058823529411764;0.11764705882352941;0.11764705882352941;0.15384615384615385;0.125;0.0;0.5;0.4444444444444444;0.11764705882352941;0.1111111111111111;0.5;0.2857142857142857;0.125;0.2222222222222222;0.13333333333333333;0.125;0.47058823529411764;0.25;0.0;0.3333333333333333;0.14285714285714285;0.13333333333333333;0.0;0.14285714285714285;0.13333333333333333;0.15384615384615385;0.11764705882352941;0.15384615384615385;0.10526315789473684;0.13333333333333333;0.13333333333333333;0.0;0.1111111111111111;0.11764705882352941;0.0;0.0;0.5333333333333333;0.0;0.4;0.14285714285714285;0.15384615384615385;0.5714285714285714;0.0;0.14285714285714285;0.1;0.14285714285714285;0.14285714285714285;0.25;0.125;0.13333333333333333;0.13333333333333333;0.0;0.10526315789473684;0.13333333333333333;0.0;0.14285714285714285;0.10526315789473684;0.0;0.2857142857142857;0.5714285714285714;0.25;0.3333333333333333;0.0;0.3333333333333333;0.0;0.47058823529411764;0.0;0.1111111111111111;0.21052631578947367;0.125;0.0;0.14285714285714285;0.11764705882352941;0.5333333333333333;0.13333333333333333;0.0;0.10526315789473684;0.14285714285714285;0.125;0.3333333333333333;0.13333333333333333;0.3076923076923077;0.13333333333333333;0.125
