;GO:1905004;GO:0008284;GO:0008203;GO:0006487;GO:0006520;GO:0009313;GO:0009235;GO:0006682;GO:0006468;GO:0046415;GO:0042359;GO:0042953;GO:0002003;GO:0006855;GO:0043171;GO:0001886;GO:0007409;GO:1990822;GO:0034765;GO:0015747;GO:0015889;GO:1905012;GO:0003081;GO:0015760;GO:1902204;GO:1904985;GO:0006898;GO:0048704;GO:0006569;GO:0001558;GO:0015739;GO:0035725;GO:0010107;GO:0016266;GO:0015812;GO:0015811;GO:0051259
GO:0006855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.42857142857142855;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.375;0.0;0.0;0.0;0.375;0.4444444444444444;0.4;0.0;0.42857142857142855;0.375;0.0
GO:0043171;0.375;0.0;0.25;0.5;0.5;0.42857142857142855;0.42857142857142855;0.4;0.3333333333333333;0.42857142857142855;0.2857142857142857;0.0;0.5714285714285714;0.0;1.0;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.14285714285714285;0.5;0.0;0.0;0.0
GO:0001886;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.2;0.125;0.14285714285714285;0.2;0.0;0.0;0.0;0.0;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0
GO:0007409;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.2;0.125;0.14285714285714285;0.2;0.0;0.0;0.0;0.0;0.2;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0
GO:1990822;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.4444444444444444;0.0;0.0;0.0;1.0;0.0;0.5;0.5;0.0;0.0;0.3333333333333333;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.6;0.4166666666666667;0.38461538461538464;0.0;0.625;0.5555555555555556;0.0
GO:0034765;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0015747;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.42857142857142855;0.0;0.0;0.0;0.5;0.0;1.0;0.6666666666666666;0.0;0.0;0.4444444444444444;0.0;0.0;0.375;0.0;0.0;0.0;0.625;0.36363636363636365;0.3333333333333333;0.0;0.5714285714285714;0.5714285714285714;0.0
GO:0015889;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.6666666666666666;1.0;0.0;0.0;0.5;0.0;0.0;0.375;0.0;0.0;0.0;0.5714285714285714;0.3;0.2727272727272727;0.0;0.5714285714285714;0.5714285714285714;0.0
GO:1905012;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;1.0;0.0;0.0;0.25;0.5555555555555556;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0003081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0015760;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.0;0.4444444444444444;0.5;0.0;0.0;1.0;0.0;0.0;0.3;0.0;0.0;0.0;0.625;0.25;0.23076923076923078;0.0;0.3333333333333333;0.4444444444444444;0.0
GO:1902204;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.25;0.0;0.0;1.0;0.2727272727272727;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1904985;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.5555555555555556;0.0;0.0;0.2727272727272727;1.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006898;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.375;0.0;0.0;0.0;0.2727272727272727;0.0;0.375;0.375;0.0;0.0;0.3;0.0;0.0;1.0;0.0;0.0;0.0;0.3333333333333333;0.2727272727272727;0.25;0.0;0.375;0.3333333333333333;0.0
GO:0048704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006569;0.3333333333333333;0.0;0.3;0.375;0.5;0.3333333333333333;0.3333333333333333;0.25;0.2727272727272727;0.3333333333333333;0.3333333333333333;0.0;0.25;0.0;0.5;0.125;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.1;0.375;0.0;0.0;0.0
GO:0001558;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.3;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0015739;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.375;0.0;0.0;0.0;0.6;0.0;0.625;0.5714285714285714;0.0;0.0;0.625;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;1.0;0.3333333333333333;0.3076923076923077;0.0;0.6666666666666666;0.6;0.0
GO:0035725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.4444444444444444;0.0;0.0;0.0;0.4166666666666667;0.0;0.36363636363636365;0.3;0.0;0.0;0.25;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.3333333333333333;1.0;0.7;0.0;0.3;0.2727272727272727;0.0
GO:0010107;0.125;0.0;0.0;0.2;0.1111111111111111;0.0;0.14285714285714285;0.1;0.1111111111111111;0.14285714285714285;0.0;0.23076923076923078;0.1;0.4;0.14285714285714285;0.2;0.2;0.38461538461538464;0.0;0.3333333333333333;0.2727272727272727;0.0;0.0;0.23076923076923078;0.0;0.0;0.25;0.0;0.1;0.0;0.3076923076923077;0.7;1.0;0.2;0.2727272727272727;0.25;0.125
GO:0016266;0.42857142857142855;0.0;0.3333333333333333;0.6;0.6;0.3333333333333333;0.5;0.3333333333333333;0.42857142857142855;0.5;0.4;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.2;1.0;0.0;0.0;0.0
GO:0015812;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.42857142857142855;0.0;0.0;0.0;0.625;0.0;0.5714285714285714;0.5714285714285714;0.0;0.0;0.3333333333333333;0.0;0.0;0.375;0.0;0.0;0.0;0.6666666666666666;0.3;0.2727272727272727;0.0;1.0;0.625;0.0
GO:0015811;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.375;0.0;0.0;0.0;0.5555555555555556;0.0;0.5714285714285714;0.5714285714285714;0.0;0.0;0.4444444444444444;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.6;0.2727272727272727;0.25;0.0;0.625;1.0;0.0
GO:0051259;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;1.0
