;GO:1902230;GO:0008584;GO:0090179;GO:0014066;GO:0043508;GO:2000041;GO:0045600;GO:0046854;GO:0045766;GO:0030307;GO:0045892;GO:0030308;GO:0001701;GO:0043154;GO:0010975;GO:0055007;GO:0033138;GO:1902042;GO:0007186;GO:0000902;GO:0090263;GO:0043312;GO:0042662;GO:0006897;GO:0071560;GO:0043161;GO:0031668;GO:0071481;GO:0050680;GO:2000726;GO:0010469;GO:0010667;GO:0030336;GO:0016567;GO:0008284;GO:0002063;GO:0006661;GO:0045669;GO:0045944;GO:1904956;GO:0000122;GO:0010719;GO:0001569;GO:0060070;GO:0033630;GO:0010950;GO:0050732;GO:0016458;GO:0048708;GO:0006351;GO:0061185;GO:0090244;GO:0048821;GO:0006357;GO:0030514;GO:0090090;GO:0007517;GO:0045087;GO:0043065;GO:2000741;GO:0030199;GO:0032332
GO:0010975;0.4;0.0;0.1;0.11764705882352941;0.34782608695652173;0.1;0.625;0.0;0.11764705882352941;0.625;0.1;0.625;0.0;0.36363636363636365;1.0;0.0;0.1;0.1;0.13333333333333333;0.0;0.1111111111111111;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.125;0.10526315789473684;0.125;0.1;0.11764705882352941;0.0;0.13333333333333333;0.0;0.0;0.625;0.09523809523809523;0.10526315789473684;0.09523809523809523;0.125;0.0;0.1111111111111111;0.13333333333333333;0.1;0.1;0.11764705882352941;0.0;0.0;0.11764705882352941;0.1111111111111111;0.0;0.1;0.09090909090909091;0.1111111111111111;0.0;0.0;0.11764705882352941;0.5882352941176471;0.0;0.5882352941176471
GO:0055007;0.0;0.15384615384615385;0.1111111111111111;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;1.0;0.0;0.0;0.15384615384615385;0.16666666666666666;0.0;0.11764705882352941;0.0;0.0;0.14285714285714285;0.11764705882352941;0.16666666666666666;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.16666666666666666;0.125;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.125;0.0;0.0;0.0;0.13333333333333333;0.15384615384615385;0.11764705882352941;0.0;0.125;0.15384615384615385;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.15384615384615385;0.0
GO:0033138;0.36363636363636365;0.0;0.09090909090909091;0.42105263157894735;0.72;0.2727272727272727;0.5555555555555556;0.0;0.42105263157894735;0.5555555555555556;0.45454545454545453;0.4444444444444444;0.0;0.5833333333333334;0.1;0.0;1.0;0.36363636363636365;0.47058823529411764;0.0;0.5;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.38095238095238093;0.4444444444444444;0.36363636363636365;0.42105263157894735;0.0;0.5882352941176471;0.0;0.0;0.5555555555555556;0.5217391304347826;0.09523809523809523;0.43478260869565216;0.4444444444444444;0.0;0.1;0.47058823529411764;0.7272727272727273;0.8181818181818182;0.5263157894736842;0.0;0.0;0.3157894736842105;0.1;0.0;0.45454545454545453;0.3333333333333333;0.4;0.0;0.0;0.5263157894736842;0.5263157894736842;0.0;0.5263157894736842
GO:1902042;0.8181818181818182;0.0;0.09090909090909091;0.631578947368421;0.56;0.6363636363636364;0.4444444444444444;0.0;0.3157894736842105;0.4444444444444444;0.36363636363636365;0.5555555555555556;0.0;0.6666666666666666;0.1;0.0;0.36363636363636365;1.0;0.47058823529411764;0.0;0.6;0.0;0.45454545454545453;0.0;0.0;0.0;0.0;0.0;0.5555555555555556;0.38095238095238093;0.6666666666666666;0.7272727272727273;0.42105263157894735;0.0;0.47058823529411764;0.0;0.0;0.4444444444444444;0.34782608695652173;0.09523809523809523;0.34782608695652173;0.4444444444444444;0.0;0.1;0.35294117647058826;0.36363636363636365;0.45454545454545453;0.42105263157894735;0.0;0.0;0.42105263157894735;0.1;0.0;0.36363636363636365;0.5833333333333334;0.7;0.0;0.0;0.7368421052631579;0.42105263157894735;0.0;0.42105263157894735
GO:0007186;0.47058823529411764;0.0;0.11764705882352941;0.5714285714285714;0.4;0.11764705882352941;0.6153846153846154;0.26666666666666666;0.14285714285714285;0.6153846153846154;0.47058823529411764;0.6153846153846154;0.0;0.42105263157894735;0.13333333333333333;0.15384615384615385;0.47058823529411764;0.47058823529411764;1.0;0.18181818181818182;0.5333333333333333;0.125;0.47058823529411764;0.0;0.15384615384615385;0.125;0.36363636363636365;0.14285714285714285;0.6153846153846154;0.5;0.15384615384615385;0.47058823529411764;0.5714285714285714;0.25;0.6666666666666666;0.18181818181818182;0.26666666666666666;0.6153846153846154;0.4444444444444444;0.125;0.4444444444444444;0.6153846153846154;0.0;0.13333333333333333;0.16666666666666666;0.11764705882352941;0.47058823529411764;0.2857142857142857;0.16666666666666666;0.125;0.14285714285714285;0.13333333333333333;0.16666666666666666;0.47058823529411764;0.42105263157894735;0.5333333333333333;0.0;0.0;0.5714285714285714;0.5714285714285714;0.3333333333333333;0.5714285714285714
GO:0000902;0.0;0.18181818181818182;0.125;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.16666666666666666;0.0;0.0;0.18181818181818182;1.0;0.0;0.13333333333333333;0.0;0.0;0.16666666666666666;0.13333333333333333;0.2;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.2;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.14285714285714285;0.0;0.0;0.0;0.15384615384615385;0.18181818181818182;0.13333333333333333;0.0;0.14285714285714285;0.18181818181818182;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.5454545454545454;0.0
GO:0090263;0.4;0.0;0.1;0.7058823529411765;0.5217391304347826;0.7;0.625;0.0;0.47058823529411764;0.625;0.4;0.5;0.0;0.36363636363636365;0.1111111111111111;0.0;0.5;0.6;0.5333333333333333;0.0;1.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.5;0.42105263157894735;0.75;0.4;0.47058823529411764;0.0;0.6666666666666666;0.0;0.0;0.625;0.38095238095238093;0.10526315789473684;0.38095238095238093;0.5;0.0;0.1111111111111111;0.5333333333333333;0.5;0.4;0.11764705882352941;0.0;0.0;0.35294117647058826;0.1111111111111111;0.0;0.4;0.5454545454545454;0.8888888888888888;0.0;0.0;0.5882352941176471;0.5882352941176471;0.0;0.5882352941176471
GO:0043312;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.125;0.13333333333333333;0.0;1.0;0.0;0.625;0.11764705882352941;0.1;0.13333333333333333;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.13333333333333333;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.1111111111111111;0.125;0.1;0.0;0.10526315789473684;0.125;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.125;0.0
GO:0042662;0.45454545454545453;0.0;0.5454545454545454;0.42105263157894735;0.32;0.45454545454545453;0.5555555555555556;0.0;0.5263157894736842;0.4444444444444444;0.45454545454545453;0.5555555555555556;0.0;0.4166666666666667;0.5;0.0;0.36363636363636365;0.45454545454545453;0.47058823529411764;0.0;0.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5555555555555556;0.5714285714285714;0.4444444444444444;0.45454545454545453;0.5263157894736842;0.0;0.47058823529411764;0.0;0.0;0.5555555555555556;0.34782608695652173;0.47619047619047616;0.43478260869565216;0.6666666666666666;0.0;0.1;0.35294117647058826;0.36363636363636365;0.45454545454545453;0.42105263157894735;0.0;0.0;0.7368421052631579;0.1;0.0;0.36363636363636365;0.4166666666666667;0.5;0.0;0.0;0.42105263157894735;0.5263157894736842;0.0;0.5263157894736842
GO:0006897;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.625;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0071560;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.15384615384615385;0.16666666666666666;0.0;0.11764705882352941;0.0;0.0;1.0;0.11764705882352941;0.5;0.26666666666666666;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.16666666666666666;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.13333333333333333;0.15384615384615385;0.11764705882352941;0.0;0.125;0.15384615384615385;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.15384615384615385;0.0
GO:0043161;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.3157894736842105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.125;0.13333333333333333;0.0;0.1;0.0;0.0;0.11764705882352941;1.0;0.26666666666666666;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.13333333333333333;0.3157894736842105;0.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.2222222222222222;0.125;0.4;0.0;0.10526315789473684;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0
GO:0031668;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.36363636363636365;0.2;0.0;0.13333333333333333;0.0;0.0;0.5;0.26666666666666666;1.0;0.46153846153846156;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.4;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.3076923076923077;0.36363636363636365;0.13333333333333333;0.0;0.2857142857142857;0.36363636363636365;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.36363636363636365;0.0
GO:0071481;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.14285714285714285;0.15384615384615385;0.0;0.1111111111111111;0.0;0.0;0.26666666666666666;0.1111111111111111;0.46153846153846156;1.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.15384615384615385;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.25;0.14285714285714285;0.1111111111111111;0.0;0.11764705882352941;0.14285714285714285;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.2857142857142857;0.0
GO:0050680;0.5555555555555556;0.0;0.1111111111111111;0.5333333333333333;0.38095238095238093;0.4444444444444444;0.5714285714285714;0.0;0.4;0.5714285714285714;0.5555555555555556;0.7142857142857143;0.0;0.5;0.125;0.0;0.4444444444444444;0.5555555555555556;0.6153846153846154;0.0;0.5;0.0;0.5555555555555556;0.0;0.0;0.0;0.0;0.0;1.0;0.5882352941176471;0.5714285714285714;0.5555555555555556;0.6666666666666666;0.0;0.7692307692307693;0.0;0.0;0.5714285714285714;0.42105263157894735;0.11764705882352941;0.5263157894736842;0.7142857142857143;0.0;0.125;0.46153846153846156;0.4444444444444444;0.5555555555555556;0.5333333333333333;0.0;0.0;0.5333333333333333;0.125;0.0;0.4444444444444444;0.5;0.625;0.0;0.0;0.5333333333333333;0.5333333333333333;0.0;0.5333333333333333
GO:2000726;0.47619047619047616;0.0;0.47619047619047616;0.4444444444444444;0.3333333333333333;0.47619047619047616;0.5882352941176471;0.0;0.4444444444444444;0.47058823529411764;0.38095238095238093;0.5882352941176471;0.0;0.43478260869565216;0.10526315789473684;0.0;0.38095238095238093;0.38095238095238093;0.5;0.0;0.42105263157894735;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.5882352941176471;1.0;0.47058823529411764;0.47619047619047616;0.4444444444444444;0.0;0.5;0.0;0.0;0.5882352941176471;0.36363636363636365;0.1;0.36363636363636365;0.7058823529411765;0.0;0.10526315789473684;0.375;0.38095238095238093;0.47619047619047616;0.4444444444444444;0.0;0.0;0.5555555555555556;0.10526315789473684;0.0;0.38095238095238093;0.43478260869565216;0.42105263157894735;0.0;0.0;0.4444444444444444;0.5555555555555556;0.0;0.5555555555555556
GO:0010469;0.4444444444444444;0.0;0.1111111111111111;0.8;0.5714285714285714;0.6666666666666666;0.5714285714285714;0.0;0.26666666666666666;0.5714285714285714;0.4444444444444444;0.5714285714285714;0.0;0.4;0.125;0.0;0.4444444444444444;0.6666666666666666;0.15384615384615385;0.0;0.75;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.47058823529411764;1.0;0.4444444444444444;0.26666666666666666;0.0;0.6153846153846154;0.0;0.0;0.5714285714285714;0.21052631578947367;0.11764705882352941;0.21052631578947367;0.2857142857142857;0.0;0.125;0.3076923076923077;0.3333333333333333;0.4444444444444444;0.13333333333333333;0.0;0.0;0.26666666666666666;0.125;0.0;0.2222222222222222;0.6;0.75;0.0;0.0;0.5333333333333333;0.5333333333333333;0.0;0.5333333333333333
GO:0010667;0.7272727272727273;0.0;0.09090909090909091;0.42105263157894735;0.32;0.36363636363636365;0.4444444444444444;0.0;0.3157894736842105;0.4444444444444444;0.45454545454545453;0.5555555555555556;0.0;0.6666666666666666;0.1;0.0;0.36363636363636365;0.7272727272727273;0.47058823529411764;0.0;0.4;0.0;0.45454545454545453;0.0;0.0;0.0;0.0;0.0;0.5555555555555556;0.47619047619047616;0.4444444444444444;1.0;0.5263157894736842;0.0;0.47058823529411764;0.0;0.0;0.4444444444444444;0.34782608695652173;0.09523809523809523;0.43478260869565216;0.5555555555555556;0.0;0.1;0.35294117647058826;0.36363636363636365;0.45454545454545453;0.42105263157894735;0.0;0.0;0.42105263157894735;0.1;0.0;0.36363636363636365;0.4166666666666667;0.5;0.0;0.0;0.7368421052631579;0.42105263157894735;0.0;0.42105263157894735
GO:0030336;0.5263157894736842;0.0;0.10526315789473684;0.5;0.36363636363636365;0.42105263157894735;0.5333333333333333;0.0;0.375;0.5333333333333333;0.42105263157894735;0.6666666666666666;0.0;0.47619047619047616;0.11764705882352941;0.0;0.42105263157894735;0.42105263157894735;0.5714285714285714;0.0;0.47058823529411764;0.0;0.5263157894736842;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.4444444444444444;0.26666666666666666;0.5263157894736842;1.0;0.0;0.5714285714285714;0.0;0.0;0.5333333333333333;0.4;0.1111111111111111;0.5;0.6666666666666666;0.0;0.11764705882352941;0.42857142857142855;0.42105263157894735;0.5263157894736842;0.5;0.0;0.0;0.5;0.11764705882352941;0.0;0.42105263157894735;0.47619047619047616;0.5882352941176471;0.0;0.0;0.5;0.5;0.0;0.5
GO:0016567;0.0;0.0;0.19047619047619047;0.0;0.0;0.0;0.0;0.3157894736842105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.25;0.13333333333333333;0.0;0.1;0.0;0.0;0.11764705882352941;0.5;0.26666666666666666;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.26666666666666666;0.3157894736842105;0.0;0.0;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.2222222222222222;0.25;0.4;0.0;0.21052631578947367;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0
