;GO:0042738;GO:0006342;GO:0045944;GO:0000122;GO:1901837;GO:0097267;GO:0006999;GO:0006518;GO:0000281;GO:0050852;GO:0045618;GO:0060271;GO:0006351;GO:0051260;GO:0000921;GO:0006355;GO:0061408;GO:0006334;GO:0007517;GO:0030217;GO:0006406;GO:0006607;GO:0016485;GO:0071169;GO:0034613
GO:0045618;0.0;0.09523809523809523;0.38095238095238093;0.2857142857142857;0.2727272727272727;0.0;0.0;0.0;0.0;0.1;1.0;0.0;0.0;0.0;0.0;0.3157894736842105;0.34782608695652173;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0060271;0.15384615384615385;0.10526315789473684;0.0;0.0;0.0;0.1111111111111111;0.3076923076923077;0.15384615384615385;0.15384615384615385;0.1111111111111111;0.0;1.0;0.11764705882352941;0.14285714285714285;0.13333333333333333;0.0;0.09523809523809523;0.13333333333333333;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0
GO:0006351;0.125;0.09090909090909091;0.0;0.0;0.0;0.2857142857142857;0.125;0.375;0.125;0.09523809523809523;0.0;0.11764705882352941;1.0;0.11764705882352941;0.1111111111111111;0.0;0.08333333333333333;0.1111111111111111;0.0;0.11764705882352941;0.0;0.0;0.47058823529411764;0.0;0.0
GO:0051260;0.15384615384615385;0.10526315789473684;0.0;0.0;0.0;0.1111111111111111;0.6153846153846154;0.15384615384615385;0.15384615384615385;0.1111111111111111;0.0;0.14285714285714285;0.11764705882352941;1.0;0.13333333333333333;0.0;0.09523809523809523;0.13333333333333333;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0
GO:0000921;0.14285714285714285;0.1;0.0;0.0;0.0;0.10526315789473684;0.5714285714285714;0.14285714285714285;0.14285714285714285;0.10526315789473684;0.0;0.13333333333333333;0.1111111111111111;0.13333333333333333;1.0;0.0;0.09090909090909091;0.125;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.0
GO:0006355;0.0;0.9090909090909091;0.9090909090909091;0.9090909090909091;0.8695652173913043;0.0;0.0;0.0;0.0;0.09523809523809523;0.3157894736842105;0.0;0.0;0.0;0.0;1.0;0.8333333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0061408;0.1;0.15384615384615385;0.9230769230769231;0.8461538461538461;0.7407407407407407;0.08;0.2;0.2;0.2;0.16;0.34782608695652173;0.09523809523809523;0.08333333333333333;0.09523809523809523;0.09090909090909091;0.8333333333333334;1.0;0.18181818181818182;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.0
GO:0006334;0.14285714285714285;0.4;0.0;0.0;0.0;0.10526315789473684;0.42857142857142855;0.14285714285714285;0.14285714285714285;0.10526315789473684;0.0;0.13333333333333333;0.1111111111111111;0.13333333333333333;0.125;0.0;0.18181818181818182;1.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.0
GO:0007517;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0
GO:0030217;0.15384615384615385;0.10526315789473684;0.0;0.0;0.0;0.1111111111111111;0.15384615384615385;0.15384615384615385;0.15384615384615385;0.1111111111111111;0.0;0.14285714285714285;0.11764705882352941;0.14285714285714285;0.13333333333333333;0.0;0.09523809523809523;0.13333333333333333;0.16666666666666666;1.0;0.0;0.0;0.0;0.0;0.0
GO:0006406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.09523809523809523;0.0;0.3157894736842105;0.4
GO:0006607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;1.0;0.0;0.7;0.625
GO:0016485;0.15384615384615385;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.46153846153846156;0.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
GO:0071169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3157894736842105;0.7;0.0;1.0;0.7142857142857143
GO:0034613;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.625;0.0;0.7142857142857143;1.0
