;GO:1902476;GO:0022408;GO:0032570;GO:0051291;GO:0051091;GO:1902910;GO:0007016;GO:0045766;GO:0002159;GO:0050873;GO:0001666;GO:0045893;GO:0006914;GO:0035635;GO:0042307;GO:0000902;GO:0003382;GO:0051260;GO:0090263;GO:0043312;GO:0097186;GO:0071681;GO:0071285;GO:0007416;GO:0032912;GO:0001954;GO:0010628;GO:0048333;GO:0070830;GO:0035987;GO:0070831;GO:0086091;GO:0030334;GO:0072659;GO:0030335;GO:0046718;GO:0031581;GO:0008284;GO:0060901;GO:0048699;GO:0045944;GO:0061436;GO:0043568;GO:0048023;GO:0010838;GO:0045471;GO:0007229;GO:0098911;GO:0032463;GO:0043537;GO:0007043;GO:0038044;GO:0007162;GO:0045995;GO:0007565;GO:0051796;GO:0050982;GO:0043066;GO:0032773;GO:0086073;GO:2000147
GO:0001666;0.0;0.0;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2900544355709107;0.0;0.0;0.0;0.0
GO:0045893;0.0;0.047799631016701725;0.0;0.0;0.15831211565824807;0.12755981097713553;0.036692364793703955;0.11511873865597294;0.0;0.0;0.0;1.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.12755981097713553;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.11511873865597294;0.2298366916985153;0.0;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.12755981097713553;0.047799631016701725;0.0;0.25309998657954436;0.036692364793703955;0.12755981097713553;0.23160877878580344;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.042064647228987374;0.0;0.042064647228987374;0.0;0.047799631016701725;0.17111199477934044;0.0;0.12755981097713553
GO:0006914;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;1.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0035635;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5331580424488743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2612752758275315;0.0;0.0;0.0;0.0;0.0;0.0
GO:0042307;0.0;0.042064647228987374;0.0;0.0;0.11511873865597294;0.45506432991304213;0.036692364793703955;0.11511873865597294;0.0;0.0;0.0;0.11511873865597294;0.0;0.0;1.0;0.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.0;0.0;0.0;0.0;0.042064647228987374;0.19673256925640645;0.0;0.19673256925640645;0.0;0.0;0.11511873865597294;0.042064647228987374;0.0;0.11511873865597294;0.036692364793703955;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.0;0.042064647228987374;0.19673256925640645;0.042064647228987374;0.19673256925640645;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.0;0.042064647228987374;0.11511873865597294;0.0;0.19673256925640645
GO:0000902;0.0;0.0;0.0;0.12408495164008174;0.0;0.0;0.12408495164008174;0.0;0.12408495164008174;0.1890450431733396;0.0;0.0;0.01468324974140624;0.0;0.0;1.0;0.45212785761307406;0.12408495164008174;0.0;0.01468324974140624;0.25905973592202725;0.01468324974140624;0.01468324974140624;0.12408495164008174;0.0;0.0;0.0;0.1890450431733396;0.12408495164008174;0.1890450431733396;0.12408495164008174;0.0;0.0;0.0;0.0;0.0;0.12408495164008174;0.0;0.01468324974140624;0.1890450431733396;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.12408495164008174;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0003382;0.0;0.0;0.0;0.12408495164008174;0.0;0.0;0.12408495164008174;0.0;0.12408495164008174;0.1890450431733396;0.0;0.0;0.01468324974140624;0.0;0.0;0.45212785761307406;1.0;0.12408495164008174;0.0;0.01468324974140624;0.25905973592202725;0.01468324974140624;0.01468324974140624;0.12408495164008174;0.0;0.0;0.0;0.1890450431733396;0.12408495164008174;0.1890450431733396;0.12408495164008174;0.0;0.0;0.0;0.0;0.0;0.12408495164008174;0.0;0.01468324974140624;0.1890450431733396;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.12408495164008174;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051260;0.0;0.0;0.0;0.36833172119918517;0.0;0.0;0.12408495164008174;0.0;0.2041871440868109;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.12408495164008174;0.12408495164008174;1.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.2041871440868109;0.0;0.0;0.0;0.01468324974140624;0.2041871440868109;0.01468324974140624;0.2041871440868109;0.0;0.0;0.0;0.0;0.0;0.2041871440868109;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.2041871440868109;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0090263;0.0;0.047799631016701725;0.0;0.0;0.11511873865597294;0.12755981097713553;0.036692364793703955;0.11511873865597294;0.0;0.0;0.0;0.12755981097713553;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.0;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.12755981097713553;0.047799631016701725;0.0;0.12755981097713553;0.036692364793703955;0.25051392497694763;0.12755981097713553;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.042064647228987374;0.0;0.042064647228987374;0.0;0.047799631016701725;0.11511873865597294;0.0;0.12755981097713553
GO:0043312;0.14698621595948655;0.0;0.0;0.01468324974140624;0.0;0.0;0.13331334997803274;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;1.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.13331334997803274;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.2991519927136402;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0097186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.25905973592202725;0.25905973592202725;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0071681;0.0;0.0;0.3265069239385585;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.11807622278079505;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;1.0;0.2473380912762773;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.4705829239211909;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.11807622278079505;0.0;0.0;0.0;0.0
GO:0071285;0.0;0.0;0.19673256925640645;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.11807622278079505;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.2473380912762773;1.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.19673256925640645;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.11807622278079505;0.0;0.0;0.0;0.0
GO:0007416;0.0;0.0;0.0;0.2041871440868109;0.0;0.0;0.12408495164008174;0.0;0.2041871440868109;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.12408495164008174;0.12408495164008174;0.2041871440868109;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;1.0;0.0;0.0;0.0;0.01468324974140624;0.2041871440868109;0.01468324974140624;0.2041871440868109;0.0;0.0;0.0;0.0;0.0;0.2041871440868109;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.2041871440868109;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0032912;0.0;0.12804570306913615;0.0;0.0;0.042064647228987374;0.042064647228987374;0.036692364793703955;0.18922943134840794;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;1.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.0;0.18922943134840794;0.042064647228987374;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.18922943134840794;0.0;0.042064647228987374;0.036692364793703955;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.18922943134840794;0.12804570306913615;0.2868411840981557;0.0;0.0;0.12804570306913615;0.18922943134840794;0.0;0.2868411840981557;0.0;0.12804570306913615;0.042064647228987374;0.0;0.042064647228987374
GO:0001954;0.0;0.340893655699179;0.0;0.0;0.11511873865597294;0.11511873865597294;0.036692364793703955;0.11511873865597294;0.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;1.0;0.11511873865597294;0.0;0.0;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.11511873865597294;0.0;0.0;0.11511873865597294;0.042064647228987374;0.0;0.11511873865597294;0.036692364793703955;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.0;0.340893655699179;0.042064647228987374;0.0;0.042064647228987374;0.0;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294
GO:0010628;0.0;0.042064647228987374;0.0;0.0;0.1356691921375081;0.11511873865597294;0.036692364793703955;0.11511873865597294;0.0;0.0;0.0;0.2298366916985153;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.11511873865597294;1.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.11511873865597294;0.0;0.0;0.11511873865597294;0.042064647228987374;0.0;0.2298366916985153;0.036692364793703955;0.11511873865597294;0.17111199477934044;0.11511873865597294;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.0;0.042064647228987374;0.17111199477934044;0.0;0.11511873865597294
GO:0048333;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.22804082589224092;0.0;0.0;0.01468324974140624;0.0;0.0;0.1890450431733396;0.1890450431733396;0.01468324974140624;0.0;0.01468324974140624;0.1302612429746404;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;1.0;0.01468324974140624;0.22804082589224092;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.22804082589224092;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0070830;0.0;0.0;0.0;0.2041871440868109;0.0;0.0;0.12408495164008174;0.0;0.5279650442873715;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.12408495164008174;0.12408495164008174;0.2041871440868109;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.2041871440868109;0.0;0.0;0.0;0.01468324974140624;1.0;0.01468324974140624;0.2041871440868109;0.0;0.0;0.0;0.0;0.0;0.4809107501384471;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.5279650442873715;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0035987;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.22804082589224092;0.0;0.0;0.01468324974140624;0.0;0.0;0.1890450431733396;0.1890450431733396;0.01468324974140624;0.0;0.01468324974140624;0.1302612429746404;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.22804082589224092;0.01468324974140624;1.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.22804082589224092;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0070831;0.0;0.0;0.0;0.2041871440868109;0.0;0.0;0.12408495164008174;0.0;0.2041871440868109;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.12408495164008174;0.12408495164008174;0.2041871440868109;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.2041871440868109;0.0;0.0;0.0;0.01468324974140624;0.2041871440868109;0.01468324974140624;1.0;0.0;0.0;0.0;0.0;0.0;0.2041871440868109;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.2041871440868109;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0086091;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.042064647228987374;0.16702085169111647;0.18922943134840794;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.18922943134840794;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.0;1.0;0.042064647228987374;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.18922943134840794;0.0;0.042064647228987374;0.16702085169111647;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.4606771147109871;0.042064647228987374;0.18922943134840794;0.0;0.0;0.042064647228987374;0.18922943134840794;0.1642658631441654;0.18922943134840794;0.0;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374
GO:0030334;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.19673256925640645;0.036692364793703955;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.19673256925640645;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.0;0.042064647228987374;1.0;0.0;0.3203394775822981;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.30516365210275054;0.047799631016701725;0.3203394775822981;0.0;0.0;0.047799631016701725;0.042064647228987374;0.0;0.042064647228987374;0.0;0.047799631016701725;0.042064647228987374;0.0;0.3137717280492623
GO:0072659;0.13331334997803274;0.0;0.0;0.0;0.0;0.0;0.13331334997803274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13331334997803274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2288532216884073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0030335;0.0;0.047799631016701725;0.0;0.0;0.11511873865597294;0.19673256925640645;0.036692364793703955;0.11511873865597294;0.0;0.0;0.0;0.12755981097713553;0.0;0.0;0.19673256925640645;0.0;0.0;0.0;0.12755981097713553;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.0;0.0;0.0;0.0;0.042064647228987374;0.3203394775822981;0.0;1.0;0.0;0.0;0.12755981097713553;0.047799631016701725;0.0;0.12755981097713553;0.036692364793703955;0.12755981097713553;0.12755981097713553;0.12755981097713553;0.0;0.047799631016701725;0.30516365210275054;0.047799631016701725;0.3203394775822981;0.0;0.0;0.047799631016701725;0.042064647228987374;0.0;0.042064647228987374;0.0;0.047799631016701725;0.11511873865597294;0.0;0.37135287185854365
GO:0046718;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5331580424488743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2612752758275315;0.0;0.0;0.0;0.0;0.0;0.0
