;GO:0007050;GO:0006482;GO:0008285;GO:0044795;GO:0006886;GO:0043687;GO:0030866;GO:0032869;GO:0072583;GO:0016191;GO:0031658;GO:0000086;GO:0032802;GO:0097368;GO:0030308;GO:0048268;GO:0000082;GO:0010737;GO:0098815;GO:0060071;GO:0030100;GO:0019886;GO:0048709;GO:1902463;GO:0032482;GO:1900244;GO:0006897;GO:0032515;GO:0048013;GO:0035767;GO:0070830;GO:0032456;GO:0072659;GO:0016567
GO:0031658;0.625;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5;0.0;0.0;0.25;0.25;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.23076923076923078;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000086;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.2;0.0;0.0;0.0;0.0;1.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111
GO:0032802;0.14285714285714285;0.4444444444444444;0.0;0.0;0.0;0.5;0.1111111111111111;0.08333333333333333;0.0;0.0;0.0;0.14285714285714285;1.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.0;0.0;0.4
GO:0097368;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.2;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111
GO:0030308;0.5714285714285714;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.375;0.375;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000082;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.2;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111
GO:0010737;0.0;0.0;0.375;0.0;0.0;0.14285714285714285;0.2;0.0;0.0;0.0;0.25;0.0;0.14285714285714285;0.0;0.375;0.0;0.0;1.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111
GO:0098815;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.375;0.0;0.0;0.0;1.0;0.0;0.375;0.0;0.0;0.0;0.0;0.3;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
GO:0060071;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.2;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111
GO:0030100;0.375;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.375;0.375;0.0;1.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0
GO:0019886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048709;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.2;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111
GO:1902463;0.0;0.0;0.0;0.3333333333333333;0.5;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.3333333333333333;0.5714285714285714;0.0
GO:0032482;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.2;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111
GO:1900244;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23076923076923078;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.3;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;1.0;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006897;0.0;0.0;0.0;0.5714285714285714;0.42857142857142855;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.1;0.0
GO:0032515;0.36363636363636365;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.1;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.23076923076923078;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048013;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.2;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.1111111111111111
GO:0035767;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.2;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.1111111111111111
GO:0070830;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.2;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.1111111111111111
GO:0032456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;1.0;0.2857142857142857;0.0
GO:0072659;0.0;0.0;0.0;0.2857142857142857;0.42857142857142855;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.2857142857142857;1.0;0.0
GO:0016567;0.1111111111111111;0.5;0.0;0.0;0.0;0.5555555555555556;0.09090909090909091;0.07142857142857142;0.0;0.0;0.0;0.1111111111111111;0.4;0.1111111111111111;0.0;0.0;0.1111111111111111;0.1111111111111111;0.0;0.1111111111111111;0.0;0.0;0.1111111111111111;0.0;0.1111111111111111;0.0;0.0;0.0;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.0;0.0;1.0
