;GO:0007050;GO:0006482;GO:0008285;GO:0044795;GO:0006886;GO:0043687;GO:0030866;GO:0032869;GO:0072583;GO:0016191;GO:0031658;GO:0000086;GO:0032802;GO:0097368;GO:0030308;GO:0048268;GO:0000082;GO:0010737;GO:0098815;GO:0060071;GO:0030100;GO:0019886;GO:0048709;GO:1902463;GO:0032482;GO:1900244;GO:0006897;GO:0032515;GO:0048013;GO:0035767;GO:0070830;GO:0032456;GO:0072659;GO:0016567
GO:0000082;0.15384615384615385;0.13333333333333333;0.0;0.0;0.0;0.2857142857142857;0.3076923076923077;0.13333333333333333;0.0;0.125;0.0;0.16666666666666666;0.2857142857142857;0.15384615384615385;0.0;0.15384615384615385;1.0;0.15384615384615385;0.0;0.125;0.0;0.0;0.16666666666666666;0.0;0.13333333333333333;0.0;0.0;0.0;0.13333333333333333;0.13333333333333333;0.15384615384615385;0.0;0.0;0.25
GO:0010737;0.14285714285714285;0.125;0.6153846153846154;0.0;0.0;0.26666666666666666;0.2857142857142857;0.125;0.0;0.11764705882352941;0.38095238095238093;0.15384615384615385;0.26666666666666666;0.14285714285714285;0.5714285714285714;0.14285714285714285;0.15384615384615385;1.0;0.13333333333333333;0.11764705882352941;0.5714285714285714;0.0;0.15384615384615385;0.0;0.125;0.125;0.0;0.1111111111111111;0.125;0.125;0.14285714285714285;0.0;0.0;0.23529411764705882
GO:0098815;0.13333333333333333;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.5333333333333333;0.0;0.0;0.13333333333333333;1.0;0.1111111111111111;0.5333333333333333;0.0;0.0;0.0;0.11764705882352941;0.47058823529411764;0.0;0.21052631578947367;0.11764705882352941;0.0;0.0;0.0;0.0;0.0
GO:0060071;0.11764705882352941;0.10526315789473684;0.125;0.0;0.0;0.2222222222222222;0.23529411764705882;0.10526315789473684;0.0;0.1;0.08333333333333333;0.125;0.2222222222222222;0.11764705882352941;0.11764705882352941;0.11764705882352941;0.125;0.11764705882352941;0.1111111111111111;1.0;0.11764705882352941;0.0;0.125;0.0;0.10526315789473684;0.10526315789473684;0.0;0.09523809523809523;0.10526315789473684;0.10526315789473684;0.11764705882352941;0.0;0.0;0.2
GO:0030100;0.5714285714285714;0.0;0.6153846153846154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38095238095238093;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.5714285714285714;0.5333333333333333;0.11764705882352941;1.0;0.0;0.0;0.0;0.125;0.875;0.0;0.4444444444444444;0.125;0.0;0.0;0.0;0.0;0.0
GO:0019886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048709;0.15384615384615385;0.13333333333333333;0.0;0.0;0.0;0.2857142857142857;0.3076923076923077;0.13333333333333333;0.0;0.125;0.0;0.16666666666666666;0.2857142857142857;0.15384615384615385;0.0;0.15384615384615385;0.16666666666666666;0.15384615384615385;0.0;0.125;0.0;0.0;1.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.13333333333333333;0.13333333333333333;0.15384615384615385;0.0;0.0;0.25
GO:1902463;0.0;0.0;0.0;0.46153846153846156;0.5333333333333333;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.46153846153846156;0.7692307692307693;0.0
GO:0032482;0.125;0.1111111111111111;0.13333333333333333;0.0;0.0;0.23529411764705882;0.25;0.1111111111111111;0.0;0.10526315789473684;0.08695652173913043;0.13333333333333333;0.23529411764705882;0.125;0.125;0.125;0.13333333333333333;0.125;0.11764705882352941;0.10526315789473684;0.125;0.0;0.13333333333333333;0.0;1.0;0.1111111111111111;0.0;0.1;0.1111111111111111;0.1111111111111111;0.125;0.0;0.0;0.21052631578947367
GO:1900244;0.125;0.0;0.5333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34782608695652173;0.0;0.0;0.0;0.625;0.0;0.0;0.125;0.47058823529411764;0.10526315789473684;0.875;0.0;0.0;0.0;0.1111111111111111;1.0;0.0;0.4;0.1111111111111111;0.0;0.0;0.0;0.0;0.0
GO:0006897;0.0;0.0;0.0;0.7692307692307693;0.5333333333333333;0.0;0.0;0.0;0.8571428571428571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.7692307692307693;0.3076923076923077;0.0
GO:0032515;0.5555555555555556;0.0;0.5882352941176471;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.72;0.0;0.0;0.0;0.5555555555555556;0.0;0.0;0.1111111111111111;0.21052631578947367;0.09523809523809523;0.4444444444444444;0.0;0.0;0.0;0.1;0.4;0.0;1.0;0.1;0.0;0.0;0.0;0.0;0.0
GO:0048013;0.125;0.1111111111111111;0.13333333333333333;0.0;0.0;0.23529411764705882;0.25;0.1111111111111111;0.0;0.10526315789473684;0.08695652173913043;0.13333333333333333;0.23529411764705882;0.125;0.125;0.125;0.13333333333333333;0.125;0.11764705882352941;0.10526315789473684;0.125;0.0;0.13333333333333333;0.0;0.1111111111111111;0.1111111111111111;0.0;0.1;1.0;0.1111111111111111;0.125;0.0;0.0;0.21052631578947367
GO:0035767;0.125;0.1111111111111111;0.0;0.0;0.0;0.23529411764705882;0.25;0.1111111111111111;0.0;0.10526315789473684;0.0;0.13333333333333333;0.23529411764705882;0.125;0.0;0.125;0.13333333333333333;0.125;0.0;0.10526315789473684;0.0;0.0;0.13333333333333333;0.0;0.1111111111111111;0.0;0.0;0.0;0.1111111111111111;1.0;0.125;0.0;0.0;0.21052631578947367
GO:0070830;0.14285714285714285;0.125;0.0;0.0;0.0;0.26666666666666666;0.2857142857142857;0.125;0.0;0.11764705882352941;0.0;0.15384615384615385;0.26666666666666666;0.14285714285714285;0.0;0.14285714285714285;0.15384615384615385;0.14285714285714285;0.0;0.11764705882352941;0.0;0.0;0.15384615384615385;0.0;0.125;0.0;0.0;0.0;0.125;0.125;1.0;0.0;0.0;0.23529411764705882
GO:0032456;0.0;0.0;0.0;0.14285714285714285;0.125;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46153846153846156;0.0;0.0;0.7692307692307693;0.0;0.0;0.0;0.0;1.0;0.42857142857142855;0.0
GO:0072659;0.0;0.0;0.0;0.42857142857142855;0.5;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7692307692307693;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.42857142857142855;1.0;0.0
GO:0016567;0.23529411764705882;0.7368421052631579;0.0;0.0;0.0;0.7777777777777778;0.23529411764705882;0.21052631578947367;0.0;0.1;0.0;0.25;0.6666666666666666;0.23529411764705882;0.0;0.11764705882352941;0.25;0.23529411764705882;0.0;0.2;0.0;0.0;0.25;0.0;0.21052631578947367;0.0;0.0;0.0;0.21052631578947367;0.21052631578947367;0.23529411764705882;0.0;0.0;1.0
