;GO:0055012;GO:0015031;GO:0006366;GO:0043388;GO:0051091;GO:0006006;GO:0003257;GO:0001666;GO:0010812;GO:0045893;GO:0045010;GO:0010459;GO:0033574;GO:0034504;GO:0070208;GO:0007186;GO:0031032;GO:0086004;GO:0090263;GO:0051260;GO:1900222;GO:0038063;GO:0042542;GO:0001560;GO:1904706;GO:1901877;GO:0045736;GO:0043434;GO:0060314;GO:2000727;GO:0071560;GO:0007219;GO:0048251;GO:0045661;GO:2000724;GO:0051694;GO:0010628;GO:0071364;GO:0032355;GO:2000721;GO:0010667;GO:0086092;GO:2001015;GO:0030335;GO:1902081;GO:1904753;GO:0008284;GO:0035065;GO:0060065;GO:0051591;GO:0001570;GO:0048739;GO:0045109;GO:0045987;GO:0000122;GO:0010718;GO:0071230;GO:0032868;GO:0006816;GO:0001649;GO:0019388;GO:0030241;GO:0071356;GO:0010832;GO:0050776;GO:0030049;GO:0086023;GO:0044344;GO:0051480;GO:1901895;GO:0030239;GO:0071260;GO:0005978;GO:1902618;GO:0071300;GO:2000587;GO:0031960;GO:0050900;GO:0030199;GO:0010881;GO:0035886;GO:0030511;GO:0071306
GO:0045010;0.8;0.0;0.8;0.48300749985576874;0.5356143810225276;0.0;0.8;0.0;0.48300749985576874;0.4;1.0;0.5356143810225276;0.0;0.0;0.8;0.8;0.6000000000000001;0.43852901558847923;0.4;0.8;0.48300749985576874;0.8;0.0;0.8;0.4;0.48300749985576874;0.43852901558847923;0.0;0.4;0.43852901558847923;0.5356143810225276;0.8;0.8;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.0;0.8;0.3081136762725405;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.5356143810225276;0.4;0.0;0.0;0.8;0.8;0.6830074998557688;0.43852901558847923;0.3660149997115376;0.48300749985576874;0.5356143810225276;0.0;0.0;0.8;0.0;0.8;0.48300749985576874;0.3660149997115376;0.5356143810225276;0.8;0.8;0.5356143810225276;0.4;0.4;0.8;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.4;0.0;0.8;0.6830074998557688;0.8;0.8;0.48300749985576874;0.5356143810225276
GO:0010459;0.0;0.0;0.0;0.43852901558847923;0.48300749985576874;0.0;0.5356143810225276;0.0;0.43852901558847923;0.3660149997115376;0.5356143810225276;1.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.6000000000000001;0.3660149997115376;0.0;0.6000000000000001;0.5356143810225276;0.0;0.5356143810225276;0.4;0.43852901558847923;0.43852901558847923;0.0;0.5356143810225276;0.43852901558847923;0.0;0.5356143810225276;0.0;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.4;0.0;0.0;0.5356143810225276;0.3081136762725405;0.6000000000000001;0.43852901558847923;0.4;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.3660149997115376;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.48300749985576874;0.0;0.5356143810225276;0.0;0.3356143810225276;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.5356143810225276;0.0;0.4;0.0
GO:0033574;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.6830074998557688;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.6830074998557688;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.6830074998557688
GO:0034504;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0070208;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;1.0;0.8;0.5356143810225276;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.8;0.8;0.0;0.0;0.3660149997115376;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.6000000000000001;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.8;0.0;0.8;0.43852901558847923;0.0;0.0;0.8;0.8;0.5356143810225276;0.3660149997115376;0.0;0.8;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.0;0.8;0.6000000000000001;0.8;0.8;0.0;0.48300749985576874
GO:0007186;0.8;0.0;0.8;0.48300749985576874;0.5356143810225276;0.0;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.5356143810225276;0.0;0.0;0.8;1.0;0.6000000000000001;0.5356143810225276;0.43852901558847923;0.8;0.48300749985576874;0.8;0.0;0.8;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.0;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.8;0.8;0.6000000000000001;0.48300749985576874;0.4;0.43852901558847923;0.5356143810225276;0.0;0.8;0.3660149997115376;0.5356143810225276;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.4;0.6000000000000001;0.43852901558847923;0.0;0.0;0.8;0.8;0.6000000000000001;0.43852901558847923;0.4;0.5356143810225276;0.5356143810225276;0.0;0.0;0.8;0.0;0.8;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.8;0.8;0.5356143810225276;0.4;0.4;0.8;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.0;0.8;0.6000000000000001;0.8;0.8;0.5356143810225276;0.5356143810225276
GO:0031032;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.5356143810225276;0.6000000000000001;1.0;0.0;0.0;0.5356143810225276;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6000000000000001;0.5356143810225276;0.0;0.0;0.3081136762725405;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.6000000000000001;0.6000000000000001;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.5356143810225276;0.0;0.8;0.4;0.0;0.0;0.5356143810225276;0.6000000000000001;0.4;0.3356143810225276;0.0;1.0;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.0;0.0;0.5356143810225276;0.48300749985576874;0.6000000000000001;0.5356143810225276;0.0;0.43852901558847923
GO:0086004;0.0;0.0;0.0;0.3660149997115376;0.48300749985576874;0.0;0.43852901558847923;0.0;0.48300749985576874;0.4;0.43852901558847923;0.6000000000000001;0.0;0.0;0.0;0.5356143810225276;0.0;1.0;0.4;0.0;0.43852901558847923;0.43852901558847923;0.0;0.48300749985576874;0.43852901558847923;0.3660149997115376;0.48300749985576874;0.0;0.4;0.43852901558847923;0.0;0.48300749985576874;0.0;0.5356143810225276;0.43852901558847923;0.3660149997115376;0.4;0.0;0.0;0.43852901558847923;0.3356143810225276;0.6000000000000001;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.4;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.3660149997115376;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.48300749985576874;0.0;0.43852901558847923;0.0;0.23852901558847928;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.6830074998557688;0.0;0.48300749985576874;0.0
GO:0090263;0.0;0.0;0.0;0.3356143810225276;0.5356143810225276;0.0;0.4;0.0;0.4;0.4;0.4;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.0;0.4;1.0;0.0;0.4;0.4;0.0;0.4;0.3660149997115376;0.3356143810225276;0.4;0.0;0.48300749985576874;0.43852901558847923;0.0;0.4;0.0;0.43852901558847923;0.43852901558847923;0.3081136762725405;0.43852901558847923;0.0;0.0;0.4;0.2830074998557688;0.3660149997115376;0.4;0.43852901558847923;0.3660149997115376;0.3081136762725405;0.5356143810225276;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.3081136762725405;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.5356143810225276;0.0;0.4;0.0;0.21862188087829626;0.3081136762725405;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.4;0.0;0.6000000000000001;0.0
GO:0051260;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.8;0.5356143810225276;0.0;0.0;1.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.8;0.8;0.0;0.0;0.3660149997115376;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.6000000000000001;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.8;0.0;0.8;0.43852901558847923;0.0;0.0;0.8;0.8;0.5356143810225276;0.3660149997115376;0.0;0.8;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.0;0.8;0.6000000000000001;0.8;0.8;0.0;0.48300749985576874
GO:1900222;0.0;0.0;0.0;0.4;0.5356143810225276;0.0;0.48300749985576874;0.0;0.5356143810225276;0.4;0.48300749985576874;0.6000000000000001;0.0;0.0;0.0;0.48300749985576874;0.0;0.43852901558847923;0.4;0.0;1.0;0.48300749985576874;0.0;0.48300749985576874;0.48300749985576874;0.4;0.5356143810225276;0.0;0.4;0.5356143810225276;0.0;0.48300749985576874;0.0;0.48300749985576874;0.5356143810225276;0.4;0.43852901558847923;0.0;0.0;0.48300749985576874;0.3660149997115376;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.43852901558847923;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.5356143810225276;0.0;0.48300749985576874;0.0;0.2599120563717816;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.0;0.43852901558847923;0.0
GO:0038063;0.8;0.0;0.8;0.48300749985576874;0.5356143810225276;0.0;0.8;0.0;0.48300749985576874;0.4;0.8;0.5356143810225276;0.0;0.0;0.8;0.8;0.6000000000000001;0.43852901558847923;0.4;0.8;0.48300749985576874;1.0;0.0;0.8;0.4;0.48300749985576874;0.43852901558847923;0.0;0.4;0.43852901558847923;0.5356143810225276;0.8;0.8;0.48300749985576874;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.5356143810225276;0.0;0.8;0.3081136762725405;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.48300749985576874;0.3660149997115376;0.0;0.0;0.8;0.8;0.6000000000000001;0.43852901558847923;0.3660149997115376;0.48300749985576874;0.5356143810225276;0.0;0.0;0.8;0.0;0.8;0.48300749985576874;0.3660149997115376;0.5356143810225276;0.8;0.8;0.5356143810225276;0.4;0.4;0.8;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.4;0.0;0.8;0.6000000000000001;0.8;0.8;0.43852901558847923;0.5356143810225276
GO:0042542;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.5356143810225276;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.0;0.6830074998557688;0.6000000000000001;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.6000000000000001
GO:0001560;0.0;0.0;0.0;0.48300749985576874;0.5356143810225276;0.0;0.8;0.0;0.48300749985576874;0.4;0.8;0.5356143810225276;0.0;0.0;0.0;0.8;0.0;0.48300749985576874;0.4;0.0;0.48300749985576874;0.8;0.0;1.0;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.4;0.43852901558847923;0.0;0.8;0.0;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.0;0.8;0.3356143810225276;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.5356143810225276;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.3660149997115376;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.5356143810225276;0.0;0.8;0.0;0.3660149997115376;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.8;0.0;0.48300749985576874;0.0
GO:1904706;0.0;0.0;0.0;0.3356143810225276;0.43852901558847923;0.0;0.4;0.0;0.5356143810225276;0.3660149997115376;0.4;0.4;0.0;0.0;0.0;0.48300749985576874;0.0;0.43852901558847923;0.3660149997115376;0.0;0.48300749985576874;0.4;0.0;0.43852901558847923;1.0;0.3356143810225276;0.5356143810225276;0.0;0.3660149997115376;0.4;0.0;0.43852901558847923;0.0;0.48300749985576874;0.4;0.4;0.3660149997115376;0.0;0.0;0.4;0.3660149997115376;0.3660149997115376;0.5356143810225276;0.4;0.43852901558847923;0.4;0.6000000000000001;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.4;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.4;0.0;0.21862188087829626;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.4;0.0;0.43852901558847923;0.0
GO:1901877;0.0;0.0;0.0;0.6000000000000001;0.5356143810225276;0.0;0.48300749985576874;0.0;0.4;0.3356143810225276;0.48300749985576874;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.3356143810225276;0.0;0.4;0.48300749985576874;0.0;0.48300749985576874;0.3356143810225276;1.0;0.4;0.0;0.4;0.3660149997115376;0.0;0.48300749985576874;0.0;0.4;0.3660149997115376;0.2830074998557688;0.3660149997115376;0.0;0.0;0.48300749985576874;0.2599120563717816;0.43852901558847923;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.3081136762725405;0.4;0.3081136762725405;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.3081136762725405;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3081136762725405;0.43852901558847923;0.0;0.48300749985576874;0.0;0.2599120563717816;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0
GO:0045736;0.0;0.0;0.0;0.3660149997115376;0.48300749985576874;0.0;0.43852901558847923;0.0;0.6000000000000001;0.4;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.5356143810225276;0.0;0.48300749985576874;0.4;0.0;0.5356143810225276;0.43852901558847923;0.0;0.48300749985576874;0.5356143810225276;0.4;1.0;0.0;0.4;0.43852901558847923;0.0;0.48300749985576874;0.0;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.4;0.0;0.0;0.43852901558847923;0.4;0.4;0.6000000000000001;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.4;0.43852901558847923;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.43852901558847923;0.0;0.23852901558847928;0.4;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.0
