;GO:0036158;GO:0034695;GO:0090114;GO:2000360;GO:0008285;GO:0033087;GO:0008543;GO:0090110;GO:0044458;GO:0006886;GO:0061512;GO:0030326;GO:0045471;GO:0018230;GO:0070126;GO:2000354;GO:0070125;GO:0033574;GO:2001223;GO:0030049;GO:0007186;GO:0006032;GO:0006470;GO:0051260;GO:0045214;GO:0007565;GO:0060539;GO:0006612;GO:0006412;GO:0007517;GO:0030238;GO:0006888;GO:0043066;GO:0046034;GO:0031960;GO:1990637;GO:0035725;GO:0032496;GO:0010469;GO:0036159;GO:0035721
GO:0061512;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.2777777777777778;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31818181818181823;0.0;0.0;0.0;0.2142857142857143;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.0;0.0;0.1428571428571429
GO:0030326;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.19999999999999996;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045471;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.3571428571428571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.33333333333333337;0.0;0.3571428571428571;0.0;0.0;0.0
GO:0018230;0.0714285714285714;0.0;0.0714285714285714;0.0;0.0;0.0;0.0714285714285714;0.05714285714285716;0.0625;0.0;0.0;0.0;0.0;1.0;0.0714285714285714;0.0;0.2592592592592593;0.0;0.0;0.07692307692307687;0.07999999999999996;0.21621621621621623;0.625;0.07407407407407407;0.0714285714285714;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0714285714285714;0.05714285714285716
GO:0070126;0.3846153846153846;0.0;0.2857142857142857;0.0;0.0;0.0;0.125;0.25;0.2222222222222222;0.0;0.0;0.0;0.0;0.0714285714285714;1.0;0.0;0.09999999999999998;0.0;0.0;0.1428571428571429;0.15384615384615385;0.06451612903225812;0.07999999999999996;0.41666666666666663;0.2857142857142857;0.0;0.0;0.0;0.06451612903225812;0.0;0.0;0.0;0.0;0.04761904761904767;0.0;0.0;0.0;0.0;0.0;0.3846153846153846;0.08695652173913049
GO:2000354;0.0;0.0;0.0;0.2222222222222222;0.23076923076923073;0.07692307692307687;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.1875;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17647058823529416;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0
GO:0070125;0.09999999999999998;0.0;0.09999999999999998;0.0;0.0;0.0;0.09999999999999998;0.07407407407407407;0.08333333333333337;0.0;0.0;0.0;0.0;0.2592592592592593;0.09999999999999998;0.0;1.0;0.0;0.0;0.11111111111111116;0.11764705882352944;0.19354838709677424;0.29166666666666663;0.10526315789473684;0.09999999999999998;0.0;0.0;0.0;0.48;0.0;0.0;0.0;0.0;0.11627906976744184;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.07407407407407407
GO:0033574;0.0;0.6428571428571428;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3571428571428571;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7272727272727273;0.5;0.0;0.4285714285714286;0.0;0.0;0.0
GO:2001223;0.0;0.0;0.0;0.16666666666666663;0.19999999999999996;0.1071428571428571;0.11764705882352944;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1875;0.0;0.0;1.0;0.0;0.12903225806451613;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17647058823529416;0.0;0.0;0.0;0.0;0.0;0.11764705882352944;0.0;0.0
GO:0030049;0.1428571428571429;0.0;0.1428571428571429;0.0;0.0;0.0;0.1428571428571429;0.09523809523809523;0.11111111111111116;0.0;0.0;0.0;0.0;0.07692307692307687;0.1428571428571429;0.0;0.11111111111111116;0.0;0.0;1.0;0.18181818181818177;0.06896551724137934;0.08695652173913049;0.15384615384615385;0.23076923076923073;0.0;0.0;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.050000000000000044;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.15000000000000002
GO:0007186;0.15384615384615385;0.0;0.15384615384615385;0.2666666666666667;0.4444444444444444;0.11428571428571432;0.6666666666666667;0.09999999999999998;0.11764705882352944;0.0;0.0;0.0;0.0;0.07999999999999996;0.15384615384615385;0.25;0.11764705882352944;0.0;0.12903225806451613;0.18181818181818177;1.0;0.0714285714285714;0.09090909090909094;0.16666666666666663;0.15384615384615385;0.0;0.0;0.0;0.0714285714285714;0.0;0.0;0.0;0.3076923076923077;0.05128205128205132;0.0;0.0;0.0;0.0;0.36363636363636365;0.15384615384615385;0.09999999999999998
GO:0006032;0.06451612903225812;0.0;0.06451612903225812;0.0;0.0;0.0;0.06451612903225812;0.052631578947368474;0.05714285714285716;0.0;0.0;0.0;0.0;0.21621621621621623;0.06451612903225812;0.0;0.19354838709677424;0.0;0.0;0.06896551724137934;0.0714285714285714;1.0;0.23529411764705888;0.06666666666666665;0.06451612903225812;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.18000000000000005;0.0;0.0;0.0;0.0;0.0;0.06451612903225812;0.052631578947368474
GO:0006470;0.07999999999999996;0.0;0.07999999999999996;0.0;0.0;0.0;0.07999999999999996;0.0625;0.06896551724137934;0.0;0.0;0.0;0.0;0.625;0.07999999999999996;0.0;0.29166666666666663;0.0;0.0;0.08695652173913049;0.09090909090909094;0.23529411764705888;1.0;0.08333333333333337;0.07999999999999996;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.2325581395348837;0.0;0.0;0.0;0.0;0.0;0.07999999999999996;0.0625
GO:0051260;0.7;0.0;0.3076923076923077;0.0;0.0;0.0;0.1333333333333333;0.4117647058823529;0.3125;0.0;0.0;0.0;0.0;0.07407407407407407;0.41666666666666663;0.0;0.10526315789473684;0.0;0.0;0.15384615384615385;0.16666666666666663;0.06666666666666665;0.08333333333333337;1.0;0.3076923076923077;0.0;0.0;0.0;0.06666666666666665;0.0;0.0;0.0;0.0;0.04878048780487809;0.0;0.0;0.0;0.0;0.0;0.7;0.09090909090909094
GO:0045214;0.2857142857142857;0.0;0.3846153846153846;0.0;0.0;0.0;0.125;0.19047619047619047;0.2941176470588235;0.0;0.0;0.0;0.0;0.0714285714285714;0.2857142857142857;0.0;0.09999999999999998;0.0;0.0;0.23076923076923073;0.15384615384615385;0.06451612903225812;0.07999999999999996;0.3076923076923077;1.0;0.0;0.0;0.0;0.06451612903225812;0.0;0.0;0.0;0.0;0.04761904761904767;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.08695652173913049
GO:0007565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0060539;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.7142857142857143;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006612;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23333333333333328;0.0;0.7142857142857143;0.31818181818181823;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.12903225806451613;0.0;0.0;0.0;0.23333333333333328
GO:0006412;0.06451612903225812;0.0;0.06451612903225812;0.0;0.0;0.0;0.06451612903225812;0.052631578947368474;0.05714285714285716;0.0;0.0;0.0;0.0;0.36363636363636365;0.06451612903225812;0.0;0.48;0.0;0.0;0.06896551724137934;0.0714285714285714;0.19999999999999996;0.4;0.06666666666666665;0.06451612903225812;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.18000000000000005;0.0;0.0;0.0;0.0;0.0;0.06451612903225812;0.052631578947368474
GO:0007517;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;1.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0030238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.19999999999999996;0.0;0.0;0.25;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38888888888888884;0.0;0.4117647058823529;0.2142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30434782608695654;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.38888888888888884
GO:0043066;0.0;0.0;0.0;0.33333333333333337;0.5;0.1578947368421053;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17647058823529416;0.0;0.0;0.17647058823529416;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0
GO:0046034;0.04761904761904767;0.0;0.04761904761904767;0.0;0.0;0.0;0.04761904761904767;0.04081632653061229;0.04347826086956519;0.0;0.0;0.0;0.0;0.16666666666666663;0.04761904761904767;0.0;0.11627906976744184;0.0;0.0;0.050000000000000044;0.05128205128205132;0.18000000000000005;0.2325581395348837;0.04878048780487809;0.04761904761904767;0.0;0.0;0.0;0.18000000000000005;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.04761904761904767;0.04081632653061229
GO:0031960;0.0;0.4666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.7272727272727273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.4285714285714286;0.0;0.3571428571428571;0.0;0.0;0.0
GO:1990637;0.0;0.4117647058823529;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33333333333333337;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4285714285714286;1.0;0.0;0.3125;0.0;0.0;0.0
GO:0035725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.16000000000000003;0.09999999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12903225806451613;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.15384615384615385
GO:0032496;0.0;0.3529411764705882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3571428571428571;0.0;0.0;0.0;0.0;0.4285714285714286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3571428571428571;0.3125;0.0;1.0;0.0;0.0;0.0
GO:0010469;0.0;0.0;0.0;0.2222222222222222;0.33333333333333337;0.10526315789473684;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.11764705882352944;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
GO:0036159;1.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.125;0.47058823529411764;0.2941176470588235;0.0;0.0;0.0;0.0;0.0714285714285714;0.3846153846153846;0.0;0.09999999999999998;0.0;0.0;0.1428571428571429;0.15384615384615385;0.06451612903225812;0.07999999999999996;0.7;0.2857142857142857;0.0;0.0;0.0;0.06451612903225812;0.0;0.0;0.0;0.0;0.04761904761904767;0.0;0.0;0.0;0.0;0.0;1.0;0.08695652173913049
GO:0035721;0.08695652173913049;0.0;0.08695652173913049;0.0;0.0;0.0;0.08695652173913049;0.33333333333333337;0.07407407407407407;0.29166666666666663;0.1428571428571429;0.0;0.0;0.05714285714285716;0.08695652173913049;0.0;0.07407407407407407;0.0;0.0;0.15000000000000002;0.09999999999999998;0.052631578947368474;0.0625;0.09090909090909094;0.08695652173913049;0.0;0.0;0.23333333333333328;0.052631578947368474;0.0;0.0;0.38888888888888884;0.0;0.04081632653061229;0.0;0.0;0.15384615384615385;0.0;0.0;0.08695652173913049;1.0
