;GO:0006083;GO:2001170;GO:0006681;GO:0006289;GO:0006366;GO:0006006;GO:0046459;GO:0051289;GO:0045892;GO:0001701;GO:0030308;GO:0032007;GO:0032008;GO:0019886;GO:0006094;GO:1900181;GO:0006098;GO:1900740;GO:0006014;GO:0006650;GO:0010508;GO:0001676;GO:0043161;GO:0006888;GO:0051693;GO:0010823;GO:0032436;GO:0070317;GO:0030336;GO:0051898;GO:0046718;GO:0009052;GO:0035024;GO:0015695;GO:0035065;GO:0009450;GO:0022904;GO:0006541;GO:0045787;GO:0045785;GO:0006540;GO:0045944;GO:1901723;GO:0045667;GO:0000122;GO:0000165;GO:0006977;GO:0072488;GO:0000083;GO:0035338;GO:0032465;GO:2000973;GO:0045070;GO:0016579;GO:0007043;GO:0030163;GO:0048821;GO:0031929;GO:0007166;GO:0061621;GO:0043456;GO:0006678;GO:0006511;GO:0070373;GO:0006749;GO:0001934;GO:0043065;GO:0050900;GO:0016540;GO:0030511
GO:0030308;0.0;0.5263157894736842;0.0;0.0;0.0;0.0;0.0;0.0;0.5555555555555556;0.0;1.0;0.625;0.5;0.0;0.0;0.5333333333333333;0.0;0.1111111111111111;0.0;0.0;0.5333333333333333;0.0;0.0;0.0;0.5;0.6666666666666666;0.42105263157894735;0.6666666666666666;0.6666666666666666;0.625;0.0;0.0;0.5555555555555556;0.0;0.4444444444444444;0.25;0.0;0.0;0.6153846153846154;0.5;0.0;0.42105263157894735;0.6666666666666666;0.6153846153846154;0.5263157894736842;0.47058823529411764;0.5263157894736842;0.0;0.1111111111111111;0.0;0.5714285714285714;0.5;0.375;0.0;0.0;0.0;0.0;0.5714285714285714;0.6153846153846154;0.0;0.47058823529411764;0.0;0.0;0.5263157894736842;0.0;0.47058823529411764;0.5333333333333333;0.0;0.0;0.5
GO:0032007;0.0;0.47619047619047616;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.625;1.0;0.8888888888888888;0.0;0.0;0.47058823529411764;0.0;0.6;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.45454545454545453;0.5882352941176471;0.38095238095238093;0.5882352941176471;0.5882352941176471;0.8888888888888888;0.0;0.0;0.8;0.0;0.4;0.2222222222222222;0.0;0.0;0.5333333333333333;0.42857142857142855;0.0;0.38095238095238093;0.5882352941176471;0.5333333333333333;0.47619047619047616;0.10526315789473684;0.47619047619047616;0.0;0.1;0.0;0.5;0.4444444444444444;0.3333333333333333;0.0;0.0;0.0;0.0;0.125;0.5333333333333333;0.0;0.42105263157894735;0.0;0.0;0.7619047619047619;0.0;0.42105263157894735;0.47058823529411764;0.0;0.0;0.6666666666666666
GO:0032008;0.0;0.38095238095238093;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.5;0.8888888888888888;1.0;0.0;0.0;0.35294117647058826;0.0;0.7;0.0;0.0;0.5882352941176471;0.0;0.0;0.0;0.36363636363636365;0.47058823529411764;0.47619047619047616;0.47058823529411764;0.47058823529411764;0.7777777777777778;0.0;0.0;0.7;0.0;0.4;0.2222222222222222;0.0;0.0;0.6666666666666666;0.5714285714285714;0.0;0.38095238095238093;0.47058823529411764;0.5333333333333333;0.38095238095238093;0.10526315789473684;0.38095238095238093;0.0;0.1;0.0;0.5;0.4444444444444444;0.4444444444444444;0.0;0.0;0.0;0.0;0.125;0.5333333333333333;0.0;0.42105263157894735;0.0;0.0;0.6666666666666666;0.0;0.5263157894736842;0.5882352941176471;0.0;0.0;0.7777777777777778
GO:0019886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
GO:0006094;0.25;0.0;0.3333333333333333;0.23529411764705882;0.21052631578947367;0.9333333333333333;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.3;0.0;0.6666666666666666;0.4;0.0;0.23529411764705882;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.0;0.35294117647058826;0.2857142857142857;0.3333333333333333;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.3333333333333333;0.0;0.42857142857142855;0.0;0.0;0.0;0.5833333333333334;0.0;0.3333333333333333;0.23529411764705882;0.0;0.26666666666666666;0.0;0.0;0.0;0.25;0.0
GO:1900181;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.42105263157894735;0.0;0.5333333333333333;0.47058823529411764;0.35294117647058826;0.0;0.0;1.0;0.0;0.631578947368421;0.0;0.0;0.375;0.0;0.0;0.0;0.38095238095238093;0.5;0.3;0.5;0.5;0.47058823529411764;0.0;0.0;0.42105263157894735;0.0;0.3157894736842105;0.23529411764705882;0.0;0.0;0.42857142857142855;0.46153846153846156;0.0;0.3;0.5;0.42857142857142855;0.4;0.1111111111111111;0.4;0.0;0.10526315789473684;0.0;0.4;0.35294117647058826;0.35294117647058826;0.0;0.0;0.0;0.0;0.13333333333333333;0.14285714285714285;0.0;0.3333333333333333;0.0;0.0;0.4;0.0;0.3333333333333333;0.375;0.0;0.0;0.35294117647058826
GO:0006098;0.3;0.0;0.36363636363636365;0.2857142857142857;0.2608695652173913;0.3157894736842105;0.2857142857142857;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;1.0;0.08695652173913043;0.3157894736842105;0.5263157894736842;0.0;0.2857142857142857;0.2727272727272727;0.0;0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.631578947368421;0.0;0.0;0.0;0.2857142857142857;0.3333333333333333;0.2727272727272727;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.18181818181818182;0.16666666666666666;0.0;0.17391304347826086;0.38095238095238093;0.0;0.0;0.0;0.2727272727272727;0.1111111111111111;0.3333333333333333;0.2222222222222222;0.21052631578947367;0.2222222222222222;0.7142857142857143;0.0;0.36363636363636365;0.2857142857142857;0.0;0.3157894736842105;0.0;0.0;0.1111111111111111;0.3;0.0
GO:1900740;0.10526315789473684;0.08695652173913043;0.09523809523809523;0.1;0.09090909090909091;0.0;0.1;0.10526315789473684;0.09090909090909091;0.0;0.1111111111111111;0.6;0.7;0.0;0.0;0.631578947368421;0.08695652173913043;1.0;0.0;0.1111111111111111;0.42105263157894735;0.1;0.09523809523809523;0.0;0.5;0.7368421052631579;0.34782608695652173;0.10526315789473684;0.10526315789473684;0.6;0.0;0.1111111111111111;0.5454545454545454;0.0;0.5454545454545454;0.1;0.11764705882352941;0.09523809523809523;0.47058823529411764;0.5;0.08695652173913043;0.34782608695652173;0.10526315789473684;0.11764705882352941;0.08695652173913043;0.09523809523809523;0.08695652173913043;0.0;0.09090909090909091;0.1;0.1111111111111111;0.1;0.4;0.09523809523809523;0.11764705882352941;0.0;0.11764705882352941;0.1111111111111111;0.11764705882352941;0.07407407407407407;0.09523809523809523;0.09523809523809523;0.1;0.5217391304347826;0.1111111111111111;0.38095238095238093;0.8421052631578947;0.11764705882352941;0.0;0.7
GO:0006014;0.26666666666666666;0.0;0.35294117647058826;0.25;0.2222222222222222;0.7142857142857143;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.3157894736842105;0.0;1.0;0.42857142857142855;0.0;0.25;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.375;0.3076923076923077;0.35294117647058826;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.35294117647058826;0.0;0.46153846153846156;0.0;0.0;0.0;0.43478260869565216;0.0;0.35294117647058826;0.25;0.0;0.2857142857142857;0.0;0.0;0.0;0.26666666666666666;0.0
GO:0006650;0.4;0.0;0.5882352941176471;0.375;0.3333333333333333;0.42857142857142855;0.625;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.5263157894736842;0.1111111111111111;0.42857142857142855;1.0;0.0;0.625;0.35294117647058826;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.0;0.375;0.46153846153846156;0.35294117647058826;0.0;0.0;0.3157894736842105;0.0;0.0;0.0;0.0;0.23529411764705882;0.21052631578947367;0.0;0.2222222222222222;0.5;0.0;0.0;0.0;0.35294117647058826;0.15384615384615385;0.46153846153846156;0.3076923076923077;0.2857142857142857;0.3076923076923077;0.43478260869565216;0.0;0.5882352941176471;0.375;0.0;0.42857142857142855;0.0;0.0;0.15384615384615385;0.4;0.0
GO:0010508;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5263157894736842;0.0;0.5333333333333333;0.47058823529411764;0.5882352941176471;0.0;0.0;0.375;0.0;0.42105263157894735;0.0;0.0;1.0;0.0;0.0;0.0;0.38095238095238093;0.5;0.7;0.5;0.5;0.47058823529411764;0.0;0.0;0.42105263157894735;0.0;0.5263157894736842;0.23529411764705882;0.0;0.0;0.7142857142857143;0.6153846153846154;0.0;0.5;0.5;0.5714285714285714;0.5;0.4444444444444444;0.4;0.0;0.5263157894736842;0.0;0.5333333333333333;0.47058823529411764;0.47058823529411764;0.0;0.0;0.0;0.0;0.5333333333333333;0.5714285714285714;0.0;0.6666666666666666;0.0;0.0;0.5;0.0;0.6666666666666666;0.625;0.0;0.0;0.5882352941176471
GO:0001676;0.8235294117647058;0.0;0.5263157894736842;0.3333333333333333;0.2;0.25;0.8888888888888888;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.2857142857142857;0.1;0.25;0.625;0.0;1.0;0.3157894736842105;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.7777777777777778;0.4;0.631578947368421;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.21052631578947367;0.19047619047619047;0.0;0.2;0.3333333333333333;0.0;0.0;0.0;0.3157894736842105;0.13333333333333333;0.4;0.26666666666666666;0.25;0.26666666666666666;0.56;0.0;0.5263157894736842;0.3333333333333333;0.0;0.375;0.0;0.0;0.13333333333333333;0.23529411764705882;0.0
GO:0043161;0.3333333333333333;0.0;0.4;0.5263157894736842;0.38095238095238093;0.23529411764705882;0.3157894736842105;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.2727272727272727;0.09523809523809523;0.23529411764705882;0.35294117647058826;0.0;0.3157894736842105;1.0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0;0.0;0.35294117647058826;0.0;0.0;0.0;0.5263157894736842;0.375;0.4;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.1;0.09090909090909091;0.0;0.09523809523809523;0.3157894736842105;0.0;0.0;0.0;0.5;0.125;0.75;0.125;0.11764705882352941;0.125;0.23076923076923078;0.0;0.4;0.9473684210526315;0.0;0.47058823529411764;0.0;0.0;0.125;0.4444444444444444;0.0
GO:0006888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051693;0.19047619047619047;0.4;0.17391304347826086;0.18181818181818182;0.08333333333333333;0.0;0.18181818181818182;0.19047619047619047;0.4166666666666667;0.0;0.5;0.45454545454545453;0.36363636363636365;0.0;0.0;0.38095238095238093;0.16;0.5;0.0;0.2;0.38095238095238093;0.18181818181818182;0.17391304347826086;0.0;1.0;0.6666666666666666;0.32;0.47619047619047616;0.47619047619047616;0.45454545454545453;0.0;0.2;0.4166666666666667;0.0;0.5;0.2727272727272727;0.21052631578947367;0.08695652173913043;0.42105263157894735;0.3333333333333333;0.16;0.32;0.47619047619047616;0.42105263157894735;0.4;0.34782608695652173;0.4;0.0;0.16666666666666666;0.18181818181818182;0.4;0.36363636363636365;0.2727272727272727;0.08695652173913043;0.21052631578947367;0.0;0.21052631578947367;0.4;0.42105263157894735;0.13793103448275862;0.34782608695652173;0.17391304347826086;0.18181818181818182;0.4;0.2;0.34782608695652173;0.38095238095238093;0.10526315789473684;0.0;0.36363636363636365
GO:0010823;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5263157894736842;0.0;0.6666666666666666;0.5882352941176471;0.47058823529411764;0.0;0.0;0.5;0.0;0.7368421052631579;0.0;0.0;0.5;0.0;0.0;0.0;0.6666666666666666;1.0;0.4;0.625;0.625;0.5882352941176471;0.0;0.0;0.5263157894736842;0.0;0.631578947368421;0.23529411764705882;0.0;0.0;0.5714285714285714;0.46153846153846156;0.0;0.4;0.625;0.5714285714285714;0.5;0.4444444444444444;0.5;0.0;0.10526315789473684;0.0;0.5333333333333333;0.47058823529411764;0.35294117647058826;0.0;0.0;0.0;0.0;0.5333333333333333;0.5714285714285714;0.0;0.4444444444444444;0.0;0.0;0.5;0.0;0.4444444444444444;0.5;0.0;0.0;0.47058823529411764
GO:0032436;0.0;0.4166666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.43478260869565216;0.0;0.42105263157894735;0.38095238095238093;0.47619047619047616;0.0;0.0;0.3;0.0;0.34782608695652173;0.0;0.0;0.7;0.0;0.0;0.0;0.32;0.4;1.0;0.4;0.4;0.38095238095238093;0.0;0.0;0.34782608695652173;0.0;0.6086956521739131;0.19047619047619047;0.0;0.0;0.5555555555555556;0.47058823529411764;0.0;0.5;0.4;0.4444444444444444;0.4166666666666667;0.36363636363636365;0.3333333333333333;0.0;0.43478260869565216;0.0;0.42105263157894735;0.38095238095238093;0.38095238095238093;0.0;0.0;0.0;0.0;0.42105263157894735;0.4444444444444444;0.0;0.5454545454545454;0.0;0.0;0.5833333333333334;0.0;0.7272727272727273;0.5;0.0;0.0;0.47619047619047616
GO:0070317;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5263157894736842;0.0;0.6666666666666666;0.5882352941176471;0.47058823529411764;0.0;0.0;0.5;0.0;0.10526315789473684;0.0;0.0;0.5;0.0;0.0;0.0;0.47619047619047616;0.625;0.4;1.0;0.625;0.5882352941176471;0.0;0.0;0.5263157894736842;0.0;0.42105263157894735;0.23529411764705882;0.0;0.0;0.7142857142857143;0.46153846153846156;0.0;0.4;0.625;0.5714285714285714;0.5;0.4444444444444444;0.7;0.0;0.10526315789473684;0.0;0.8;0.47058823529411764;0.35294117647058826;0.0;0.0;0.0;0.0;0.5333333333333333;0.5714285714285714;0.0;0.4444444444444444;0.0;0.0;0.5;0.0;0.4444444444444444;0.5;0.0;0.0;0.47058823529411764
GO:0030336;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.42105263157894735;0.0;0.6666666666666666;0.5882352941176471;0.47058823529411764;0.0;0.0;0.5;0.0;0.10526315789473684;0.0;0.0;0.5;0.0;0.0;0.0;0.47619047619047616;0.625;0.4;0.625;1.0;0.5882352941176471;0.0;0.0;0.5263157894736842;0.0;0.42105263157894735;0.23529411764705882;0.0;0.0;0.5714285714285714;0.46153846153846156;0.0;0.4;0.625;0.5714285714285714;0.5;0.1111111111111111;0.5;0.0;0.10526315789473684;0.0;0.5333333333333333;0.47058823529411764;0.35294117647058826;0.0;0.0;0.0;0.0;0.13333333333333333;0.5714285714285714;0.0;0.4444444444444444;0.0;0.0;0.5;0.0;0.4444444444444444;0.5;0.0;0.0;0.47058823529411764
GO:0051898;0.0;0.47619047619047616;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.625;0.8888888888888888;0.7777777777777778;0.0;0.0;0.47058823529411764;0.0;0.6;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.45454545454545453;0.5882352941176471;0.38095238095238093;0.5882352941176471;0.5882352941176471;1.0;0.0;0.0;0.8;0.0;0.4;0.2222222222222222;0.0;0.0;0.5333333333333333;0.42857142857142855;0.0;0.38095238095238093;0.5882352941176471;0.5333333333333333;0.47619047619047616;0.10526315789473684;0.47619047619047616;0.0;0.1;0.0;0.5;0.4444444444444444;0.3333333333333333;0.0;0.0;0.0;0.0;0.125;0.5333333333333333;0.0;0.42105263157894735;0.0;0.0;0.7619047619047619;0.0;0.42105263157894735;0.47058823529411764;0.0;0.0;0.6666666666666666
GO:0046718;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0009052;0.4;0.0;0.47058823529411764;0.375;0.1111111111111111;0.2857142857142857;0.375;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.631578947368421;0.1111111111111111;0.2857142857142857;0.7142857142857143;0.0;0.375;0.35294117647058826;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.375;0.15384615384615385;0.23529411764705882;0.0;0.0;0.3157894736842105;0.0;0.0;0.0;0.0;0.11764705882352941;0.10526315789473684;0.0;0.1111111111111111;0.5;0.0;0.0;0.0;0.23529411764705882;0.15384615384615385;0.3076923076923077;0.15384615384615385;0.14285714285714285;0.15384615384615385;0.43478260869565216;0.0;0.47058823529411764;0.125;0.0;0.42857142857142855;0.0;0.0;0.15384615384615385;0.13333333333333333;0.0
