;GO:0014068;GO:0035162;GO:0015031;GO:1901741;GO:0046854;GO:1902715;GO:1900017;GO:0090290;GO:0032729;GO:0019886;GO:0035556;GO:0035435;GO:1902043;GO:0051260;GO:0030098;GO:0030890;GO:2000484;GO:0051897;GO:0008285;GO:0008284;GO:0043123;GO:0097190;GO:0045787;GO:0045663;GO:0038096;GO:0045944;GO:0050850;GO:0032825;GO:0006814;GO:0030887;GO:0001766;GO:0046641;GO:0019221;GO:0015804;GO:0015889;GO:0050852;GO:0050731;GO:0070228;GO:0016358;GO:0030885;GO:0031295;GO:0031296;GO:0048304;GO:0045954;GO:0002863;GO:0032819;GO:0001934;GO:0032410;GO:0050900;GO:0032496;GO:0050868;GO:0050863;GO:0007172;GO:0045727;GO:1902475;GO:0009235;GO:0045840;GO:0060326;GO:0043029;GO:0050870;GO:0002438;GO:0002317;GO:0001504;GO:0031398;GO:0032760;GO:0019722;GO:0051965;GO:0030500;GO:0007186;GO:0042102;GO:0006898;GO:0042985;GO:0030217;GO:0045580;GO:0010629;GO:0010628;GO:0045066;GO:0031663;GO:0010469;GO:0050766;GO:0032753;GO:0035589;GO:0045589;GO:0051224;GO:0045070;GO:0050776;GO:0045638;GO:0007169;GO:0042089;GO:0007166;GO:0045879;GO:0007204;GO:0045085;GO:0045086;GO:0002669;GO:0048873;GO:0070098;GO:0045087;GO:0043066;GO:0071864;GO:0032733;GO:0071866
GO:0035556;0.047799631016701725;0.0;0.0;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.0;1.0;0.0;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.0;0.0;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.0;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.042064647228987374;0.24553006275393716;0.047799631016701725;0.042064647228987374;0.12659489728285286;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.12659489728285286;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.047799631016701725;0.12659489728285286;0.0;0.12659489728285286;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.036692364793703955;0.12659489728285286;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725
GO:0035435;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2671917332720723;0.0;0.13331334997803274;0.0;0.0;0.3582167568548244;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43649924850417293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1902043;0.25051392497694763;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.11511873865597294;0.0;0.047799631016701725;0.0;1.0;0.0;0.0;0.12755981097713553;0.12755981097713553;0.25051392497694763;0.047799631016701725;0.12755981097713553;0.25051392497694763;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.25051392497694763;0.12755981097713553;0.0;0.12755981097713553;0.0;0.12755981097713553;0.047799631016701725;0.0;0.0;0.21066859409381297;0.12755981097713553;0.24871540093336741;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.21066859409381297;0.21066859409381297;0.21066859409381297;0.12755981097713553;0.12755981097713553;0.042064647228987374;0.0;0.0;0.047799631016701725;0.047799631016701725;0.1786822519641151;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.036692364793703955;0.12755981097713553;0.0;0.0;0.036692364793703955;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.042064647228987374;0.047799631016701725;0.12755981097713553;0.0;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.11511873865597294;0.0;0.047799631016701725;0.1786822519641151;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.11511873865597294;0.1492331351584338;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.1786822519641151;0.036692364793703955;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.036692364793703955;0.047799631016701725;0.0;0.24871540093336741;0.12755981097713553;0.11511873865597294;0.24871540093336741
GO:0051260;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;1.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.12408495164008174;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.12408495164008174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.24997772404766266;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0
GO:0030098;0.0;0.1302612429746404;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.20709043845653538;0.01468324974140624;0.0;0.0;0.01468324974140624;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.20709043845653538;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.20709043845653538;0.0;0.0;0.1302612429746404;0.0;0.20709043845653538;0.20709043845653538;0.0;0.0;0.0;0.0;0.0;0.0;0.20709043845653538;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.20709043845653538;0.0;0.20709043845653538;0.46015394173903684;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.46015394173903684;0.0;0.0;0.0;0.46015394173903684;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.20709043845653538;0.0;0.0;0.0;0.0
GO:0030890;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.11511873865597294;0.49678389330127715;0.11511873865597294;0.0;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;1.0;0.12755981097713553;0.12755981097713553;0.24636553155839747;0.30562333868781577;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.28985679281760435;0.12755981097713553;0.12755981097713553;0.4023217335208211;0.0;0.3919018271710533;0.0;0.49981463631649575;0.047799631016701725;0.0;0.0;0.28985679281760435;0.12755981097713553;0.047799631016701725;0.0;0.3546209716205755;0.4023217335208211;0.4802734889304517;0.4802734889304517;0.28985679281760435;0.28985679281760435;0.49981463631649575;0.12755981097713553;0.042064647228987374;0.0;0.0;0.36790732186408515;0.36790732186408515;0.047799631016701725;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.036692364793703955;0.4023217335208211;0.0;0.0;0.036692364793703955;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.042064647228987374;0.047799631016701725;0.49981463631649575;0.0;0.047799631016701725;0.0;0.36790732186408515;0.042064647228987374;0.11511873865597294;0.0;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.36790732186408515;0.042064647228987374;0.11511873865597294;0.2515269417723919;0.2515269417723919;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.12755981097713553;0.28985679281760435;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.30562333868781577;0.11511873865597294;0.047799631016701725
GO:2000484;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.5146879005871877;0.3897819566140353;0.12755981097713553;0.3897819566140353;0.0;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.12755981097713553;1.0;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.12755981097713553;0.24944431948534626;0.0;0.12755981097713553;0.0;0.12755981097713553;0.047799631016701725;0.0;0.0;0.11511873865597294;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.24944431948534626;0.11511873865597294;0.11511873865597294;0.12755981097713553;0.12755981097713553;0.23542160760630382;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.036692364793703955;0.12755981097713553;0.0;0.0;0.036692364793703955;0.12755981097713553;0.3897819566140353;0.047799631016701725;0.24944431948534626;0.18922943134840794;0.047799631016701725;0.12755981097713553;0.0;0.047799631016701725;0.0;0.18922943134840794;0.042064647228987374;0.11511873865597294;0.0;0.047799631016701725;0.047799631016701725;0.3033452914461477;0.3897819566140353;0.047799631016701725;0.18922943134840794;0.3388013070303909;0.11511873865597294;0.042064647228987374;0.18922943134840794;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.3422028587648819;0.3897819566140353;0.24944431948534626;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.3897819566140353;0.047799631016701725
GO:0051897;0.29215307485716907;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.11511873865597294;0.0;0.047799631016701725;0.0;0.25051392497694763;0.0;0.0;0.12755981097713553;0.12755981097713553;1.0;0.047799631016701725;0.12755981097713553;0.29215307485716907;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.29215307485716907;0.12755981097713553;0.0;0.12755981097713553;0.0;0.12755981097713553;0.047799631016701725;0.0;0.0;0.21066859409381297;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.21066859409381297;0.21066859409381297;0.21066859409381297;0.12755981097713553;0.12755981097713553;0.042064647228987374;0.0;0.0;0.047799631016701725;0.047799631016701725;0.1786822519641151;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.036692364793703955;0.12755981097713553;0.0;0.0;0.036692364793703955;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.042064647228987374;0.047799631016701725;0.12755981097713553;0.0;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.11511873865597294;0.0;0.047799631016701725;0.1786822519641151;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.11511873865597294;0.1492331351584338;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.1786822519641151;0.036692364793703955;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725
GO:0008285;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.24636553155839747;0.042064647228987374;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.24636553155839747;0.047799631016701725;0.047799631016701725;1.0;0.24636553155839747;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.24636553155839747;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.24636553155839747;0.047799631016701725;0.12804570306913615;0.0;0.0;0.13839445927415203;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.036692364793703955;0.047799631016701725;0.0;0.0;0.036692364793703955;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.24636553155839747;0.0;0.13839445927415203;0.0;0.047799631016701725;0.12804570306913615;0.042064647228987374;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.12804570306913615;0.042064647228987374;0.042064647228987374;0.13839445927415203;0.047799631016701725;0.0;0.047799631016701725;0.13839445927415203;0.036692364793703955;0.13839445927415203;0.047799631016701725;0.042064647228987374;0.036692364793703955;0.047799631016701725;0.0;0.13839445927415203;0.24636553155839747;0.042064647228987374;0.13839445927415203
GO:0008284;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.11511873865597294;0.30562333868781577;0.11511873865597294;0.0;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.30562333868781577;0.12755981097713553;0.12755981097713553;0.24636553155839747;1.0;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.12755981097713553;0.12755981097713553;0.0;0.12755981097713553;0.0;0.30562333868781577;0.047799631016701725;0.0;0.0;0.11511873865597294;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.12755981097713553;0.11511873865597294;0.11511873865597294;0.30562333868781577;0.12755981097713553;0.042064647228987374;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.036692364793703955;0.12755981097713553;0.0;0.0;0.036692364793703955;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.042064647228987374;0.047799631016701725;0.30562333868781577;0.0;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.11511873865597294;0.0;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.30562333868781577;0.11511873865597294;0.047799631016701725
GO:0043123;0.29215307485716907;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.11511873865597294;0.0;0.047799631016701725;0.0;0.25051392497694763;0.0;0.0;0.12755981097713553;0.12755981097713553;0.29215307485716907;0.047799631016701725;0.12755981097713553;1.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.29215307485716907;0.12755981097713553;0.0;0.12755981097713553;0.0;0.12755981097713553;0.047799631016701725;0.0;0.0;0.21066859409381297;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.21066859409381297;0.21066859409381297;0.21066859409381297;0.12755981097713553;0.12755981097713553;0.042064647228987374;0.0;0.0;0.047799631016701725;0.047799631016701725;0.1786822519641151;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.036692364793703955;0.12755981097713553;0.0;0.0;0.036692364793703955;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.042064647228987374;0.047799631016701725;0.12755981097713553;0.0;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.11511873865597294;0.0;0.047799631016701725;0.1786822519641151;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.11511873865597294;0.1492331351584338;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.1786822519641151;0.036692364793703955;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725
GO:0097190;0.047799631016701725;0.0;0.0;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.0;0.12659489728285286;0.0;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;1.0;0.047799631016701725;0.047799631016701725;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.0;0.0;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.0;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.042064647228987374;0.12659489728285286;0.047799631016701725;0.042064647228987374;0.12659489728285286;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.12659489728285286;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.047799631016701725;0.12659489728285286;0.0;0.12659489728285286;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.036692364793703955;0.12659489728285286;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725
GO:0045787;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.11511873865597294;0.0;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.12755981097713553;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.047799631016701725;1.0;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.12755981097713553;0.12755981097713553;0.0;0.12755981097713553;0.0;0.12755981097713553;0.047799631016701725;0.0;0.0;0.11511873865597294;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.12755981097713553;0.11511873865597294;0.11511873865597294;0.12755981097713553;0.12755981097713553;0.042064647228987374;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.0;0.39110171806079136;0.0;0.036692364793703955;0.12755981097713553;0.0;0.0;0.036692364793703955;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.042064647228987374;0.047799631016701725;0.12755981097713553;0.0;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.11511873865597294;0.0;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725
GO:0045663;0.12755981097713553;0.0;0.0;0.30379685991921485;0.0;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.11511873865597294;0.0;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.12755981097713553;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.12755981097713553;1.0;0.11511873865597294;0.12755981097713553;0.12755981097713553;0.30379685991921485;0.0;0.12755981097713553;0.0;0.12755981097713553;0.047799631016701725;0.0;0.0;0.11511873865597294;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.2688665324497557;0.11511873865597294;0.11511873865597294;0.12755981097713553;0.12755981097713553;0.042064647228987374;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.036692364793703955;0.12755981097713553;0.0;0.0;0.036692364793703955;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.2688665324497557;0.20397374928165476;0.047799631016701725;0.12755981097713553;0.0;0.047799631016701725;0.0;0.2410224993701646;0.042064647228987374;0.11511873865597294;0.0;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.2410224993701646;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.2410224993701646;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.12755981097713553;0.2688665324497557;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725
GO:0038096;0.21066859409381297;0.0;0.0;0.11511873865597294;0.01468324974140624;0.11511873865597294;0.21066859409381297;0.11511873865597294;0.11511873865597294;0.20709043845653538;0.12659489728285286;0.0;0.21066859409381297;0.01468324974140624;0.20709043845653538;0.28985679281760435;0.11511873865597294;0.21066859409381297;0.047799631016701725;0.11511873865597294;0.21066859409381297;0.12659489728285286;0.11511873865597294;0.11511873865597294;1.0;0.11511873865597294;0.21066859409381297;0.28985679281760435;0.0;0.28985679281760435;0.01468324974140624;0.28985679281760435;0.2052608479739753;0.0;0.0;0.39057176820674416;0.11511873865597294;0.047799631016701725;0.01468324974140624;0.2515269417723919;0.28985679281760435;0.28985679281760435;0.3226259128089404;0.3226259128089404;0.3226259128089404;0.28985679281760435;0.11511873865597294;0.042064647228987374;0.20709043845653538;0.0;0.2515269417723919;0.2515269417723919;0.1492331351584338;0.11511873865597294;0.0;0.01468324974140624;0.11511873865597294;0.01468324974140624;0.20709043845653538;0.28985679281760435;0.20709043845653538;0.29045087053624835;0.036692364793703955;0.11511873865597294;0.11511873865597294;0.12659489728285286;0.11511873865597294;0.042064647228987374;0.12659489728285286;0.28985679281760435;0.0;0.047799631016701725;0.20709043845653538;0.2515269417723919;0.042064647228987374;0.11511873865597294;0.20709043845653538;0.2052608479739753;0.1492331351584338;0.11511873865597294;0.11511873865597294;0.2052608479739753;0.2515269417723919;0.042064647228987374;0.11511873865597294;0.29114835073653533;0.2515269417723919;0.2052608479739753;0.0;0.2052608479739753;0.1492331351584338;0.036692364793703955;0.047799631016701725;0.11511873865597294;0.28985679281760435;0.036692364793703955;0.2052608479739753;0.20709043845653538;0.047799631016701725;0.11511873865597294;0.11511873865597294;0.047799631016701725
GO:0045944;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.11511873865597294;0.0;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.12755981097713553;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.11511873865597294;1.0;0.12755981097713553;0.12755981097713553;0.0;0.12755981097713553;0.0;0.12755981097713553;0.047799631016701725;0.0;0.0;0.11511873865597294;0.1816892161000484;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.23455555592033453;0.11511873865597294;0.11511873865597294;0.12755981097713553;0.1816892161000484;0.042064647228987374;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.2380646511352721;0.0;0.0;0.12755981097713553;0.0;0.036692364793703955;0.12755981097713553;0.0;0.0;0.036692364793703955;0.1816892161000484;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.042064647228987374;0.047799631016701725;0.12755981097713553;0.0;0.14806647662370065;0.0;0.047799631016701725;0.1356691921375081;0.2298366916985153;0.0;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.14613499162995364;0.2380646511352721;0.11511873865597294;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725
GO:0050850;0.29215307485716907;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.11511873865597294;0.0;0.047799631016701725;0.0;0.25051392497694763;0.0;0.0;0.12755981097713553;0.12755981097713553;0.29215307485716907;0.047799631016701725;0.12755981097713553;0.29215307485716907;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.21066859409381297;0.12755981097713553;1.0;0.12755981097713553;0.0;0.12755981097713553;0.0;0.12755981097713553;0.047799631016701725;0.0;0.0;0.21066859409381297;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.21066859409381297;0.21066859409381297;0.21066859409381297;0.12755981097713553;0.12755981097713553;0.042064647228987374;0.0;0.0;0.047799631016701725;0.047799631016701725;0.1786822519641151;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.036692364793703955;0.12755981097713553;0.0;0.0;0.036692364793703955;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.042064647228987374;0.047799631016701725;0.12755981097713553;0.0;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.11511873865597294;0.0;0.047799631016701725;0.1786822519641151;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.11511873865597294;0.1492331351584338;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.1786822519641151;0.036692364793703955;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725
