;GO:0045948;GO:0008380;GO:0033120;GO:0042376;GO:0000413;GO:0006886;GO:0043401;GO:0006367;GO:0048814;GO:0006103;GO:0000122;GO:0002576;GO:0043392;GO:0009749;GO:0045893;GO:0043153;GO:1990967;GO:0051604;GO:0016311;GO:0030522;GO:0034128;GO:0006351;GO:0032482;GO:0044267;GO:0006355;GO:1903830;GO:0048666;GO:0006397;GO:0006974;GO:0006357;GO:0071260;GO:0071286;GO:0045087;GO:0006508;GO:0035725;GO:0050965;GO:0010961;GO:0072659;GO:0010466;GO:0016567
GO:0000122;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.08333333333333333;0.0;0.6666666666666666;0.18181818181818182;0.0;0.0;0.0;0.2727272727272727;0.2727272727272727;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.875;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.0;0.4166666666666667;0.0
GO:0002576;0.0;0.0;0.0;0.1111111111111111;0.08333333333333333;0.3333333333333333;0.16666666666666666;0.16666666666666666;0.0;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.1111111111111111;0.16666666666666666;0.0;0.0;0.16666666666666666;0.125;0.0;0.25;0.16666666666666666;0.0;0.125;0.0;0.1111111111111111;0.1;0.0;0.0;0.25;0.0;0.09090909090909091;0.08333333333333333;0.0;0.08333333333333333
GO:0043392;0.08333333333333333;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;1.0;0.0;0.09090909090909091;0.1111111111111111;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;0.375;0.0
GO:0009749;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.18181818181818182;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045893;0.6666666666666666;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.09090909090909091;0.0;1.0;0.2;0.0;0.0;0.0;0.3;0.18181818181818182;0.0;0.0;0.0;0.8571428571428571;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.06666666666666667;0.0;0.36363636363636365;0.0
GO:0043153;0.18181818181818182;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.1111111111111111;0.1;0.2;1.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.14285714285714285;0.2;0.3333333333333333;0.1111111111111111;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.1;0.0
GO:1990967;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.1111111111111111;0.0;0.0
GO:0051604;0.0;0.0;0.0;0.16666666666666666;0.3333333333333333;0.0;0.0;0.6;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.16666666666666666;0.0;0.0;0.6;0.0;0.6;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.3333333333333333
GO:0016311;0.0;0.16666666666666666;0.0;0.25;0.18181818181818182;0.0;0.16666666666666666;0.3333333333333333;0.0;0.2857142857142857;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.2857142857142857;0.0;0.0;0.16666666666666666;0.16666666666666666;0.125;0.0;0.1111111111111111;0.1;0.0;0.125;0.0;0.0;0.09090909090909091;0.0;0.0;0.18181818181818182
GO:0030522;0.3;0.0;0.3;0.16666666666666666;0.1111111111111111;0.0;0.0;0.0;0.0;0.2;0.2727272727272727;0.16666666666666666;0.0;0.0;0.3;0.0;0.0;0.0;0.16666666666666666;1.0;0.0;0.0;0.0;0.2;0.3333333333333333;0.0;0.0;0.0;0.2;0.3;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.1111111111111111
GO:0034128;0.23076923076923078;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.1;0.0;0.18181818181818182;0.2222222222222222;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.0;0.3333333333333333;0.0
GO:0006351;0.0;0.0;0.0;0.16666666666666666;0.3;0.0;0.0;0.6;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.16666666666666666;0.0;0.0;1.0;0.0;0.5;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.3
GO:0032482;0.0;0.0;0.0;0.16666666666666666;0.1111111111111111;0.0;0.0;0.0;0.0;0.2;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;1.0;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.1111111111111111
GO:0044267;0.0;0.5;0.0;0.2857142857142857;0.5;0.0;0.2;0.4;0.0;0.3333333333333333;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.6;0.2857142857142857;0.2;0.0;0.5;0.2;1.0;0.0;0.0;0.2;0.5;0.14285714285714285;0.0;0.125;0.1111111111111111;0.0;0.6;0.0;0.0;0.1;0.0;0.0;0.5
GO:0006355;0.6;0.0;0.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.1;0.0;0.8571428571428571;0.2222222222222222;0.0;0.0;0.0;0.3333333333333333;0.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.8571428571428571;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.0;0.4;0.0
GO:1903830;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7777777777777778;0.0;0.0;0.07692307692307693;0.0;0.0
GO:0048666;0.0;0.0;0.0;0.16666666666666666;0.1111111111111111;0.0;0.0;0.0;0.0;0.2;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.2;0.0;0.0;1.0;0.0;0.2;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.1111111111111111
GO:0006397;0.0;0.0;0.0;0.16666666666666666;0.3;0.0;0.0;0.6;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.16666666666666666;0.0;0.0;0.6;0.0;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.3
GO:0006974;0.0;0.0;0.0;0.125;0.09090909090909091;0.0;0.2;0.2;0.0;0.14285714285714285;0.0;0.125;0.0;0.1;0.0;0.14285714285714285;0.0;0.0;0.125;0.2;0.0;0.0;0.2;0.14285714285714285;0.0;0.0;0.2;0.0;1.0;0.0;0.2857142857142857;0.25;0.3333333333333333;0.0;0.0;0.0;0.1;0.0;0.0;0.09090909090909091
GO:0006357;0.5454545454545454;0.0;0.5555555555555556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.875;0.0;0.09090909090909091;0.0;0.75;0.2;0.0;0.0;0.0;0.3;0.18181818181818182;0.0;0.0;0.0;0.8571428571428571;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06666666666666667;0.0;0.36363636363636365;0.0
GO:0071260;0.0;0.0;0.0;0.1111111111111111;0.08333333333333333;0.0;0.0;0.0;0.0;0.125;0.0;0.1111111111111111;0.0;0.1;0.0;0.3333333333333333;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;1.0;0.2222222222222222;0.16666666666666666;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.08333333333333333
GO:0071286;0.0;0.0;0.0;0.1;0.07692307692307693;0.0;0.14285714285714285;0.14285714285714285;0.0;0.1111111111111111;0.0;0.1;0.0;0.18181818181818182;0.0;0.1111111111111111;0.0;0.0;0.1;0.14285714285714285;0.0;0.0;0.14285714285714285;0.1111111111111111;0.0;0.0;0.14285714285714285;0.0;0.25;0.0;0.2222222222222222;1.0;0.125;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.07692307692307693
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.16666666666666666;0.125;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006508;0.0;0.5;0.0;0.125;0.3333333333333333;0.0;0.0;0.4;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.125;0.0;0.0;0.5;0.0;0.6;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333
GO:0035725;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7777777777777778;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.07692307692307693;0.0;0.0
GO:0050965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
GO:0010961;0.0625;0.0;0.06666666666666667;0.09090909090909091;0.07142857142857142;0.0;0.125;0.125;0.0;0.1;0.0625;0.09090909090909091;0.07692307692307693;0.0;0.06666666666666667;0.0;0.0;0.0;0.09090909090909091;0.125;0.07142857142857142;0.0;0.125;0.1;0.07142857142857142;0.0;0.125;0.0;0.1;0.06666666666666667;0.09090909090909091;0.08333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.07142857142857142;0.07142857142857142
GO:0072659;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;1.0;0.0;0.0
GO:0010466;0.45454545454545453;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4166666666666667;0.0;0.375;0.0;0.36363636363636365;0.1;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.0;1.0;0.0
GO:0016567;0.0;0.3;0.0;0.18181818181818182;0.45454545454545453;0.0;0.1111111111111111;0.2222222222222222;0.0;0.2;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.18181818181818182;0.1111111111111111;0.0;0.3;0.1111111111111111;0.5;0.0;0.0;0.1111111111111111;0.3;0.09090909090909091;0.0;0.08333333333333333;0.07692307692307693;0.0;0.3333333333333333;0.0;0.0;0.07142857142857142;0.0;0.0;1.0
