;GO:0045948;GO:0008380;GO:0033120;GO:0042376;GO:0000413;GO:0006886;GO:0043401;GO:0006367;GO:0048814;GO:0006103;GO:0000122;GO:0002576;GO:0043392;GO:0009749;GO:0045893;GO:0043153;GO:1990967;GO:0051604;GO:0016311;GO:0030522;GO:0034128;GO:0006351;GO:0032482;GO:0044267;GO:0006355;GO:1903830;GO:0048666;GO:0006397;GO:0006974;GO:0006357;GO:0071260;GO:0071286;GO:0045087;GO:0006508;GO:0035725;GO:0050965;GO:0010961;GO:0072659;GO:0010466;GO:0016567
GO:0034128;0.3356143810225276;0.0;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.4;0.0;0.3660149997115376;0.0;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;1.0;0.0;0.43852901558847923;0.0;0.4;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.2599120563717816;0.0;0.4;0.0
GO:0006351;0.0;0.8;0.0;0.5356143810225276;0.43852901558847923;0.0;0.8;0.8;0.0;0.6000000000000001;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.8;0.5356143810225276;0.8;0.0;1.0;0.8;0.6830074998557688;0.0;0.0;0.8;0.8;0.5356143810225276;0.0;0.5356143810225276;0.43852901558847923;0.0;0.6830074998557688;0.0;0.0;0.4;0.0;0.0;0.43852901558847923
GO:0032482;0.3660149997115376;0.8;0.4;0.5356143810225276;0.4;0.0;0.8;0.8;0.8;0.6000000000000001;0.3660149997115376;0.5356143810225276;0.48300749985576874;0.0;0.4;0.5356143810225276;0.0;0.0;0.5356143810225276;0.8;0.43852901558847923;0.8;1.0;0.6000000000000001;0.43852901558847923;0.0;0.8;0.8;0.6000000000000001;0.4;0.5356143810225276;0.48300749985576874;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.4
GO:0044267;0.0;0.6830074998557688;0.0;0.5356143810225276;0.6000000000000001;0.0;0.6000000000000001;0.6830074998557688;0.0;0.6000000000000001;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.8;0.5356143810225276;0.6000000000000001;0.0;0.6830074998557688;0.6000000000000001;1.0;0.0;0.0;0.6000000000000001;0.6830074998557688;0.48300749985576874;0.0;0.43852901558847923;0.4;0.0;0.8;0.0;0.0;0.3660149997115376;0.0;0.0;0.6000000000000001
GO:0006355;0.6000000000000001;0.0;0.6830074998557688;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.8;0.0;0.3660149997115376;0.0;1.0;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;0.4;0.0;0.43852901558847923;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2599120563717816;0.0;0.48300749985576874;0.0
GO:1903830;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.2830074998557688;0.0;0.0
GO:0048666;0.0;0.8;0.0;0.5356143810225276;0.4;0.0;0.8;0.8;0.0;0.6000000000000001;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.8;0.0;0.8;0.8;0.6000000000000001;0.0;0.0;1.0;0.8;0.6000000000000001;0.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.4
GO:0006397;0.0;0.8;0.0;0.5356143810225276;0.43852901558847923;0.0;0.8;0.8;0.0;0.6000000000000001;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.8;0.5356143810225276;0.8;0.0;0.8;0.8;0.6830074998557688;0.0;0.0;0.8;1.0;0.5356143810225276;0.0;0.5356143810225276;0.43852901558847923;0.0;0.6830074998557688;0.0;0.0;0.4;0.0;0.0;0.43852901558847923
GO:0006974;0.0;0.5356143810225276;0.0;0.43852901558847923;0.3356143810225276;0.0;0.6000000000000001;0.6000000000000001;0.0;0.48300749985576874;0.0;0.43852901558847923;0.0;0.3660149997115376;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.6000000000000001;0.0;0.5356143810225276;0.6000000000000001;0.48300749985576874;0.0;0.0;0.6000000000000001;0.5356143810225276;1.0;0.0;0.5356143810225276;0.48300749985576874;0.6000000000000001;0.0;0.0;0.5356143810225276;0.3660149997115376;0.0;0.0;0.3356143810225276
GO:0006357;0.5356143810225276;0.0;0.6000000000000001;0.0;0.0;0.0;0.4;0.0;0.4;0.0;1.0;0.0;0.3356143810225276;0.0;0.8;0.4;0.0;0.0;0.0;0.43852901558847923;0.3660149997115376;0.0;0.4;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23852901558847928;0.0;0.43852901558847923;0.0
GO:0071260;0.0;0.5356143810225276;0.0;0.4;0.3081136762725405;0.0;0.5356143810225276;0.5356143810225276;0.0;0.43852901558847923;0.0;0.4;0.0;0.3660149997115376;0.0;0.6000000000000001;0.0;0.0;0.4;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.0;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.0;1.0;0.43852901558847923;0.5356143810225276;0.0;0.0;0.5356143810225276;0.3356143810225276;0.0;0.0;0.3081136762725405
GO:0071286;0.0;0.43852901558847923;0.0;0.3660149997115376;0.2830074998557688;0.0;0.48300749985576874;0.48300749985576874;0.0;0.4;0.0;0.3660149997115376;0.0;0.3660149997115376;0.0;0.4;0.0;0.0;0.3660149997115376;0.48300749985576874;0.0;0.43852901558847923;0.48300749985576874;0.4;0.0;0.0;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.0;0.43852901558847923;1.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.3081136762725405;0.0;0.0;0.2830074998557688
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.5356143810225276;0.43852901558847923;1.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0
GO:0006508;0.0;0.6830074998557688;0.0;0.43852901558847923;0.48300749985576874;0.0;0.0;0.6830074998557688;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.43852901558847923;0.0;0.0;0.6830074998557688;0.0;0.8;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874
GO:0035725;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2830074998557688;0.0;0.0
GO:0050965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.43852901558847923;0.6000000000000001;0.0;0.0;1.0;0.0;0.0;0.0;0.0
GO:0010961;0.21862188087829626;0.4;0.23852901558847928;0.3356143810225276;0.2599120563717816;0.0;0.43852901558847923;0.43852901558847923;0.4;0.3660149997115376;0.21862188087829626;0.3356143810225276;0.2830074998557688;0.0;0.23852901558847928;0.3081136762725405;0.0;0.0;0.3356143810225276;0.43852901558847923;0.2599120563717816;0.4;0.43852901558847923;0.3660149997115376;0.2599120563717816;0.0;0.43852901558847923;0.4;0.3660149997115376;0.23852901558847928;0.3356143810225276;0.3081136762725405;0.0;0.0;0.0;0.0;1.0;0.0;0.2599120563717816;0.2599120563717816
GO:0072659;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.3081136762725405;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2830074998557688;0.0;0.0;1.0;0.0;0.0
GO:0010466;0.48300749985576874;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.5356143810225276;0.0;0.43852901558847923;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.4;0.0;0.43852901558847923;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.2599120563717816;0.0;1.0;0.0
GO:0016567;0.0;0.43852901558847923;0.0;0.3660149997115376;0.48300749985576874;0.0;0.4;0.43852901558847923;0.0;0.4;0.0;0.3081136762725405;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.3660149997115376;0.4;0.0;0.43852901558847923;0.4;0.6000000000000001;0.0;0.0;0.4;0.43852901558847923;0.3356143810225276;0.0;0.3081136762725405;0.2830074998557688;0.0;0.48300749985576874;0.0;0.0;0.2599120563717816;0.0;0.0;1.0
