;GO:0036255;GO:1903442;GO:0032570;GO:0045907;GO:0097190;GO:0022900;GO:0030307;GO:0032526;GO:0001666;GO:0045892;GO:0010977;GO:0045893;GO:0019464;GO:0032024;GO:0060292;GO:0035556;GO:0050853;GO:0033194;GO:0043277;GO:0007565;GO:0043312;GO:0045454;GO:0045779;GO:0007204;GO:0033209;GO:1990830;GO:0043066;GO:0019674;GO:0032355;GO:0030890;GO:0014824;GO:0018105;GO:0018107;GO:0034976
GO:0010977;0.0;0.0;0.0;0.8;0.8;0.0;0.5356143810225276;0.0;0.0;0.43852901558847923;1.0;0.4;0.43852901558847923;0.4;0.48300749985576874;0.8;0.8;0.0;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.3356143810225276;0.8;0.0;0.48300749985576874;0.0;0.0;0.3660149997115376;0.8;0.0;0.0;0.0
GO:0045893;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.48300749985576874;0.0;0.0;0.8;0.4;1.0;0.2830074998557688;0.4;0.3660149997115376;0.43852901558847923;0.4;0.0;0.0;0.0;0.0;0.48300749985576874;0.3660149997115376;0.20000000000000007;0.4;0.0;0.3660149997115376;0.0;0.0;0.3660149997115376;0.4;0.0;0.0;0.0
GO:0019464;0.0;0.0;0.0;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.3356143810225276;0.0;0.0;0.2830074998557688;0.43852901558847923;0.2830074998557688;1.0;0.3356143810225276;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.2599120563717816;0.48300749985576874;0.3356143810225276;0.2830074998557688;0.3660149997115376;0.0;0.2599120563717816;0.43852901558847923;0.3660149997115376;0.3660149997115376;0.4
GO:0032024;0.0;0.0;0.0;0.43852901558847923;0.48300749985576874;0.0;0.6000000000000001;0.0;0.0;0.3660149997115376;0.4;0.4;0.3356143810225276;1.0;0.43852901558847923;0.48300749985576874;0.4;0.0;0.0;0.0;0.0;0.5356143810225276;0.43852901558847923;0.23852901558847928;0.4;0.0;0.4;0.0;0.0;0.4;0.4;0.0;0.0;0.0
GO:0060292;0.0;0.0;0.0;0.43852901558847923;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.43852901558847923;0.43852901558847923;1.0;0.48300749985576874;0.43852901558847923;0.0;0.0;0.0;0.0;0.5356143810225276;0.6000000000000001;0.3081136762725405;0.43852901558847923;0.0;0.48300749985576874;0.0;0.0;0.3356143810225276;0.43852901558847923;0.0;0.0;0.0
GO:0035556;0.0;0.0;0.0;0.8;0.8;0.6000000000000001;0.6000000000000001;0.0;0.0;0.43852901558847923;0.8;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.48300749985576874;1.0;0.8;0.0;0.0;0.0;0.8;0.6830074998557688;0.5356143810225276;0.3660149997115376;0.8;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.0;0.4;0.8;0.43852901558847923;0.43852901558847923;0.6000000000000001
GO:0050853;0.0;0.0;0.0;0.8;0.8;0.6000000000000001;0.48300749985576874;0.0;0.0;0.4;0.8;0.4;0.48300749985576874;0.4;0.43852901558847923;0.8;1.0;0.0;0.0;0.0;0.8;0.6830074998557688;0.5356143810225276;0.3660149997115376;0.8;0.48300749985576874;0.4;0.43852901558847923;0.0;0.3660149997115376;0.8;0.43852901558847923;0.43852901558847923;0.6000000000000001
GO:0033194;0.5356143810225276;0.6830074998557688;0.6830074998557688;0.0;0.0;0.0;0.0;0.8;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.6000000000000001
GO:0043277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007565;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0
GO:0043312;0.0;0.0;0.0;0.0;0.8;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.8;0.8;0.0;0.43852901558847923;0.0;1.0;0.5356143810225276;0.0;0.3356143810225276;0.8;0.43852901558847923;0.0;0.4;0.0;0.0;0.0;0.4;0.4;0.5356143810225276
GO:0045454;0.0;0.0;0.0;0.5356143810225276;0.6830074998557688;0.5356143810225276;0.6830074998557688;0.0;0.0;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.6830074998557688;0.6830074998557688;0.0;0.0;0.0;0.5356143810225276;1.0;0.5356143810225276;0.4;0.6830074998557688;0.43852901558847923;0.5356143810225276;0.4;0.0;0.43852901558847923;0.5356143810225276;0.4;0.4;0.5356143810225276
GO:0045779;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.0;0.43852901558847923;0.0;0.0;0.4;0.5356143810225276;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.0;0.5356143810225276;1.0;0.3081136762725405;0.5356143810225276;0.0;0.4;0.0;0.0;0.3356143810225276;0.5356143810225276;0.0;0.0;0.0
GO:0007204;0.0;0.0;0.0;0.3356143810225276;0.3660149997115376;0.3081136762725405;0.23852901558847928;0.0;0.0;0.20000000000000007;0.3356143810225276;0.20000000000000007;0.2599120563717816;0.23852901558847928;0.3081136762725405;0.3660149997115376;0.3660149997115376;0.0;0.0;0.0;0.3356143810225276;0.4;0.3081136762725405;1.0;0.3660149997115376;0.2599120563717816;0.20000000000000007;0.23852901558847928;0.0;0.18250743174993223;0.3356143810225276;0.23852901558847928;0.23852901558847928;0.3081136762725405
GO:0033209;0.0;0.0;0.0;0.8;0.8;0.6000000000000001;0.48300749985576874;0.0;0.0;0.4;0.8;0.4;0.48300749985576874;0.4;0.43852901558847923;0.8;0.8;0.0;0.0;0.0;0.8;0.6830074998557688;0.5356143810225276;0.3660149997115376;1.0;0.48300749985576874;0.4;0.43852901558847923;0.0;0.3660149997115376;0.8;0.43852901558847923;0.43852901558847923;0.6000000000000001
GO:1990830;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.0;0.48300749985576874;0.4;0.0;0.5356143810225276;0.43852901558847923;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.2599120563717816;0.48300749985576874;1.0;0.0;0.3081136762725405;0.5356143810225276;0.0;0.0;0.3081136762725405;0.3081136762725405;0.48300749985576874
GO:0043066;0.0;0.0;0.0;0.4;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.2830074998557688;0.4;0.48300749985576874;0.48300749985576874;0.4;0.0;0.0;0.0;0.0;0.5356143810225276;0.4;0.20000000000000007;0.4;0.0;1.0;0.0;0.0;0.3356143810225276;0.4;0.0;0.0;0.0
GO:0019674;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.4;0.4;0.0;0.23852901558847928;0.43852901558847923;0.3081136762725405;0.0;1.0;0.0;0.0;0.0;0.4;0.4;0.3660149997115376
GO:0032355;0.5356143810225276;0.8;0.6830074998557688;0.0;0.0;0.0;0.0;0.8;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.48300749985576874
GO:0030890;0.0;0.0;0.0;0.4;0.4;0.0;0.48300749985576874;0.0;0.0;0.3081136762725405;0.3660149997115376;0.3660149997115376;0.2599120563717816;0.4;0.3356143810225276;0.4;0.3660149997115376;0.0;0.0;0.0;0.0;0.43852901558847923;0.3356143810225276;0.18250743174993223;0.3660149997115376;0.0;0.3356143810225276;0.0;0.0;1.0;0.3660149997115376;0.0;0.0;0.0
GO:0014824;0.0;0.0;0.0;0.8;0.8;0.0;0.48300749985576874;0.0;0.0;0.4;0.8;0.4;0.43852901558847923;0.4;0.43852901558847923;0.8;0.8;0.0;0.0;0.8;0.0;0.5356143810225276;0.5356143810225276;0.3356143810225276;0.8;0.0;0.4;0.0;0.0;0.3660149997115376;1.0;0.0;0.0;0.0
GO:0018105;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.4;0.4;0.0;0.23852901558847928;0.43852901558847923;0.3081136762725405;0.0;0.4;0.0;0.0;0.0;1.0;0.8;0.3660149997115376
GO:0018107;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.4;0.4;0.0;0.23852901558847928;0.43852901558847923;0.3081136762725405;0.0;0.4;0.0;0.0;0.0;0.8;1.0;0.3660149997115376
GO:0034976;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.0;0.6000000000000001;0.48300749985576874;0.0;0.48300749985576874;0.6830074998557688;0.0;0.0;0.0;0.4;0.0;0.0;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.0;0.0;0.5356143810225276;0.5356143810225276;0.0;0.3081136762725405;0.6000000000000001;0.48300749985576874;0.0;0.3660149997115376;0.48300749985576874;0.0;0.0;0.3660149997115376;0.3660149997115376;1.0
