;GO:0046458;GO:0006364;GO:0001570;GO:0006369;GO:0045766;GO:0000398;GO:0000122;GO:0045892;GO:0000480;GO:0045893;GO:0006914;GO:0070267;GO:0030148;GO:2000773;GO:0006351;GO:0000209;GO:0000447;GO:0001561;GO:0006357;GO:0051013;GO:0098789;GO:0010507;GO:0031124;GO:0031122;GO:0001938;GO:0033306
GO:0006914;0.3333333333333333;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.4;0.0;1.0;0.25;0.2857142857142857;0.0;0.0;0.18181818181818182;0.4;0.42857142857142855;0.0;0.16666666666666666;0.4;0.0;0.0;0.16666666666666666;0.0;0.3333333333333333
GO:0070267;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;1.0;0.16666666666666666;0.0;0.0;0.1;0.0;0.14285714285714285;0.0;0.2;0.0;0.0;0.0;0.2;0.0;0.2
GO:0030148;0.2857142857142857;0.3333333333333333;0.0;0.5;0.0;0.3333333333333333;0.0;0.0;0.3333333333333333;0.0;0.2857142857142857;0.16666666666666666;1.0;0.0;0.42857142857142855;0.25;0.3333333333333333;0.3333333333333333;0.0;0.125;0.3333333333333333;0.0;0.3333333333333333;0.125;0.0;0.2857142857142857
GO:2000773;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.3;0.3333333333333333;0.0;0.2727272727272727;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.4444444444444444;0.0;0.0;0.3;0.0
GO:0006351;0.4;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;1.0;0.2727272727272727;0.6;0.14285714285714285;0.0;0.0;0.6;0.0;0.6;0.0;0.0;0.2
GO:0000209;0.18181818181818182;0.2727272727272727;0.0;0.2;0.0;0.2727272727272727;0.0;0.0;0.2;0.0;0.18181818181818182;0.1;0.25;0.0;0.2727272727272727;1.0;0.2;0.15384615384615385;0.0;0.08333333333333333;0.2;0.0;0.2727272727272727;0.08333333333333333;0.0;0.18181818181818182
GO:0000447;0.4;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.4;0.0;0.3333333333333333;0.0;0.6;0.2;1.0;0.2857142857142857;0.0;0.2;0.6666666666666666;0.0;0.0;0.2;0.0;0.4
GO:0001561;0.25;0.14285714285714285;0.0;0.2857142857142857;0.0;0.14285714285714285;0.0;0.0;0.2857142857142857;0.0;0.42857142857142855;0.14285714285714285;0.3333333333333333;0.0;0.14285714285714285;0.15384615384615385;0.2857142857142857;1.0;0.0;0.1111111111111111;0.2857142857142857;0.0;0.14285714285714285;0.1111111111111111;0.0;0.25
GO:0006357;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.875;0.75;0.0;0.75;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.25;0.0
GO:0051013;0.14285714285714285;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.16666666666666666;0.2;0.125;0.0;0.0;0.08333333333333333;0.2;0.1111111111111111;0.0;1.0;0.2;0.0;0.0;0.6;0.0;0.14285714285714285
GO:0098789;0.4;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.4;0.0;0.3333333333333333;0.0;0.6;0.2;0.6666666666666666;0.2857142857142857;0.0;0.2;1.0;0.0;0.0;0.2;0.0;0.4
GO:0010507;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.45454545454545453;0.5;0.0;0.36363636363636365;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;1.0;0.0;0.0;0.2727272727272727;0.0
GO:0031124;0.4;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.6;0.2727272727272727;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2
GO:0031122;0.14285714285714285;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.16666666666666666;0.2;0.125;0.0;0.0;0.08333333333333333;0.2;0.1111111111111111;0.0;0.6;0.2;0.0;0.0;1.0;0.0;0.14285714285714285
GO:0001938;0.0;0.0;0.0;0.0;0.3;0.0;0.23076923076923078;0.25;0.0;0.2727272727272727;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.2727272727272727;0.0;0.0;1.0;0.0
GO:0033306;0.3333333333333333;0.2;0.0;0.4;0.0;0.2;0.0;0.0;0.4;0.0;0.3333333333333333;0.2;0.2857142857142857;0.0;0.2;0.18181818181818182;0.4;0.25;0.0;0.14285714285714285;0.4;0.0;0.2;0.14285714285714285;0.0;1.0
