;GO:0046458;GO:0006364;GO:0001570;GO:0006369;GO:0045766;GO:0000398;GO:0000122;GO:0045892;GO:0000480;GO:0045893;GO:0006914;GO:0070267;GO:0030148;GO:2000773;GO:0006351;GO:0000209;GO:0000447;GO:0001561;GO:0006357;GO:0051013;GO:0098789;GO:0010507;GO:0031124;GO:0031122;GO:0001938;GO:0033306
GO:0006914;0.06886689890529227;0.06886689890529227;0.01468324974140624;0.06886689890529227;0.0;0.06886689890529227;0.0;0.0;0.06886689890529227;0.0;1.0;0.01468324974140624;0.06886689890529227;0.0;0.06886689890529227;0.06886689890529227;0.06886689890529227;0.24065568453703556;0.0;0.01468324974140624;0.06886689890529227;0.0;0.06886689890529227;0.01468324974140624;0.0;0.06886689890529227
GO:0070267;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.01468324974140624;1.0;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.12408495164008174;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.12408495164008174;0.036692364793703955;0.01468324974140624
GO:0030148;0.06886689890529227;0.07548231845693805;0.01468324974140624;0.14450116634992752;0.0;0.07548231845693805;0.0;0.0;0.07548231845693805;0.0;0.06886689890529227;0.01468324974140624;1.0;0.0;0.14450116634992752;0.1237146889194086;0.07548231845693805;0.29564490308903574;0.0;0.01468324974140624;0.07548231845693805;0.0;0.07548231845693805;0.01468324974140624;0.0;0.29564490308903574
GO:2000773;0.0;0.0;0.0;0.0;0.20397374928165476;0.0;0.13839445927415203;0.13839445927415203;0.0;0.047799631016701725;0.0;0.036692364793703955;0.0;1.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.13839445927415203;0.0;0.0;0.047799631016701725;0.0
GO:0006351;0.06886689890529227;0.16542914088709912;0.01468324974140624;0.1960200889472569;0.0;0.16542914088709912;0.0;0.0;0.16542914088709912;0.0;0.06886689890529227;0.01468324974140624;0.14450116634992752;0.0;1.0;0.10587402764930422;0.16542914088709912;0.06927734236639929;0.0;0.01468324974140624;0.16542914088709912;0.0;0.16542914088709912;0.01468324974140624;0.0;0.06927734236639929
GO:0000209;0.06886689890529227;0.08547128021085358;0.01468324974140624;0.08547128021085358;0.0;0.08547128021085358;0.0;0.0;0.08547128021085358;0.0;0.06886689890529227;0.01468324974140624;0.1237146889194086;0.0;0.10587402764930422;1.0;0.08547128021085358;0.06927734236639929;0.0;0.01468324974140624;0.08547128021085358;0.0;0.08547128021085358;0.01468324974140624;0.0;0.06927734236639929
GO:0000447;0.06886689890529227;0.16542914088709912;0.01468324974140624;0.16542914088709912;0.0;0.16542914088709912;0.0;0.0;0.7300769708695185;0.0;0.06886689890529227;0.01468324974140624;0.07548231845693805;0.0;0.16542914088709912;0.08547128021085358;1.0;0.06927734236639929;0.0;0.01468324974140624;0.48751175608309416;0.0;0.16542914088709912;0.01468324974140624;0.0;0.06927734236639929
GO:0001561;0.06886689890529227;0.06927734236639929;0.01468324974140624;0.06927734236639929;0.0;0.06927734236639929;0.0;0.0;0.06927734236639929;0.0;0.24065568453703556;0.01468324974140624;0.29564490308903574;0.0;0.06927734236639929;0.06927734236639929;0.06927734236639929;1.0;0.0;0.01468324974140624;0.06927734236639929;0.0;0.06927734236639929;0.01468324974140624;0.0;0.29564490308903574
GO:0006357;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.193449319138058;0.15831211565824807;0.0;0.15831211565824807;0.0;0.036692364793703955;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.10577604256148812;0.0;0.0;0.047799631016701725;0.0
GO:0051013;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;1.0;0.01468324974140624;0.0;0.01468324974140624;0.39083639990161306;0.0;0.01468324974140624
GO:0098789;0.06886689890529227;0.16542914088709912;0.01468324974140624;0.16542914088709912;0.0;0.3367509049664712;0.0;0.0;0.48751175608309416;0.0;0.06886689890529227;0.01468324974140624;0.07548231845693805;0.0;0.16542914088709912;0.08547128021085358;0.48751175608309416;0.06927734236639929;0.0;0.01468324974140624;1.0;0.0;0.3367509049664712;0.01468324974140624;0.0;0.06927734236639929
GO:0010507;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.198940861166088;0.198940861166088;0.0;0.10577604256148812;0.0;0.036692364793703955;0.0;0.13839445927415203;0.0;0.0;0.0;0.0;0.10577604256148812;0.0;0.0;1.0;0.0;0.0;0.047799631016701725;0.0
GO:0031124;0.06886689890529227;0.3102169991624253;0.01468324974140624;0.16542914088709912;0.0;0.3758297393469307;0.0;0.0;0.16542914088709912;0.0;0.06886689890529227;0.01468324974140624;0.07548231845693805;0.0;0.16542914088709912;0.08547128021085358;0.16542914088709912;0.06927734236639929;0.0;0.01468324974140624;0.3367509049664712;0.0;1.0;0.01468324974140624;0.0;0.06927734236639929
GO:0031122;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.39083639990161306;0.01468324974140624;0.0;0.01468324974140624;1.0;0.0;0.01468324974140624
GO:0001938;0.0;0.0;0.0;0.0;0.11511873865597294;0.0;0.047799631016701725;0.047799631016701725;0.0;0.12755981097713553;0.0;0.036692364793703955;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.0;1.0;0.0
GO:0033306;0.06886689890529227;0.06927734236639929;0.01468324974140624;0.06927734236639929;0.0;0.06927734236639929;0.0;0.0;0.06927734236639929;0.0;0.06886689890529227;0.01468324974140624;0.29564490308903574;0.0;0.06927734236639929;0.06927734236639929;0.06927734236639929;0.29564490308903574;0.0;0.01468324974140624;0.06927734236639929;0.0;0.06927734236639929;0.01468324974140624;0.0;1.0
