;GO:0046458;GO:0006364;GO:0001570;GO:0006369;GO:0045766;GO:0000398;GO:0000122;GO:0045892;GO:0000480;GO:0045893;GO:0006914;GO:0070267;GO:0030148;GO:2000773;GO:0006351;GO:0000209;GO:0000447;GO:0001561;GO:0006357;GO:0051013;GO:0098789;GO:0010507;GO:0031124;GO:0031122;GO:0001938;GO:0033306
GO:0030148;0.46153846153846156;0.3333333333333333;0.15384615384615385;0.4444444444444444;0.0;0.3;0.0;0.0;0.3;0.0;0.46153846153846156;0.25;1.0;0.0;0.4444444444444444;0.42105263157894735;0.3;0.5555555555555556;0.0;0.26666666666666666;0.3157894736842105;0.0;0.3333333333333333;0.26666666666666666;0.0;0.35294117647058826
GO:2000773;0.0;0.0;0.0;0.0;0.5;0.0;0.4;0.42105263157894735;0.0;0.42105263157894735;0.0;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.42105263157894735;0.0;0.0;0.625;0.0;0.0;0.5;0.0
GO:0006351;0.4;0.1;0.13333333333333333;0.4;0.0;0.09090909090909091;0.0;0.0;0.09090909090909091;0.0;0.13333333333333333;0.1111111111111111;0.4444444444444444;0.0;1.0;0.38095238095238093;0.36363636363636365;0.2;0.0;0.11764705882352941;0.38095238095238093;0.0;0.4;0.11764705882352941;0.0;0.21052631578947367
GO:0000209;0.375;0.38095238095238093;0.125;0.2857142857142857;0.0;0.34782608695652173;0.0;0.0;0.2608695652173913;0.0;0.375;0.21052631578947367;0.42105263157894735;0.0;0.38095238095238093;1.0;0.2608695652173913;0.2857142857142857;0.0;0.2222222222222222;0.2727272727272727;0.0;0.38095238095238093;0.2222222222222222;0.0;0.3
GO:0000447;0.35294117647058826;0.09090909090909091;0.11764705882352941;0.36363636363636365;0.0;0.08333333333333333;0.0;0.0;0.5;0.0;0.35294117647058826;0.1;0.3;0.0;0.36363636363636365;0.2608695652173913;1.0;0.2727272727272727;0.0;0.21052631578947367;0.5217391304347826;0.0;0.09090909090909091;0.21052631578947367;0.0;0.2857142857142857
GO:0001561;0.4;0.2;0.13333333333333333;0.3;0.0;0.18181818181818182;0.0;0.0;0.2727272727272727;0.0;0.5333333333333333;0.2222222222222222;0.5555555555555556;0.0;0.2;0.2857142857142857;0.2727272727272727;1.0;0.0;0.23529411764705882;0.2857142857142857;0.0;0.2;0.23529411764705882;0.0;0.3157894736842105
GO:0006357;0.0;0.0;0.0;0.0;0.3157894736842105;0.0;0.9565217391304348;0.9090909090909091;0.0;0.9090909090909091;0.0;0.10526315789473684;0.0;0.42105263157894735;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5263157894736842;0.0;0.0;0.42105263157894735;0.0
GO:0051013;0.3333333333333333;0.11764705882352941;0.16666666666666666;0.23529411764705882;0.0;0.10526315789473684;0.0;0.0;0.21052631578947367;0.0;0.3333333333333333;0.26666666666666666;0.26666666666666666;0.0;0.11764705882352941;0.2222222222222222;0.21052631578947367;0.23529411764705882;0.0;1.0;0.2222222222222222;0.0;0.11764705882352941;0.8571428571428571;0.0;0.25
GO:0098789;0.375;0.09523809523809523;0.125;0.38095238095238093;0.0;0.08695652173913043;0.0;0.0;0.5217391304347826;0.0;0.375;0.10526315789473684;0.3157894736842105;0.0;0.38095238095238093;0.2727272727272727;0.5217391304347826;0.2857142857142857;0.0;0.2222222222222222;1.0;0.0;0.09523809523809523;0.2222222222222222;0.0;0.3
GO:0010507;0.0;0.0;0.0;0.0;0.375;0.0;0.6;0.631578947368421;0.0;0.5263157894736842;0.0;0.125;0.0;0.625;0.0;0.0;0.0;0.0;0.5263157894736842;0.0;0.0;1.0;0.0;0.0;0.5;0.0
GO:0031124;0.4;0.1;0.13333333333333333;0.4;0.0;0.09090909090909091;0.0;0.0;0.09090909090909091;0.0;0.13333333333333333;0.1111111111111111;0.3333333333333333;0.0;0.4;0.38095238095238093;0.09090909090909091;0.2;0.0;0.11764705882352941;0.09523809523809523;0.0;1.0;0.11764705882352941;0.0;0.21052631578947367
GO:0031122;0.3333333333333333;0.11764705882352941;0.16666666666666666;0.23529411764705882;0.0;0.10526315789473684;0.0;0.0;0.21052631578947367;0.0;0.3333333333333333;0.26666666666666666;0.26666666666666666;0.0;0.11764705882352941;0.2222222222222222;0.21052631578947367;0.23529411764705882;0.0;0.8571428571428571;0.2222222222222222;0.0;0.11764705882352941;1.0;0.0;0.25
GO:0001938;0.0;0.0;0.0;0.0;0.5;0.0;0.4;0.42105263157894735;0.0;0.42105263157894735;0.0;0.125;0.0;0.5;0.0;0.0;0.0;0.0;0.42105263157894735;0.0;0.0;0.5;0.0;0.0;1.0;0.0
GO:0033306;0.42857142857142855;0.21052631578947367;0.14285714285714285;0.3157894736842105;0.0;0.19047619047619047;0.0;0.0;0.2857142857142857;0.0;0.42857142857142855;0.23529411764705882;0.35294117647058826;0.0;0.21052631578947367;0.3;0.2857142857142857;0.3157894736842105;0.0;0.25;0.3;0.0;0.21052631578947367;0.25;0.0;1.0
