;GO:0060088;GO:0007094;GO:0070849;GO:2000480;GO:0006281;GO:0036498;GO:0071816;GO:0007093;GO:1904456;GO:0007098;GO:0033384;GO:0002480;GO:0002481;GO:0045646;GO:0007413;GO:0050796;GO:0002237;GO:0002479;GO:0001666;GO:0006559;GO:0000460;GO:0045892;GO:0051482;GO:0042780;GO:0019885;GO:0031990;GO:0015701;GO:0035435;GO:0035556;GO:0042307;GO:0042308;GO:0065003;GO:1904983;GO:0051260;GO:0006695;GO:0007268;GO:0007026;GO:0006572;GO:0007265;GO:1900026;GO:1901874;GO:0000226;GO:0009725;GO:0060236;GO:0051016;GO:0048011;GO:0016081;GO:0000470;GO:0045540;GO:0072332;GO:0001956;GO:0031629;GO:0070830;GO:0050848;GO:0010701;GO:0032436;GO:0034614;GO:0051017;GO:0055072;GO:0018009;GO:0035025;GO:0045947;GO:0008286;GO:0006260;GO:0008285;GO:0006662;GO:0006783;GO:0045944;GO:0043401;GO:0000398;GO:0048813;GO:0000045;GO:0000165;GO:0018095;GO:0106074;GO:0048026;GO:0051262;GO:0019221;GO:0097746;GO:0031453;GO:0048260;GO:0010510;GO:0016236;GO:0008050;GO:0033077;GO:0000209;GO:0035493;GO:0008053;GO:0045956;GO:1903955;GO:0010807;GO:0048675;GO:0001933;GO:0018400;GO:0021915;GO:1901386;GO:0007179;GO:0006366;GO:0043149;GO:0006006;GO:0006886;GO:0006644;GO:0006887;GO:0006367;GO:0006885;GO:0006637;GO:0009749;GO:0006999;GO:0010977;GO:0031398;GO:0016055;GO:0035115;GO:0033216;GO:1904781;GO:0046827;GO:0007186;GO:0090267;GO:0031670;GO:1901673;GO:0045454;GO:0043312;GO:0002053;GO:0045736;GO:0006898;GO:0007621;GO:0045337;GO:0045217;GO:0032515;GO:0006404;GO:0031669;GO:0071283;GO:0030218;GO:0050482;GO:0002726;GO:1990613;GO:0072657;GO:0031146;GO:0001916;GO:0010469;GO:0032233;GO:0046718;GO:0043966;GO:0036158;GO:0033320;GO:1904434;GO:0046039;GO:1904437;GO:0046832;GO:0006468;GO:0043687;GO:0006986;GO:0006469;GO:0006620;GO:0000122;GO:0030326;GO:0060509;GO:0032465;GO:0060071;GO:0030047;GO:0031532;GO:0035457;GO:0071514;GO:0060333;GO:0006351;GO:1900121;GO:0044267;GO:0046600;GO:0006355;GO:0007166;GO:0006111;GO:0007288;GO:0002154;GO:0006633;GO:0006357;GO:0006511;GO:0000098;GO:0045087;GO:0070098;GO:2000463;GO:0035725;GO:0070895;GO:0031122;GO:0030433
GO:1900026;0.0;0.0757575757575758;0.0;0.06557377049180324;0.0;0.12903225806451613;0.0;0.12121212121212122;0.09756097560975607;0.0;0.0;0.0;0.0;0.2068965517241379;0.0;0.10256410256410253;0.0;0.0;0.0;0.0;0.0;0.07547169811320753;0.04761904761904767;0.0;0.0;0.0;0.0;0.0;0.16000000000000003;0.08695652173913049;0.06382978723404253;0.0;0.0;0.0;0.0;0.0;0.12195121951219512;0.0;0.14814814814814814;1.0;0.09756097560975607;0.0;0.0;0.16129032258064513;0.08771929824561409;0.13793103448275867;0.0;0.0;0.08823529411764708;0.13793103448275867;0.13953488372093026;0.0;0.0;0.1428571428571429;0.17142857142857137;0.1132075471698113;0.0;0.0;0.06451612903225812;0.0;0.1578947368421053;0.07407407407407407;0.1428571428571429;0.0;0.15384615384615385;0.0;0.0;0.11538461538461542;0.15384615384615385;0.0;0.0;0.0;0.09090909090909094;0.0;0.04878048780487809;0.1333333333333333;0.0;0.15384615384615385;0.0625;0.22857142857142854;0.2666666666666667;0.10810810810810811;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.17021276595744683;0.10869565217391308;0.0;0.08510638297872342;0.0;0.0;0.05769230769230771;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06666666666666665;0.0;0.0;0.0;0.19047619047619047;0.14634146341463417;0.14814814814814814;0.0;0.0;0.13793103448275867;0.09523809523809523;0.16000000000000003;0.14583333333333337;0.0;0.1351351351351351;0.14814814814814814;0.0;0.23076923076923073;0.06153846153846154;0.0;0.06451612903225812;0.0;0.0;0.07017543859649122;0.0;0.0;0.0;0.0;0.0;0.07999999999999996;0.0;0.0;0.0;0.08695652173913049;0.1428571428571429;0.22857142857142854;0.0;0.0;0.0;0.0;0.0714285714285714;0.0;0.0625;0.08571428571428574;0.0;0.0;0.0;0.07017543859649122;0.0;0.07272727272727275;0.0;0.0;0.15384615384615385;0.17647058823529416;0.0;0.0;0.0;0.08333333333333337;0.14814814814814814;0.0;0.06666666666666665;0.0;0.11363636363636365;0.10810810810810811;0.16000000000000003;0.125;0.0;0.14814814814814814;0.0;0.10526315789473684;0.0;0.0;0.0;0.14814814814814814;0.1428571428571429;0.0;0.09756097560975607;0.0;0.0
GO:1901874;0.0;0.09375;0.0;0.4883720930232558;0.0;0.1333333333333333;0.0;0.19999999999999996;0.1578947368421053;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.36585365853658536;0.04878048780487809;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.06521739130434778;0.0888888888888889;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.15384615384615385;0.09756097560975607;1.0;0.0;0.0;0.12903225806451613;0.10909090909090913;0.1428571428571429;0.0;0.0;0.16129032258064513;0.1428571428571429;0.09090909090909094;0.0;0.0;0.14814814814814814;0.11111111111111116;0.23404255319148937;0.0;0.0;0.06666666666666665;0.0;0.10256410256410253;0.5;0.14814814814814814;0.0;0.26086956521739135;0.0;0.0;0.1875;0.16000000000000003;0.0;0.0;0.0;0.09302325581395354;0.0;0.050000000000000044;0.2195121951219512;0.0;0.16000000000000003;0.06451612903225812;0.10526315789473684;0.12121212121212122;0.21212121212121215;0.0;0.0;0.0;0.0;0.0;0.0;0.10810810810810811;0.07999999999999996;0.08695652173913049;0.0;0.7241379310344828;0.0;0.0;0.07999999999999996;0.14814814814814814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06896551724137934;0.0;0.0;0.0;0.13953488372093026;0.3529411764705882;0.15384615384615385;0.0;0.0;0.10344827586206895;0.0714285714285714;0.16666666666666663;0.07999999999999996;0.0;0.10810810810810811;0.15384615384615385;0.0;0.14814814814814814;0.44680851063829785;0.0;0.06666666666666665;0.0;0.0;0.5384615384615384;0.0;0.0;0.0;0.0;0.0;0.06000000000000005;0.0;0.0;0.0;0.06521739130434778;0.14814814814814814;0.10526315789473684;0.0;0.0;0.0;0.0;0.07407407407407407;0.0;0.06451612903225812;0.12121212121212122;0.0;0.0;0.0;0.5384615384615384;0.0;0.34883720930232553;0.0;0.0;0.16000000000000003;0.11428571428571432;0.0;0.0;0.0;0.1515151515151515;0.15384615384615385;0.0;0.06896551724137934;0.0;0.1428571428571429;0.29032258064516125;0.16666666666666663;0.25;0.0;0.15384615384615385;0.0;0.28125;0.0;0.0;0.0;0.15384615384615385;0.09302325581395354;0.0;0.5172413793103448;0.0;0.0
GO:0000226;0.36363636363636365;0.037735849056603765;0.0;0.0;0.07692307692307687;0.11764705882352944;0.0;0.10526315789473684;0.0;0.5555555555555556;0.0714285714285714;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.05128205128205132;0.07999999999999996;0.0;0.07692307692307687;0.07407407407407407;0.0;0.06060606060606055;0.0;0.0;0.18181818181818177;0.0;0.0;0.4444444444444444;0.0;0.36363636363636365;0.0;0.15384615384615385;0.0;0.05714285714285716;0.15384615384615385;0.0;0.0;1.0;0.0;0.0;0.09523809523809523;0.1333333333333333;0.1333333333333333;0.07999999999999996;0.0;0.1333333333333333;0.0;0.3125;0.33333333333333337;0.0;0.0;0.0;0.11111111111111116;0.36363636363636365;0.0;0.0714285714285714;0.0;0.0;0.1428571428571429;0.07692307692307687;0.0;0.0;0.06060606060606055;0.0;0.16666666666666663;0.07692307692307687;0.25;0.4545454545454546;0.06666666666666665;0.09090909090909094;0.07999999999999996;0.0;0.36363636363636365;0.16666666666666663;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.11111111111111116;0.08695652173913049;0.36363636363636365;0.4545454545454546;0.0;0.0;0.0;0.1428571428571429;0.0;0.06451612903225812;0.0;0.0;0.1428571428571429;0.05882352941176472;0.375;0.0;0.0;0.125;0.15384615384615385;0.06451612903225812;0.0;0.1333333333333333;0.0;0.5555555555555556;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.18181818181818177;0.0;0.10526315789473684;0.0;0.15384615384615385;0.07407407407407407;0.0;0.0;0.0;0.0;0.0714285714285714;0.36363636363636365;0.0;0.0;0.1333333333333333;0.11111111111111116;0.18181818181818177;0.0;0.0;0.3846153846153846;0.0;0.06666666666666665;0.0;0.0;0.0;0.0;0.12903225806451613;0.33333333333333337;0.06060606060606055;0.0;0.04878048780487809;0.0;0.0;0.08695652173913049;0.09999999999999998;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.09090909090909094;0.2727272727272727;0.6666666666666667;0.125;0.09523809523809523;0.15384615384615385;0.06060606060606055;0.0;0.125;0.0;0.0;0.18181818181818177;0.0;0.4666666666666667;0.15384615384615385;0.07407407407407407;0.0;0.07999999999999996;0.06896551724137934;0.0;0.15384615384615385;0.0;0.0;0.0;0.7777777777777778;0.050000000000000044
GO:0009725;0.0;0.0;0.8333333333333334;0.0;0.08333333333333337;0.1333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.06451612903225812;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.11111111111111116
GO:0060236;0.0;0.17307692307692313;0.0;0.07843137254901966;0.0;0.19047619047619047;0.0;0.2857142857142857;0.12903225806451613;0.0;0.0;0.0;0.0;0.19047619047619047;0.0;0.13793103448275867;0.0;0.0;0.0;0.0;0.0;0.09302325581395354;0.0625;0.0;0.0;0.0;0.0;0.0;0.2666666666666667;0.08108108108108103;0.08108108108108103;0.0;0.0;0.0;0.0;0.0;0.33333333333333337;0.0;0.23529411764705888;0.16129032258064513;0.12903225806451613;0.0;0.0;1.0;0.15555555555555556;0.21052631578947367;0.0;0.0;0.125;0.21052631578947367;0.11428571428571432;0.0;0.0;0.2222222222222222;0.14814814814814814;0.0888888888888889;0.0;0.0;0.09523809523809523;0.0;0.1333333333333333;0.09090909090909094;0.2222222222222222;0.0;0.25;0.0;0.0;0.09090909090909094;0.25;0.0;0.0;0.0;0.11764705882352944;0.0;0.06451612903225812;0.10810810810810811;0.0;0.25;0.09090909090909094;0.2222222222222222;0.21739130434782605;0.14814814814814814;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.15384615384615385;0.13888888888888884;0.0;0.10810810810810811;0.0;0.0;0.0714285714285714;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.0;0.0;0.1428571428571429;0.12121212121212122;0.23529411764705888;0.0;0.0;0.15000000000000002;0.09090909090909094;0.2666666666666667;0.25;0.0;0.6842105263157895;0.23529411764705888;0.0;0.2222222222222222;0.09259259259259256;0.0;0.09523809523809523;0.0;0.0;0.08510638297872342;0.0;0.0;0.0;0.0;0.0;0.07317073170731703;0.0;0.0;0.0;0.08108108108108103;0.2222222222222222;0.2692307692307693;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.09090909090909094;0.12;0.0;0.0;0.0;0.08510638297872342;0.0;0.0888888888888889;0.0;0.0;0.4285714285714286;0.15384615384615385;0.0;0.0;0.0;0.11538461538461542;0.23529411764705888;0.0;0.09999999999999998;0.0;0.3928571428571429;0.14814814814814814;0.2666666666666667;0.18181818181818177;0.0;0.23529411764705888;0.0;0.1428571428571429;0.0;0.0;0.0;0.23529411764705888;0.11764705882352944;0.0;0.12903225806451613;0.0;0.0
GO:0051016;0.09302325581395354;0.14473684210526316;0.0;0.07999999999999996;0.03448275862068961;0.10869565217391308;0.0;0.15217391304347827;0.12962962962962965;0.09523809523809523;0.033333333333333326;0.0;0.0;0.10869565217391308;0.0888888888888889;0.09259259259259256;0.0;0.0;0.0;0.028169014084507005;0.03508771929824561;0.08955223880597019;0.0714285714285714;0.03389830508474578;0.0;0.03076923076923077;0.0;0.0;0.125;0.04761904761904767;0.06451612903225812;0.09756097560975607;0.0;0.09302325581395354;0.0;0.0444444444444444;0.40909090909090906;0.02985074626865669;0.11904761904761907;0.08771929824561409;0.10909090909090913;0.09523809523809523;0.0;0.15555555555555556;1.0;0.11363636363636365;0.04255319148936165;0.03508771929824561;0.06000000000000005;0.11363636363636365;0.08333333333333337;0.08163265306122447;0.09090909090909094;0.09090909090909094;0.07547169811320753;0.05633802816901412;0.040000000000000036;0.09302325581395354;0.06521739130434778;0.033333333333333326;0.0714285714285714;0.08823529411764708;0.11627906976744184;0.03448275862068961;0.15000000000000002;0.0;0.03076923076923077;0.05714285714285716;0.12195121951219512;0.03448275862068961;0.08333333333333337;0.09090909090909094;0.0847457627118644;0.03703703703703709;0.07272727272727275;0.06349206349206349;0.09302325581395354;0.12195121951219512;0.08695652173913049;0.13461538461538458;0.10204081632653061;0.07547169811320753;0.0444444444444444;0.0;0.040000000000000036;0.036363636363636376;0.09302325581395354;0.09090909090909094;0.07407407407407407;0.09230769230769231;0.13559322033898302;0.04347826086956519;0.09836065573770492;0.031746031746031744;0.0;0.05970149253731338;0.11627906976744184;0.030303030303030276;0.07999999999999996;0.0;0.0;0.04166666666666663;0.0444444444444444;0.031746031746031744;0.06666666666666665;0.04255319148936165;0.0;0.09523809523809523;0.13793103448275867;0.06779661016949157;0.11904761904761907;0.0;0.0;0.06521739130434778;0.05084745762711862;0.125;0.09230769230769231;0.039215686274509776;0.16000000000000003;0.14634146341463417;0.03389830508474578;0.09090909090909094;0.07594936708860756;0.0;0.06521739130434778;0.033333333333333326;0.09302325581395354;0.08450704225352113;0.0;0.04255319148936165;0.040000000000000036;0.046511627906976716;0.0;0.04477611940298509;0.08695652173913049;0.0;0.032258064516129004;0.04761904761904767;0.09090909090909094;0.25531914893617025;0.0;0.06349206349206349;0.09090909090909094;0.03076923076923077;0.045454545454545414;0.0273972602739726;0.04166666666666663;0.07999999999999996;0.036363636363636376;0.038461538461538436;0.0;0.08450704225352113;0.0;0.08695652173913049;0.0;0.0444444444444444;0.09523809523809523;0.0980392156862745;0.0714285714285714;0.09302325581395354;0.04166666666666663;0.07843137254901966;0.11904761904761907;0.03076923076923077;0.04347826086956519;0.04166666666666663;0.25;0.07547169811320753;0.125;0.08333333333333337;0.07999999999999996;0.11904761904761907;0.03389830508474578;0.07407407407407407;0.03508771929824561;0.032786885245901676;0.0;0.11904761904761907;0.0847457627118644;0.0;0.10909090909090913;0.09090909090909094;0.02777777777777779
GO:0048011;0.125;0.09433962264150941;0.0;0.08333333333333337;0.06896551724137934;0.375;0.0;0.26315789473684215;0.1428571428571429;0.1333333333333333;0.06451612903225812;0.0;0.0;0.2222222222222222;0.11111111111111116;0.15384615384615385;0.0;0.0;0.0;0.04761904761904767;0.0714285714285714;0.09999999999999998;0.1071428571428571;0.06666666666666665;0.0;0.05555555555555558;0.0;0.0;0.6;0.08823529411764708;0.08823529411764708;0.1428571428571429;0.0;0.125;0.0;0.125;0.13793103448275867;0.052631578947368474;0.5;0.13793103448275867;0.1428571428571429;0.1333333333333333;0.0;0.21052631578947367;0.11363636363636365;1.0;0.11111111111111116;0.0714285714285714;0.1428571428571429;0.4285714285714286;0.125;0.09090909090909094;0.11764705882352944;0.2666666666666667;0.16666666666666663;0.09523809523809523;0.09523809523809523;0.125;0.11111111111111116;0.06451612903225812;0.14814814814814814;0.09756097560975607;0.9;0.06896551724137934;0.3076923076923077;0.0;0.05555555555555558;0.09756097560975607;0.5454545454545454;0.06896551724137934;0.09523809523809523;0.11764705882352944;0.2068965517241379;0.07999999999999996;0.11111111111111116;0.11764705882352944;0.125;0.7;0.10526315789473684;0.15384615384615385;0.19047619047619047;0.16666666666666663;0.125;0.0;0.09523809523809523;0.07692307692307687;0.125;0.11764705882352944;0.16000000000000003;0.10526315789473684;0.11764705882352944;0.11764705882352944;0.11764705882352944;0.05882352941176472;0.0;0.07692307692307687;0.7272727272727273;0.05405405405405406;0.08695652173913049;0.0;0.0;0.10526315789473684;0.125;0.05882352941176472;0.11764705882352944;0.11111111111111116;0.0;0.1333333333333333;0.12121212121212122;0.1333333333333333;0.6363636363636364;0.0;0.0;0.17647058823529416;0.09999999999999998;0.6;0.10526315789473684;0.09090909090909094;0.16000000000000003;0.3846153846153846;0.06666666666666665;0.2666666666666667;0.07692307692307687;0.0;0.11111111111111116;0.06451612903225812;0.125;0.09090909090909094;0.0;0.11111111111111116;0.09523809523809523;0.1428571428571429;0.0;0.07894736842105265;0.10526315789473684;0.0;0.06060606060606055;0.08823529411764708;0.2666666666666667;0.15384615384615385;0.0;0.05555555555555558;0.11764705882352944;0.05555555555555558;0.1333333333333333;0.045454545454545414;0.10526315789473684;0.13636363636363635;0.07692307692307687;0.08695652173913049;0.0;0.09090909090909094;0.0;0.09523809523809523;0.0;0.125;0.3076923076923077;0.35;0.06896551724137934;0.125;0.10526315789473684;0.18181818181818177;0.6363636363636364;0.05555555555555558;0.11764705882352944;0.10526315789473684;0.125;0.16666666666666663;0.6;0.21052631578947367;0.08695652173913049;0.5;0.06666666666666665;0.16000000000000003;0.0714285714285714;0.0625;0.0;0.6363636363636364;0.12903225806451613;0.0;0.1428571428571429;0.11764705882352944;0.046511627906976716
GO:0016081;0.125;0.0357142857142857;0.0;0.0;0.06896551724137934;0.09999999999999998;0.15000000000000002;0.09090909090909094;0.0;0.1333333333333333;0.06451612903225812;0.0;0.0;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.04761904761904767;0.0714285714285714;0.0;0.06896551724137934;0.06666666666666665;0.0;0.11764705882352944;0.125;0.09523809523809523;0.1428571428571429;0.0;0.0;0.1428571428571429;0.052631578947368474;0.125;0.0;0.125;0.0;0.052631578947368474;0.125;0.0;0.0;0.1333333333333333;0.0;0.0;0.04255319148936165;0.11111111111111116;1.0;0.0714285714285714;0.0;0.11111111111111116;0.0;0.1428571428571429;0.11764705882352944;0.0;0.0;0.0;0.09523809523809523;0.125;0.0;0.06451612903225812;0.0;0.0;0.11764705882352944;0.06896551724137934;0.0;0.0;0.05555555555555558;0.0;0.1333333333333333;0.06896551724137934;0.09523809523809523;0.11764705882352944;0.06060606060606055;0.07999999999999996;0.0714285714285714;0.0;0.125;0.1333333333333333;0.0;0.0;0.0;0.0;0.125;0.0;0.09523809523809523;0.07692307692307687;0.125;0.11764705882352944;0.0;0.0;0.0;0.11764705882352944;0.0;0.05882352941176472;0.0;0.0;0.11764705882352944;0.05405405405405406;0.08695652173913049;0.0;0.13636363636363635;0.10526315789473684;0.19999999999999996;0.05882352941176472;0.0;0.11111111111111116;0.0;0.1333333333333333;0.0;0.0;0.125;0.0;0.09999999999999998;0.0;0.0;0.1428571428571429;0.0;0.09090909090909094;0.0;0.125;0.10344827586206895;0.0;0.0;0.1333333333333333;0.0;0.06451612903225812;0.125;0.0;0.13043478260869568;0.11111111111111116;0.09523809523809523;0.1428571428571429;0.0714285714285714;0.0;0.10526315789473684;0.2142857142857143;0.06060606060606055;0.0;0.0;0.0;0.0;0.05555555555555558;0.11764705882352944;0.05555555555555558;0.0;0.045454545454545414;0.0;0.0;0.07692307692307687;0.08695652173913049;0.0;0.0;0.08823529411764708;0.0;0.0;0.125;0.0;0.07999999999999996;0.06896551724137934;0.125;0.10526315789473684;0.08333333333333337;0.125;0.05555555555555558;0.0;0.10526315789473684;0.0;0.0;0.1428571428571429;0.0;0.08695652173913049;0.125;0.06666666666666665;0.0;0.0714285714285714;0.0625;0.0;0.125;0.0;0.09090909090909094;0.0;0.11764705882352944;0.046511627906976716
GO:0000470;0.07692307692307687;0.030303030303030276;0.0;0.0;0.5185185185185186;0.06666666666666665;0.0;0.0625;0.0;0.07999999999999996;0.16216216216216217;0.0;0.0;0.0;0.0714285714285714;0.0;0.0;0.0;0.0;0.19999999999999996;1.0;0.0;0.05128205128205132;0.75;0.0;0.04347826086956519;0.0;0.0;0.08333333333333337;0.0;0.0;0.08333333333333337;0.0;0.07692307692307687;0.13157894736842102;0.07692307692307687;0.0;0.2195121951219512;0.07692307692307687;0.0;0.0;0.07999999999999996;0.0;0.0;0.03508771929824561;0.0714285714285714;0.0714285714285714;1.0;0.0;0.0714285714285714;0.0;0.0625;0.07407407407407407;0.0;0.0;0.0;0.06451612903225812;0.07692307692307687;0.0;0.22857142857142854;0.0;0.0;0.07407407407407407;0.5185185185185186;0.0;0.13636363636363635;0.26315789473684215;0.0;0.07999999999999996;0.64;0.06451612903225812;0.07407407407407407;0.21621621621621623;0.27586206896551724;0.6666666666666667;0.0;0.07692307692307687;0.07999999999999996;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.06451612903225812;0.2666666666666667;0.07692307692307687;0.07407407407407407;0.0;0.0;0.0;0.07407407407407407;0.0;0.21052631578947367;0.0;0.0;0.07407407407407407;0.4411764705882353;0.06060606060606055;0.16666666666666663;0.0;0.24;0.07692307692307687;0.4838709677419355;0.0;0.19999999999999996;0.0;0.07999999999999996;0.0;0.0;0.07692307692307687;0.0;0.0;0.0;0.0;0.08333333333333337;0.0;0.0625;0.0;0.07692307692307687;0.050000000000000044;0.0;0.0;0.0;0.0;0.16216216216216217;0.07692307692307687;0.0;0.0;0.0714285714285714;0.06451612903225812;0.08333333333333337;0.0;0.0;0.06896551724137934;0.0;0.21621621621621623;0.0;0.0;0.0;0.0;0.19999999999999996;0.07407407407407407;0.33333333333333337;0.0;0.2727272727272727;0.0;0.0;0.2666666666666667;0.2962962962962963;0.0;0.0;0.0;0.0;0.0;0.07692307692307687;0.0;0.05714285714285716;0.24242424242424243;0.07692307692307687;0.06896551724137934;0.5;0.07692307692307687;0.4545454545454546;0.0;0.34782608695652173;0.0;0.0;0.08333333333333337;0.0;0.06060606060606055;0.07692307692307687;0.16666666666666663;0.0;0.25;0.18918918918918914;0.0;0.07692307692307687;0.0;0.0;0.0;0.07407407407407407;0.17021276595744683
GO:0045540;0.0;0.05084745762711862;0.0;0.0980392156862745;0.0;0.13043478260869568;0.0;0.12;0.09090909090909094;0.0;0.0;0.0;0.0;0.13043478260869568;0.0;0.09677419354838712;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.06060606060606055;0.0;0.0;0.0;0.0;0.0;0.17647058823529416;0.07894736842105265;0.07894736842105265;0.0;0.0;0.0;0.0;0.0;0.08823529411764708;0.0;0.1578947368421053;0.08823529411764708;0.16129032258064513;0.0;0.0;0.125;0.06000000000000005;0.1428571428571429;0.0;0.0;1.0;0.1428571428571429;0.08108108108108103;0.0;0.0;0.15000000000000002;0.10344827586206895;0.11111111111111116;0.0;0.0;0.09090909090909094;0.0;0.09375;0.13953488372093026;0.15000000000000002;0.0;0.16666666666666663;0.0;0.0;0.13953488372093026;0.16666666666666663;0.0;0.0;0.0;0.08333333333333337;0.0;0.0625;0.1351351351351351;0.0;0.16666666666666663;0.08695652173913049;0.09677419354838712;0.11538461538461542;0.33333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.06976744186046513;0.07692307692307687;0.0;0.1351351351351351;0.0;0.0;0.06976744186046513;0.15000000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.07894736842105265;0.1515151515151515;0.1578947368421053;0.0;0.0;0.1428571428571429;0.08823529411764708;0.17647058823529416;0.06976744186046513;0.0;0.09999999999999998;0.1578947368421053;0.0;0.15000000000000002;0.09090909090909094;0.0;0.09090909090909094;0.0;0.0;0.1063829787234043;0.0;0.0;0.0;0.0;0.0;0.0714285714285714;0.0;0.0;0.0;0.07894736842105265;0.15000000000000002;0.09677419354838712;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.08695652173913049;0.11538461538461542;0.0;0.0;0.0;0.1063829787234043;0.0;0.13636363636363635;0.0;0.0;0.16666666666666663;0.1071428571428571;0.0;0.0;0.0;0.15384615384615385;0.1578947368421053;0.0;0.09523809523809523;0.0;0.08108108108108103;0.23076923076923073;0.17647058823529416;0.35;0.0;0.1578947368421053;0.0;0.2222222222222222;0.0;0.0;0.0;0.1578947368421053;0.08333333333333337;0.0;0.16129032258064513;0.0;0.0
