;GO:0036353;GO:0006281;GO:0035520;GO:0006282;GO:0008284;GO:0006342;GO:0008625;GO:1903507;GO:0051290;GO:0006268;GO:0000122;GO:0006999;GO:0051443;GO:0045892;GO:0043154;GO:0048146;GO:0000060;GO:0006919;GO:0030488;GO:0017148;GO:0070208;GO:0036228;GO:0006270;GO:0042306;GO:0042769;GO:0006351;GO:0051260;GO:0006355;GO:0006298;GO:0006357;GO:0006511;GO:0006610;GO:0006406;GO:0006605;GO:0071260;GO:0043065;GO:0006607;GO:0070317;GO:0036337
GO:0000122;0.0;0.0;0.0;0.14416800614326972;0.047799631016701725;0.27448591511204373;0.047799631016701725;0.2707328612173769;0.0;0.0;1.0;0.0;0.10900961301269105;0.27448591511204373;0.20539045317781315;0.047799631016701725;0.0;0.10900961301269105;0.0;0.25994020127029144;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.15831211565824807;0.0;0.193449319138058;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.13839445927415203;0.047799631016701725
GO:0006999;0.12408495164008174;0.01468324974140624;0.01468324974140624;0.0;0.0;0.12408495164008174;0.01468324974140624;0.0;0.2332416913641672;0.20695866249713105;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.2332416913641672;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.2332416913641672;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0051443;0.0;0.0;0.0;0.10900961301269105;0.12755981097713553;0.10900961301269105;0.047799631016701725;0.10900961301269105;0.0;0.0;0.10900961301269105;0.0;1.0;0.10900961301269105;0.20819522445199756;0.12755981097713553;0.0;0.25833176065663566;0.0;0.19885971868423638;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.10900961301269105;0.0;0.10900961301269105;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725
GO:0045892;0.0;0.0;0.0;0.14416800614326972;0.047799631016701725;0.27448591511204373;0.047799631016701725;0.2707328612173769;0.0;0.0;0.27448591511204373;0.0;0.10900961301269105;1.0;0.20539045317781315;0.047799631016701725;0.0;0.10900961301269105;0.0;0.25994020127029144;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.15831211565824807;0.0;0.15831211565824807;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.13839445927415203;0.047799631016701725
GO:0043154;0.0;0.0;0.0;0.10900961301269105;0.047799631016701725;0.20539045317781315;0.047799631016701725;0.20539045317781315;0.0;0.0;0.20539045317781315;0.0;0.20819522445199756;0.20539045317781315;1.0;0.047799631016701725;0.0;0.4530973444263582;0.0;0.2919513389081199;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.10900961301269105;0.0;0.10900961301269105;0.0;0.0;0.0;0.0;0.0;0.24871540093336741;0.0;0.13839445927415203;0.047799631016701725
GO:0048146;0.0;0.0;0.0;0.047799631016701725;0.30562333868781577;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.12755981097713553;0.047799631016701725;0.047799631016701725;1.0;0.0;0.12755981097713553;0.0;0.047799631016701725;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725
GO:0000060;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2288532216884073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3113070282324545;0.2515948343026044;0.3113070282324545;0.0;0.0;0.3113070282324545;0.0;0.0
GO:0006919;0.0;0.0;0.0;0.10900961301269105;0.12755981097713553;0.10900961301269105;0.047799631016701725;0.10900961301269105;0.0;0.0;0.10900961301269105;0.0;0.25833176065663566;0.10900961301269105;0.4530973444263582;0.12755981097713553;0.0;1.0;0.0;0.19885971868423638;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.10900961301269105;0.0;0.10900961301269105;0.0;0.0;0.0;0.0;0.0;0.34744047351381185;0.0;0.047799631016701725;0.047799631016701725
GO:0030488;0.17326797086942267;0.15084348231066635;0.17326797086942267;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.01468324974140624;0.0;0.15084348231066635;0.0;0.01468324974140624;0.16542914088709912;0.01468324974140624;0.0;0.15084348231066635;0.0;0.10587402764930422;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0017148;0.0;0.0;0.0;0.10900961301269105;0.047799631016701725;0.25994020127029144;0.047799631016701725;0.2548377125956847;0.0;0.0;0.25994020127029144;0.0;0.19885971868423638;0.25994020127029144;0.2919513389081199;0.047799631016701725;0.0;0.19885971868423638;0.0;1.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.14806647662370065;0.0;0.14806647662370065;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.13839445927415203;0.047799631016701725
GO:0070208;0.12408495164008174;0.01468324974140624;0.01468324974140624;0.0;0.0;0.12408495164008174;0.01468324974140624;0.0;0.523023015710026;0.12408495164008174;0.0;0.2332416913641672;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;1.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.36833172119918517;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0036228;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2288532216884073;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5005865652108447;0.2147074070362994;0.2288532216884073;0.0;0.0;0.5005865652108447;0.0;0.0
GO:0006270;0.10587402764930422;0.31566002955365785;0.10587402764930422;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.15084348231066635;0.0;0.01468324974140624;0.0;1.0;0.0;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.0;0.31566002955365785;0.0;0.10587402764930422;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0042306;0.0;0.0;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.0;0.042064647228987374;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374
GO:0042769;0.01468324974140624;0.32330823750762483;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;1.0;0.01468324974140624;0.01468324974140624;0.0;0.32330823750762483;0.0;0.01468324974140624;0.0;0.0;0.0;0.1912422969752877;0.0;0.0;0.0;0.01468324974140624
GO:0006351;0.10587402764930422;0.15084348231066635;0.10587402764930422;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.16542914088709912;0.0;0.01468324974140624;0.0;0.15084348231066635;0.0;0.01468324974140624;1.0;0.01468324974140624;0.0;0.15084348231066635;0.0;0.10587402764930422;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0051260;0.12408495164008174;0.01468324974140624;0.01468324974140624;0.0;0.0;0.12408495164008174;0.01468324974140624;0.0;0.36833172119918517;0.12408495164008174;0.0;0.2332416913641672;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.36833172119918517;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;1.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0006355;0.0;0.0;0.0;0.14416800614326972;0.047799631016701725;0.15831211565824807;0.047799631016701725;0.15812131995973147;0.0;0.0;0.15831211565824807;0.0;0.10900961301269105;0.15831211565824807;0.10900961301269105;0.047799631016701725;0.0;0.10900961301269105;0.0;0.14806647662370065;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;1.0;0.0;0.15831211565824807;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725
GO:0006298;0.10587402764930422;0.36643564045919497;0.10587402764930422;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.15084348231066635;0.0;0.01468324974140624;0.0;0.31566002955365785;0.0;0.32330823750762483;0.15084348231066635;0.01468324974140624;0.0;1.0;0.0;0.10587402764930422;0.0;0.0;0.0;0.1912422969752877;0.0;0.0;0.0;0.01468324974140624
GO:0006357;0.0;0.0;0.0;0.14416800614326972;0.047799631016701725;0.15831211565824807;0.047799631016701725;0.15812131995973147;0.0;0.0;0.193449319138058;0.0;0.10900961301269105;0.15831211565824807;0.10900961301269105;0.047799631016701725;0.0;0.10900961301269105;0.0;0.14806647662370065;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.15831211565824807;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725
GO:0006511;0.1468397877411918;0.10587402764930422;0.26577770024764036;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.10587402764930422;0.0;0.01468324974140624;0.0;0.10587402764930422;0.0;0.01468324974140624;0.10587402764930422;0.01468324974140624;0.0;0.10587402764930422;0.0;1.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0006610;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3113070282324545;0.0;0.0;0.0;0.0;0.5005865652108447;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.4336409361445891;0.3113070282324545;0.0;0.0;0.5409018546179208;0.0;0.0
GO:0006406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2515948343026044;0.0;0.0;0.0;0.0;0.2147074070362994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4336409361445891;1.0;0.2515948343026044;0.0;0.0;0.4336409361445891;0.0;0.0
GO:0006605;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3113070282324545;0.0;0.0;0.0;0.0;0.2288532216884073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3113070282324545;0.2515948343026044;1.0;0.0;0.0;0.3113070282324545;0.0;0.0
GO:0071260;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.1912422969752877;0.01468324974140624;0.01468324974140624;0.0;0.1912422969752877;0.0;0.01468324974140624;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.01468324974140624
GO:0043065;0.0;0.0;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.12755981097713553;0.047799631016701725;0.24871540093336741;0.12755981097713553;0.0;0.34744047351381185;0.0;0.047799631016701725;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.047799631016701725;0.047799631016701725
GO:0006607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3113070282324545;0.0;0.0;0.0;0.0;0.5005865652108447;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5409018546179208;0.4336409361445891;0.3113070282324545;0.0;0.0;1.0;0.0;0.0
GO:0070317;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.13839445927415203;0.047799631016701725;0.13839445927415203;0.0;0.0;0.13839445927415203;0.0;0.047799631016701725;0.13839445927415203;0.13839445927415203;0.047799631016701725;0.0;0.047799631016701725;0.0;0.13839445927415203;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;1.0;0.047799631016701725
GO:0036337;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.2052608479739753;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.0;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.047799631016701725;0.0;0.047799631016701725;1.0
