;GO:0014068;GO:0014066;GO:0046579;GO:0046854;GO:0022008;GO:1902715;GO:0003334;GO:0032725;GO:0001701;GO:0032729;GO:0031077;GO:0010811;GO:0050679;GO:0035556;GO:0019800;GO:1902043;GO:0007265;GO:0009967;GO:0060513;GO:0090190;GO:0030538;GO:0007416;GO:0001837;GO:0001839;GO:0010543;GO:0051259;GO:0051897;GO:0043406;GO:0033089;GO:0008285;GO:0038095;GO:0021533;GO:0097190;GO:0045664;GO:0046632;GO:0060825;GO:0045944;GO:0044336;GO:0060302;GO:0021773;GO:0048538;GO:0045668;GO:0032825;GO:0000165;GO:0007229;GO:0001766;GO:0046641;GO:0001649;GO:0050852;GO:0050853;GO:0031295;GO:0033077;GO:0038083;GO:0048304;GO:0045954;GO:0030514;GO:0002863;GO:0050860;GO:1990830;GO:2001234;GO:2000147;GO:0021915;GO:0060044;GO:0045727;GO:0006366;GO:0048712;GO:0048557;GO:0045840;GO:0043303;GO:0001865;GO:0002437;GO:0032760;GO:0051965;GO:2000313;GO:0060272;GO:0021902;GO:0060394;GO:0003382;GO:0030217;GO:0010629;GO:0048570;GO:0045066;GO:0030336;GO:0032753;GO:0061037;GO:0061312;GO:1905006;GO:0090630;GO:0045589;GO:0090193;GO:1904837;GO:0000122;GO:0045595;GO:0071353;GO:0047496;GO:0010951;GO:0045070;GO:0006351;GO:0033153;GO:0007169;GO:0007202;GO:0042089;GO:0042246;GO:0060335;GO:0090090;GO:0045086;GO:0045087;GO:0043066;GO:0046330;GO:0070374;GO:0032733
GO:0007169;0.19047619047619047;0.3076923076923077;0.17391304347826086;0.08333333333333337;0.18181818181818177;0.11111111111111116;0.15384615384615385;0.2142857142857143;0.0;0.2142857142857143;0.0;0.25;0.3076923076923077;0.75;0.06060606060606055;0.13793103448275867;0.6;0.23529411764705888;0.0;0.125;0.0;0.16666666666666663;0.16666666666666663;0.0;0.19999999999999996;0.15384615384615385;0.19047619047619047;0.06896551724137934;0.09523809523809523;0.36363636363636365;0.5;0.18181818181818177;0.75;0.2666666666666667;0.09999999999999998;0.8;0.10256410256410253;0.6363636363636364;0.17391304347826086;0.1428571428571429;0.0;0.21052631578947367;0.11764705882352944;0.2222222222222222;0.875;0.11764705882352944;0.10256410256410253;0.18181818181818177;0.31818181818181823;0.31818181818181823;0.1428571428571429;0.10526315789473684;0.06896551724137934;0.06153846153846154;0.09090909090909094;0.10256410256410253;0.13043478260869568;0.16666666666666663;0.11764705882352944;0.16000000000000003;0.25;0.0;0.11111111111111116;0.11111111111111116;0.05714285714285716;0.1428571428571429;0.0;0.17391304347826086;0.06060606060606055;0.09523809523809523;0.0;0.1875;0.17391304347826086;0.23529411764705888;0.0;0.15384615384615385;0.09090909090909094;0.125;0.11111111111111116;0.2142857142857143;0.0;0.10526315789473684;0.2222222222222222;0.2142857142857143;0.19999999999999996;0.2857142857142857;0.17391304347826086;0.125;0.19047619047619047;0.17647058823529416;0.15384615384615385;0.09999999999999998;0.4444444444444444;0.11764705882352944;0.07692307692307687;0.11764705882352944;0.17647058823529416;0.05882352941176472;0.06666666666666665;1.0;0.09999999999999998;0.0;0.0;0.11764705882352944;0.19047619047619047;0.11111111111111116;0.0;0.2666666666666667;0.07692307692307687;0.08695652173913049;0.2142857142857143
GO:0007202;0.06896551724137934;0.09523809523809523;0.06451612903225812;0.0;0.0;0.045454545454545414;0.0;0.09523809523809523;0.0;0.09523809523809523;0.0;0.10526315789473684;0.09523809523809523;0.11111111111111116;0.0;0.05405405405405406;0.09999999999999998;0.07999999999999996;0.0;0.06451612903225812;0.0;0.0;0.0;0.0;0.0714285714285714;0.0;0.06896551724137934;0.09677419354838712;0.040000000000000036;0.10526315789473684;0.07999999999999996;0.0;0.11111111111111116;0.08695652173913049;0.0;0.09090909090909094;0.04255319148936165;0.09090909090909094;0.09999999999999998;0.0;0.0;0.07407407407407407;0.04761904761904767;0.05405405405405406;0.10526315789473684;0.0;0.04255319148936165;0.0;0.06060606060606055;0.06060606060606055;0.05555555555555558;0.0;0.0;0.0273972602739726;0.050000000000000044;0.04255319148936165;0.06666666666666665;0.0625;0.0;0.06060606060606055;0.08333333333333337;0.0;0.045454545454545414;0.045454545454545414;0.0;0.05555555555555558;0.0;0.06451612903225812;0.0;0.0;0.0;0.08695652173913049;0.06451612903225812;0.07999999999999996;0.0;0.0;0.038461538461538436;0.0;0.0;0.09523809523809523;0.0;0.0;0.07692307692307687;0.09523809523809523;0.09090909090909094;0.050000000000000044;0.06451612903225812;0.5;0.06896551724137934;0.08333333333333337;0.0;0.04166666666666663;0.11764705882352944;0.0;0.0;0.1282051282051282;0.08333333333333337;0.0;0.0;0.09999999999999998;1.0;0.0;0.0;0.04761904761904767;0.06896551724137934;0.045454545454545414;0.0;0.08695652173913049;0.033333333333333326;0.03703703703703709;0.09523809523809523
GO:0042089;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25806451612903225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27586206896551724;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2962962962962963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29032258064516125;0.19999999999999996;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0042246;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.2727272727272727;0.0;0.25;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.1428571428571429;0.0;0.18181818181818177;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.15384615384615385;0.30000000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.15384615384615385;0.16666666666666663;0.0;0.1333333333333333;0.11764705882352944;0.0;0.18181818181818177;0.11111111111111116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0060335;0.4242424242424242;0.25806451612903225;0.4;0.0;0.0;0.1071428571428571;0.0;0.11428571428571432;0.0;0.11428571428571432;0.0;0.12121212121212122;0.18181818181818177;0.125;0.0;0.3414634146341463;0.11764705882352944;0.43333333333333335;0.0;0.0888888888888889;0.0;0.0;0.0;0.0;0.15000000000000002;0.0;0.4242424242424242;0.19999999999999996;0.1333333333333333;0.12121212121212122;0.19444444444444442;0.0;0.125;0.10810810810810811;0.0;0.11111111111111116;0.10169491525423724;0.11111111111111116;0.19512195121951215;0.0;0.0;0.09756097560975607;0.15384615384615385;0.07843137254901966;0.12121212121212122;0.0;0.14035087719298245;0.0;0.275;0.275;0.17391304347826086;0.0;0.0;0.15189873417721522;0.34883720930232553;0.14035087719298245;0.37142857142857144;0.25;0.0;0.18604651162790697;0.16666666666666663;0.0;0.06896551724137934;0.1071428571428571;0.0;0.07999999999999996;0.0;0.13953488372093026;0.0;0.0;0.0;0.10810810810810811;0.13953488372093026;0.22857142857142854;0.0;0.0;0.12903225806451613;0.0;0.0;0.08333333333333337;0.0;0.0;0.09999999999999998;0.11428571428571432;0.08108108108108103;0.07407407407407407;0.0888888888888889;0.052631578947368474;0.11904761904761907;0.10526315789473684;0.0;0.06451612903225812;0.12903225806451613;0.0;0.0;0.0714285714285714;0.10526315789473684;0.0;0.0;0.11764705882352944;0.04761904761904767;0.0;0.0;1.0;0.20512820512820518;0.1071428571428571;0.0;0.10810810810810811;0.23809523809523814;0.24137931034482762;0.11428571428571432
GO:0090090;0.3076923076923077;0.4444444444444444;0.2857142857142857;0.0;0.0;0.0888888888888889;0.0;0.13043478260869568;0.0;0.13043478260869568;0.0;0.1428571428571429;0.18181818181818177;0.21052631578947367;0.0;0.23529411764705888;0.19047619047619047;0.36363636363636365;0.0;0.09090909090909094;0.0;0.0;0.0;0.0;0.1785714285714286;0.0;0.3076923076923077;0.12698412698412698;0.07843137254901966;0.33333333333333337;0.19999999999999996;0.0;0.21052631578947367;0.16666666666666663;0.0;0.17391304347826086;0.08333333333333337;0.17391304347826086;0.33333333333333337;0.0;0.0;0.23076923076923073;0.09302325581395354;0.10526315789473684;0.19999999999999996;0.0;0.08333333333333337;0.0;0.1515151515151515;0.1515151515151515;0.10810810810810811;0.0;0.0;0.06849315068493156;0.09756097560975607;0.368421052631579;0.12903225806451613;0.6086956521739131;0.0;0.5833333333333333;0.16000000000000003;0.0;0.13953488372093026;0.0888888888888889;0.0;0.17142857142857137;0.0;0.125;0.0;0.0;0.0;0.12;0.125;0.36363636363636365;0.0;0.0;0.32558139534883723;0.0;0.0;0.18181818181818177;0.0;0.0;0.24;0.13043478260869568;0.17391304347826086;0.09756097560975607;0.19999999999999996;0.07999999999999996;0.1333333333333333;0.11538461538461542;0.0;0.12765957446808507;0.2222222222222222;0.0;0.0;0.14634146341463417;0.11538461538461542;0.0;0.0;0.19047619047619047;0.06896551724137934;0.0;0.0;0.20512820512820518;1.0;0.0888888888888889;0.0;0.2727272727272727;0.14035087719298245;0.1568627450980392;0.13043478260869568
GO:0045086;0.13953488372093026;0.10810810810810811;0.1333333333333333;0.0;0.0;0.18518518518518523;0.0;0.24242424242424243;0.0;0.24242424242424243;0.0;0.11428571428571432;0.17142857142857137;0.11764705882352944;0.0;0.11764705882352944;0.11111111111111116;0.15384615384615385;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.11627906976744184;0.0;0.13953488372093026;0.24637681159420288;0.12903225806451613;0.11428571428571432;0.09756097560975607;0.0;0.11764705882352944;0.13157894736842102;0.0;0.10526315789473684;0.4565217391304348;0.10526315789473684;0.08510638297872342;0.0;0.0;0.11904761904761907;0.14814814814814814;0.07547169811320753;0.11428571428571432;0.0;0.09836065573770492;0.0;0.10416666666666663;0.10416666666666663;0.12;0.0;0.0;0.22368421052631582;0.0714285714285714;0.21818181818181814;0.08695652173913049;0.08333333333333337;0.0;0.08163265306122447;0.1578947368421053;0.0;0.0847457627118644;0.5609756097560976;0.0;0.0980392156862745;0.0;0.1333333333333333;0.0;0.0;0.0;0.22857142857142854;0.18604651162790697;0.125;0.0;0.0;0.16129032258064513;0.0;0.0;0.13888888888888884;0.0;0.0;0.09523809523809523;0.24242424242424243;0.10526315789473684;0.25;0.10869565217391308;0.050000000000000044;0.11363636363636365;0.1578947368421053;0.0;0.2142857142857143;0.12121212121212122;0.0;0.0;0.1923076923076923;0.09999999999999998;0.0;0.0;0.11111111111111116;0.045454545454545414;0.0;0.0;0.1071428571428571;0.0888888888888889;1.0;0.0;0.10256410256410253;0.2698412698412699;0.29824561403508776;0.24242424242424243
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07999999999999996;0.07999999999999996;0.0714285714285714;0.11764705882352944;0.0;0.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06451612903225812;0.10526315789473684;0.8571428571428572;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.11764705882352944;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.0714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
GO:0043066;0.16666666666666663;0.25;0.15384615384615385;0.0;0.0;0.10256410256410253;0.0;0.17647058823529416;0.0;0.17647058823529416;0.0;0.19999999999999996;0.25;0.3076923076923077;0.0;0.24137931034482762;0.2666666666666667;0.19999999999999996;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.17391304347826086;0.0;0.16666666666666663;0.06557377049180324;0.0888888888888889;0.5;0.19999999999999996;0.0;0.3076923076923077;0.2222222222222222;0.0;0.23529411764705888;0.09523809523809523;0.23529411764705888;0.19999999999999996;0.0;0.0;0.30000000000000004;0.10810810810810811;0.125;0.2857142857142857;0.0;0.09523809523809523;0.0;0.1428571428571429;0.1428571428571429;0.12903225806451613;0.0;0.0;0.05882352941176472;0.08333333333333337;0.15000000000000002;0.11538461538461542;0.24;0.0;0.5238095238095238;0.21052631578947367;0.0;0.16216216216216217;0.10256410256410253;0.0;0.2068965517241379;0.0;0.15384615384615385;0.0;0.0;0.0;0.1578947368421053;0.15384615384615385;0.19999999999999996;0.0;0.0;0.1333333333333333;0.0;0.0;0.25;0.0;0.0;0.3157894736842105;0.17647058823529416;0.23529411764705888;0.11428571428571432;0.25;0.10526315789473684;0.16666666666666663;0.15000000000000002;0.0;0.14634146341463417;0.33333333333333337;0.0;0.0;0.17142857142857137;0.15000000000000002;0.0;0.0;0.2666666666666667;0.08695652173913049;0.0;0.0;0.10810810810810811;0.2727272727272727;0.10256410256410253;0.0;1.0;0.07272727272727275;0.08163265306122447;0.17647058823529416
GO:0046330;0.326530612244898;0.1875;0.3137254901960784;0.0;0.0;0.08108108108108103;0.0;0.07547169811320753;0.0;0.07547169811320753;0.0;0.07843137254901966;0.11764705882352944;0.07999999999999996;0.0;0.23728813559322037;0.07692307692307687;0.27083333333333337;0.0;0.06349206349206349;0.0;0.0;0.0;0.0;0.10344827586206895;0.0;0.326530612244898;0.6721311475409837;0.07499999999999996;0.07843137254901966;0.0892857142857143;0.0;0.07999999999999996;0.07272727272727275;0.0;0.07407407407407407;0.22058823529411764;0.07407407407407407;0.13559322033898302;0.0;0.0;0.06779661016949157;0.08333333333333337;0.05797101449275366;0.07843137254901966;0.0;0.07792207792207795;0.0;0.11290322580645162;0.11290322580645162;0.09090909090909094;0.0;0.0;0.18478260869565222;0.10144927536231885;0.18571428571428572;0.11864406779661019;0.1333333333333333;0.0;0.1311475409836066;0.11111111111111116;0.0;0.052631578947368474;0.3114754098360656;0.0;0.05882352941176472;0.0;0.09836065573770492;0.0;0.0;0.0;0.07272727272727275;0.09836065573770492;0.15094339622641506;0.0;0.0;0.2941176470588235;0.0;0.0;0.09615384615384615;0.0;0.0;0.06896551724137934;0.07547169811320753;0.054545454545454564;0.13432835820895528;0.06349206349206349;0.0357142857142857;0.06557377049180324;0.0714285714285714;0.0;0.12;0.08163265306122447;0.0;0.0;0.16417910447761197;0.0714285714285714;0.0;0.0;0.07692307692307687;0.033333333333333326;0.0;0.0;0.23809523809523814;0.14035087719298245;0.2698412698412699;0.0;0.07272727272727275;1.0;0.8367346938775511;0.07547169811320753
GO:0070374;0.37209302325581395;0.2142857142857143;0.3555555555555555;0.0;0.0;0.08823529411764708;0.0;0.08510638297872342;0.0;0.08510638297872342;0.0;0.0888888888888889;0.1333333333333333;0.09090909090909094;0.0;0.26415094339622647;0.08695652173913049;0.30952380952380953;0.0;0.07017543859649122;0.0;0.0;0.0;0.0;0.09433962264150941;0.0;0.37209302325581395;0.7454545454545455;0.08108108108108103;0.0888888888888889;0.09999999999999998;0.0;0.09090909090909094;0.08163265306122447;0.0;0.08333333333333337;0.24193548387096775;0.08333333333333337;0.15094339622641506;0.0;0.0;0.07547169811320753;0.09090909090909094;0.06349206349206349;0.0888888888888889;0.0;0.08450704225352113;0.0;0.125;0.125;0.09999999999999998;0.0;0.0;0.19767441860465118;0.09375;0.203125;0.11111111111111116;0.14814814814814814;0.0;0.1454545454545455;0.125;0.0;0.05714285714285716;0.34545454545454546;0.0;0.06451612903225812;0.0;0.10909090909090913;0.0;0.0;0.0;0.08163265306122447;0.10909090909090913;0.17021276595744683;0.0;0.0;0.32258064516129037;0.0;0.0;0.10869565217391308;0.0;0.0;0.07692307692307687;0.08510638297872342;0.061224489795918324;0.14754098360655743;0.07017543859649122;0.040000000000000036;0.07272727272727275;0.07999999999999996;0.0;0.13043478260869568;0.09302325581395354;0.0;0.0;0.180327868852459;0.07999999999999996;0.0;0.0;0.08695652173913049;0.03703703703703709;0.0;0.0;0.24137931034482762;0.1568627450980392;0.29824561403508776;0.0;0.08163265306122447;0.8367346938775511;1.0;0.08510638297872342
GO:0032733;0.18181818181818177;0.19999999999999996;0.16666666666666663;0.0;0.0;0.24242424242424243;0.0;0.8;0.0;0.8;0.0;0.33333333333333337;0.2857142857142857;0.25;0.0;0.1333333333333333;0.2142857142857143;0.2222222222222222;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.19047619047619047;0.0;0.18181818181818177;0.06779661016949157;0.14634146341463417;0.23076923076923073;0.1578947368421053;0.0;0.25;0.25;0.0;0.1875;0.09999999999999998;0.1875;0.12;0.0;0.0;0.19999999999999996;0.18181818181818177;0.09677419354838712;0.23076923076923073;0.0;0.09999999999999998;0.0;0.15384615384615385;0.15384615384615385;0.13793103448275867;0.0;0.0;0.09375;0.12121212121212122;0.07317073170731703;0.17391304347826086;0.11538461538461542;0.0;0.11111111111111116;0.23529411764705888;0.0;0.10810810810810811;0.10810810810810811;0.0;0.13793103448275867;0.0;0.16666666666666663;0.0;0.0;0.0;0.6666666666666667;0.2727272727272727;0.2222222222222222;0.0;0.0;0.06521739130434778;0.0;0.0;0.19999999999999996;0.0;0.0;0.15000000000000002;0.8;0.2666666666666667;0.08823529411764708;0.16666666666666663;0.11764705882352944;0.18181818181818177;0.4;0.0;0.0714285714285714;0.2727272727272727;0.0;0.0;0.08333333333333337;0.23529411764705888;0.0;0.0;0.2142857142857143;0.09523809523809523;0.0;0.0;0.11428571428571432;0.13043478260869568;0.24242424242424243;0.0;0.17647058823529416;0.07547169811320753;0.08510638297872342;1.0
