;GO:0007094;GO:0016925;GO:0032330;GO:0016926;GO:0015031;GO:0042772;GO:0048754;GO:0042775;GO:0002520;GO:1902309;GO:0005989;GO:0002479;GO:0045893;GO:0051482;GO:0033138;GO:0042426;GO:0051260;GO:0003064;GO:0000226;GO:0006605;GO:0000350;GO:0051496;GO:0001558;GO:0010944;GO:0006607;GO:0045022;GO:0086091;GO:0018146;GO:0010389;GO:0035025;GO:0006383;GO:1903543;GO:1900034;GO:0008285;GO:0090156;GO:0060306;GO:0042276;GO:0002064;GO:0051270;GO:0045944;GO:0006302;GO:0000045;GO:0097067;GO:0000165;GO:0034605;GO:1990668;GO:0016236;GO:1901016;GO:0006672;GO:0006397;GO:1902902;GO:0071387;GO:0048278;GO:0015937;GO:0050900;GO:1901020;GO:0060046;GO:0032092;GO:0008380;GO:0015871;GO:0006120;GO:0006487;GO:0006366;GO:0042177;GO:0051291;GO:0006887;GO:0033615;GO:0051443;GO:0043154;GO:2000678;GO:0048280;GO:1900060;GO:0036289;GO:0046827;GO:0044804;GO:0060271;GO:0007341;GO:1900740;GO:0006893;GO:0007224;GO:0045732;GO:0043312;GO:0043433;GO:1904667;GO:0006012;GO:0007189;GO:0006656;GO:0000422;GO:1905913;GO:0048208;GO:0006888;GO:0010628;GO:0071048;GO:0016567;GO:2000048;GO:0086013;GO:0043328;GO:0090630;GO:0006501;GO:0043687;GO:0000122;GO:0010839;GO:0000086;GO:0010719;GO:0010797;GO:0016310;GO:0032981;GO:0031532;GO:0035331;GO:0060058;GO:0006351;GO:0060054;GO:0051480;GO:0006357;GO:0090090;GO:0097711;GO:0035329;GO:0036258;GO:0032456
GO:0005989;0.48300749985576874;0.3356143810225276;0.0;0.3660149997115376;0.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0;1.0;0.0;0.0;0.48300749985576874;0.0;0.43852901558847923;0.4;0.0;0.43852901558847923;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.4;0.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.4;0.48300749985576874;0.3356143810225276;0.48300749985576874;0.4;0.4;0.43852901558847923;0.0;0.43852901558847923;0.48300749985576874;0.0;0.3660149997115376;0.4;0.48300749985576874;0.4;0.0;0.0;0.0;0.48300749985576874;0.0;0.5356143810225276;0.5356143810225276;0.48300749985576874;0.0;0.4;0.43852901558847923;0.48300749985576874;0.0;0.0;0.0;0.4;0.0;0.3356143810225276;0.0;0.43852901558847923;0.4;0.0;0.4;0.0;0.48300749985576874;0.0;0.4;0.0;0.0;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.0;0.48300749985576874;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.5356143810225276;0.4;0.0;0.0;0.48300749985576874;0.0;0.4;0.43852901558847923;0.48300749985576874;0.4;0.0;0.0;0.5356143810225276;0.0;0.2830074998557688;0.0;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0
GO:0002479;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045893;0.4;0.0;0.43852901558847923;0.0;0.0;0.4;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;1.0;0.43852901558847923;0.43852901558847923;0.3081136762725405;0.0;0.3356143810225276;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.6830074998557688;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.3356143810225276;0.0;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.3081136762725405;0.3660149997115376;0.0;0.0;0.48300749985576874;1.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.3356143810225276;0.4;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.4;0.3356143810225276;0.3081136762725405;0.0;0.48300749985576874;0.0;0.4;0.0;0.0;0.0;0.43852901558847923;0.0;0.4;0.6000000000000001;0.0;0.6830074998557688;0.3081136762725405;0.0;0.4;0.0;0.0;0.3356143810225276;0.0;0.0;1.0;0.0;0.0;0.3660149997115376;0.43852901558847923;0.0;0.2830074998557688;0.0;0.0;0.6830074998557688;0.3660149997115376;0.0;0.4;0.4;0.0;0.0;0.0;0.3356143810225276;0.43852901558847923;0.0;0.4;0.21862188087829626;0.8;0.3356143810225276;0.0;0.4;0.0;0.0
GO:0051482;0.8;0.4;0.5356143810225276;0.43852901558847923;0.0;0.8;0.0;0.8;0.0;0.3660149997115376;0.48300749985576874;0.0;0.43852901558847923;1.0;0.3660149997115376;0.5356143810225276;0.8;0.5356143810225276;0.6830074998557688;0.0;0.8;0.4;0.6000000000000001;0.4;0.0;0.0;0.6000000000000001;0.5356143810225276;0.43852901558847923;0.3660149997115376;0.8;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.6000000000000001;0.6000000000000001;0.8;0.8;0.6000000000000001;0.4;0.48300749985576874;0.8;0.48300749985576874;0.8;0.6000000000000001;0.8;0.6000000000000001;0.48300749985576874;0.5356143810225276;0.8;0.48300749985576874;0.5356143810225276;0.8;0.48300749985576874;0.8;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.8;0.0;0.8;0.8;0.8;0.48300749985576874;0.8;0.6830074998557688;0.8;0.48300749985576874;0.4;0.48300749985576874;0.8;0.43852901558847923;0.4;0.43852901558847923;0.6000000000000001;0.8;0.0;0.8;0.0;0.8;0.48300749985576874;0.8;0.6000000000000001;0.43852901558847923;0.0;0.8;0.48300749985576874;0.6000000000000001;0.43852901558847923;0.8;0.0;0.48300749985576874;0.0;0.4;0.48300749985576874;0.8;0.0;0.43852901558847923;0.8;0.48300749985576874;0.4;0.43852901558847923;0.8;0.5356143810225276;0.8;0.5356143810225276;0.8;0.6000000000000001;0.43852901558847923;0.48300749985576874;0.8;0.8;0.8;0.43852901558847923;0.43852901558847923;0.8;0.8;0.8;0.0
GO:0033138;0.3356143810225276;0.0;0.4;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.3660149997115376;1.0;0.2599120563717816;0.0;0.2830074998557688;0.0;0.0;0.0;0.3660149997115376;0.4;0.3356143810225276;0.0;0.0;0.3081136762725405;0.0;0.3356143810225276;0.3081136762725405;0.0;0.4;0.4;0.4;0.2599120563717816;0.3081136762725405;0.0;0.0;0.43852901558847923;0.4;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.4;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.2830074998557688;0.3356143810225276;0.2830074998557688;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.5356143810225276;0.3356143810225276;0.2599120563717816;0.0;0.4;0.0;0.3356143810225276;0.0;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.5356143810225276;0.0;0.3660149997115376;0.4;0.0;0.3356143810225276;0.0;0.0;0.2830074998557688;0.0;0.0;0.48300749985576874;0.0;0.0;0.3356143810225276;0.3660149997115376;0.0;0.23852901558847928;0.0;0.0;0.3356143810225276;0.3356143810225276;0.0;0.3660149997115376;0.3356143810225276;0.0;0.0;0.0;0.3081136762725405;0.3660149997115376;0.0;0.4;0.18250743174993223;0.3660149997115376;0.3081136762725405;0.0;0.3660149997115376;0.0;0.0
GO:0042426;0.5356143810225276;0.3660149997115376;0.3660149997115376;0.43852901558847923;0.0;0.5356143810225276;0.0;0.6000000000000001;0.0;0.2599120563717816;0.43852901558847923;0.0;0.3081136762725405;0.5356143810225276;0.2599120563717816;1.0;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.0;0.5356143810225276;0.2830074998557688;0.4;0.2830074998557688;0.0;0.0;0.48300749985576874;0.48300749985576874;0.3081136762725405;0.2599120563717816;0.6830074998557688;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.6830074998557688;0.5356143810225276;0.4;0.2830074998557688;0.43852901558847923;0.5356143810225276;0.3660149997115376;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.6000000000000001;0.3356143810225276;0.5356143810225276;0.6830074998557688;0.3356143810225276;0.4;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.6830074998557688;0.0;0.6000000000000001;0.6830074998557688;0.6830074998557688;0.3356143810225276;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.3356143810225276;0.2830074998557688;0.3356143810225276;0.48300749985576874;0.3081136762725405;0.3660149997115376;0.3081136762725405;0.6000000000000001;0.48300749985576874;0.0;0.48300749985576874;0.0;0.5356143810225276;0.3356143810225276;0.48300749985576874;0.4;0.3081136762725405;0.48300749985576874;0.5356143810225276;0.6000000000000001;0.6000000000000001;0.3081136762725405;0.5356143810225276;0.0;0.3356143810225276;0.0;0.3660149997115376;0.3356143810225276;0.5356143810225276;0.0;0.3081136762725405;0.6830074998557688;0.43852901558847923;0.2830074998557688;0.3081136762725405;0.5356143810225276;0.3660149997115376;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.3081136762725405;0.3356143810225276;0.6830074998557688;0.48300749985576874;0.3081136762725405;0.3081136762725405;0.3081136762725405;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.0
GO:0051260;0.8;0.3660149997115376;0.0;0.43852901558847923;0.0;0.8;0.0;0.8;0.0;0.0;0.4;0.0;0.0;0.8;0.0;0.48300749985576874;1.0;0.0;0.6000000000000001;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.8;0.0;0.0;0.0;0.5356143810225276;0.0;0.8;0.8;0.0;0.0;0.43852901558847923;0.8;0.48300749985576874;0.8;0.5356143810225276;0.8;0.5356143810225276;0.0;0.48300749985576874;0.8;0.0;0.48300749985576874;0.8;0.43852901558847923;0.8;0.0;0.0;0.0;0.8;0.0;0.8;0.8;0.8;0.0;0.8;0.48300749985576874;0.8;0.0;0.0;0.0;0.8;0.0;0.3660149997115376;0.0;0.5356143810225276;0.8;0.0;0.8;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.8;0.48300749985576874;0.5356143810225276;0.0;0.8;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.8;0.43852901558847923;0.0;0.0;0.8;0.0;0.8;0.48300749985576874;0.8;0.5356143810225276;0.0;0.0;0.8;0.0;0.3660149997115376;0.0;0.0;0.8;0.8;0.8;0.0
GO:0003064;0.48300749985576874;0.0;0.4;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.2830074998557688;0.0;0.0;0.3356143810225276;0.5356143810225276;0.2830074998557688;0.43852901558847923;0.0;1.0;0.0;0.0;0.0;0.3081136762725405;0.43852901558847923;0.3081136762725405;0.0;0.0;0.6830074998557688;0.0;0.3356143810225276;0.2830074998557688;0.0;0.4;0.4;0.4;0.43852901558847923;0.5356143810225276;0.0;0.0;0.43852901558847923;0.3081136762725405;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.3660149997115376;0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.3660149997115376;0.3081136762725405;0.3660149997115376;0.0;0.3356143810225276;0.0;0.3356143810225276;0.0;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.3660149997115376;0.0;0.43852901558847923;0.3356143810225276;0.0;0.48300749985576874;0.0;0.0;0.3356143810225276;0.0;0.0;0.3660149997115376;0.0;0.0;0.3660149997115376;0.6000000000000001;0.0;0.3356143810225276;0.0;0.0;0.3081136762725405;0.3356143810225276;0.0;0.4;0.48300749985576874;0.0;0.0;0.0;0.3356143810225276;0.3660149997115376;0.0;0.48300749985576874;0.3081136762725405;0.3356143810225276;0.3356143810225276;0.0;0.48300749985576874;0.0;0.0
GO:0000226;0.6830074998557688;0.3660149997115376;0.0;0.3660149997115376;0.0;0.6830074998557688;0.0;0.6830074998557688;0.0;0.0;0.43852901558847923;0.0;0.0;0.6830074998557688;0.0;0.48300749985576874;0.6000000000000001;0.0;1.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.5356143810225276;0.0;0.6830074998557688;0.6830074998557688;0.0;0.0;0.43852901558847923;0.6830074998557688;0.43852901558847923;0.6830074998557688;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.0;0.48300749985576874;0.6000000000000001;0.0;0.48300749985576874;0.6000000000000001;0.43852901558847923;0.6000000000000001;0.0;0.0;0.0;0.6000000000000001;0.0;0.6830074998557688;0.6830074998557688;0.6000000000000001;0.0;0.6000000000000001;0.6000000000000001;0.6830074998557688;0.0;0.0;0.0;0.6000000000000001;0.0;0.3660149997115376;0.0;0.5356143810225276;0.6000000000000001;0.0;0.6000000000000001;0.0;0.6830074998557688;0.0;0.6000000000000001;0.0;0.0;0.0;0.6830074998557688;0.43852901558847923;0.5356143810225276;0.0;0.6830074998557688;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.6830074998557688;0.43852901558847923;0.0;0.0;0.6830074998557688;0.0;0.6000000000000001;0.48300749985576874;0.6830074998557688;0.6830074998557688;0.0;0.0;0.6000000000000001;0.0;0.3660149997115376;0.0;0.0;0.6830074998557688;0.6830074998557688;0.6830074998557688;0.0
GO:0006605;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.8
GO:0000350;0.8;0.4;0.0;0.43852901558847923;0.0;0.8;0.0;0.8;0.0;0.0;0.48300749985576874;0.0;0.0;0.8;0.0;0.5356143810225276;0.8;0.0;0.6830074998557688;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.8;0.0;0.0;0.0;0.6000000000000001;0.0;0.8;0.8;0.0;0.0;0.48300749985576874;0.8;0.48300749985576874;0.8;0.6000000000000001;0.8;0.6000000000000001;0.0;0.5356143810225276;0.8;0.0;0.5356143810225276;0.8;0.48300749985576874;0.8;0.0;0.0;0.0;0.8;0.0;0.8;0.8;0.8;0.0;0.8;0.6830074998557688;0.8;0.0;0.0;0.0;0.8;0.0;0.4;0.0;0.6000000000000001;0.8;0.0;0.8;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.8;0.48300749985576874;0.6000000000000001;0.0;0.8;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.8;0.48300749985576874;0.0;0.0;0.8;0.0;0.8;0.5356143810225276;0.8;0.6000000000000001;0.0;0.0;0.8;0.0;0.4;0.0;0.0;0.8;0.8;0.8;0.0
GO:0051496;0.3660149997115376;0.0;0.43852901558847923;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.3081136762725405;0.0;0.0;0.43852901558847923;0.4;0.3660149997115376;0.2830074998557688;0.0;0.3081136762725405;0.0;0.0;0.0;1.0;0.43852901558847923;0.3081136762725405;0.0;0.0;0.3356143810225276;0.0;0.3660149997115376;0.3660149997115376;0.0;0.6830074998557688;0.43852901558847923;0.43852901558847923;0.2830074998557688;0.3356143810225276;0.0;0.0;0.48300749985576874;0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.3081136762725405;0.3660149997115376;0.3081136762725405;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.3356143810225276;0.3356143810225276;0.2830074998557688;0.0;0.48300749985576874;0.0;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;0.0;0.4;0.48300749985576874;0.0;0.4;0.2599120563717816;0.0;0.3660149997115376;0.0;0.0;0.3081136762725405;0.0;0.0;0.48300749985576874;0.0;0.0;0.3660149997115376;0.4;0.0;0.2599120563717816;0.0;0.0;0.3081136762725405;0.3660149997115376;0.0;0.4;0.3660149997115376;0.0;0.0;0.0;0.3356143810225276;0.48300749985576874;0.0;0.43852901558847923;0.20000000000000007;0.3356143810225276;0.3356143810225276;0.0;0.4;0.0;0.0
GO:0001558;0.5356143810225276;0.0;0.6000000000000001;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.4;0.0;0.0;0.43852901558847923;0.6000000000000001;0.4;0.4;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;1.0;0.4;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.3660149997115376;0.0;0.5356143810225276;0.6000000000000001;0.6000000000000001;0.4;0.48300749985576874;0.0;0.0;0.6830074998557688;0.4;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.4;0.43852901558847923;0.4;0.0;0.48300749985576874;0.0;0.43852901558847923;0.0;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.48300749985576874;0.0;0.6000000000000001;0.3660149997115376;0.0;0.5356143810225276;0.0;0.0;0.43852901558847923;0.0;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.6000000000000001;0.0;0.3660149997115376;0.0;0.0;0.4;0.48300749985576874;0.0;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.43852901558847923;0.48300749985576874;0.0;0.5356143810225276;0.2830074998557688;0.43852901558847923;0.43852901558847923;0.0;0.5356143810225276;0.0;0.0
GO:0010944;0.3660149997115376;0.0;0.4;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.4;0.0;0.0;0.6830074998557688;0.4;0.3356143810225276;0.2830074998557688;0.0;0.3081136762725405;0.0;0.0;0.0;0.3081136762725405;0.4;1.0;0.0;0.0;0.3356143810225276;0.0;0.3356143810225276;0.2599120563717816;0.0;0.3660149997115376;0.4;0.48300749985576874;0.2830074998557688;0.3356143810225276;0.0;0.0;0.43852901558847923;0.6000000000000001;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.4;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.3660149997115376;0.3660149997115376;0.3081136762725405;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.3081136762725405;0.3660149997115376;0.2830074998557688;0.0;0.5356143810225276;0.0;0.3081136762725405;0.0;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.43852901558847923;0.0;0.6000000000000001;0.3356143810225276;0.0;0.3660149997115376;0.0;0.0;0.3660149997115376;0.0;0.0;0.6000000000000001;0.0;0.0;0.4;0.4;0.0;0.2599120563717816;0.0;0.0;0.8;0.4;0.0;0.43852901558847923;0.3660149997115376;0.0;0.0;0.0;0.3660149997115376;0.3356143810225276;0.0;0.3660149997115376;0.20000000000000007;0.6830074998557688;0.3660149997115376;0.0;0.3660149997115376;0.0;0.0
GO:0006607;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;1.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.8
GO:0045022;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.8;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.8
GO:0086091;0.5356143810225276;0.0;0.43852901558847923;0.0;0.0;0.5356143810225276;0.6000000000000001;0.0;0.0;0.3081136762725405;0.0;0.0;0.3660149997115376;0.6000000000000001;0.3081136762725405;0.48300749985576874;0.0;0.6830074998557688;0.0;0.0;0.0;0.3356143810225276;0.48300749985576874;0.3356143810225276;0.0;0.0;1.0;0.0;0.3660149997115376;0.3081136762725405;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.6000000000000001;0.0;0.0;0.48300749985576874;0.3356143810225276;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.4;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.4;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.4;0.3356143810225276;0.4;0.0;0.3660149997115376;0.0;0.3660149997115376;0.0;0.0;0.6000000000000001;0.5356143810225276;0.0;0.5356143810225276;0.4;0.0;0.48300749985576874;0.3660149997115376;0.0;0.5356143810225276;0.0;0.0;0.3660149997115376;0.0;0.0;0.4;0.0;0.0;0.4;0.6830074998557688;0.0;0.3660149997115376;0.0;0.0;0.3356143810225276;0.3660149997115376;0.0;0.43852901558847923;0.5356143810225276;0.0;0.0;0.0;0.3660149997115376;0.4;0.0;0.5356143810225276;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.0;0.5356143810225276;0.0;0.0
GO:0018146;0.5356143810225276;0.3660149997115376;0.0;0.4;0.0;0.5356143810225276;0.0;0.6000000000000001;0.0;0.0;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.43852901558847923;0.0;0.6000000000000001;0.5356143810225276;0.0;0.0;0.43852901558847923;0.5356143810225276;0.3660149997115376;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.5356143810225276;0.0;0.4;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.0;0.6000000000000001;0.6000000000000001;0.5356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.0;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.5356143810225276;0.6000000000000001;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.6000000000000001;0.43852901558847923;0.0;0.0;0.5356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.0;0.0;0.6000000000000001;0.0;0.3081136762725405;0.0;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.0
GO:0010389;0.5356143810225276;0.0;0.48300749985576874;0.0;0.0;0.4;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.3660149997115376;0.43852901558847923;0.3356143810225276;0.3081136762725405;0.0;0.3356143810225276;0.0;0.0;0.0;0.3660149997115376;0.48300749985576874;0.3356143810225276;0.0;0.0;0.3660149997115376;0.0;1.0;0.3081136762725405;0.0;0.4;0.48300749985576874;0.48300749985576874;0.3081136762725405;0.3660149997115376;0.0;0.0;0.5356143810225276;0.3356143810225276;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.3356143810225276;0.4;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.3081136762725405;0.3660149997115376;0.3081136762725405;0.0;0.4;0.0;0.3356143810225276;0.0;0.0;0.0;0.4;0.0;0.43852901558847923;0.3660149997115376;0.0;0.43852901558847923;0.2830074998557688;0.0;0.4;0.0;0.0;0.3356143810225276;0.0;0.0;0.3660149997115376;0.0;0.0;0.4;0.43852901558847923;0.0;0.2830074998557688;0.0;0.0;0.3356143810225276;0.4;0.0;0.43852901558847923;0.4;0.0;0.0;0.0;0.3660149997115376;0.3660149997115376;0.0;0.4;0.21862188087829626;0.3660149997115376;0.3660149997115376;0.0;0.43852901558847923;0.0;0.0
