;GO:1902476;GO:0051092;GO:1903507;GO:0042535;GO:0000398;GO:0030327;GO:0030328;GO:0048662;GO:0034622;GO:0050810;GO:0006351;GO:0051085;GO:0006355;GO:0002296;GO:0006974;GO:0042742;GO:0000389;GO:0000245;GO:0006357;GO:0051016;GO:2000406;GO:0030238;GO:0042130;GO:0050900;GO:0030575;GO:0033327;GO:0051017
GO:0006351;0.0;0.0;0.0;0.0;0.16542914088709912;0.10587402764930422;0.07548231845693805;0.0;0.01468324974140624;0.0;1.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624
GO:0051085;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;1.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624
GO:0006355;0.0;0.15831211565824807;0.15812131995973147;0.14613499162995364;0.0;0.0;0.0;0.047799631016701725;0.0;0.14052726254022924;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.15831211565824807;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0
GO:0002296;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;1.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.1302612429746404;0.0;0.01468324974140624;0.01468324974140624;0.1890450431733396;0.01468324974140624
GO:0006974;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;1.0;0.17988792517482602;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624
GO:0042742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17988792517482602;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000389;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.30997634000901914;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;1.0;0.44927334416867676;0.0;0.12408495164008174;0.0;0.0;0.0;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.2041871440868109
GO:0000245;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.30997634000901914;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.44927334416867676;1.0;0.0;0.12408495164008174;0.0;0.0;0.0;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.2041871440868109
GO:0006357;0.0;0.15831211565824807;0.15812131995973147;0.14613499162995364;0.0;0.0;0.0;0.047799631016701725;0.0;0.14052726254022924;0.0;0.0;0.15831211565824807;0.0;0.0;0.0;0.0;0.0;1.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0
GO:0051016;0.0;0.047799631016701725;0.13839445927415203;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.13839445927415203;0.12408495164008174;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.0;0.12408495164008174;0.12408495164008174;0.047799631016701725;1.0;0.047799631016701725;0.0;0.13839445927415203;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.12408495164008174
GO:2000406;0.0;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.0;0.0;0.0;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;1.0;0.0;0.2515269417723919;0.0;0.0;0.0;0.0
GO:0030238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.34386328635089514;0.0
GO:0042130;0.0;0.047799631016701725;0.13839445927415203;0.047799631016701725;0.0;0.0;0.0;0.33566363481728667;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.13839445927415203;0.2515269417723919;0.0;1.0;0.0;0.0;0.0;0.0
GO:0050900;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;1.0;0.01468324974140624;0.01468324974140624;0.01468324974140624
GO:0030575;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.12408495164008174;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.12408495164008174;0.12408495164008174;0.0;0.12408495164008174;0.0;0.0;0.0;0.01468324974140624;1.0;0.01468324974140624;0.12408495164008174
GO:0033327;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.1890450431733396;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.34386328635089514;0.0;0.01468324974140624;0.01468324974140624;1.0;0.01468324974140624
GO:0051017;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.2041871440868109;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.2041871440868109;0.2041871440868109;0.0;0.12408495164008174;0.0;0.0;0.0;0.01468324974140624;0.12408495164008174;0.01468324974140624;1.0
