;GO:1902476;GO:0051092;GO:1903507;GO:0042535;GO:0000398;GO:0030327;GO:0030328;GO:0048662;GO:0034622;GO:0050810;GO:0006351;GO:0051085;GO:0006355;GO:0002296;GO:0006974;GO:0042742;GO:0000389;GO:0000245;GO:0006357;GO:0051016;GO:2000406;GO:0030238;GO:0042130;GO:0050900;GO:0030575;GO:0033327;GO:0051017
GO:0000389;0.0;0.0;0.0;0.0;0.00944096172201289;0.021522845044846663;0.005099479084570139;0.0;0.6007320136668743;0.0;0.005791764842280598;0.05004221096748388;0.0;0.05004221096748388;0.05004221096748388;0.0;1.0;0.9381938162981149;0.0;0.0138391121051037;0.0;0.0;0.0;0.05004221096748388;0.17020719340765583;0.05004221096748388;0.22216965167524189
GO:0000245;0.0;0.0;0.0;0.0;0.00944096172201289;0.021522845044846663;0.005099479084570139;0.0;0.6069845804137476;0.0;0.005791764842280598;0.05056306262365817;0.0;0.05056306262365817;0.05056306262365817;0.0;0.9381938162981149;1.0;0.0;0.0138391121051037;0.0;0.0;0.0;0.05056306262365817;0.17197875179536895;0.05056306262365817;0.22448204812594838
GO:0006357;0.0;0.8780064831299897;0.16682451854889957;0.04706452179058751;0.0;0.0;0.0;0.03203300198081839;0.0;0.04318719734055574;0.0;0.0;0.9870503802091622;0.0;0.0;0.0;0.0;0.0;1.0;0.009621225198892452;0.02263450911842551;0.0;0.0136827178502265;0.0;0.0;0.0;0.0
GO:0051016;0.0;0.009621225198892452;0.02663641922607993;0.009287300225037378;0.004068804341938637;0.004068804341938637;0.004068804341938637;0.028920403541120614;0.0138391121051037;0.005396290454213633;0.004068804341938637;0.004068804341938637;0.009621225198892452;0.004068804341938637;0.004068804341938637;0.0;0.0138391121051037;0.0138391121051037;0.009621225198892452;1.0;0.009621225198892452;0.0;0.028920403541120614;0.004068804341938637;0.0138391121051037;0.004068804341938637;0.0138391121051037
GO:2000406;0.0;0.02263450911842551;0.008861390454038368;0.0278213911309494;0.0;0.0;0.0;0.02263450911842551;0.0;0.012695096826715107;0.0;0.0;0.02263450911842551;0.0;0.0;0.0;0.0;0.0;0.02263450911842551;0.009621225198892452;1.0;0.0;0.0136827178502265;0.0;0.0;0.0;0.0
GO:0030238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07279091281548032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.3561264052946702;0.0
GO:0042130;0.0;0.0136827178502265;0.02663641922607993;0.009287300225037378;0.0;0.0;0.0;0.074947325618922;0.0;0.007674274138326516;0.0;0.0;0.0136827178502265;0.0;0.0;0.0;0.0;0.0;0.0136827178502265;0.028920403541120614;0.0136827178502265;0.0;1.0;0.0;0.0;0.0;0.0
GO:0050900;0.0;0.0;0.0;0.0;0.00944096172201289;0.021522845044846663;0.005099479084570139;0.0;0.08330205454180095;0.0;0.005791764842280598;0.1249933605260799;0.0;0.07279091281548032;0.11612217906750716;0.0;0.05004221096748388;0.05056306262365817;0.0;0.004068804341938637;0.0;0.0;0.0;1.0;0.1249933605260799;0.0827646421774372;0.08462108541438568
GO:0030575;0.0;0.0;0.0;0.0;0.00944096172201289;0.021522845044846663;0.005099479084570139;0.0;0.2833329829863892;0.0;0.005791764842280598;0.15927494866017014;0.0;0.07279091281548032;0.11612217906750716;0.0;0.17020719340765583;0.17197875179536895;0.0;0.0138391121051037;0.0;0.0;0.0;0.1249933605260799;1.0;0.0827646421774372;0.2878193663515562
GO:0033327;0.0;0.0;0.0;0.0;0.00944096172201289;0.021522845044846663;0.005099479084570139;0.0;0.0827646421774372;0.0;0.005791764842280598;0.0827646421774372;0.0;0.2994170845026414;0.0827646421774372;0.0;0.05004221096748388;0.05056306262365817;0.0;0.004068804341938637;0.0;0.3561264052946702;0.0;0.0827646421774372;0.0827646421774372;1.0;0.0827646421774372
GO:0051017;0.0;0.0;0.0;0.0;0.00944096172201289;0.021522845044846663;0.005099479084570139;0.0;0.36983154987715083;0.0;0.005791764842280598;0.08462108541438568;0.0;0.07279091281548032;0.08462108541438568;0.0;0.22216965167524189;0.22448204812594838;0.0;0.0138391121051037;0.0;0.0;0.0;0.08462108541438568;0.2878193663515562;0.0827646421774372;1.0
