;GO:1902476;GO:0051092;GO:1903507;GO:0042535;GO:0000398;GO:0030327;GO:0030328;GO:0048662;GO:0034622;GO:0050810;GO:0006351;GO:0051085;GO:0006355;GO:0002296;GO:0006974;GO:0042742;GO:0000389;GO:0000245;GO:0006357;GO:0051016;GO:2000406;GO:0030238;GO:0042130;GO:0050900;GO:0030575;GO:0033327;GO:0051017
GO:0006974;0.0;0.0;0.0;0.0;0.5356143810225276;0.6000000000000001;0.4;0.0;0.5356143810225276;0.0;0.5356143810225276;0.48300749985576874;0.0;0.6000000000000001;1.0;0.5356143810225276;0.6000000000000001;0.6000000000000001;0.0;0.3081136762725405;0.0;0.0;0.0;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.6000000000000001
GO:0042742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000389;0.0;0.0;0.0;0.0;0.8;0.8;0.48300749985576874;0.0;1.0;0.0;0.8;0.6000000000000001;0.0;0.8;0.6000000000000001;0.0;1.0;0.8;0.0;0.4;0.0;0.0;0.0;0.8;0.6000000000000001;0.8;0.8
GO:0000245;0.0;0.0;0.0;0.0;0.8;0.8;0.48300749985576874;0.0;0.8;0.0;0.8;0.6000000000000001;0.0;0.8;0.6000000000000001;0.0;0.8;1.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.8;0.5356143810225276;0.8;0.8
GO:0006357;0.0;0.6000000000000001;0.6830074998557688;0.48300749985576874;0.0;0.0;0.0;0.4;0.0;0.48300749985576874;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3081136762725405;0.3356143810225276;0.0;0.3081136762725405;0.0;0.0;0.0;0.0
GO:0051016;0.0;0.3356143810225276;0.3660149997115376;0.3081136762725405;0.3356143810225276;0.3660149997115376;0.2599120563717816;0.43852901558847923;0.3660149997115376;0.3081136762725405;0.3356143810225276;0.3081136762725405;0.3356143810225276;0.3660149997115376;0.3081136762725405;0.0;0.4;0.3660149997115376;0.3081136762725405;1.0;0.2830074998557688;0.0;0.3356143810225276;0.3356143810225276;0.3356143810225276;0.3356143810225276;0.4
GO:2000406;0.0;0.48300749985576874;0.3081136762725405;0.3660149997115376;0.0;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.2830074998557688;1.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0
GO:0030238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.8;0.0
GO:0042130;0.0;0.3660149997115376;0.3660149997115376;0.3081136762725405;0.0;0.0;0.0;0.5356143810225276;0.0;0.3356143810225276;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.3081136762725405;0.3356143810225276;0.3660149997115376;0.0;1.0;0.0;0.0;0.0;0.0
GO:0050900;0.0;0.0;0.0;0.0;0.8;0.8;0.43852901558847923;0.0;0.8;0.0;0.8;0.5356143810225276;0.0;0.8;0.5356143810225276;0.0;0.8;0.8;0.0;0.3356143810225276;0.0;0.0;0.0;1.0;0.48300749985576874;0.8;0.8
GO:0030575;0.0;0.0;0.0;0.0;0.48300749985576874;0.5356143810225276;0.3660149997115376;0.0;0.5356143810225276;0.0;0.48300749985576874;0.43852901558847923;0.0;0.5356143810225276;0.43852901558847923;0.0;0.6000000000000001;0.5356143810225276;0.0;0.3356143810225276;0.0;0.0;0.0;0.48300749985576874;1.0;0.48300749985576874;0.6000000000000001
GO:0033327;0.0;0.0;0.0;0.0;0.8;0.8;0.43852901558847923;0.0;0.8;0.0;0.8;0.5356143810225276;0.0;0.8;0.5356143810225276;0.0;0.8;0.8;0.0;0.3356143810225276;0.0;0.8;0.0;0.8;0.48300749985576874;1.0;0.8
GO:0051017;0.0;0.0;0.0;0.0;0.8;0.8;0.48300749985576874;0.0;0.8;0.0;0.8;0.6000000000000001;0.0;0.8;0.6000000000000001;0.0;0.8;0.8;0.0;0.4;0.0;0.0;0.0;0.8;0.6000000000000001;0.8;1.0
