;GO:0090656;GO:0035166;GO:0008584;GO:0033540;GO:0015031;GO:0006283;GO:0036297;GO:0042176;GO:0006366;GO:0001302;GO:0006521;GO:0006368;GO:0060964;GO:0001701;GO:0032728;GO:0061819;GO:0010259;GO:0051607;GO:0070914;GO:0035278;GO:0006295;GO:0030182;GO:0006296;GO:0035195;GO:0006293;GO:1902600;GO:0007223;GO:0045652;GO:0070911;GO:0035264;GO:0006383;GO:1905765;GO:0008284;GO:1904431;GO:0006783;GO:0006782;GO:0000710;GO:0009615;GO:0006303;GO:1901919;GO:0045190;GO:0042407;GO:0009303;GO:0006355;GO:0006754;GO:0000720;GO:0006359;GO:0006357;GO:0009744;GO:0006625;GO:0045089;GO:0048477;GO:0045087;GO:0019254;GO:0033387
GO:0009303;0.09523809523809523;0.0;0.0;0.17391304347826086;0.0;0.36363636363636365;0.38095238095238093;0.0;0.34782608695652173;0.11764705882352941;0.0;0.36363636363636365;0.0;0.0;0.0;0.34782608695652173;0.0;0.0;0.38095238095238093;0.0;0.09523809523809523;0.11764705882352941;0.09523809523809523;0.08695652173913043;0.0;0.0;0.09090909090909091;0.0;0.36363636363636365;0.0;0.34782608695652173;0.0;0.0;0.0;0.2;0.1;0.09090909090909091;0.0;0.36363636363636365;0.0;0.08;0.1;1.0;0.0;0.25;0.36363636363636365;0.0;0.0;0.0;0.08695652173913043;0.0;0.1111111111111111;0.0;0.21052631578947367;0.17391304347826086
GO:0006355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5882352941176471;0.0;0.0;0.47058823529411764;0.0;0.631578947368421;0.0;0.3333333333333333;0.19047619047619047;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.5714285714285714;0.1111111111111111;0.0;0.1;0.4444444444444444;0.0;0.0;0.0;0.47619047619047616;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.9523809523809523;0.9523809523809523;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0
GO:0006754;0.47619047619047616;0.0;0.0;0.2608695652173913;0.0;0.45454545454545453;0.47619047619047616;0.0;0.2608695652173913;0.23529411764705882;0.0;0.5454545454545454;0.0;0.0;0.0;0.43478260869565216;0.0;0.0;0.47619047619047616;0.0;0.47619047619047616;0.11764705882352941;0.47619047619047616;0.17391304347826086;0.0;0.0;0.09090909090909091;0.0;0.45454545454545453;0.0;0.2608695652173913;0.0;0.0;0.0;0.5;0.5;0.09090909090909091;0.0;0.45454545454545453;0.0;0.08;0.2;0.25;0.0;1.0;0.45454545454545453;0.0;0.0;0.0;0.08695652173913043;0.0;0.1111111111111111;0.0;0.42105263157894735;0.34782608695652173
GO:0000720;0.7368421052631579;0.0;0.0;0.2857142857142857;0.0;0.9;0.8421052631578947;0.0;0.38095238095238093;0.26666666666666666;0.0;0.6;0.0;0.0;0.0;0.6666666666666666;0.0;0.35294117647058826;0.8421052631578947;0.0;0.631578947368421;0.26666666666666666;0.631578947368421;0.19047619047619047;0.0;0.0;0.2;0.0;0.9;0.0;0.38095238095238093;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.8;0.125;0.8;0.0;0.08695652173913043;0.2222222222222222;0.36363636363636365;0.0;0.45454545454545453;1.0;0.0;0.0;0.23529411764705882;0.09523809523809523;0.0;0.25;0.4;0.35294117647058826;0.2857142857142857
GO:0006359;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5555555555555556;0.0;0.0;0.4444444444444444;0.0;0.6;0.0;0.3157894736842105;0.18181818181818182;0.0;0.0;0.0;0.5454545454545454;0.0;0.0;0.0;0.5454545454545454;0.10526315789473684;0.0;0.09523809523809523;0.42105263157894735;0.0;0.0;0.0;0.45454545454545453;0.47058823529411764;0.47619047619047616;0.0;0.0;0.0;0.0;0.0;0.47619047619047616;0.0;0.0;0.0;0.9523809523809523;0.0;0.0;1.0;0.9090909090909091;0.0;0.0;0.3157894736842105;0.0;0.0;0.0;0.0
GO:0006357;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5555555555555556;0.0;0.0;0.4444444444444444;0.0;0.6;0.0;0.3157894736842105;0.18181818181818182;0.0;0.0;0.0;0.5454545454545454;0.0;0.0;0.0;0.5454545454545454;0.10526315789473684;0.0;0.09523809523809523;0.42105263157894735;0.0;0.0;0.0;0.45454545454545453;0.47058823529411764;0.47619047619047616;0.0;0.0;0.0;0.0;0.0;0.47619047619047616;0.0;0.0;0.0;0.9523809523809523;0.0;0.0;0.9090909090909091;1.0;0.0;0.0;0.3157894736842105;0.0;0.0;0.0;0.0
GO:0009744;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.15384615384615385;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.0;1.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
GO:0006625;0.1;0.0;0.0;0.09090909090909091;0.8421052631578947;0.09523809523809523;0.1;0.0;0.09090909090909091;0.125;0.0;0.09523809523809523;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.1;0.0;0.1;0.125;0.1;0.09090909090909091;0.0;0.4;0.09523809523809523;0.0;0.09523809523809523;0.0;0.09090909090909091;0.0;0.0;0.0;0.10526315789473684;0.10526315789473684;0.09523809523809523;0.0;0.09523809523809523;0.0;0.08333333333333333;0.10526315789473684;0.08695652173913043;0.0;0.08695652173913043;0.09523809523809523;0.0;0.0;0.0;1.0;0.0;0.11764705882352941;0.0;0.1111111111111111;0.09090909090909091
GO:0045089;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.4;0.0;0.35294117647058826;0.0;0.5;0.21052631578947367;0.0;0.0;0.0;0.3157894736842105;0.0;0.0;0.0;0.3157894736842105;0.5;0.0;0.1111111111111111;0.5;0.0;0.0;0.0;0.42105263157894735;0.5714285714285714;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.3157894736842105;0.3157894736842105;0.0;0.0;1.0;0.0;0.0;0.0;0.0
GO:0048477;0.13333333333333333;0.15384615384615385;0.16666666666666666;0.23529411764705882;0.0;0.25;0.26666666666666666;0.0;0.11764705882352941;0.5454545454545454;0.0;0.125;0.0;0.14285714285714285;0.0;0.11764705882352941;0.36363636363636365;0.0;0.26666666666666666;0.0;0.13333333333333333;0.18181818181818182;0.13333333333333333;0.23529411764705882;0.0;0.0;0.125;0.0;0.25;0.2;0.11764705882352941;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.125;0.0;0.25;0.0;0.10526315789473684;0.2857142857142857;0.1111111111111111;0.0;0.1111111111111111;0.25;0.0;0.0;0.0;0.11764705882352941;0.0;1.0;0.0;0.15384615384615385;0.11764705882352941
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.4;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.18181818181818182;0.4;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;1.0;0.0;0.0
GO:0019254;0.375;0.0;0.0;0.3333333333333333;0.0;0.35294117647058826;0.375;0.0;0.2222222222222222;0.3333333333333333;0.0;0.47058823529411764;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.375;0.0;0.375;0.16666666666666666;0.375;0.2222222222222222;0.0;0.0;0.11764705882352941;0.0;0.35294117647058826;0.0;0.2222222222222222;0.0;0.0;0.0;0.5333333333333333;0.5333333333333333;0.11764705882352941;0.0;0.35294117647058826;0.0;0.1;0.26666666666666666;0.21052631578947367;0.0;0.42105263157894735;0.35294117647058826;0.0;0.0;0.0;0.1111111111111111;0.0;0.15384615384615385;0.0;1.0;0.4444444444444444
GO:0033387;0.3;0.0;0.0;0.5454545454545454;0.0;0.2857142857142857;0.3;0.0;0.18181818181818182;0.125;0.0;0.2857142857142857;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.3;0.0;0.3;0.125;0.3;0.18181818181818182;0.0;0.0;0.09523809523809523;0.0;0.2857142857142857;0.0;0.18181818181818182;0.0;0.0;0.0;0.42105263157894735;0.42105263157894735;0.09523809523809523;0.0;0.2857142857142857;0.0;0.08333333333333333;0.10526315789473684;0.17391304347826086;0.0;0.34782608695652173;0.2857142857142857;0.0;0.0;0.0;0.09090909090909091;0.0;0.11764705882352941;0.0;0.4444444444444444;1.0
