;GO:0035264;GO:0016525;GO:0060441;GO:0060480;GO:0008584;GO:0060065;GO:0006366;GO:0045446;GO:0045944;GO:0045647;GO:0048539;GO:0060644;GO:0060326;GO:0000122;GO:2000738;GO:0045893;GO:0033599;GO:0060070;GO:0010870;GO:0035115;GO:0045638;GO:0060574;GO:0045639;GO:0006351;GO:0060272;GO:0060218;GO:0048704;GO:0060435;GO:0006357;GO:0060535;GO:0090190;GO:0001658;GO:0043065;GO:0030099;GO:0001759;GO:0010720;GO:0032332
GO:0048539;0.1302612429746404;0.0;0.1302612429746404;0.1302612429746404;0.27188578912737915;0.27188578912737915;0.0;0.1302612429746404;0.0;0.0;1.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.1302612429746404;0.0;0.0;0.1302612429746404;0.1302612429746404;0.1302612429746404;0.27188578912737915;0.0;0.1302612429746404;0.0;0.1302612429746404;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0
GO:0060644;0.1302612429746404;0.0;0.1302612429746404;0.41260509979692533;0.1302612429746404;0.1302612429746404;0.01468324974140624;0.41260509979692533;0.0;0.0;0.1302612429746404;1.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.1302612429746404;0.0;0.1890450431733396;0.0;0.01468324974140624;0.1302612429746404;0.22804082589224092;0.1302612429746404;0.1302612429746404;0.0;0.1302612429746404;0.0;0.1302612429746404;0.0;0.22804082589224092;0.1302612429746404;0.0;0.0
GO:0060326;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;1.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0
GO:0000122;0.0;0.12804570306913615;0.0;0.0;0.0;0.0;0.0;0.0;0.193449319138058;0.13839445927415203;0.0;0.0;0.0;1.0;0.047799631016701725;0.15831211565824807;0.047799631016701725;0.047799631016701725;0.14613499162995364;0.0;0.13839445927415203;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.193449319138058;0.0;0.042064647228987374;0.0;0.047799631016701725;0.0;0.042064647228987374;0.047799631016701725;0.047799631016701725
GO:2000738;0.0;0.20397374928165476;0.0;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.2410224993701646;0.0;0.0;0.0;0.047799631016701725;1.0;0.12755981097713553;0.20397374928165476;0.047799631016701725;0.12755981097713553;0.0;0.2410224993701646;0.0;0.30379685991921485;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.2688665324497557;0.0;0.12755981097713553;0.0;0.2688665324497557;0.30379685991921485;0.30379685991921485
GO:0045893;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.0;0.25309998657954436;0.047799631016701725;0.0;0.0;0.0;0.15831211565824807;0.12755981097713553;1.0;0.047799631016701725;0.047799631016701725;0.2380646511352721;0.0;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.0;0.0;0.0;0.15831211565824807;0.0;0.11511873865597294;0.0;0.12755981097713553;0.0;0.11511873865597294;0.12755981097713553;0.12755981097713553
GO:0033599;0.0;0.23094064297706635;0.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.23094064297706635;0.0;0.0;0.0;0.047799631016701725;0.20397374928165476;0.047799631016701725;1.0;0.047799631016701725;0.047799631016701725;0.0;0.23094064297706635;0.0;0.23094064297706635;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.23094064297706635;0.0;0.047799631016701725;0.0;0.23094064297706635;0.20397374928165476;0.23094064297706635
GO:0060070;0.0;0.042064647228987374;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.0;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;1.0;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.047799631016701725;0.0;0.042064647228987374;0.0;0.047799631016701725;0.01468324974140624;0.042064647228987374;0.047799631016701725;0.047799631016701725
GO:0010870;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.0;0.2380646511352721;0.047799631016701725;0.0;0.0;0.0;0.14613499162995364;0.12755981097713553;0.2380646511352721;0.047799631016701725;0.047799631016701725;1.0;0.0;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.0;0.0;0.0;0.14613499162995364;0.0;0.11511873865597294;0.0;0.12755981097713553;0.0;0.11511873865597294;0.12755981097713553;0.12755981097713553
GO:0035115;0.1302612429746404;0.0;0.25905973592202725;0.1302612429746404;0.1302612429746404;0.1302612429746404;0.0;0.1302612429746404;0.0;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.1302612429746404;0.0;0.0;0.3859218723577402;0.1302612429746404;0.3859218723577402;0.1302612429746404;0.0;0.25905973592202725;0.0;0.25905973592202725;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0
GO:0045638;0.0;0.30550822320801124;0.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.559779821948086;0.0;0.0;0.0;0.13839445927415203;0.2410224993701646;0.047799631016701725;0.23094064297706635;0.047799631016701725;0.047799631016701725;0.0;1.0;0.0;0.44927334416867676;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.23094064297706635;0.0;0.047799631016701725;0.0;0.23094064297706635;0.2410224993701646;0.2410224993701646
GO:0060574;0.1302612429746404;0.0;0.1302612429746404;0.1890450431733396;0.1302612429746404;0.1302612429746404;0.01468324974140624;0.1890450431733396;0.0;0.0;0.1302612429746404;0.1890450431733396;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.1302612429746404;0.0;1.0;0.0;0.01468324974140624;0.1302612429746404;0.1890450431733396;0.1302612429746404;0.1302612429746404;0.0;0.1302612429746404;0.0;0.1302612429746404;0.0;0.1890450431733396;0.1302612429746404;0.0;0.0
GO:0045639;0.0;0.23094064297706635;0.0;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.44927334416867676;0.0;0.0;0.0;0.047799631016701725;0.30379685991921485;0.12755981097713553;0.23094064297706635;0.047799631016701725;0.12755981097713553;0.0;0.44927334416867676;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.2688665324497557;0.0;0.12755981097713553;0.0;0.2688665324497557;0.30379685991921485;0.30379685991921485
GO:0006351;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.20325151924801574;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;1.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0
GO:0060272;0.1302612429746404;0.0;0.25905973592202725;0.1302612429746404;0.1302612429746404;0.1302612429746404;0.0;0.1302612429746404;0.0;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3859218723577402;0.0;0.1302612429746404;0.0;0.0;1.0;0.1302612429746404;0.5468156457062001;0.1302612429746404;0.0;0.3689716404482938;0.0;0.25905973592202725;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0
GO:0060218;0.1302612429746404;0.0;0.1302612429746404;0.22804082589224092;0.1302612429746404;0.1302612429746404;0.01468324974140624;0.22804082589224092;0.0;0.0;0.1302612429746404;0.22804082589224092;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.1302612429746404;0.0;0.1890450431733396;0.0;0.01468324974140624;0.1302612429746404;1.0;0.1302612429746404;0.1302612429746404;0.0;0.1302612429746404;0.0;0.1302612429746404;0.0;0.22804082589224092;0.1302612429746404;0.0;0.0
GO:0048704;0.1302612429746404;0.0;0.25905973592202725;0.1302612429746404;0.1302612429746404;0.1302612429746404;0.0;0.1302612429746404;0.0;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3859218723577402;0.0;0.1302612429746404;0.0;0.0;0.5468156457062001;0.1302612429746404;1.0;0.1302612429746404;0.0;0.3689716404482938;0.0;0.25905973592202725;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0
GO:0060435;0.1302612429746404;0.0;0.1302612429746404;0.1302612429746404;0.27188578912737915;0.27188578912737915;0.0;0.1302612429746404;0.0;0.0;0.27188578912737915;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.1302612429746404;0.0;0.0;0.1302612429746404;0.1302612429746404;0.1302612429746404;1.0;0.0;0.1302612429746404;0.0;0.1302612429746404;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0
GO:0006357;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.0;0.193449319138058;0.047799631016701725;0.0;0.0;0.0;0.193449319138058;0.047799631016701725;0.15831211565824807;0.047799631016701725;0.047799631016701725;0.14613499162995364;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.042064647228987374;0.0;0.047799631016701725;0.0;0.042064647228987374;0.047799631016701725;0.047799631016701725
GO:0060535;0.1302612429746404;0.0;0.39324941047259077;0.1302612429746404;0.1302612429746404;0.1302612429746404;0.0;0.1302612429746404;0.0;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25905973592202725;0.0;0.1302612429746404;0.0;0.0;0.3689716404482938;0.1302612429746404;0.3689716404482938;0.1302612429746404;0.0;1.0;0.0;0.39324941047259077;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0
GO:0090190;0.0;0.2946054623034586;0.0;0.0;0.0;0.0;0.0;0.0;0.11511873865597294;0.23094064297706635;0.0;0.0;0.0;0.042064647228987374;0.2688665324497557;0.11511873865597294;0.23094064297706635;0.042064647228987374;0.11511873865597294;0.0;0.23094064297706635;0.0;0.2688665324497557;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;1.0;0.0;0.11511873865597294;0.0;0.4586002901994832;0.2688665324497557;0.2688665324497557
GO:0001658;0.1642658631441654;0.0;0.5069811531378834;0.1302612429746404;0.1302612429746404;0.1302612429746404;0.0;0.1302612429746404;0.0;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25905973592202725;0.0;0.1302612429746404;0.0;0.0;0.25905973592202725;0.1302612429746404;0.25905973592202725;0.1302612429746404;0.0;0.39324941047259077;0.0;1.0;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0
GO:0043065;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.11511873865597294;0.0;1.0;0.0;0.11511873865597294;0.12755981097713553;0.12755981097713553
GO:0030099;0.1302612429746404;0.0;0.1302612429746404;0.22804082589224092;0.1302612429746404;0.1302612429746404;0.01468324974140624;0.22804082589224092;0.0;0.0;0.1302612429746404;0.22804082589224092;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.1302612429746404;0.0;0.1890450431733396;0.0;0.01468324974140624;0.1302612429746404;0.22804082589224092;0.1302612429746404;0.1302612429746404;0.0;0.1302612429746404;0.0;0.1302612429746404;0.0;1.0;0.1302612429746404;0.0;0.0
GO:0001759;0.1302612429746404;0.2946054623034586;0.1302612429746404;0.1302612429746404;0.1302612429746404;0.1302612429746404;0.0;0.1302612429746404;0.11511873865597294;0.23094064297706635;0.1302612429746404;0.1302612429746404;0.0;0.042064647228987374;0.2688665324497557;0.11511873865597294;0.23094064297706635;0.042064647228987374;0.11511873865597294;0.1302612429746404;0.23094064297706635;0.1302612429746404;0.2688665324497557;0.0;0.1302612429746404;0.1302612429746404;0.1302612429746404;0.1302612429746404;0.042064647228987374;0.1302612429746404;0.4586002901994832;0.1302612429746404;0.11511873865597294;0.1302612429746404;1.0;0.2688665324497557;0.2688665324497557
GO:0010720;0.0;0.20397374928165476;0.0;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.2410224993701646;0.0;0.0;0.0;0.047799631016701725;0.30379685991921485;0.12755981097713553;0.20397374928165476;0.047799631016701725;0.12755981097713553;0.0;0.2410224993701646;0.0;0.30379685991921485;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.2688665324497557;0.0;0.12755981097713553;0.0;0.2688665324497557;1.0;0.30379685991921485
GO:0032332;0.0;0.23094064297706635;0.0;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.2410224993701646;0.0;0.0;0.0;0.047799631016701725;0.30379685991921485;0.12755981097713553;0.23094064297706635;0.047799631016701725;0.12755981097713553;0.0;0.2410224993701646;0.0;0.30379685991921485;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.2688665324497557;0.0;0.12755981097713553;0.0;0.2688665324497557;0.30379685991921485;1.0
