;GO:0007094;GO:0007095;GO:0033260;GO:0035563;GO:0008584;GO:0007131;GO:0007099;GO:0015031;GO:0007130;GO:0006289;GO:0045892;GO:0045132;GO:0071897;GO:0019886;GO:0035556;GO:0010792;GO:0045814;GO:0010032;GO:2000373;GO:0007141;GO:0051260;GO:0007147;GO:0051382;GO:0007144;GO:0006974;GO:0042148;GO:0006206;GO:0001556;GO:0001558;GO:0070317;GO:0010389;GO:0043406;GO:0007076;GO:0006260;GO:0008285;GO:0008284;GO:0045786;GO:1904117;GO:0007079;GO:1903429;GO:0070192;GO:0006268;GO:0043524;GO:0006302;GO:0060707;GO:0048146;GO:1990426;GO:0048387;GO:0034446;GO:0032147;GO:2000134;GO:0006270;GO:0009263;GO:0000724;GO:0007089;GO:0000722;GO:0007517;GO:0051310;GO:0006306;GO:0051154;GO:0007080;GO:0033624;GO:0072757;GO:0030071;GO:0045605;GO:0007052;GO:0036297;GO:0006366;GO:0051290;GO:0043547;GO:0098532;GO:0098535;GO:0032487;GO:0014898;GO:1904385;GO:0090305;GO:0045737;GO:0000707;GO:1904668;GO:0043433;GO:0008156;GO:0071163;GO:0032515;GO:0045860;GO:0071168;GO:0032355;GO:0031146;GO:2000045;GO:0030334;GO:0018105;GO:0016202;GO:0035984;GO:0006468;GO:0000122;GO:0010718;GO:0051984;GO:0097421;GO:0000086;GO:0000083;GO:0000082;GO:0099606;GO:0071479;GO:0099607;GO:0010833;GO:0070301;GO:0032467;GO:0033314;GO:0051106;GO:0014013;GO:0034244;GO:0007286;GO:0006351;GO:0046601;GO:1900006;GO:0006357;GO:0051598;GO:0048478;GO:0048477;GO:0097711;GO:0031641;GO:0010569;GO:2000104
GO:0045892;0.08;0.08695652173913043;0.0;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.7368421052631579;0.0;0.21052631578947367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47058823529411764;0.5263157894736842;0.4;0.4166666666666667;0.0;0.0;0.5882352941176471;0.47058823529411764;0.5882352941176471;0.0;0.0;0.4444444444444444;0.0;0.0;0.5;0.0;0.0;0.4444444444444444;0.0;0.42105263157894735;0.0;0.43478260869565216;0.47619047619047616;0.0;0.0;0.0;0.36363636363636365;0.19047619047619047;0.0;0.0;0.0;0.5263157894736842;0.0;0.5263157894736842;0.0;0.36363636363636365;0.42105263157894735;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.38095238095238093;0.0;0.0;0.0;0.3333333333333333;0.0;0.4166666666666667;0.8695652173913043;0.8;0.0;0.5454545454545454;0.45454545454545453;0.0;0.0;0.0;0.4;0.4444444444444444;0.0;0.3333333333333333;0.0;0.0;0.9565217391304348;0.4444444444444444;0.47058823529411764;0.0;0.0;0.9090909090909091;0.0;0.0;0.0;0.0;0.2;0.0;0.42105263157894735;0.08695652173913043;0.5;0.10526315789473684;0.9166666666666666;0.0;0.0;0.2608695652173913;0.09090909090909091;0.9090909090909091;0.09523809523809523;0.7272727272727273;0.0;0.0;0.4444444444444444;0.47619047619047616;0.7619047619047619
GO:0045132;0.10526315789473684;0.11764705882352941;0.125;0.0;0.18181818181818182;0.13333333333333333;0.16666666666666666;0.0;0.16666666666666666;0.2857142857142857;0.0;1.0;0.3076923076923077;0.0;0.18181818181818182;0.14285714285714285;0.0;0.14285714285714285;0.0;0.14285714285714285;0.16666666666666666;0.14285714285714285;0.16666666666666666;0.14285714285714285;0.4;0.15384615384615385;0.3076923076923077;0.2;0.0;0.0;0.0;0.0;0.14285714285714285;0.3076923076923077;0.0;0.0;0.0;0.14285714285714285;0.15384615384615385;0.0;0.18181818181818182;0.14285714285714285;0.0;0.2857142857142857;0.18181818181818182;0.0;0.125;0.0;0.16666666666666666;0.0;0.0;0.15384615384615385;0.13333333333333333;0.26666666666666666;0.0;0.13333333333333333;0.0;0.0;0.13333333333333333;0.0;0.15384615384615385;0.0;0.3076923076923077;0.0;0.0;0.15384615384615385;0.2857142857142857;0.125;0.15384615384615385;0.0;0.1111111111111111;0.15384615384615385;0.0;0.0;0.14285714285714285;0.16666666666666666;0.0;0.14285714285714285;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.26666666666666666;0.0;0.3333333333333333;0.3076923076923077;0.0;0.0;0.0;0.0;0.18181818181818182;0.125;0.18181818181818182;0.0;0.16666666666666666;0.18181818181818182;0.14285714285714285;0.3333333333333333;0.0;0.11764705882352941;0.0;0.0;0.0;0.18181818181818182;0.13333333333333333;0.0;0.0;0.0;0.13333333333333333;0.125;0.18181818181818182;0.18181818181818182;0.0;0.0;0.0
GO:0071897;0.18181818181818182;0.2;0.631578947368421;0.0;0.0;0.7777777777777778;0.26666666666666666;0.0;0.26666666666666666;0.8235294117647058;0.0;0.3076923076923077;1.0;0.0;0.2857142857142857;0.8235294117647058;0.0;0.23529411764705882;0.0;0.23529411764705882;0.13333333333333333;0.23529411764705882;0.26666666666666666;0.23529411764705882;0.3076923076923077;0.875;0.5;0.3076923076923077;0.0;0.0;0.0;0.0;0.23529411764705882;0.75;0.0;0.0;0.0;0.23529411764705882;0.25;0.0;0.2857142857142857;0.23529411764705882;0.0;0.8235294117647058;0.14285714285714285;0.0;0.7368421052631579;0.0;0.26666666666666666;0.0;0.0;0.875;0.6666666666666666;0.7777777777777778;0.0;0.7777777777777778;0.0;0.0;0.5555555555555556;0.0;0.25;0.0;0.25;0.0;0.0;0.25;0.8235294117647058;0.631578947368421;0.125;0.0;0.19047619047619047;0.25;0.0;0.0;0.23529411764705882;0.8;0.0;0.23529411764705882;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.5263157894736842;0.0;0.0;0.5555555555555556;0.0;0.26666666666666666;0.625;0.0;0.0;0.0;0.0;0.2857142857142857;0.21052631578947367;0.2857142857142857;0.0;0.26666666666666666;0.2857142857142857;0.8235294117647058;0.26666666666666666;0.0;0.2;0.0;0.0;0.0;0.2857142857142857;0.6666666666666666;0.0;0.0;0.0;0.2222222222222222;0.7368421052631579;0.2857142857142857;0.2857142857142857;0.0;0.0;0.0
GO:0019886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0035556;0.1;0.1111111111111111;0.11764705882352941;0.16666666666666666;0.0;0.125;0.15384615384615385;0.0;0.15384615384615385;0.26666666666666666;0.47058823529411764;0.18181818181818182;0.2857142857142857;0.0;1.0;0.13333333333333333;0.14285714285714285;0.13333333333333333;0.14285714285714285;0.13333333333333333;0.15384615384615385;0.13333333333333333;0.15384615384615385;0.13333333333333333;0.36363636363636365;0.14285714285714285;0.2857142857142857;0.18181818181818182;0.6666666666666666;0.5714285714285714;0.5333333333333333;0.42105263157894735;0.13333333333333333;0.2857142857142857;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.13333333333333333;0.14285714285714285;0.6153846153846154;0.16666666666666666;0.13333333333333333;0.5333333333333333;0.26666666666666666;0.16666666666666666;0.6153846153846154;0.11764705882352941;0.5714285714285714;0.15384615384615385;0.1111111111111111;0.5;0.14285714285714285;0.125;0.25;0.47058823529411764;0.125;0.0;0.0;0.125;0.5714285714285714;0.14285714285714285;0.5714285714285714;0.2857142857142857;0.47058823529411764;0.5714285714285714;0.14285714285714285;0.26666666666666666;0.11764705882352941;0.14285714285714285;0.15384615384615385;0.10526315789473684;0.14285714285714285;0.5;0.0;0.13333333333333333;0.15384615384615385;0.42105263157894735;0.13333333333333333;0.10526315789473684;0.1111111111111111;0.5333333333333333;0.14285714285714285;0.11764705882352941;0.11764705882352941;0.0;0.0;0.11764705882352941;0.5333333333333333;0.6153846153846154;0.25;0.15384615384615385;0.3076923076923077;0.2857142857142857;0.4444444444444444;0.6153846153846154;0.6666666666666666;0.0;0.16666666666666666;0.11764705882352941;0.16666666666666666;0.0;0.15384615384615385;0.16666666666666666;0.13333333333333333;0.3076923076923077;0.5714285714285714;0.1111111111111111;0.5333333333333333;0.14285714285714285;0.42105263157894735;0.16666666666666666;0.125;0.1111111111111111;0.11764705882352941;0.47058823529411764;0.125;0.11764705882352941;0.16666666666666666;0.16666666666666666;0.6153846153846154;0.5;0.5
GO:0010792;0.08695652173913043;0.09523809523809523;0.1;0.0;0.0;0.10526315789473684;0.125;0.0;0.125;0.7777777777777778;0.0;0.14285714285714285;0.8235294117647058;0.0;0.13333333333333333;1.0;0.0;0.1111111111111111;0.0;0.1111111111111111;0.125;0.1111111111111111;0.125;0.1111111111111111;0.2857142857142857;0.7058823529411765;0.47058823529411764;0.14285714285714285;0.0;0.0;0.0;0.0;0.1111111111111111;0.8235294117647058;0.0;0.0;0.0;0.1111111111111111;0.11764705882352941;0.0;0.13333333333333333;0.1111111111111111;0.0;0.7777777777777778;0.13333333333333333;0.0;0.6;0.0;0.125;0.0;0.0;0.7058823529411765;0.3157894736842105;0.7368421052631579;0.0;0.7368421052631579;0.0;0.0;0.5263157894736842;0.0;0.11764705882352941;0.0;0.23529411764705882;0.0;0.0;0.11764705882352941;0.7777777777777778;0.1;0.11764705882352941;0.0;0.09090909090909091;0.11764705882352941;0.0;0.0;0.1111111111111111;0.75;0.0;0.1111111111111111;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.5263157894736842;0.0;0.25;0.5882352941176471;0.0;0.0;0.0;0.0;0.13333333333333333;0.1;0.13333333333333333;0.0;0.125;0.13333333333333333;0.7777777777777778;0.25;0.0;0.09523809523809523;0.0;0.0;0.0;0.13333333333333333;0.10526315789473684;0.0;0.0;0.0;0.10526315789473684;0.6;0.13333333333333333;0.13333333333333333;0.0;0.0;0.0
GO:0045814;0.09090909090909091;0.1;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.7368421052631579;0.0;0.0;0.0;0.14285714285714285;0.0;1.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.5;0.35294117647058826;0.47619047619047616;0.0;0.0;0.5714285714285714;0.42857142857142855;0.5714285714285714;0.0;0.0;0.4;0.0;0.0;0.47058823529411764;0.0;0.0;0.4;0.0;0.5;0.0;0.5;0.4444444444444444;0.0;0.0;0.0;0.3157894736842105;0.2222222222222222;0.0;0.0;0.0;0.5;0.0;0.5;0.0;0.3157894736842105;0.5;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.2857142857142857;0.0;0.47619047619047616;0.6;0.7058823529411765;0.0;0.631578947368421;0.5263157894736842;0.0;0.0;0.0;0.35294117647058826;0.4;0.0;0.4;0.0;0.0;0.7;0.4;0.42857142857142855;0.0;0.0;0.631578947368421;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.375;0.1;0.5882352941176471;0.125;0.6666666666666666;0.0;0.0;0.3;0.10526315789473684;0.631578947368421;0.1111111111111111;0.631578947368421;0.0;0.0;0.4;0.5555555555555556;0.6666666666666666
GO:0010032;0.08695652173913043;0.09523809523809523;0.1;0.0;0.13333333333333333;0.10526315789473684;0.125;0.0;0.125;0.2222222222222222;0.0;0.14285714285714285;0.23529411764705882;0.0;0.13333333333333333;0.1111111111111111;0.0;1.0;0.0;0.1111111111111111;0.125;0.1111111111111111;0.125;0.1111111111111111;0.2857142857142857;0.11764705882352941;0.23529411764705882;0.14285714285714285;0.0;0.0;0.0;0.0;0.1111111111111111;0.23529411764705882;0.0;0.0;0.0;0.1111111111111111;0.11764705882352941;0.0;0.8;0.1111111111111111;0.0;0.2222222222222222;0.13333333333333333;0.0;0.1;0.0;0.125;0.0;0.0;0.11764705882352941;0.10526315789473684;0.21052631578947367;0.0;0.5263157894736842;0.0;0.0;0.10526315789473684;0.0;0.11764705882352941;0.0;0.23529411764705882;0.0;0.0;0.11764705882352941;0.2222222222222222;0.1;0.11764705882352941;0.0;0.09090909090909091;0.11764705882352941;0.0;0.0;0.1111111111111111;0.125;0.0;0.1111111111111111;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.21052631578947367;0.0;0.25;0.23529411764705882;0.0;0.0;0.0;0.0;0.13333333333333333;0.1;0.13333333333333333;0.0;0.125;0.13333333333333333;0.5555555555555556;0.25;0.0;0.09523809523809523;0.0;0.0;0.0;0.13333333333333333;0.10526315789473684;0.0;0.0;0.0;0.10526315789473684;0.1;0.13333333333333333;0.13333333333333333;0.0;0.0;0.0
GO:2000373;0.09090909090909091;0.1;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.14285714285714285;0.0;0.25;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.25;0.23529411764705882;0.47619047619047616;0.0;0.0;0.2857142857142857;0.2857142857142857;0.2857142857142857;0.0;0.0;0.26666666666666666;0.0;0.0;0.23529411764705882;0.0;0.0;0.26666666666666666;0.0;0.25;0.0;0.5;0.2222222222222222;0.0;0.0;0.0;0.21052631578947367;0.2222222222222222;0.0;0.0;0.0;0.25;0.0;0.25;0.0;0.21052631578947367;0.25;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.47619047619047616;0.0;0.47619047619047616;0.3;0.23529411764705882;0.0;0.5263157894736842;0.5263157894736842;0.0;0.0;0.0;0.23529411764705882;0.26666666666666666;0.0;0.26666666666666666;0.0;0.0;0.2;0.26666666666666666;0.2857142857142857;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.25;0.1;0.23529411764705882;0.125;0.19047619047619047;0.0;0.0;0.2;0.10526315789473684;0.21052631578947367;0.1111111111111111;0.10526315789473684;0.0;0.0;0.26666666666666666;0.2222222222222222;0.2222222222222222
GO:0007141;0.08695652173913043;0.09523809523809523;0.1;0.0;0.13333333333333333;0.10526315789473684;0.125;0.0;0.125;0.2222222222222222;0.0;0.14285714285714285;0.23529411764705882;0.0;0.13333333333333333;0.1111111111111111;0.0;0.1111111111111111;0.0;1.0;0.125;0.1111111111111111;0.125;0.1111111111111111;0.2857142857142857;0.11764705882352941;0.23529411764705882;0.14285714285714285;0.0;0.0;0.0;0.0;0.1111111111111111;0.23529411764705882;0.0;0.0;0.0;0.1111111111111111;0.11764705882352941;0.0;0.13333333333333333;0.1111111111111111;0.0;0.2222222222222222;0.13333333333333333;0.0;0.1;0.0;0.125;0.0;0.0;0.11764705882352941;0.10526315789473684;0.21052631578947367;0.0;0.10526315789473684;0.0;0.0;0.10526315789473684;0.0;0.11764705882352941;0.0;0.23529411764705882;0.0;0.0;0.11764705882352941;0.2222222222222222;0.1;0.11764705882352941;0.0;0.09090909090909091;0.11764705882352941;0.0;0.0;0.1111111111111111;0.125;0.0;0.1111111111111111;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.21052631578947367;0.0;0.25;0.23529411764705882;0.0;0.0;0.0;0.0;0.13333333333333333;0.1;0.13333333333333333;0.0;0.125;0.13333333333333333;0.1111111111111111;0.25;0.0;0.09523809523809523;0.0;0.0;0.0;0.13333333333333333;0.10526315789473684;0.0;0.0;0.0;0.10526315789473684;0.1;0.13333333333333333;0.13333333333333333;0.0;0.0;0.0
GO:0051260;0.09523809523809523;0.10526315789473684;0.1111111111111111;0.0;0.0;0.11764705882352941;0.14285714285714285;0.0;0.14285714285714285;0.125;0.0;0.16666666666666666;0.13333333333333333;0.0;0.15384615384615385;0.125;0.0;0.125;0.0;0.125;1.0;0.125;0.14285714285714285;0.125;0.16666666666666666;0.13333333333333333;0.13333333333333333;0.16666666666666666;0.0;0.0;0.0;0.0;0.125;0.13333333333333333;0.0;0.0;0.0;0.125;0.13333333333333333;0.0;0.15384615384615385;0.125;0.0;0.125;0.15384615384615385;0.0;0.1111111111111111;0.0;0.14285714285714285;0.0;0.0;0.13333333333333333;0.11764705882352941;0.11764705882352941;0.0;0.11764705882352941;0.0;0.0;0.11764705882352941;0.0;0.13333333333333333;0.0;0.13333333333333333;0.0;0.0;0.13333333333333333;0.125;0.1111111111111111;0.13333333333333333;0.0;0.1;0.13333333333333333;0.0;0.0;0.125;0.14285714285714285;0.0;0.125;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.11764705882352941;0.0;0.14285714285714285;0.13333333333333333;0.0;0.0;0.0;0.0;0.15384615384615385;0.1111111111111111;0.15384615384615385;0.0;0.14285714285714285;0.15384615384615385;0.125;0.14285714285714285;0.0;0.10526315789473684;0.0;0.0;0.0;0.15384615384615385;0.11764705882352941;0.0;0.0;0.0;0.11764705882352941;0.1111111111111111;0.15384615384615385;0.15384615384615385;0.0;0.0;0.0
GO:0007147;0.08695652173913043;0.09523809523809523;0.1;0.0;0.13333333333333333;0.10526315789473684;0.125;0.0;0.125;0.2222222222222222;0.0;0.14285714285714285;0.23529411764705882;0.0;0.13333333333333333;0.1111111111111111;0.0;0.1111111111111111;0.0;0.1111111111111111;0.125;1.0;0.125;0.1111111111111111;0.2857142857142857;0.11764705882352941;0.23529411764705882;0.14285714285714285;0.0;0.0;0.0;0.0;0.1111111111111111;0.23529411764705882;0.0;0.0;0.0;0.1111111111111111;0.11764705882352941;0.0;0.13333333333333333;0.1111111111111111;0.0;0.2222222222222222;0.13333333333333333;0.0;0.1;0.0;0.125;0.0;0.0;0.11764705882352941;0.10526315789473684;0.21052631578947367;0.0;0.10526315789473684;0.0;0.0;0.10526315789473684;0.0;0.11764705882352941;0.0;0.23529411764705882;0.0;0.0;0.11764705882352941;0.2222222222222222;0.1;0.11764705882352941;0.0;0.09090909090909091;0.11764705882352941;0.0;0.0;0.1111111111111111;0.125;0.0;0.1111111111111111;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.21052631578947367;0.0;0.25;0.23529411764705882;0.0;0.0;0.0;0.0;0.13333333333333333;0.1;0.13333333333333333;0.0;0.125;0.13333333333333333;0.1111111111111111;0.25;0.0;0.09523809523809523;0.0;0.0;0.0;0.13333333333333333;0.10526315789473684;0.0;0.0;0.0;0.10526315789473684;0.1;0.13333333333333333;0.13333333333333333;0.0;0.0;0.0
GO:0051382;0.09523809523809523;0.10526315789473684;0.1111111111111111;0.0;0.0;0.11764705882352941;0.14285714285714285;0.0;0.14285714285714285;0.25;0.0;0.16666666666666666;0.26666666666666666;0.0;0.15384615384615385;0.125;0.0;0.125;0.0;0.125;0.14285714285714285;0.125;1.0;0.125;0.3333333333333333;0.13333333333333333;0.26666666666666666;0.16666666666666666;0.0;0.0;0.0;0.0;0.125;0.26666666666666666;0.0;0.0;0.0;0.125;0.13333333333333333;0.0;0.15384615384615385;0.125;0.0;0.25;0.15384615384615385;0.0;0.1111111111111111;0.0;0.14285714285714285;0.0;0.0;0.13333333333333333;0.11764705882352941;0.23529411764705882;0.0;0.5882352941176471;0.0;0.0;0.11764705882352941;0.0;0.13333333333333333;0.0;0.26666666666666666;0.0;0.0;0.13333333333333333;0.25;0.1111111111111111;0.13333333333333333;0.0;0.1;0.13333333333333333;0.0;0.0;0.125;0.14285714285714285;0.0;0.125;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.23529411764705882;0.0;0.2857142857142857;0.26666666666666666;0.0;0.0;0.0;0.0;0.15384615384615385;0.1111111111111111;0.15384615384615385;0.0;0.14285714285714285;0.15384615384615385;0.625;0.2857142857142857;0.0;0.10526315789473684;0.0;0.0;0.0;0.15384615384615385;0.11764705882352941;0.0;0.0;0.0;0.11764705882352941;0.1111111111111111;0.15384615384615385;0.15384615384615385;0.0;0.0;0.0
GO:0007144;0.08695652173913043;0.09523809523809523;0.1;0.0;0.13333333333333333;0.10526315789473684;0.125;0.0;0.125;0.2222222222222222;0.0;0.14285714285714285;0.23529411764705882;0.0;0.13333333333333333;0.1111111111111111;0.0;0.1111111111111111;0.0;0.1111111111111111;0.125;0.1111111111111111;0.125;1.0;0.2857142857142857;0.11764705882352941;0.23529411764705882;0.14285714285714285;0.0;0.0;0.0;0.0;0.1111111111111111;0.23529411764705882;0.0;0.0;0.0;0.1111111111111111;0.11764705882352941;0.0;0.13333333333333333;0.1111111111111111;0.0;0.2222222222222222;0.13333333333333333;0.0;0.1;0.0;0.125;0.0;0.0;0.11764705882352941;0.10526315789473684;0.21052631578947367;0.0;0.10526315789473684;0.0;0.0;0.10526315789473684;0.0;0.11764705882352941;0.0;0.23529411764705882;0.0;0.0;0.11764705882352941;0.2222222222222222;0.1;0.11764705882352941;0.0;0.09090909090909091;0.11764705882352941;0.0;0.0;0.1111111111111111;0.125;0.0;0.1111111111111111;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.21052631578947367;0.0;0.25;0.23529411764705882;0.0;0.0;0.0;0.0;0.13333333333333333;0.1;0.13333333333333333;0.0;0.125;0.13333333333333333;0.1111111111111111;0.25;0.0;0.09523809523809523;0.0;0.0;0.0;0.13333333333333333;0.10526315789473684;0.0;0.0;0.0;0.10526315789473684;0.1;0.13333333333333333;0.13333333333333333;0.0;0.0;0.0
GO:0006974;0.21052631578947367;0.5882352941176471;0.25;0.0;0.0;0.26666666666666666;0.3333333333333333;0.0;0.3333333333333333;0.7142857142857143;0.0;0.4;0.3076923076923077;0.0;0.36363636363636365;0.2857142857142857;0.0;0.2857142857142857;0.0;0.2857142857142857;0.16666666666666666;0.2857142857142857;0.3333333333333333;0.2857142857142857;1.0;0.3076923076923077;0.3076923076923077;0.4;0.0;0.0;0.0;0.0;0.2857142857142857;0.3076923076923077;0.0;0.0;0.0;0.42857142857142855;0.3076923076923077;0.0;0.36363636363636365;0.2857142857142857;0.0;0.7142857142857143;0.18181818181818182;0.0;0.25;0.0;0.3333333333333333;0.0;0.0;0.3076923076923077;0.13333333333333333;0.6666666666666666;0.0;0.26666666666666666;0.0;0.0;0.26666666666666666;0.0;0.3076923076923077;0.0;0.46153846153846156;0.0;0.0;0.3076923076923077;0.7142857142857143;0.125;0.15384615384615385;0.0;0.2222222222222222;0.3076923076923077;0.0;0.46153846153846156;0.42857142857142855;0.3333333333333333;0.0;0.2857142857142857;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.36363636363636365;0.25;0.0;0.0;0.26666666666666666;0.0;0.5;0.3076923076923077;0.0;0.0;0.0;0.0;0.36363636363636365;0.25;0.36363636363636365;0.0;0.5;0.36363636363636365;0.2857142857142857;0.6666666666666666;0.0;0.23529411764705882;0.0;0.0;0.0;0.36363636363636365;0.13333333333333333;0.0;0.0;0.0;0.26666666666666666;0.25;0.36363636363636365;0.36363636363636365;0.0;0.0;0.0
GO:0042148;0.09090909090909091;0.1;0.10526315789473684;0.0;0.0;0.1111111111111111;0.13333333333333333;0.0;0.13333333333333333;0.8235294117647058;0.0;0.15384615384615385;0.875;0.0;0.14285714285714285;0.7058823529411765;0.0;0.11764705882352941;0.0;0.11764705882352941;0.13333333333333333;0.11764705882352941;0.13333333333333333;0.11764705882352941;0.3076923076923077;1.0;0.5;0.15384615384615385;0.0;0.0;0.0;0.0;0.11764705882352941;0.875;0.0;0.0;0.0;0.11764705882352941;0.125;0.0;0.14285714285714285;0.11764705882352941;0.0;0.8235294117647058;0.14285714285714285;0.0;0.631578947368421;0.0;0.13333333333333333;0.0;0.0;0.75;0.3333333333333333;0.7777777777777778;0.0;0.7777777777777778;0.0;0.0;0.5555555555555556;0.0;0.125;0.0;0.25;0.0;0.0;0.125;0.8235294117647058;0.10526315789473684;0.125;0.0;0.09523809523809523;0.125;0.0;0.0;0.11764705882352941;0.8;0.0;0.11764705882352941;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.5555555555555556;0.0;0.26666666666666666;0.625;0.0;0.0;0.0;0.0;0.14285714285714285;0.10526315789473684;0.14285714285714285;0.0;0.13333333333333333;0.14285714285714285;0.8235294117647058;0.26666666666666666;0.0;0.1;0.0;0.0;0.0;0.14285714285714285;0.1111111111111111;0.0;0.0;0.0;0.1111111111111111;0.631578947368421;0.14285714285714285;0.14285714285714285;0.0;0.0;0.0
GO:0006206;0.18181818181818182;0.2;0.21052631578947367;0.0;0.0;0.2222222222222222;0.26666666666666666;0.0;0.26666666666666666;0.47058823529411764;0.0;0.3076923076923077;0.5;0.0;0.2857142857142857;0.47058823529411764;0.0;0.23529411764705882;0.0;0.23529411764705882;0.13333333333333333;0.23529411764705882;0.26666666666666666;0.23529411764705882;0.3076923076923077;0.5;1.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.23529411764705882;0.5;0.0;0.0;0.0;0.23529411764705882;0.25;0.0;0.2857142857142857;0.23529411764705882;0.0;0.47058823529411764;0.14285714285714285;0.0;0.42105263157894735;0.0;0.26666666666666666;0.0;0.0;0.5;0.6666666666666666;0.4444444444444444;0.0;0.4444444444444444;0.0;0.0;0.3333333333333333;0.0;0.25;0.0;0.25;0.0;0.0;0.25;0.47058823529411764;0.3157894736842105;0.125;0.0;0.19047619047619047;0.25;0.0;0.0;0.23529411764705882;0.5333333333333333;0.0;0.23529411764705882;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.42105263157894735;0.0;0.0;0.4444444444444444;0.0;0.26666666666666666;0.5;0.0;0.0;0.0;0.0;0.2857142857142857;0.21052631578947367;0.2857142857142857;0.0;0.26666666666666666;0.2857142857142857;0.47058823529411764;0.26666666666666666;0.0;0.2;0.0;0.0;0.0;0.2857142857142857;0.3333333333333333;0.0;0.0;0.0;0.2222222222222222;0.42105263157894735;0.2857142857142857;0.2857142857142857;0.0;0.0;0.0
