;GO:0007051;GO:0040037;GO:0006361;GO:0016925;GO:1902476;GO:0006283;GO:0006366;GO:0006363;GO:0051291;GO:0000413;GO:0048754;GO:0045724;GO:0043547;GO:0006367;GO:0006368;GO:0060766;GO:0001701;GO:0035437;GO:0010575;GO:0070206;GO:0007186;GO:0006296;GO:0014032;GO:0006293;GO:0006370;GO:1903012;GO:0006294;GO:1903898;GO:0090263;GO:0051260;GO:0042542;GO:0006412;GO:0006406;GO:0032836;GO:0030216;GO:0032516;GO:0006607;GO:0070911;GO:0030336;GO:0016567;GO:0035264;GO:0035860;GO:0061036;GO:0002063;GO:0007035;GO:0006468;GO:0045944;GO:0006983;GO:0045667;GO:0070262;GO:0097421;GO:0001886;GO:0071277;GO:0000082;GO:0034765;GO:0030521;GO:0030201;GO:0006351;GO:0002031;GO:0046604;GO:0006511;GO:1903912;GO:0006357;GO:0045087;GO:2000345
GO:0060766;0.0;0.274741083875601;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.036692364793703955;0.0;0.0;1.0;0.0;0.036692364793703955;0.042064647228987374;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.042064647228987374;0.0;0.274741083875601;0.1786822519641151;0.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.13839445927415203;0.0;0.0;0.047799631016701725;0.042064647228987374;0.0;0.036692364793703955;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.250245473135147;0.047799631016701725;0.0;0.047799631016701725
GO:0001701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1642658631441654;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.1642658631441654;0.0;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0035437;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.13331334997803274;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.0;1.0;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.0;0.01468324974140624;0.13331334997803274;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.13331334997803274;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.0;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.16702085169111647;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.13331334997803274;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955
GO:0010575;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11511873865597294;0.036692364793703955;0.0;0.0;0.042064647228987374;0.0;0.036692364793703955;1.0;0.0;0.042064647228987374;0.0;0.0;0.11511873865597294;0.0;0.24944431948534626;0.0;0.042064647228987374;0.11511873865597294;0.0;0.0;0.0;0.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.24944431948534626;0.0;0.036692364793703955;0.0;0.11511873865597294;0.042064647228987374;0.18922943134840794;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.11511873865597294;0.0;0.042064647228987374;0.042064647228987374;0.0;0.18922943134840794
GO:0070206;0.12408495164008174;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.36833172119918517;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;1.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.24997772404766266;0.0;0.0;0.36833172119918517;0.0;0.01468324974140624;0.0;0.12408495164008174;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.12408495164008174;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0
GO:0007186;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.047799631016701725;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.036692364793703955;0.042064647228987374;0.01468324974140624;1.0;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.0;0.12659489728285286;0.042064647228987374;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.047799631016701725;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.12659489728285286;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725
GO:0006296;0.01468324974140624;0.0;0.15084348231066635;0.08547128021085358;0.0;0.15084348231066635;0.15084348231066635;0.15084348231066635;0.01468324974140624;0.08547128021085358;0.0;0.0;0.0;0.15084348231066635;0.15084348231066635;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;1.0;0.01468324974140624;0.0;0.15084348231066635;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.12826917739045696;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.15084348231066635;0.0;0.08547128021085358;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.08547128021085358;0.0;0.01468324974140624;0.0;0.08547128021085358;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.08547128021085358;0.15084348231066635;0.08547128021085358;0.0;0.08547128021085358;0.0;0.0;0.0;0.0
GO:0014032;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.1302612429746404;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.16985210689062205;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;1.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.16985210689062205;0.1890450431733396;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.1302612429746404;0.01468324974140624;0.0;0.33659487123215237;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.16985210689062205;0.1890450431733396;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0
GO:0006293;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.363757458828146;0.036692364793703955;0.0;0.0;0.047799631016701725;0.0;0.036692364793703955;0.11511873865597294;0.0;0.047799631016701725;0.0;0.0;1.0;0.0;0.11511873865597294;0.0;0.047799631016701725;0.12755981097713553;0.0;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.11511873865597294;0.0;0.036692364793703955;0.0;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.0;0.27776606418114075;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725
GO:0006370;0.01468324974140624;0.0;0.16542914088709912;0.08547128021085358;0.0;0.15084348231066635;0.16542914088709912;0.16542914088709912;0.01468324974140624;0.08547128021085358;0.0;0.0;0.0;0.16542914088709912;0.16542914088709912;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.0;1.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.12826917739045696;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.15084348231066635;0.0;0.08547128021085358;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.08547128021085358;0.0;0.01468324974140624;0.0;0.08547128021085358;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.08547128021085358;0.16542914088709912;0.08547128021085358;0.0;0.08547128021085358;0.0;0.0;0.0;0.0
GO:1903012;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11511873865597294;0.036692364793703955;0.0;0.0;0.042064647228987374;0.0;0.036692364793703955;0.24944431948534626;0.0;0.042064647228987374;0.0;0.0;0.11511873865597294;0.0;1.0;0.0;0.042064647228987374;0.11511873865597294;0.0;0.0;0.0;0.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.2688665324497557;0.0;0.036692364793703955;0.0;0.11511873865597294;0.042064647228987374;0.20397374928165476;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.11511873865597294;0.0;0.042064647228987374;0.042064647228987374;0.0;0.23094064297706635
GO:0006294;0.12408495164008174;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.24997772404766266;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.24997772404766266;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;1.0;0.0;0.0;0.24997772404766266;0.0;0.01468324974140624;0.0;0.12408495164008174;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.12408495164008174;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0
GO:1903898;0.0;0.274741083875601;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.036692364793703955;0.0;0.0;0.274741083875601;0.0;0.036692364793703955;0.042064647228987374;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.042064647228987374;0.0;1.0;0.1786822519641151;0.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.13839445927415203;0.0;0.0;0.047799631016701725;0.042064647228987374;0.0;0.036692364793703955;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.6153041023394772;0.047799631016701725;0.0;0.047799631016701725
GO:0090263;0.0;0.1786822519641151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.036692364793703955;0.0;0.0;0.1786822519641151;0.0;0.036692364793703955;0.11511873865597294;0.0;0.047799631016701725;0.0;0.0;0.12755981097713553;0.0;0.11511873865597294;0.0;0.1786822519641151;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.11511873865597294;0.0;0.036692364793703955;0.0;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.0;0.12755981097713553;0.0;0.1492331351584338;0.047799631016701725;0.0;0.047799631016701725
GO:0051260;0.12408495164008174;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.36833172119918517;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.36833172119918517;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.24997772404766266;0.0;0.0;1.0;0.0;0.01468324974140624;0.0;0.12408495164008174;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.12408495164008174;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0
GO:0042542;0.0;0.0;0.0;0.0;0.0;0.17988792517482602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17988792517482602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17988792517482602;0.0;0.0;0.0;0.0;0.3651908369439797;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17988792517482602;0.0
