;GO:0043306;GO:0090197;GO:1901741;GO:1902513;GO:0045626;GO:0043687;GO:0032091;GO:0042832;GO:0043524;GO:0010835;GO:0097345;GO:0047497;GO:0030828;GO:0043032;GO:0002639;GO:0032147;GO:0051965;GO:0010499;GO:0050731;GO:0016579;GO:0035771;GO:0046928;GO:0034640;GO:0006351;GO:0050805;GO:0009743;GO:0045630;GO:0045773;GO:0007266;GO:0006357;GO:0010629;GO:0043161;GO:0007614;GO:0031668;GO:0051056;GO:0016064
GO:0043032;0.09324243756421345;0.031421901382356975;0.0675323554383065;0.06289555682387464;0.009378721369261659;0.0;0.026598453877068426;0.0;0.04432685872670267;0.06289555682387464;0.024294640230589446;0.0;0.004373470148789008;1.0;0.17858334718919017;0.02174601615092366;0.1061794844318087;0.0;0.03060524638168383;0.0;0.06289555682387464;0.06289555682387464;0.0;0.0;0.06289555682387464;0.0;0.037995775762847;0.018962037945258158;0.06289555682387464;0.03203300198081839;0.03527645241483342;0.0;0.0;0.0;0.06289555682387464;0.0
GO:0002639;0.03781069557419865;0.010489217825446234;0.02254356214279229;0.057877491071845234;0.004063780869081733;0.0;0.043639642634461455;0.0;0.02486176133157318;0.057877491071845234;0.024294640230589446;0.0;0.0014599460575448347;0.17858334718919017;1.0;0.007259226533337186;0.03544469595414651;0.0;0.010216603126352617;0.0;0.057877491071845234;0.043312437811348296;0.0;0.0;0.04384886497790863;0.0;0.01540764857723872;0.0063298825873684406;0.057877491071845234;0.01796646261110231;0.057877491071845234;0.0;0.0;0.0;0.057877491071845234;0.0
GO:0032147;0.02174601615092366;0.02174601615092366;0.02174601615092366;0.007259226533337186;0.0029972790321050307;0.0;0.004071507945924721;0.0;0.007259226533337186;0.0665136686014296;0.003069918001852673;0.0;0.026753159166121844;0.02174601615092366;0.007259226533337186;1.0;0.02174601615092366;0.0;0.6045510906104794;0.0;0.007259226533337186;0.007259226533337186;0.0;0.0;0.007259226533337186;0.0;0.009397435657225906;0.018962037945258158;0.007259226533337186;0.020763620314868902;0.009786958119715444;0.0;0.0;0.0;0.007259226533337186;0.0
GO:0051965;0.02306150591586036;0.031421901382356975;0.1241132477626165;0.03544469595414651;0.008690103505497588;0.0;0.01498951846730786;0.0;0.03544469595414651;0.03544469595414651;0.01498951846730786;0.0;0.004373470148789008;0.1061794844318087;0.03544469595414651;0.02174601615092366;1.0;0.0;0.03060524638168383;0.0;0.03544469595414651;0.03544469595414651;0.0;0.0;0.03544469595414651;0.0;0.009397435657225906;0.06845135935661191;0.03544469595414651;0.03203300198081839;0.0198799914227019;0.0;0.0;0.0;0.03544469595414651;0.0
GO:0010499;0.0;0.0;0.0;0.0;0.0;0.23461834900338666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.23622404628144675;0.0;0.0;0.0;0.017575835501486885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5445807146780927;0.0;0.0;0.0;0.0
GO:0050731;0.02306150591586036;0.03060524638168383;0.03060524638168383;0.010216603126352617;0.0029972790321050307;0.0;0.0043205889375869345;0.0;0.010216603126352617;0.09361104126697505;0.0043205889375869345;0.0;0.026753159166121844;0.03060524638168383;0.010216603126352617;0.6045510906104794;0.03060524638168383;0.0;1.0;0.0;0.010216603126352617;0.010216603126352617;0.0;0.0;0.010216603126352617;0.0;0.009397435657225906;0.018962037945258158;0.010216603126352617;0.029222626852749144;0.013774121315015654;0.0;0.0;0.0;0.010216603126352617;0.0
GO:0016579;0.0;0.0;0.0;0.0;0.0;0.7257167746113345;0.0;0.0;0.0;0.0;0.016620707704463857;0.016620707704463857;0.0;0.0;0.0;0.0;0.0;0.23622404628144675;0.0;1.0;0.016620707704463857;0.0;0.016620707704463857;0.052364803152556746;0.0;0.0;0.0;0.0;0.016620707704463857;0.0;0.0;0.13738169198530442;0.0;0.016620707704463857;0.0;0.0
GO:0035771;0.007698361597878944;0.010489217825446234;0.02254356214279229;0.11448356136978634;0.0029972790321050307;0.022277141600228655;0.10292480909972106;0.0;0.04432685872670267;0.10483419173220829;0.024294640230589446;0.02153282870151141;0.0014599460575448347;0.06289555682387464;0.057877491071845234;0.007259226533337186;0.03544469595414651;0.0;0.010216603126352617;0.016620707704463857;1.0;0.0772231816711453;0.03881970404165006;0.005791764842280598;0.07817959545503471;0.0;0.0031370396211797954;0.0063298825873684406;0.6436478635053585;0.03203300198081839;0.07563384408059995;0.009666166431303604;0.0;0.07455780430962491;0.176667307943996;0.0
GO:0046928;0.02773838341320937;0.03779426856580258;0.02254356214279229;0.10132295306735459;0.0029972790321050307;0.0;0.032657588860724514;0.0;0.04432685872670267;0.0772231816711453;0.03222099765613686;0.0;0.0014599460575448347;0.06289555682387464;0.043312437811348296;0.007259226533337186;0.03544469595414651;0.0;0.010216603126352617;0.0;0.0772231816711453;1.0;0.0;0.0;0.2649964682514622;0.0;0.0031370396211797954;0.0063298825873684406;0.0772231816711453;0.03203300198081839;0.043312437811348296;0.0;0.0;0.0;0.11676902145791666;0.0
GO:0034640;0.0;0.0;0.0;0.0;0.0;0.022277141600228655;0.0;0.0;0.0;0.0;0.024294640230589446;0.41363590655964433;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016620707704463857;0.03881970404165006;0.0;1.0;0.005791764842280598;0.0;0.0;0.0;0.0;0.03881970404165006;0.0;0.0;0.009666166431303604;0.0;0.03881970404165006;0.0;0.0
GO:0006351;0.0;0.0;0.0;0.0;0.0;0.052364803152556746;0.0;0.0;0.0;0.0;0.005791764842280598;0.005791764842280598;0.0;0.0;0.0;0.0;0.0;0.017575835501486885;0.0;0.052364803152556746;0.005791764842280598;0.0;0.005791764842280598;1.0;0.0;0.0;0.0;0.0;0.005791764842280598;0.0;0.0;0.052364803152556746;0.0;0.005791764842280598;0.0;0.0
GO:0050805;0.007698361597878944;0.010489217825446234;0.02254356214279229;0.07817959545503471;0.009009509427530638;0.0;0.0330620550774624;0.0;0.13324193287088393;0.07817959545503471;0.024294640230589446;0.0;0.0014599460575448347;0.06289555682387464;0.04384886497790863;0.007259226533337186;0.03544469595414651;0.0;0.010216603126352617;0.0;0.07817959545503471;0.2649964682514622;0.0;0.0;1.0;0.0;0.0031370396211797954;0.0063298825873684406;0.07817959545503471;0.03203300198081839;0.07817959545503471;0.0;0.0;0.0;0.1182152128636168;0.0
GO:0009743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.048344124297629416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07455780430962491;0.0;0.1100986473805604
GO:0045630;0.037995775762847;0.009397435657225906;0.0325164274541341;0.0031370396211797954;0.09218637394706156;0.0;0.001326650210095822;0.0;0.0031370396211797954;0.0031370396211797954;0.001326650210095822;0.0;0.004373470148789008;0.037995775762847;0.01540764857723872;0.009397435657225906;0.009397435657225906;0.0;0.009397435657225906;0.0;0.0031370396211797954;0.0031370396211797954;0.0;0.0;0.0031370396211797954;0.0;1.0;0.0325164274541341;0.0031370396211797954;0.0031370396211797954;0.0017594824580357178;0.0;0.0;0.0;0.0031370396211797954;0.0
GO:0045773;0.018962037945258158;0.018962037945258158;0.06561127457738154;0.0063298825873684406;0.008783795035061952;0.0;0.0026768995863864905;0.0;0.0063298825873684406;0.0063298825873684406;0.0026768995863864905;0.0;0.004373470148789008;0.018962037945258158;0.0063298825873684406;0.018962037945258158;0.06845135935661191;0.0;0.018962037945258158;0.0;0.0063298825873684406;0.0063298825873684406;0.0;0.0;0.0063298825873684406;0.0;0.0325164274541341;1.0;0.0063298825873684406;0.0063298825873684406;0.0035502635346734727;0.0;0.0;0.0;0.0063298825873684406;0.0
GO:0007266;0.007698361597878944;0.010489217825446234;0.02254356214279229;0.11448356136978634;0.0029972790321050307;0.022277141600228655;0.10292480909972106;0.0;0.04432685872670267;0.10483419173220829;0.024294640230589446;0.02153282870151141;0.0014599460575448347;0.06289555682387464;0.057877491071845234;0.007259226533337186;0.03544469595414651;0.0;0.010216603126352617;0.016620707704463857;0.6436478635053585;0.0772231816711453;0.03881970404165006;0.005791764842280598;0.07817959545503471;0.0;0.0031370396211797954;0.0063298825873684406;1.0;0.03203300198081839;0.07563384408059995;0.009666166431303604;0.0;0.07455780430962491;0.176667307943996;0.0
GO:0006357;0.007698361597878944;0.010489217825446234;0.02254356214279229;0.03203300198081839;0.0029972790321050307;0.0;0.013546717268387652;0.0;0.03203300198081839;0.09162423677242502;0.013546717268387652;0.0;0.009926528832036046;0.03203300198081839;0.01796646261110231;0.020763620314868902;0.03203300198081839;0.0;0.029222626852749144;0.0;0.03203300198081839;0.03203300198081839;0.0;0.0;0.03203300198081839;0.0;0.0031370396211797954;0.0063298825873684406;0.03203300198081839;1.0;0.055239104915836015;0.0;0.0;0.0;0.03203300198081839;0.0
GO:0010629;0.00431780717579515;0.005883124534922936;0.01264408707626195;0.06421079816895618;0.0029972790321050307;0.0;0.057027937210525834;0.0;0.04432685872670267;0.1413384524212759;0.024294640230589446;0.0;0.0014599460575448347;0.03527645241483342;0.057877491071845234;0.009786958119715444;0.0198799914227019;0.0;0.013774121315015654;0.0;0.07563384408059995;0.043312437811348296;0.0;0.0;0.07817959545503471;0.0;0.0017594824580357178;0.0035502635346734727;0.07563384408059995;0.055239104915836015;1.0;0.0;0.0;0.0;0.07563384408059995;0.0
GO:0043161;0.0;0.0;0.0;0.0;0.0;0.1285085390730175;0.0;0.0;0.0;0.0;0.009666166431303604;0.009666166431303604;0.0;0.0;0.0;0.0;0.0;0.5445807146780927;0.0;0.13738169198530442;0.009666166431303604;0.0;0.009666166431303604;0.052364803152556746;0.0;0.0;0.0;0.0;0.009666166431303604;0.0;0.0;1.0;0.0;0.009666166431303604;0.0;0.0
GO:0007614;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
GO:0031668;0.0;0.0;0.0;0.0;0.0;0.022277141600228655;0.0;0.08815006371662011;0.0;0.0;0.024294640230589446;0.02153282870151141;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016620707704463857;0.07455780430962491;0.0;0.03881970404165006;0.005791764842280598;0.0;0.07455780430962491;0.0;0.0;0.07455780430962491;0.0;0.0;0.009666166431303604;0.0;1.0;0.0;0.07455780430962491
GO:0051056;0.007698361597878944;0.010489217825446234;0.02254356214279229;0.11448356136978634;0.0029972790321050307;0.0;0.0747123879528242;0.0;0.04432685872670267;0.10483419173220829;0.024294640230589446;0.0;0.0014599460575448347;0.06289555682387464;0.057877491071845234;0.007259226533337186;0.03544469595414651;0.0;0.010216603126352617;0.0;0.176667307943996;0.11676902145791666;0.0;0.0;0.1182152128636168;0.0;0.0031370396211797954;0.0063298825873684406;0.176667307943996;0.03203300198081839;0.07563384408059995;0.0;0.0;0.0;1.0;0.0
GO:0016064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.048344124297629416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1100986473805604;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07455780430962491;0.0;1.0
