;GO:0006123;GO:0006641;GO:0006784;GO:0008543;GO:0006366;GO:0006006;GO:0009437;GO:0000432;GO:0032869;GO:0050796;GO:0000165;GO:0006635;GO:0001666;GO:0071398;GO:0034622;GO:0036503;GO:0071218;GO:0051918;GO:0032000;GO:0006351;GO:0051260;GO:1902600;GO:0051085;GO:0007166;GO:0006853;GO:0008535;GO:0006357;GO:0030855;GO:0001676;GO:0101030
GO:0034622;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0036503;0.0;0.14285714285714285;0.16666666666666666;0.0;0.6;0.16666666666666666;0.4;0.1111111111111111;0.4444444444444444;0.0;0.0;0.2857142857142857;0.0;0.375;0.0;1.0;0.42857142857142855;0.0;0.0;0.6;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.6
GO:0071218;0.16666666666666666;0.1;0.0;0.16666666666666666;0.0;0.0;0.1111111111111111;0.2727272727272727;0.4444444444444444;0.0;0.16666666666666666;0.1;0.3333333333333333;0.5;0.0;0.42857142857142855;1.0;0.0;0.0;0.0;0.0;0.0;0.125;0.16666666666666666;0.0;0.0;0.0;0.0;0.1111111111111111;0.0
GO:0051918;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0
GO:0032000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.3;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.36363636363636365;0.0;0.0;0.0
GO:0006351;0.0;0.14285714285714285;0.16666666666666666;0.0;0.5;0.16666666666666666;0.2;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.6;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.6
GO:0051260;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1902600;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0
GO:0051085;0.2;0.1111111111111111;0.0;0.2;0.0;0.0;0.125;0.09090909090909091;0.1;0.0;0.2;0.1111111111111111;0.0;0.125;0.0;0.2;0.125;0.0;0.0;0.0;0.0;0.0;1.0;0.2;0.0;0.0;0.0;0.0;0.125;0.0
GO:0007166;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.375;0.0;0.14285714285714285;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.3333333333333333;0.0;0.0;0.0;0.2;1.0;0.0;0.0;0.3;0.0;0.16666666666666666;0.0
GO:0006853;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0008535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
GO:0006357;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.2727272727272727;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.36363636363636365;0.0;0.0;0.0;0.0;0.3;0.0;0.0;1.0;0.0;0.0;0.0
GO:0030855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
GO:0001676;0.3333333333333333;0.375;0.2;0.16666666666666666;0.16666666666666666;0.1111111111111111;0.25;0.08333333333333333;0.09090909090909091;0.0;0.16666666666666666;0.5714285714285714;0.0;0.1111111111111111;0.0;0.2857142857142857;0.1111111111111111;0.0;0.0;0.16666666666666666;0.0;0.0;0.125;0.16666666666666666;0.0;0.0;0.0;0.0;1.0;0.16666666666666666
GO:0101030;0.0;0.14285714285714285;0.16666666666666666;0.0;0.6;0.16666666666666666;0.2;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;1.0
