;GO:0016525;GO:0090611;GO:1990090;GO:0015031;GO:0006366;GO:1902038;GO:0006886;GO:0006644;GO:0044878;GO:0006957;GO:1990048;GO:1990049;GO:0001701;GO:0045618;GO:0014032;GO:1901673;GO:0043552;GO:0045930;GO:0046620;GO:0008354;GO:0072010;GO:0048010;GO:0007219;GO:0010824;GO:0001756;GO:0050880;GO:0010628;GO:0071364;GO:1990778;GO:0015914;GO:0010469;GO:0030212;GO:0048490;GO:0051897;GO:0018406;GO:0007270;GO:0007274;GO:1902257;GO:1904798;GO:0048017;GO:0045944;GO:0002576;GO:0000122;GO:0010718;GO:0047497;GO:0034765;GO:0016197;GO:0010951;GO:0032466;GO:1990869;GO:0016236;GO:0030203;GO:1901491;GO:1902188;GO:0038084;GO:1904647;GO:0006396;GO:0035050;GO:0001541;GO:0001657;GO:0070098;GO:0070374;GO:0035725;GO:0030199;GO:0036258;GO:0007080
GO:0014032;0.0;0.0;0.5356143810225276;0.0;0.8;0.0;0.0;0.6000000000000001;0.8;0.0;0.8;0.8;0.48300749985576874;0.0;1.0;0.0;0.0;0.0;0.0;0.8;0.8;0.8;0.8;0.0;0.8;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.48300749985576874;0.8;0.0;0.8;0.4;0.4;0.0;0.0;0.8;0.0;0.5356143810225276;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.48300749985576874;0.6000000000000001;0.0;0.0;0.0;0.8;0.0;0.8;0.8;0.8;0.8;0.8;0.0;0.0;0.6000000000000001;0.8;0.8
GO:1901673;0.3660149997115376;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.5356143810225276;0.3081136762725405;0.0;0.0;0.0;0.4;0.0;1.0;0.3356143810225276;0.6830074998557688;0.43852901558847923;0.0;0.0;0.4;0.43852901558847923;0.6000000000000001;0.0;0.4;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.4;0.2830074998557688;0.43852901558847923;0.3356143810225276;0.0;0.3356143810225276;0.43852901558847923;0.0;0.3660149997115376;0.0;0.3356143810225276;0.6000000000000001;0.0;0.0;0.0;0.3660149997115376;0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.3356143810225276;0.0;0.0;0.0;0.0
GO:0043552;0.3660149997115376;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.4;0.3660149997115376;0.0;0.0;0.0;0.48300749985576874;0.0;0.3356143810225276;1.0;0.3660149997115376;0.43852901558847923;0.0;0.0;0.4;0.4;0.3356143810225276;0.0;0.4;0.5356143810225276;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.4;0.0;0.0;0.0;0.4;0.3660149997115376;0.4;0.43852901558847923;0.0;0.3660149997115376;0.48300749985576874;0.0;0.3660149997115376;0.0;0.3660149997115376;0.3660149997115376;0.0;0.0;0.0;0.3660149997115376;0.48300749985576874;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.48300749985576874;0.0;0.0;0.0;0.0
GO:0045930;0.43852901558847923;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.8;0.3356143810225276;0.0;0.0;0.0;0.43852901558847923;0.0;0.6830074998557688;0.3660149997115376;1.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.0;0.43852901558847923;0.4;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.4;0.0;0.0;0.0;0.5356143810225276;0.3081136762725405;0.48300749985576874;0.3660149997115376;0.0;0.43852901558847923;0.48300749985576874;0.0;0.4;0.0;0.43852901558847923;0.6830074998557688;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.3660149997115376;0.0;0.0;0.0;0.0
GO:0046620;0.5356143810225276;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.5356143810225276;0.4;0.0;0.0;0.0;0.6830074998557688;0.0;0.43852901558847923;0.43852901558847923;0.48300749985576874;1.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.6830074998557688;0.3660149997115376;0.5356143810225276;0.4;0.0;0.4;0.6830074998557688;0.0;0.48300749985576874;0.0;0.3660149997115376;0.48300749985576874;0.0;0.0;0.0;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.4;0.0;0.0;0.0;0.0
GO:0008354;0.0;0.0;0.5356143810225276;0.0;0.8;0.0;0.0;0.5356143810225276;0.8;0.0;0.8;0.8;0.0;0.0;0.8;0.0;0.0;0.0;0.0;1.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.43852901558847923;0.8;0.0;0.8;0.4;0.4;0.0;0.0;0.8;0.0;0.48300749985576874;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.43852901558847923;0.5356143810225276;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.0;0.8;0.0;0.0;0.5356143810225276;0.8;0.8
GO:0072010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.8;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048010;0.43852901558847923;0.0;0.5356143810225276;0.0;0.8;0.4;0.0;0.6000000000000001;0.8;0.5356143810225276;0.8;0.8;0.0;0.48300749985576874;0.8;0.4;0.4;0.43852901558847923;0.5356143810225276;0.8;0.0;1.0;0.8;0.4;0.0;0.8;0.43852901558847923;0.5356143810225276;0.0;0.0;0.6000000000000001;0.48300749985576874;0.8;0.4;0.8;0.4;0.4;0.48300749985576874;0.4;0.8;0.3660149997115376;0.5356143810225276;0.3660149997115376;0.48300749985576874;0.8;0.43852901558847923;0.0;0.4;0.43852901558847923;0.48300749985576874;0.6000000000000001;0.0;0.43852901558847923;0.48300749985576874;0.8;0.0;0.8;0.0;0.0;0.0;0.8;0.3660149997115376;0.0;0.6000000000000001;0.8;0.8
GO:0007219;0.43852901558847923;0.0;0.5356143810225276;0.0;0.8;0.43852901558847923;0.0;0.6000000000000001;0.8;0.5356143810225276;0.8;0.8;0.0;0.48300749985576874;0.8;0.43852901558847923;0.4;0.48300749985576874;0.5356143810225276;0.8;0.0;0.8;1.0;0.43852901558847923;0.0;0.8;0.43852901558847923;0.5356143810225276;0.0;0.0;0.6000000000000001;0.48300749985576874;0.8;0.4;0.8;0.4;0.4;0.48300749985576874;0.4;0.8;0.3660149997115376;0.5356143810225276;0.3660149997115376;0.48300749985576874;0.8;0.43852901558847923;0.0;0.4;0.48300749985576874;0.48300749985576874;0.6000000000000001;0.0;0.43852901558847923;0.48300749985576874;0.8;0.0;0.8;0.0;0.0;0.0;0.8;0.3660149997115376;0.0;0.6000000000000001;0.8;0.8
GO:0010824;0.3660149997115376;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.43852901558847923;0.3081136762725405;0.0;0.0;0.0;0.4;0.0;0.6000000000000001;0.3356143810225276;0.5356143810225276;0.43852901558847923;0.0;0.0;0.4;0.43852901558847923;1.0;0.0;0.4;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.4;0.2830074998557688;0.43852901558847923;0.3356143810225276;0.0;0.3356143810225276;0.43852901558847923;0.0;0.3660149997115376;0.0;0.3356143810225276;0.6000000000000001;0.0;0.0;0.0;0.3660149997115376;0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.3356143810225276;0.0;0.0;0.0;0.0
GO:0001756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;1.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050880;0.43852901558847923;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.8;0.5356143810225276;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.4;0.4;0.43852901558847923;0.5356143810225276;0.0;0.0;0.8;0.8;0.4;0.8;1.0;0.43852901558847923;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.4;0.0;0.0;0.0;0.48300749985576874;0.4;0.8;0.3660149997115376;0.0;0.3660149997115376;0.48300749985576874;0.0;0.43852901558847923;0.0;0.4;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.48300749985576874;0.8;0.0;0.0;0.0;0.0;0.0;0.8;0.3660149997115376;0.0;0.0;0.0;0.0
GO:0010628;0.4;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.4;0.0;0.0;0.0;0.5356143810225276;0.0;0.3660149997115376;0.5356143810225276;0.4;0.48300749985576874;0.0;0.0;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.0;0.43852901558847923;1.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.3081136762725405;0.43852901558847923;0.8;0.0;0.6000000000000001;0.5356143810225276;0.0;0.4;0.0;0.43852901558847923;0.4;0.0;0.0;0.0;0.4;0.5356143810225276;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.0
GO:0071364;0.0;0.0;0.8;0.0;0.5356143810225276;0.0;0.0;0.4;0.5356143810225276;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.3356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.3081136762725405;0.3081136762725405;0.0;0.0;0.5356143810225276;0.0;0.3660149997115376;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.6000000000000001;0.4;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.4;0.5356143810225276;0.5356143810225276
GO:1990778;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.6000000000000001;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5356143810225276;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.6000000000000001;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3081136762725405;0.0;0.0;0.6000000000000001
GO:0015914;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;1.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.8
GO:0010469;0.43852901558847923;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.6000000000000001;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;0.0;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.0;0.0;0.6000000000000001;0.6000000000000001;0.43852901558847923;0.0;0.6000000000000001;0.43852901558847923;0.0;0.0;0.0;1.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.6000000000000001;0.3660149997115376;0.0;0.3660149997115376;0.48300749985576874;0.0;0.43852901558847923;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.43852901558847923;0.48300749985576874;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.5356143810225276;0.0;0.0;0.0;0.0
GO:0030212;0.0;0.5356143810225276;0.3356143810225276;0.0;0.5356143810225276;0.0;0.0;0.48300749985576874;0.48300749985576874;0.4;0.43852901558847923;0.43852901558847923;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;1.0;0.43852901558847923;0.0;0.5356143810225276;0.2830074998557688;0.2830074998557688;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.3356143810225276;0.43852901558847923;0.8;0.0;0.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.4;0.48300749985576874;0.48300749985576874
GO:0048490;0.0;0.0;0.5356143810225276;0.6000000000000001;0.8;0.0;0.8;0.5356143810225276;0.8;0.0;0.8;0.8;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.5356143810225276;0.6000000000000001;0.8;0.0;0.43852901558847923;1.0;0.0;0.8;0.4;0.4;0.0;0.0;0.8;0.0;0.43852901558847923;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.43852901558847923;0.5356143810225276;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.4;0.5356143810225276;0.8;0.8
GO:0051897;0.3660149997115376;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.4;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.4;0.4;0.43852901558847923;0.0;0.0;0.4;0.4;0.3660149997115376;0.0;0.4;0.43852901558847923;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;1.0;0.0;0.0;0.0;0.4;0.2830074998557688;0.4;0.3660149997115376;0.0;0.3081136762725405;0.48300749985576874;0.0;0.3660149997115376;0.0;0.3081136762725405;0.4;0.0;0.0;0.0;0.3660149997115376;0.48300749985576874;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.6830074998557688;0.0;0.0;0.0;0.0
GO:0018406;0.0;0.8;0.5356143810225276;0.0;0.8;0.0;0.0;0.6830074998557688;0.8;0.6000000000000001;0.8;0.8;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.8;0.0;1.0;0.4;0.4;0.0;0.0;0.8;0.0;0.5356143810225276;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.48300749985576874;0.6000000000000001;0.6830074998557688;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.6000000000000001;0.8;0.8
GO:0007270;0.0;0.0;0.3081136762725405;0.0;0.4;0.0;0.0;0.3356143810225276;0.4;0.0;0.4;0.4;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.4;0.0;0.4;0.4;0.0;0.0;0.0;0.0;0.3081136762725405;0.0;0.0;0.0;0.2830074998557688;0.4;0.0;0.4;1.0;0.8;0.0;0.0;0.4;0.0;0.3081136762725405;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.2830074998557688;0.3356143810225276;0.0;0.0;0.0;0.4;0.0;0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.3356143810225276;0.4;0.4
GO:0007274;0.0;0.0;0.3081136762725405;0.0;0.4;0.0;0.0;0.3356143810225276;0.4;0.0;0.4;0.4;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.4;0.0;0.4;0.4;0.0;0.0;0.0;0.0;0.3081136762725405;0.0;0.0;0.0;0.2830074998557688;0.4;0.0;0.4;0.8;1.0;0.0;0.0;0.4;0.0;0.3081136762725405;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.2830074998557688;0.3356143810225276;0.0;0.0;0.0;0.4;0.0;0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.3356143810225276;0.4;0.4
