;GO:0008584;GO:0051491;GO:0045963;GO:0046777;GO:0043542;GO:0002286;GO:0051092;GO:0045766;GO:0043547;GO:0060964;GO:0000187;GO:0030307;GO:0002315;GO:0045892;GO:0000183;GO:0045893;GO:0010737;GO:0016055;GO:0010976;GO:0032200;GO:0035556;GO:0007264;GO:0034142;GO:0043312;GO:0045652;GO:0045333;GO:0046500;GO:0043113;GO:0000226;GO:0006336;GO:0000422;GO:0043315;GO:0002523;GO:0031509;GO:0031508;GO:0035987;GO:2000363;GO:0031100;GO:0018105;GO:0031623;GO:0071803;GO:0071404;GO:0072659;GO:1905150;GO:0051017;GO:0018107;GO:0008360;GO:0035264;GO:0045429;GO:0090314;GO:0070507;GO:1903980;GO:0008284;GO:0045742;GO:0090230;GO:0045787;GO:0006744;GO:0045745;GO:0000079;GO:1900825;GO:0050730;GO:0007229;GO:0050770;GO:0019221;GO:0001649;GO:0032147;GO:0033157;GO:1902340;GO:0007286;GO:0006351;GO:0007088;GO:0022617;GO:0008295;GO:0044267;GO:0006597;GO:0006355;GO:0006557;GO:1901216;GO:0001782;GO:0006357;GO:0001774;GO:0045123;GO:0048477;GO:0042692;GO:0030593;GO:0070895;GO:0032930;GO:0035722
GO:0000187;0.0;0.3333333333333333;0.43478260869565216;0.0;0.0;0.0;0.2962962962962963;0.36363636363636365;0.47619047619047616;0.34782608695652173;1.0;0.47619047619047616;0.0;0.4;0.07407407407407407;0.48;0.09523809523809523;0.09090909090909091;0.08333333333333333;0.0;0.4;0.09523809523809523;0.07407407407407407;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.0;0.38461538461538464;0.0;0.0;0.0;0.0;0.47619047619047616;0.0;0.0;0.0;0.34782608695652173;0.0;0.0;0.24;0.0;0.0;0.19047619047619047;0.0;0.5217391304347826;0.32;0.36363636363636365;0.34782608695652173;0.5;0.6086956521739131;0.36363636363636365;0.5;0.0;0.6363636363636364;0.8461538461538461;0.34782608695652173;0.75;0.09523809523809523;0.08333333333333333;0.09523809523809523;0.0;0.9230769230769231;0.18181818181818182;0.34782608695652173;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.4166666666666667;0.0;0.47619047619047616;0.09090909090909091;0.4;0.0;0.0;0.0;0.0;0.0;0.34782608695652173;0.5217391304347826;0.09090909090909091
GO:0030307;0.0;0.47058823529411764;0.5;0.0;0.0;0.0;0.4;0.5333333333333333;0.2857142857142857;0.5;0.47619047619047616;1.0;0.0;0.4444444444444444;0.1;0.5555555555555556;0.5714285714285714;0.13333333333333333;0.5882352941176471;0.0;0.6153846153846154;0.5714285714285714;0.1;0.0;0.5333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.5263157894736842;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.625;0.0;0.0;0.2222222222222222;0.0;0.0;0.7142857142857143;0.0;0.625;0.4444444444444444;0.5333333333333333;0.625;0.7692307692307693;0.625;0.6666666666666666;0.7692307692307693;0.0;0.6666666666666666;0.42105263157894735;0.5;0.47058823529411764;0.5714285714285714;0.5882352941176471;0.5714285714285714;0.0;0.5263157894736842;0.4;0.625;0.0;0.0;0.5333333333333333;0.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.7142857142857143;0.13333333333333333;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.5;0.625;0.13333333333333333
GO:0002315;0.125;0.0;0.0;0.10526315789473684;0.1111111111111111;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.08695652173913043;0.0;0.11764705882352941;0.1111111111111111;0.0;0.125;0.125;0.11764705882352941;0.08695652173913043;0.1;0.0;0.125;0.125;0.0;0.125;0.10526315789473684;0.11764705882352941;0.0;0.11764705882352941;0.1111111111111111;0.1111111111111111;0.13333333333333333;0.0;0.13333333333333333;0.1;0.1111111111111111;0.0;0.11764705882352941;0.0;0.0;0.11764705882352941;0.1;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.11764705882352941;0.13333333333333333;0.0;0.0;0.0;0.125;0.1;0.0;0.125;0.1;0.125;0.1;0.0;0.09523809523809523;0.0;0.2222222222222222;0.0;0.11764705882352941;0.11764705882352941;0.125;0.13333333333333333;0.1;0.0;0.0;0.1111111111111111
GO:0045892;0.0;0.2857142857142857;0.6;0.0;0.0;0.0;0.8333333333333334;0.3157894736842105;0.2222222222222222;0.6;0.4;0.4444444444444444;0.0;1.0;0.9166666666666666;0.9090909090909091;0.4444444444444444;0.10526315789473684;0.09523809523809523;0.0;0.47058823529411764;0.4444444444444444;0.08333333333333333;0.0;0.42105263157894735;0.0;0.0;0.0;0.0;0.0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.4;0.0;0.0;0.18181818181818182;0.0;0.0;0.4444444444444444;0.0;0.6;0.2727272727272727;0.42105263157894735;0.4;0.47058823529411764;0.4;0.42105263157894735;0.47058823529411764;0.0;0.42105263157894735;0.34782608695652173;0.4;0.47619047619047616;0.4444444444444444;0.09523809523809523;0.4444444444444444;0.0;0.43478260869565216;0.3157894736842105;0.5;0.0;0.0;0.42105263157894735;0.0;0.0;0.0;0.0;0.9523809523809523;0.0;0.4444444444444444;0.10526315789473684;0.9090909090909091;0.0;0.0;0.0;0.0;0.0;0.6;0.5;0.10526315789473684
GO:0000183;0.0;0.08695652173913043;0.09090909090909091;0.18181818181818182;0.09523809523809523;0.1;0.07692307692307693;0.09523809523809523;0.1;0.09090909090909091;0.07407407407407407;0.1;0.08695652173913043;0.9166666666666666;1.0;0.8333333333333334;0.1;0.09523809523809523;0.08695652173913043;0.3157894736842105;0.10526315789473684;0.1;0.07692307692307693;0.08695652173913043;0.09523809523809523;0.10526315789473684;0.10526315789473684;0.0;0.21052631578947367;0.09090909090909091;0.2;0.08;0.1;0.09523809523809523;0.09523809523809523;0.1111111111111111;0.1;0.0;0.17391304347826086;0.19047619047619047;0.09090909090909091;0.2;0.0;0.08333333333333333;0.1;0.17391304347826086;0.1;0.0;0.5454545454545454;0.08333333333333333;0.09523809523809523;0.09090909090909091;0.10526315789473684;0.09090909090909091;0.09523809523809523;0.10526315789473684;0.19047619047619047;0.09523809523809523;0.08;0.09090909090909091;0.08695652173913043;0.1;0.08695652173913043;0.1;0.1111111111111111;0.08;0.09523809523809523;0.09090909090909091;0.10526315789473684;0.08695652173913043;0.09523809523809523;0.3157894736842105;0.08695652173913043;0.21052631578947367;0.17391304347826086;0.8695652173913043;0.16666666666666666;0.1;0.09523809523809523;0.8333333333333334;0.2;0.1;0.10526315789473684;0.1111111111111111;0.08695652173913043;0.5454545454545454;0.09090909090909091;0.09523809523809523
GO:0045893;0.0;0.38095238095238093;0.4;0.0;0.0;0.0;0.8333333333333334;0.42105263157894735;0.2222222222222222;0.6;0.48;0.5555555555555556;0.0;0.9090909090909091;0.8333333333333334;1.0;0.4444444444444444;0.10526315789473684;0.38095238095238093;0.0;0.47058823529411764;0.4444444444444444;0.08333333333333333;0.0;0.42105263157894735;0.0;0.0;0.0;0.0;0.0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.4;0.0;0.0;0.18181818181818182;0.0;0.0;0.4444444444444444;0.0;0.7;0.36363636363636365;0.42105263157894735;0.4;0.47058823529411764;0.4;0.42105263157894735;0.47058823529411764;0.0;0.42105263157894735;0.34782608695652173;0.4;0.47619047619047616;0.4444444444444444;0.09523809523809523;0.4444444444444444;0.0;0.5217391304347826;0.3157894736842105;0.4;0.0;0.0;0.42105263157894735;0.0;0.0;0.0;0.0;0.9523809523809523;0.0;0.4444444444444444;0.10526315789473684;0.9090909090909091;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.10526315789473684
GO:0010737;0.0;0.11764705882352941;0.125;0.25;0.13333333333333333;0.14285714285714285;0.1;0.13333333333333333;0.14285714285714285;0.5;0.09523809523809523;0.5714285714285714;0.11764705882352941;0.4444444444444444;0.1;0.4444444444444444;1.0;0.13333333333333333;0.11764705882352941;0.3076923076923077;0.9230769230769231;0.14285714285714285;0.1;0.11764705882352941;0.5333333333333333;0.15384615384615385;0.15384615384615385;0.0;0.3076923076923077;0.125;0.2857142857142857;0.10526315789473684;0.14285714285714285;0.13333333333333333;0.13333333333333333;0.16666666666666666;0.14285714285714285;0.0;0.23529411764705882;0.26666666666666666;0.125;0.2857142857142857;0.0;0.1111111111111111;0.14285714285714285;0.23529411764705882;0.14285714285714285;0.0;0.5;0.1111111111111111;0.5333333333333333;0.125;0.6153846153846154;0.125;0.13333333333333333;0.6153846153846154;0.26666666666666666;0.13333333333333333;0.42105263157894735;0.125;0.47058823529411764;0.14285714285714285;0.11764705882352941;0.14285714285714285;0.16666666666666666;0.10526315789473684;0.13333333333333333;0.5;0.15384615384615385;0.11764705882352941;0.5333333333333333;0.3076923076923077;0.11764705882352941;0.3076923076923077;0.23529411764705882;0.11764705882352941;0.2222222222222222;0.5714285714285714;0.13333333333333333;0.1111111111111111;0.2857142857142857;0.14285714285714285;0.15384615384615385;0.16666666666666666;0.11764705882352941;0.5;0.5;0.13333333333333333
GO:0016055;0.0;0.1111111111111111;0.11764705882352941;0.23529411764705882;0.125;0.13333333333333333;0.09523809523809523;0.125;0.13333333333333333;0.11764705882352941;0.09090909090909091;0.13333333333333333;0.1111111111111111;0.10526315789473684;0.09523809523809523;0.10526315789473684;0.13333333333333333;1.0;0.1111111111111111;0.2857142857142857;0.14285714285714285;0.13333333333333333;0.09523809523809523;0.1111111111111111;0.125;0.14285714285714285;0.14285714285714285;0.0;0.2857142857142857;0.11764705882352941;0.26666666666666666;0.1;0.13333333333333333;0.125;0.125;0.15384615384615385;0.13333333333333333;0.0;0.2222222222222222;0.25;0.11764705882352941;0.26666666666666666;0.0;0.10526315789473684;0.13333333333333333;0.2222222222222222;0.13333333333333333;0.0;0.11764705882352941;0.10526315789473684;0.125;0.11764705882352941;0.14285714285714285;0.11764705882352941;0.125;0.14285714285714285;0.25;0.125;0.1;0.11764705882352941;0.1111111111111111;0.13333333333333333;0.1111111111111111;0.13333333333333333;0.15384615384615385;0.1;0.125;0.11764705882352941;0.14285714285714285;0.1111111111111111;0.125;0.2857142857142857;0.1111111111111111;0.2857142857142857;0.2222222222222222;0.1111111111111111;0.21052631578947367;0.13333333333333333;0.125;0.10526315789473684;0.26666666666666666;0.13333333333333333;0.14285714285714285;0.15384615384615385;0.1111111111111111;0.11764705882352941;0.11764705882352941;0.125
GO:0010976;0.0;0.7;0.10526315789473684;0.0;0.0;0.0;0.34782608695652173;0.5555555555555556;0.11764705882352941;0.10526315789473684;0.08333333333333333;0.5882352941176471;0.0;0.09523809523809523;0.08695652173913043;0.38095238095238093;0.11764705882352941;0.1111111111111111;1.0;0.0;0.125;0.11764705882352941;0.08695652173913043;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.631578947368421;0.0;0.0;0.09523809523809523;0.0;0.0;0.11764705882352941;0.0;0.5263157894736842;0.38095238095238093;0.4444444444444444;0.5263157894736842;0.625;0.5263157894736842;0.5555555555555556;0.625;0.0;0.5555555555555556;0.36363636363636365;0.10526315789473684;0.4;0.11764705882352941;0.9;0.11764705882352941;0.0;0.09090909090909091;0.1111111111111111;0.5263157894736842;0.0;0.0;0.5555555555555556;0.0;0.0;0.0;0.0;0.1;0.0;0.5882352941176471;0.1111111111111111;0.09523809523809523;0.0;0.0;0.0;0.0;0.0;0.42105263157894735;0.5263157894736842;0.1111111111111111
GO:0032200;0.0;0.0;0.0;0.26666666666666666;0.14285714285714285;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.3157894736842105;0.0;0.3076923076923077;0.2857142857142857;0.0;1.0;0.3333333333333333;0.3076923076923077;0.21052631578947367;0.125;0.0;0.3333333333333333;0.3333333333333333;0.0;0.6666666666666666;0.4;0.6153846153846154;0.0;0.15384615384615385;0.42857142857142855;0.42857142857142855;0.18181818181818182;0.0;0.0;0.25;0.2857142857142857;0.0;0.3076923076923077;0.0;0.0;0.46153846153846156;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.3076923076923077;0.18181818181818182;0.0;0.0;0.0;0.3333333333333333;0.125;0.0;0.5;0.125;0.3333333333333333;0.25;0.0;0.23529411764705882;0.0;0.0;0.0;0.3076923076923077;0.15384615384615385;0.3333333333333333;0.18181818181818182;0.25;0.0;0.0;0.2857142857142857
GO:0035556;0.0;0.125;0.5333333333333333;0.26666666666666666;0.14285714285714285;0.15384615384615385;0.10526315789473684;0.14285714285714285;0.15384615384615385;0.5333333333333333;0.4;0.6153846153846154;0.125;0.47058823529411764;0.10526315789473684;0.47058823529411764;0.9230769230769231;0.14285714285714285;0.125;0.3333333333333333;1.0;0.9230769230769231;0.10526315789473684;0.125;0.5714285714285714;0.16666666666666666;0.16666666666666666;0.0;0.3333333333333333;0.13333333333333333;0.3076923076923077;0.1111111111111111;0.15384615384615385;0.14285714285714285;0.14285714285714285;0.18181818181818182;0.15384615384615385;0.0;0.25;0.2857142857142857;0.5333333333333333;0.3076923076923077;0.0;0.11764705882352941;0.15384615384615385;0.25;0.15384615384615385;0.0;0.5333333333333333;0.11764705882352941;0.5714285714285714;0.5333333333333333;0.6666666666666666;0.5333333333333333;0.5714285714285714;0.6666666666666666;0.2857142857142857;0.5714285714285714;0.4444444444444444;0.5333333333333333;0.5;0.15384615384615385;0.125;0.15384615384615385;0.18181818181818182;0.1111111111111111;0.14285714285714285;0.5333333333333333;0.16666666666666666;0.125;0.5714285714285714;0.3333333333333333;0.125;0.3333333333333333;0.25;0.5;0.23529411764705882;0.6153846153846154;0.14285714285714285;0.47058823529411764;0.3076923076923077;0.15384615384615385;0.16666666666666666;0.18181818181818182;0.125;0.5333333333333333;0.5333333333333333;0.14285714285714285
GO:0007264;0.0;0.11764705882352941;0.125;0.25;0.13333333333333333;0.14285714285714285;0.1;0.13333333333333333;0.14285714285714285;0.5;0.09523809523809523;0.5714285714285714;0.11764705882352941;0.4444444444444444;0.1;0.4444444444444444;0.14285714285714285;0.13333333333333333;0.11764705882352941;0.3076923076923077;0.9230769230769231;1.0;0.1;0.11764705882352941;0.5333333333333333;0.15384615384615385;0.15384615384615385;0.0;0.3076923076923077;0.125;0.2857142857142857;0.10526315789473684;0.14285714285714285;0.13333333333333333;0.13333333333333333;0.16666666666666666;0.14285714285714285;0.0;0.23529411764705882;0.26666666666666666;0.125;0.2857142857142857;0.0;0.1111111111111111;0.14285714285714285;0.23529411764705882;0.14285714285714285;0.0;0.5;0.1111111111111111;0.5333333333333333;0.125;0.6153846153846154;0.125;0.13333333333333333;0.6153846153846154;0.26666666666666666;0.13333333333333333;0.42105263157894735;0.125;0.47058823529411764;0.14285714285714285;0.11764705882352941;0.14285714285714285;0.16666666666666666;0.10526315789473684;0.13333333333333333;0.5;0.15384615384615385;0.11764705882352941;0.5333333333333333;0.3076923076923077;0.11764705882352941;0.3076923076923077;0.23529411764705882;0.11764705882352941;0.2222222222222222;0.5714285714285714;0.13333333333333333;0.1111111111111111;0.2857142857142857;0.14285714285714285;0.15384615384615385;0.16666666666666666;0.11764705882352941;0.5;0.5;0.13333333333333333
