;GO:0008360;GO:0035024;GO:0014002;GO:0060586;GO:1902476;GO:0006021;GO:0034395;GO:0035021;GO:0002281;GO:0046854;GO:0044257;GO:0045944;GO:1903988;GO:0043547;GO:0046855;GO:0002576;GO:0006879;GO:0006957;GO:0007229;GO:0034605;GO:0019262;GO:2001204;GO:0034620;GO:0030321;GO:0036149;GO:0015701;GO:0050852;GO:0035556;GO:0050776;GO:0048709;GO:0050908;GO:0008654;GO:0051085;GO:0043312;GO:0008333;GO:0007166;GO:1904886;GO:0030316;GO:0043066;GO:0045087;GO:0006508;GO:0030336;GO:0014005
GO:1903988;0.0;0.0;0.0;0.0;0.2962962962962963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1923076923076923;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043547;0.125;0.0714285714285714;0.0;0.09999999999999998;0.0;0.0;0.07407407407407407;0.0714285714285714;0.0;0.0;0.0;0.04761904761904767;0.0;1.0;0.0;0.0;0.07999999999999996;0.05714285714285716;0.1428571428571429;0.0;0.0;0.08695652173913049;0.0;0.0;0.0;0.0;0.0714285714285714;0.15384615384615385;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.11111111111111116;0.0;0.0;0.09523809523809523;0.0
GO:0046855;0.0;0.0;0.06451612903225812;0.0;0.0;0.33333333333333337;0.0;0.0;0.05714285714285716;0.2571428571428571;0.21621621621621623;0.0;0.0;0.0;1.0;0.05882352941176472;0.04761904761904767;0.07999999999999996;0.06451612903225812;0.06060606060606055;0.2195121951219512;0.0;0.05405405405405406;0.0;0.28125;0.0;0.0444444444444444;0.06666666666666665;0.0;0.06666666666666665;0.0;0.2647058823529411;0.06666666666666665;0.04347826086956519;0.0;0.06666666666666665;0.06451612903225812;0.0625;0.0;0.0;0.1333333333333333;0.0;0.0625
GO:0002576;0.0;0.0;0.1333333333333333;0.0;0.21052631578947367;0.06666666666666665;0.0;0.0;0.10526315789473684;0.07692307692307687;0.07407407407407407;0.0;0.1428571428571429;0.0;0.05882352941176472;1.0;0.07692307692307687;0.0;0.1333333333333333;0.11764705882352944;0.0625;0.0;0.09523809523809523;0.2666666666666667;0.08695652173913049;0.2857142857142857;0.06896551724137934;0.1428571428571429;0.0;0.1428571428571429;0.0;0.07999999999999996;0.1428571428571429;0.4545454545454546;0.33333333333333337;0.1428571428571429;0.1333333333333333;0.125;0.0;0.0;0.0;0.0;0.125
GO:0006879;0.125;0.05405405405405406;0.08695652173913049;0.55;0.0;0.052631578947368474;0.05555555555555558;0.05405405405405406;0.07407407407407407;0.05882352941176472;0.05714285714285716;0.039215686274509776;0.0;0.07999999999999996;0.04761904761904767;0.07692307692307687;1.0;0.045454545454545414;0.13636363636363635;0.07999999999999996;0.050000000000000044;0.0625;0.06896551724137934;0.0;0.06451612903225812;0.0;0.08333333333333337;0.1428571428571429;0.09523809523809523;0.09090909090909094;0.0;0.06060606060606055;0.09090909090909094;0.052631578947368474;0.0;0.1428571428571429;0.08695652173913049;0.08333333333333337;0.07407407407407407;0.0;0.0;0.06666666666666665;0.08333333333333337
GO:0006957;0.08823529411764708;0.0888888888888889;0.0;0.05128205128205132;0.0;0.08695652173913049;0.06666666666666665;0.0888888888888889;0.08333333333333337;0.09523809523809523;0.20512820512820518;0.06779661016949157;0.0;0.05714285714285716;0.07999999999999996;0.0;0.045454545454545414;1.0;0.09375;0.08823529411764708;0.061224489795918324;0.09999999999999998;0.07894736842105265;0.0;0.10256410256410253;0.0;0.32432432432432434;0.09677419354838712;0.1785714285714286;0.0;0.05128205128205132;0.09756097560975607;0.0;0.06382978723404253;0.0;0.09677419354838712;0.0;0.0;0.08333333333333337;0.2142857142857143;0.2857142857142857;0.07692307692307687;0.0
GO:0007229;0.33333333333333337;0.16666666666666663;0.16666666666666663;0.11111111111111116;0.0;0.07407407407407407;0.17391304347826086;0.16666666666666663;0.125;0.08695652173913049;0.08333333333333337;0.10526315789473684;0.0;0.1428571428571429;0.06451612903225812;0.1333333333333333;0.13636363636363635;0.09375;1.0;0.1428571428571429;0.06896551724137934;0.21052631578947367;0.11111111111111116;0.0;0.09999999999999998;0.0;0.33333333333333337;0.8571428571428572;0.33333333333333337;0.18181818181818177;0.0;0.09090909090909094;0.18181818181818177;0.07407407407407407;0.0;0.8571428571428572;0.16666666666666663;0.15384615384615385;0.2857142857142857;0.0;0.0;0.23529411764705888;0.15384615384615385
GO:0034605;0.0;0.0;0.1428571428571429;0.0;0.0;0.06896551724137934;0.0;0.0;0.11111111111111116;0.07999999999999996;0.07692307692307687;0.0;0.0;0.0;0.06060606060606055;0.11764705882352944;0.07999999999999996;0.08823529411764708;0.1428571428571429;1.0;0.06451612903225812;0.0;0.375;0.0;0.09090909090909094;0.0;0.0714285714285714;0.15384615384615385;0.0;0.15384615384615385;0.1578947368421053;0.08333333333333337;0.15384615384615385;0.06896551724137934;0.0;0.15384615384615385;0.1428571428571429;0.1333333333333333;0.0;0.25;0.0;0.0;0.1333333333333333
GO:0019262;0.0;0.0;0.06896551724137934;0.0;0.0;0.15000000000000002;0.0;0.0;0.06060606060606055;0.1351351351351351;0.22857142857142854;0.0;0.0;0.0;0.2195121951219512;0.0625;0.050000000000000044;0.061224489795918324;0.06896551724137934;0.06451612903225812;1.0;0.0;0.05714285714285716;0.0;0.1470588235294118;0.0;0.046511627906976716;0.0714285714285714;0.0;0.0714285714285714;0.0;0.13888888888888884;0.0714285714285714;0.045454545454545414;0.0;0.0714285714285714;0.06896551724137934;0.06666666666666665;0.0;0.0;0.10344827586206895;0.0;0.06666666666666665
GO:2001204;0.25;0.12121212121212122;0.0;0.07407407407407407;0.0;0.0;0.125;0.12121212121212122;0.0;0.0;0.0;0.08510638297872342;0.0;0.08695652173913049;0.0;0.0;0.0625;0.09999999999999998;0.21052631578947367;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.15625;0.2222222222222222;0.23529411764705888;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.17391304347826086;0.0;0.0;0.15384615384615385;0.0
GO:0034620;0.0;0.0;0.11111111111111116;0.0;0.0;0.06060606060606055;0.0;0.0;0.09090909090909094;0.06896551724137934;0.06666666666666665;0.0;0.0;0.0;0.05405405405405406;0.09523809523809523;0.06896551724137934;0.07894736842105265;0.11111111111111116;0.375;0.05714285714285716;0.0;1.0;0.0;0.07692307692307687;0.0;0.0625;0.11764705882352944;0.0;0.11764705882352944;0.08333333333333337;0.0714285714285714;0.11764705882352944;0.06060606060606055;0.0;0.11764705882352944;0.11111111111111116;0.10526315789473684;0.0;0.1875;0.0;0.0;0.10526315789473684
GO:0030321;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1923076923076923;0.0;0.0;0.2666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5454545454545454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14814814814814814;0.2666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0036149;0.0;0.0;0.09999999999999998;0.0;0.0;0.19354838709677424;0.0;0.0;0.08333333333333337;0.8333333333333334;0.2142857142857143;0.0;0.0;0.0;0.28125;0.08695652173913049;0.06451612903225812;0.10256410256410253;0.09999999999999998;0.09090909090909094;0.1470588235294118;0.0;0.07692307692307687;0.0;1.0;0.0;0.05882352941176472;0.10526315789473684;0.0;0.10526315789473684;0.0;0.6;0.10526315789473684;0.05714285714285716;0.0;0.10526315789473684;0.09999999999999998;0.09523809523809523;0.0;0.0;0.21052631578947367;0.0;0.09523809523809523
GO:0015701;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5454545454545454;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050852;0.15384615384615385;0.1351351351351351;0.07692307692307687;0.0625;0.0;0.04878048780487809;0.10810810810810811;0.1351351351351351;0.10344827586206895;0.05405405405405406;0.052631578947368474;0.0980392156862745;0.0;0.0714285714285714;0.0444444444444444;0.06896551724137934;0.08333333333333337;0.32432432432432434;0.33333333333333337;0.0714285714285714;0.046511627906976716;0.15625;0.0625;0.0;0.05882352941176472;0.0;1.0;0.2857142857142857;0.23809523809523814;0.07999999999999996;0.0;0.05555555555555558;0.07999999999999996;0.07499999999999996;0.0;0.2857142857142857;0.07692307692307687;0.07407407407407407;0.1428571428571429;0.07999999999999996;0.0;0.12903225806451613;0.07407407407407407
GO:0035556;0.36363636363636365;0.17391304347826086;0.18181818181818177;0.11764705882352944;0.0;0.07692307692307687;0.18181818181818177;0.17391304347826086;0.1333333333333333;0.09090909090909094;0.08695652173913049;0.10810810810810811;0.0;0.15384615384615385;0.06666666666666665;0.1428571428571429;0.1428571428571429;0.09677419354838712;0.8571428571428572;0.15384615384615385;0.0714285714285714;0.2222222222222222;0.11764705882352944;0.0;0.10526315789473684;0.0;0.2857142857142857;1.0;0.375;0.19999999999999996;0.0;0.09523809523809523;0.19999999999999996;0.07692307692307687;0.0;1.0;0.18181818181818177;0.16666666666666663;0.3076923076923077;0.0;0.0;0.25;0.16666666666666663
GO:0050776;0.2727272727272727;0.18181818181818177;0.0;0.125;0.0;0.0;0.13636363636363635;0.18181818181818177;0.0;0.0;0.0;0.08108108108108103;0.0;0.16666666666666663;0.0;0.0;0.09523809523809523;0.1785714285714286;0.33333333333333337;0.0;0.0;0.23529411764705888;0.0;0.0;0.0;0.0;0.23809523809523814;0.375;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.23076923076923073;0.0;0.0;0.1875;0.0
GO:0048709;0.0;0.0;0.4444444444444444;0.0;0.0;0.07692307692307687;0.0;0.0;0.1333333333333333;0.09090909090909094;0.08695652173913049;0.0;0.0;0.0;0.06666666666666665;0.1428571428571429;0.09090909090909094;0.0;0.18181818181818177;0.15384615384615385;0.0714285714285714;0.0;0.11764705882352944;0.0;0.10526315789473684;0.0;0.07999999999999996;0.19999999999999996;0.0;1.0;0.0;0.09523809523809523;0.19999999999999996;0.07692307692307687;0.0;0.19999999999999996;0.18181818181818177;0.5555555555555556;0.0;0.0;0.0;0.0;0.4
GO:0050908;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05128205128205132;0.0;0.1578947368421053;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352944;0.0;0.0;0.0
GO:0008654;0.0;0.0;0.09090909090909094;0.0;0.0;0.30000000000000004;0.0;0.0;0.07692307692307687;0.5217391304347826;0.19999999999999996;0.0;0.0;0.0;0.2647058823529411;0.07999999999999996;0.06060606060606055;0.09756097560975607;0.09090909090909094;0.08333333333333337;0.13888888888888884;0.0;0.0714285714285714;0.0;0.6;0.0;0.05555555555555558;0.09523809523809523;0.0;0.09523809523809523;0.0;1.0;0.09523809523809523;0.05405405405405406;0.0;0.09523809523809523;0.09090909090909094;0.08695652173913049;0.0;0.0;0.19047619047619047;0.0;0.08695652173913049
GO:0051085;0.0;0.0;0.18181818181818177;0.0;0.0;0.07692307692307687;0.0;0.0;0.1333333333333333;0.09090909090909094;0.08695652173913049;0.0;0.0;0.0;0.06666666666666665;0.1428571428571429;0.09090909090909094;0.0;0.18181818181818177;0.15384615384615385;0.0714285714285714;0.0;0.11764705882352944;0.0;0.10526315789473684;0.0;0.07999999999999996;0.19999999999999996;0.0;0.19999999999999996;0.0;0.09523809523809523;1.0;0.07692307692307687;0.0;0.19999999999999996;0.18181818181818177;0.16666666666666663;0.0;0.0;0.0;0.0;0.16666666666666663
GO:0043312;0.0;0.0;0.07407407407407407;0.0;0.12903225806451613;0.04761904761904767;0.0;0.0;0.4347826086956522;0.052631578947368474;0.05128205128205132;0.0;0.09999999999999998;0.0;0.04347826086956519;0.4545454545454546;0.052631578947368474;0.06382978723404253;0.07407407407407407;0.06896551724137934;0.045454545454545414;0.0;0.06060606060606055;0.14814814814814814;0.05714285714285716;0.15384615384615385;0.07499999999999996;0.07692307692307687;0.0;0.07692307692307687;0.0;0.05405405405405406;0.07692307692307687;1.0;0.18518518518518523;0.07692307692307687;0.07407407407407407;0.0714285714285714;0.0;0.07692307692307687;0.0;0.0;0.0714285714285714
GO:0008333;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.33333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2666666666666667;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18518518518518523;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007166;0.36363636363636365;0.17391304347826086;0.18181818181818177;0.11764705882352944;0.0;0.07692307692307687;0.18181818181818177;0.17391304347826086;0.1333333333333333;0.09090909090909094;0.08695652173913049;0.10810810810810811;0.0;0.15384615384615385;0.06666666666666665;0.1428571428571429;0.1428571428571429;0.09677419354838712;0.8571428571428572;0.15384615384615385;0.0714285714285714;0.2222222222222222;0.11764705882352944;0.0;0.10526315789473684;0.0;0.2857142857142857;1.0;0.375;0.19999999999999996;0.0;0.09523809523809523;0.19999999999999996;0.07692307692307687;0.0;1.0;0.18181818181818177;0.16666666666666663;0.3076923076923077;0.0;0.0;0.25;0.16666666666666663
GO:1904886;0.0;0.0;0.16666666666666663;0.0;0.0;0.07407407407407407;0.0;0.0;0.125;0.08695652173913049;0.08333333333333337;0.0;0.0;0.0;0.06451612903225812;0.1333333333333333;0.08695652173913049;0.0;0.16666666666666663;0.1428571428571429;0.06896551724137934;0.0;0.11111111111111116;0.0;0.09999999999999998;0.0;0.07692307692307687;0.18181818181818177;0.0;0.18181818181818177;0.0;0.09090909090909094;0.18181818181818177;0.07407407407407407;0.0;0.18181818181818177;1.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.15384615384615385
GO:0030316;0.0;0.0;0.36363636363636365;0.0;0.0;0.0714285714285714;0.0;0.0;0.11764705882352944;0.08333333333333337;0.07999999999999996;0.0;0.0;0.0;0.0625;0.125;0.08333333333333337;0.0;0.15384615384615385;0.1333333333333333;0.06666666666666665;0.0;0.10526315789473684;0.0;0.09523809523809523;0.0;0.07407407407407407;0.16666666666666663;0.0;0.5555555555555556;0.0;0.08695652173913049;0.16666666666666663;0.0714285714285714;0.0;0.16666666666666663;0.15384615384615385;1.0;0.0;0.0;0.0;0.0;0.33333333333333337
GO:0043066;0.25;0.23076923076923073;0.0;0.09090909090909094;0.0;0.0;0.14814814814814814;0.23076923076923073;0.0;0.0;0.0;0.09523809523809523;0.0;0.11111111111111116;0.0;0.0;0.07407407407407407;0.08333333333333337;0.2857142857142857;0.0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.1428571428571429;0.3076923076923077;0.23076923076923073;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;1.0;0.0;0.0;0.3157894736842105;0.0
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2142857142857143;0.0;0.25;0.0;0.0;0.1875;0.0;0.0;0.0;0.07999999999999996;0.0;0.0;0.0;0.11764705882352944;0.0;0.0;0.07692307692307687;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
GO:0006508;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.18181818181818177;0.42105263157894735;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.2857142857142857;0.0;0.0;0.10344827586206895;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.0;0.0;0.0;0.19047619047619047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
GO:0030336;0.21052631578947367;0.2068965517241379;0.0;0.07999999999999996;0.0;0.0;0.1333333333333333;0.2068965517241379;0.0;0.0;0.0;0.0888888888888889;0.0;0.09523809523809523;0.0;0.0;0.06666666666666665;0.07692307692307687;0.23529411764705888;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.12903225806451613;0.25;0.1875;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.3157894736842105;0.0;0.0;1.0;0.0
GO:0014005;0.0;0.0;0.875;0.0;0.0;0.0714285714285714;0.0;0.0;0.11764705882352944;0.08333333333333337;0.07999999999999996;0.0;0.0;0.0;0.0625;0.125;0.08333333333333337;0.0;0.15384615384615385;0.1333333333333333;0.06666666666666665;0.0;0.10526315789473684;0.0;0.09523809523809523;0.0;0.07407407407407407;0.16666666666666663;0.0;0.4;0.0;0.08695652173913049;0.16666666666666663;0.0714285714285714;0.0;0.16666666666666663;0.15384615384615385;0.33333333333333337;0.0;0.0;0.0;0.0;1.0
