;GO:0051491;GO:0051092;GO:0002479;GO:0002755;GO:2000510;GO:0019886;GO:0050830;GO:0042308;GO:0007263;GO:0002885;GO:2000525;GO:0001954;GO:0002922;GO:2000526;GO:0002408;GO:2000522;GO:0072610;GO:0010942;GO:2000121;GO:0031623;GO:0051897;GO:0071404;GO:0070508;GO:0045429;GO:0034695;GO:0043123;GO:0042953;GO:0002576;GO:0002456;GO:0019221;GO:0050852;GO:0050731;GO:0038124;GO:1904646;GO:0050862;GO:0002503;GO:2000547;GO:2000669;GO:0002506;GO:0010886;GO:0032496;GO:0038116;GO:0038115;GO:0055096;GO:0030194;GO:0002286;GO:0032760;GO:0051209;GO:0071731;GO:0019722;GO:0007186;GO:0031274;GO:0090023;GO:0043552;GO:0043277;GO:0043312;GO:0042102;GO:1900227;GO:0045860;GO:0044130;GO:0045065;GO:0010628;GO:0002606;GO:0071447;GO:0016045;GO:0030299;GO:0001916;GO:0010744;GO:0032755;GO:0071726;GO:0044539;GO:0019934;GO:0060100;GO:0090630;GO:0000122;GO:0060907;GO:0097022;GO:0097029;GO:0070543;GO:0050776;GO:2000334;GO:0140052;GO:0060333;GO:0050706;GO:0034121;GO:0007169;GO:0007204;GO:1990000;GO:0032735;GO:0045089;GO:0071222;GO:0071223;GO:0046330;GO:0045087;GO:0030838;GO:0070374;GO:0071345;GO:0050702
GO:0050731;0.14634146341463417;0.2272727272727273;0.0;0.0980392156862745;0.11538461538461542;0.0;0.0;0.05555555555555558;0.11764705882352944;0.07999999999999996;0.12765957446808507;0.11428571428571432;0.10810810810810811;0.41463414634146345;0.0;0.15384615384615385;0.0;0.19354838709677424;0.1578947368421053;0.0;0.14634146341463417;0.0;0.0;0.2857142857142857;0.0;0.14634146341463417;0.0;0.0;0.0;0.12121212121212122;0.10869565217391308;1.0;0.0980392156862745;0.0;0.1333333333333333;0.0;0.11111111111111116;0.09756097560975607;0.0;0.10810810810810811;0.0;0.11428571428571432;0.11428571428571432;0.12121212121212122;0.08510638297872342;0.0;0.10810810810810811;0.0547945205479452;0.0;0.11764705882352944;0.125;0.14634146341463417;0.1071428571428571;0.37777777777777777;0.0;0.0;0.10909090909090913;0.16216216216216217;0.7435897435897436;0.07692307692307687;0.0;0.25806451612903225;0.11428571428571432;0.0;0.0;0.0;0.07547169811320753;0.17142857142857137;0.11428571428571432;0.0;0.0;0.11428571428571432;0.13953488372093026;0.052631578947368474;0.1578947368421053;0.08333333333333337;0.0;0.0;0.0;0.09375;0.16666666666666663;0.0;0.11764705882352944;0.08695652173913049;0.10256410256410253;0.11764705882352944;0.04166666666666663;0.0;0.11428571428571432;0.09999999999999998;0.0;0.0;0.5918367346938775;0.0;0.1071428571428571;0.6744186046511628;0.0;0.0
GO:0038124;0.13157894736842102;0.11111111111111116;0.0625;1.0;0.19999999999999996;0.0625;0.0;0.06000000000000005;0.2142857142857143;0.3513513513513513;0.16666666666666663;0.12903225806451613;0.37037037037037035;0.10204081632653061;0.07894736842105265;0.20588235294117652;0.04761904761904767;0.1785714285714286;0.17647058823529416;0.05128205128205132;0.19444444444444442;0.05714285714285716;0.0;0.11111111111111116;0.0;0.19444444444444442;0.0;0.05882352941176472;0.06060606060606055;0.2222222222222222;0.5666666666666667;0.0980392156862745;1.0;0.046511627906976716;0.3055555555555556;0.06060606060606055;0.125;0.10810810810810811;0.06060606060606055;0.12121212121212122;0.0;0.2068965517241379;0.2068965517241379;0.2222222222222222;0.17500000000000004;0.08823529411764708;0.12121212121212122;0.07352941176470584;0.0;0.2142857142857143;0.23076923076923073;0.13157894736842102;0.18367346938775508;0.09433962264150941;0.0;0.06666666666666665;0.14;0.1470588235294118;0.0847457627118644;0.08571428571428574;0.08333333333333337;0.12903225806451613;0.2068965517241379;0.05405405405405406;0.0;0.0;0.2325581395348837;0.15625;0.12903225806451613;0.04878048780487809;0.0;0.2068965517241379;0.125;0.05882352941176472;0.06896551724137934;0.26315789473684215;0.09090909090909094;0.06060606060606055;0.0;0.1923076923076923;0.1515151515151515;0.05714285714285716;0.2142857142857143;0.09523809523809523;0.3448275862068966;0.2142857142857143;0.06976744186046513;0.05555555555555558;0.12903225806451613;0.5384615384615384;0.046511627906976716;0.050000000000000044;0.12121212121212122;0.06666666666666665;0.11538461538461542;0.11475409836065575;0.06060606060606055;0.046511627906976716
GO:1904646;0.0;0.0;0.0;0.046511627906976716;0.0;0.0;0.06896551724137934;0.0;0.07999999999999996;0.0;0.0;0.0;0.0;0.0;0.0625;0.0;0.05714285714285716;0.0;0.0;0.0625;0.0;0.4285714285714286;0.0;0.0;0.23076923076923073;0.0;0.0;0.07407407407407407;0.07692307692307687;0.08333333333333337;0.052631578947368474;0.0;0.046511627906976716;1.0;0.0;0.07692307692307687;0.0;0.0;0.07692307692307687;0.0;0.20833333333333337;0.07692307692307687;0.07692307692307687;0.08333333333333337;0.0;0.0714285714285714;0.0;0.03125;0.19999999999999996;0.07999999999999996;0.08695652173913049;0.0;0.0;0.0;0.0;0.05128205128205132;0.0;0.0;0.0;0.0;0.06666666666666665;0.0;0.0;0.33333333333333337;0.06896551724137934;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.07692307692307687;0.0;0.0;0.0;0.0;0.07407407407407407;0.07692307692307687;0.2272727272727273;0.0;0.0;0.4285714285714286;0.07999999999999996;0.0;0.0;0.07999999999999996;0.05405405405405406;0.06896551724137934;0.0;0.0;0.3571428571428571;0.34615384615384615;0.0;0.08695652173913049;0.04081632653061229;0.0;0.4;0.05555555555555558
GO:0050862;0.1875;0.125;0.0;0.3055555555555556;0.2564102564102564;0.0;0.0;0.06666666666666665;0.16000000000000003;0.2857142857142857;0.2222222222222222;0.15384615384615385;0.4545454545454546;0.13953488372093026;0.0;0.2857142857142857;0.0;0.2727272727272727;0.16666666666666663;0.0;0.5833333333333333;0.0;0.0;0.15384615384615385;0.0;0.5833333333333333;0.0;0.0;0.0;0.16666666666666663;0.3548387096774194;0.1333333333333333;0.3055555555555556;0.0;1.0;0.0;0.14814814814814814;0.125;0.0;0.1428571428571429;0.0;0.15384615384615385;0.15384615384615385;0.16666666666666663;0.16666666666666663;0.0;0.1428571428571429;0.0625;0.0;0.16000000000000003;0.17391304347826086;0.1875;0.2325581395348837;0.12765957446808507;0.0;0.0;0.18181818181818177;0.2142857142857143;0.1132075471698113;0.09999999999999998;0.0;0.15384615384615385;0.25;0.0;0.0;0.0;0.26315789473684215;0.23076923076923073;0.15384615384615385;0.0;0.0;0.15384615384615385;0.17647058823529416;0.06896551724137934;0.07547169811320753;0.303030303030303;0.0;0.0;0.0;0.23809523809523814;0.2222222222222222;0.0;0.16000000000000003;0.10810810810810811;0.41666666666666663;0.16000000000000003;0.05128205128205132;0.0;0.15384615384615385;0.4;0.0;0.0;0.2545454545454545;0.0;0.12765957446808507;0.2857142857142857;0.0;0.0
GO:0002503;0.0;0.0;0.0;0.06060606060606055;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.0;0.09090909090909094;0.0;0.07999999999999996;0.0;0.0;0.09090909090909094;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.0;0.11764705882352944;0.0;0.1428571428571429;0.0714285714285714;0.0;0.06060606060606055;0.07692307692307687;0.0;1.0;0.0;0.0;0.6363636363636364;0.0;0.0;0.125;0.125;0.1428571428571429;0.0;0.11111111111111116;0.0;0.03703703703703709;0.0;0.1333333333333333;0.15384615384615385;0.0;0.0;0.0;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.0;0.08333333333333337;0.0;0.125;0.0;0.0;0.0;0.0;0.11764705882352944;0.125;0.0;0.0;0.0;0.11111111111111116;0.1333333333333333;0.0;0.0;0.1333333333333333;0.07407407407407407;0.23529411764705888;0.0;0.0;0.07692307692307687;0.08695652173913049;0.0;0.0;0.10810810810810811;0.0;0.125;0.07692307692307687
GO:2000547;0.5882352941176471;0.1333333333333333;0.0;0.125;0.11764705882352944;0.0;0.0;0.08823529411764708;0.2857142857142857;0.09677419354838712;0.13793103448275867;0.1875;0.16666666666666663;0.11764705882352944;0.0;0.19047619047619047;0.0;0.3076923076923077;0.19999999999999996;0.0;0.17391304347826086;0.0;0.0;0.1333333333333333;0.0;0.17391304347826086;0.0;0.0;0.0;0.3076923076923077;0.14814814814814814;0.11111111111111116;0.125;0.0;0.14814814814814814;0.0;1.0;0.19047619047619047;0.0;0.16666666666666663;0.0;0.2666666666666667;0.2666666666666667;0.3076923076923077;0.1071428571428571;0.0;0.16666666666666663;0.07547169811320753;0.0;0.2857142857142857;0.33333333333333337;0.5882352941176471;0.10526315789473684;0.10526315789473684;0.0;0.0;0.10810810810810811;0.3529411764705882;0.09090909090909094;0.1578947368421053;0.0;0.1875;0.1875;0.0;0.0;0.0;0.08823529411764708;0.23529411764705888;0.1875;0.0;0.0;0.2666666666666667;0.20833333333333337;0.11111111111111116;0.09523809523809523;0.10344827586206895;0.0;0.0;0.0;0.25;0.2941176470588235;0.0;0.2857142857142857;0.15384615384615385;0.21052631578947367;0.2857142857142857;0.0714285714285714;0.0;0.1875;0.1428571428571429;0.0;0.0;0.07407407407407407;0.0;0.16666666666666663;0.08333333333333337;0.0;0.0
GO:2000669;0.1428571428571429;0.11428571428571432;0.0;0.10810810810810811;0.10256410256410253;0.0;0.0;0.10526315789473684;0.21052631578947367;0.08333333333333337;0.11764705882352944;0.1428571428571429;0.13043478260869568;0.10256410256410253;0.0;0.15384615384615385;0.0;0.2941176470588235;0.16000000000000003;0.0;0.1428571428571429;0.0;0.0;0.11428571428571432;0.0;0.1428571428571429;0.0;0.0;0.0;0.2222222222222222;0.125;0.09756097560975607;0.10810810810810811;0.0;0.125;0.0;0.19047619047619047;1.0;0.0;0.13043478260869568;0.0;0.19999999999999996;0.19999999999999996;0.2222222222222222;0.09090909090909094;0.0;0.13043478260869568;0.1071428571428571;0.0;0.21052631578947367;0.23529411764705888;0.1428571428571429;0.09302325581395354;0.09302325581395354;0.0;0.0;0.09523809523809523;0.16666666666666663;0.08163265306122447;0.17391304347826086;0.0;0.1428571428571429;0.1428571428571429;0.0;0.0;0.0;0.07692307692307687;0.18181818181818177;0.1428571428571429;0.0;0.0;0.19999999999999996;0.1333333333333333;0.08695652173913049;0.1333333333333333;0.08823529411764708;0.0;0.0;0.0;0.17647058823529416;0.17391304347826086;0.0;0.21052631578947367;0.12903225806451613;0.16666666666666663;0.21052631578947367;0.06060606060606055;0.0;0.1428571428571429;0.11538461538461542;0.0;0.0;0.06779661016949157;0.0;0.09302325581395354;0.07547169811320753;0.0;0.0
GO:0002506;0.0;0.0;0.0;0.06060606060606055;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.0;0.09090909090909094;0.0;0.07999999999999996;0.0;0.0;0.09090909090909094;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.0;0.11764705882352944;0.0;0.1428571428571429;0.0714285714285714;0.0;0.06060606060606055;0.07692307692307687;0.0;0.6363636363636364;0.0;0.0;1.0;0.0;0.0;0.125;0.125;0.1428571428571429;0.0;0.11111111111111116;0.0;0.03703703703703709;0.0;0.1333333333333333;0.15384615384615385;0.0;0.0;0.0;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.0;0.08333333333333337;0.0;0.125;0.0;0.0;0.0;0.0;0.11764705882352944;0.125;0.0;0.0;0.0;0.11111111111111116;0.1333333333333333;0.0;0.0;0.1333333333333333;0.07407407407407407;0.23529411764705888;0.0;0.0;0.07692307692307687;0.08695652173913049;0.0;0.0;0.10810810810810811;0.0;0.125;0.07692307692307687
GO:0010886;0.16666666666666663;0.12903225806451613;0.0;0.12121212121212122;0.1470588235294118;0.0;0.0;0.11764705882352944;0.1875;0.12903225806451613;0.1333333333333333;0.25;0.2222222222222222;0.11428571428571432;0.0;0.18181818181818177;0.0;0.2857142857142857;0.13636363636363635;0.0;0.16666666666666663;0.0;0.0;0.16666666666666663;0.0;0.16666666666666663;0.0;0.0;0.0;0.19999999999999996;0.1428571428571429;0.10810810810810811;0.12121212121212122;0.0;0.1428571428571429;0.0;0.16666666666666663;0.13043478260869568;0.0;1.0;0.0;0.17647058823529416;0.17647058823529416;0.19999999999999996;0.18518518518518523;0.0;0.2222222222222222;0.09433962264150941;0.0;0.1875;0.2142857142857143;0.16666666666666663;0.13157894736842102;0.10256410256410253;0.0;0.0;0.10526315789473684;0.19999999999999996;0.0888888888888889;0.15000000000000002;0.0;0.25;0.25;0.0;0.0;0.0;0.11764705882352944;0.2222222222222222;0.25;0.0;0.0;0.17647058823529416;0.19999999999999996;0.10526315789473684;0.06818181818181823;0.13793103448275867;0.0;0.0;0.0;0.23076923076923073;0.21052631578947367;0.0;0.1875;0.14814814814814814;0.1428571428571429;0.1875;0.1071428571428571;0.0;0.25;0.19047619047619047;0.0;0.0;0.07272727272727275;0.0;0.13157894736842102;0.08163265306122447;0.0;0.0
GO:0032496;0.0;0.0;0.0;0.0;0.0;0.0;0.2941176470588235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705888;0.0;0.0;0.3529411764705882;0.0;0.0;0.0;0.11764705882352944;0.0;0.0;0.0;0.0;0.20833333333333337;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21052631578947367;0.2941176470588235;0.0;0.0;0.0;0.0;0.42105263157894735;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.23529411764705888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5263157894736843;0.5294117647058824;0.0;0.1428571428571429;0.0;0.0;0.2666666666666667;0.0
GO:0038116;0.18181818181818177;0.13793103448275867;0.0;0.2068965517241379;0.12121212121212122;0.0;0.0;0.09090909090909094;0.5454545454545454;0.09999999999999998;0.1428571428571429;0.19999999999999996;0.17647058823529416;0.12121212121212122;0.09090909090909094;0.19999999999999996;0.07999999999999996;0.33333333333333337;0.21052631578947367;0.09090909090909094;0.18181818181818177;0.11111111111111116;0.0;0.13793103448275867;0.0;0.18181818181818177;0.0;0.11764705882352944;0.0;0.7777777777777778;0.30434782608695654;0.11428571428571432;0.2068965517241379;0.07692307692307687;0.15384615384615385;0.125;0.2666666666666667;0.19999999999999996;0.125;0.17647058823529416;0.0;1.0;1.0;0.6;0.11111111111111116;0.11111111111111116;0.17647058823529416;0.0980392156862745;0.0;0.5454545454545454;0.6666666666666667;0.18181818181818177;0.10810810810810811;0.10810810810810811;0.0;0.06896551724137934;0.11111111111111116;0.2222222222222222;0.09302325581395354;0.16666666666666663;0.09999999999999998;0.19999999999999996;0.19999999999999996;0.09999999999999998;0.0;0.0;0.09090909090909094;0.25;0.19999999999999996;0.08333333333333337;0.0;0.5;0.16666666666666663;0.11764705882352944;0.09756097560975607;0.1071428571428571;0.11764705882352944;0.125;0.0;0.2727272727272727;0.23529411764705888;0.11111111111111116;0.8888888888888888;0.16000000000000003;0.2222222222222222;0.7;0.11538461538461542;0.10526315789473684;0.19999999999999996;0.15000000000000002;0.07692307692307687;0.08695652173913049;0.07547169811320753;0.0;0.13888888888888884;0.08510638297872342;0.125;0.07692307692307687
GO:0038115;0.18181818181818177;0.13793103448275867;0.0;0.2068965517241379;0.12121212121212122;0.0;0.0;0.09090909090909094;0.5454545454545454;0.09999999999999998;0.1428571428571429;0.19999999999999996;0.17647058823529416;0.12121212121212122;0.09090909090909094;0.19999999999999996;0.07999999999999996;0.33333333333333337;0.21052631578947367;0.09090909090909094;0.18181818181818177;0.11111111111111116;0.0;0.13793103448275867;0.0;0.18181818181818177;0.0;0.11764705882352944;0.0;0.7777777777777778;0.30434782608695654;0.11428571428571432;0.2068965517241379;0.07692307692307687;0.15384615384615385;0.125;0.2666666666666667;0.19999999999999996;0.125;0.17647058823529416;0.0;1.0;1.0;0.6;0.11111111111111116;0.11111111111111116;0.17647058823529416;0.0980392156862745;0.0;0.5454545454545454;0.6666666666666667;0.18181818181818177;0.10810810810810811;0.10810810810810811;0.0;0.06896551724137934;0.11111111111111116;0.2222222222222222;0.09302325581395354;0.16666666666666663;0.09999999999999998;0.19999999999999996;0.19999999999999996;0.09999999999999998;0.0;0.0;0.09090909090909094;0.25;0.19999999999999996;0.08333333333333337;0.0;0.5;0.16666666666666663;0.11764705882352944;0.09756097560975607;0.1071428571428571;0.11764705882352944;0.125;0.0;0.2727272727272727;0.23529411764705888;0.11111111111111116;0.8888888888888888;0.16000000000000003;0.2222222222222222;0.7;0.11538461538461542;0.10526315789473684;0.19999999999999996;0.15000000000000002;0.07692307692307687;0.08695652173913049;0.07547169811320753;0.0;0.13888888888888884;0.08510638297872342;0.125;0.07692307692307687
GO:0055096;0.19999999999999996;0.14814814814814814;0.0;0.2222222222222222;0.12903225806451613;0.0;0.0;0.09677419354838712;0.6666666666666667;0.1071428571428571;0.15384615384615385;0.23076923076923073;0.19999999999999996;0.12903225806451613;0.09999999999999998;0.2222222222222222;0.08695652173913049;0.4;0.23529411764705888;0.09999999999999998;0.19999999999999996;0.125;0.0;0.14814814814814814;0.0;0.19999999999999996;0.0;0.1333333333333333;0.0;0.75;0.2727272727272727;0.12121212121212122;0.2222222222222222;0.08333333333333337;0.16666666666666663;0.1428571428571429;0.3076923076923077;0.2222222222222222;0.1428571428571429;0.19999999999999996;0.0;0.6;0.6;1.0;0.12;0.125;0.19999999999999996;0.10204081632653061;0.0;0.6666666666666667;0.8571428571428572;0.19999999999999996;0.11428571428571432;0.11428571428571432;0.0;0.07407407407407407;0.11764705882352944;0.25;0.09756097560975607;0.1875;0.11111111111111116;0.23076923076923073;0.23076923076923073;0.11111111111111116;0.0;0.0;0.09677419354838712;0.2857142857142857;0.23076923076923073;0.09090909090909094;0.0;0.6;0.18181818181818177;0.1333333333333333;0.10256410256410253;0.11538461538461542;0.1333333333333333;0.1428571428571429;0.0;0.33333333333333337;0.2666666666666667;0.125;0.6666666666666667;0.17391304347826086;0.25;0.6666666666666667;0.125;0.11764705882352944;0.23076923076923073;0.16666666666666663;0.08333333333333337;0.09523809523809523;0.07843137254901966;0.0;0.1470588235294118;0.0888888888888889;0.1428571428571429;0.08333333333333337
GO:0030194;0.11764705882352944;0.09756097560975607;0.0;0.17500000000000004;0.16666666666666663;0.0;0.0;0.06666666666666665;0.11538461538461542;0.21621621621621623;0.09999999999999998;0.15384615384615385;0.23076923076923073;0.0888888888888889;0.0;0.125;0.0;0.16666666666666663;0.16666666666666663;0.0;0.1875;0.0;0.0;0.125;0.0;0.1875;0.0;0.0;0.0;0.12;0.16666666666666663;0.08510638297872342;0.17500000000000004;0.0;0.16666666666666663;0.0;0.1071428571428571;0.09090909090909094;0.0;0.18518518518518523;0.0;0.11111111111111116;0.11111111111111116;0.12;1.0;0.0;0.23076923076923073;0.0625;0.0;0.11538461538461542;0.125;0.11764705882352944;0.15217391304347827;0.08163265306122447;0.0;0.0;0.08333333333333337;0.1333333333333333;0.07272727272727275;0.09999999999999998;0.0;0.15384615384615385;0.15384615384615385;0.0;0.0;0.0;0.1428571428571429;0.1428571428571429;0.25;0.0;0.0;0.11111111111111116;0.11111111111111116;0.06896551724137934;0.05555555555555558;0.22857142857142854;0.0;0.0;0.0;0.18181818181818177;0.13793103448275867;0.0;0.11538461538461542;0.10810810810810811;0.1724137931034483;0.11538461538461542;0.07894736842105265;0.0;0.25;0.25;0.0;0.0;0.11290322580645162;0.0;0.10416666666666663;0.10526315789473684;0.0;0.0
GO:0002286;0.0;0.0;0.11764705882352944;0.08823529411764708;0.0;0.11764705882352944;0.0;0.0;0.11764705882352944;0.0;0.0;0.0;0.0;0.0;0.13043478260869568;0.0;0.07407407407407407;0.0;0.0;0.08333333333333337;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.17647058823529416;0.125;0.10344827586206895;0.0;0.08823529411764708;0.0714285714285714;0.0;0.11111111111111116;0.0;0.0;0.11111111111111116;0.0;0.0;0.11111111111111116;0.11111111111111116;0.125;0.0;1.0;0.0;0.0357142857142857;0.0;0.11764705882352944;0.1333333333333333;0.0;0.0;0.0;0.0;0.31999999999999995;0.0;0.0;0.0;0.0;0.4117647058823529;0.0;0.0;0.09090909090909094;0.0;0.0;0.0;0.0;0.0;0.07692307692307687;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.16666666666666663;0.11111111111111116;0.0;0.0;0.0;0.09999999999999998;0.11764705882352944;0.0;0.0;0.11764705882352944;0.06896551724137934;0.09523809523809523;0.0;0.0;0.0714285714285714;0.07999999999999996;0.0;0.1333333333333333;0.04878048780487809;0.0;0.11111111111111116;0.0714285714285714
GO:0032760;0.16666666666666663;0.12903225806451613;0.0;0.12121212121212122;0.11428571428571432;0.0;0.0;0.08571428571428574;0.1875;0.12903225806451613;0.1333333333333333;0.25;0.2222222222222222;0.11428571428571432;0.0;0.18181818181818177;0.0;0.2857142857142857;0.13636363636363635;0.0;0.16666666666666663;0.0;0.0;0.12903225806451613;0.0;0.16666666666666663;0.0;0.0;0.0;0.19999999999999996;0.1428571428571429;0.10810810810810811;0.12121212121212122;0.0;0.1428571428571429;0.0;0.16666666666666663;0.13043478260869568;0.0;0.2222222222222222;0.0;0.17647058823529416;0.17647058823529416;0.19999999999999996;0.23076923076923073;0.0;1.0;0.054545454545454564;0.0;0.1875;0.2142857142857143;0.16666666666666663;0.10256410256410253;0.10256410256410253;0.0;0.0;0.10526315789473684;0.19999999999999996;0.0888888888888889;0.15000000000000002;0.0;0.25;0.25;0.0;0.0;0.0;0.11764705882352944;0.2222222222222222;0.6666666666666667;0.0;0.0;0.17647058823529416;0.15384615384615385;0.10526315789473684;0.06818181818181823;0.31999999999999995;0.0;0.0;0.0;0.23076923076923073;0.21052631578947367;0.0;0.1875;0.1923076923076923;0.1428571428571429;0.1875;0.06896551724137934;0.0;0.6666666666666667;0.19047619047619047;0.0;0.0;0.07272727272727275;0.0;0.10256410256410253;0.08163265306122447;0.0;0.0
GO:0051209;0.06666666666666665;0.05970149253731338;0.0;0.07352941176470584;0.0714285714285714;0.0;0.0;0.07246376811594202;0.09999999999999998;0.044117647058823484;0.06060606060606055;0.05660377358490565;0.054545454545454564;0.05633802816901412;0.033333333333333326;0.06896551724137934;0.08333333333333337;0.07999999999999996;0.07017543859649122;0.08771929824561409;0.06666666666666665;0.0357142857142857;0.07547169811320753;0.0757575757575758;0.0;0.06666666666666665;0.0714285714285714;0.09615384615384615;0.0;0.10204081632653061;0.07936507936507942;0.0547945205479452;0.07352941176470584;0.03125;0.0625;0.03703703703703709;0.07547169811320753;0.1071428571428571;0.03703703703703709;0.09433962264150941;0.0;0.0980392156862745;0.0980392156862745;0.10204081632653061;0.0625;0.0357142857142857;0.054545454545454564;1.0;0.0;0.09999999999999998;0.10416666666666663;0.06666666666666665;0.06756756756756754;0.053333333333333344;0.07843137254901966;0.078125;0.05405405405405406;0.0714285714285714;0.04938271604938271;0.07272727272727275;0.03448275862068961;0.05660377358490565;0.05660377358490565;0.03448275862068961;0.0;0.07017543859649122;0.04225352112676062;0.07407407407407407;0.05660377358490565;0.032258064516129004;0.0892857142857143;0.0980392156862745;0.08196721311475408;0.036363636363636376;0.07792207792207795;0.045454545454545414;0.036363636363636376;0.03703703703703709;0.0;0.061224489795918324;0.07272727272727275;0.0357142857142857;0.09999999999999998;0.08064516129032262;0.0714285714285714;0.09999999999999998;0.42553191489361697;0.03508771929824561;0.05660377358490565;0.051724137931034475;0.03125;0.032786885245901676;0.04395604395604391;0.0;0.0821917808219178;0.04705882352941182;0.03703703703703709;0.08196721311475408
GO:0071731;0.0;0.0;0.0;0.0;0.0;0.0;0.15000000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33333333333333337;0.09523809523809523;0.0;0.0;0.0;0.0;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2666666666666667;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.17391304347826086;0.0;0.2142857142857143;0.0;0.0;0.17647058823529416;0.0
GO:0019722;0.19047619047619047;0.1428571428571429;0.0;0.2142857142857143;0.125;0.0;0.0;0.09375;1.0;0.10344827586206895;0.14814814814814814;0.2142857142857143;0.1875;0.125;0.09523809523809523;0.21052631578947367;0.08333333333333337;0.36363636363636365;0.2222222222222222;0.09523809523809523;0.19047619047619047;0.11764705882352944;0.0;0.1428571428571429;0.0;0.19047619047619047;0.0;0.125;0.0;0.6666666666666667;0.26086956521739135;0.11764705882352944;0.2142857142857143;0.07999999999999996;0.16000000000000003;0.1333333333333333;0.2857142857142857;0.21052631578947367;0.1333333333333333;0.1875;0.0;0.5454545454545454;0.5454545454545454;0.6666666666666667;0.11538461538461542;0.11764705882352944;0.1875;0.09999999999999998;0.0;1.0;0.75;0.19047619047619047;0.11111111111111116;0.11111111111111116;0.0;0.0714285714285714;0.11428571428571432;0.23529411764705888;0.09523809523809523;0.17647058823529416;0.10526315789473684;0.2142857142857143;0.2142857142857143;0.10526315789473684;0.0;0.0;0.09375;0.2666666666666667;0.2142857142857143;0.08695652173913049;0.0;0.8888888888888888;0.17391304347826086;0.125;0.09999999999999998;0.11111111111111116;0.125;0.1333333333333333;0.0;0.30000000000000004;0.25;0.11764705882352944;0.6;0.16666666666666663;0.23529411764705888;0.6;0.12;0.11111111111111116;0.2142857142857143;0.1578947368421053;0.07999999999999996;0.09090909090909094;0.07692307692307687;0.0;0.1428571428571429;0.08695652173913049;0.1333333333333333;0.07999999999999996
GO:0007186;0.21052631578947367;0.15384615384615385;0.0;0.23076923076923073;0.1333333333333333;0.0;0.0;0.09999999999999998;0.75;0.11111111111111116;0.16000000000000003;0.25;0.2142857142857143;0.1333333333333333;0.10526315789473684;0.23529411764705888;0.09090909090909094;0.4444444444444444;0.25;0.10526315789473684;0.21052631578947367;0.1333333333333333;0.0;0.15384615384615385;0.0;0.21052631578947367;0.0;0.1428571428571429;0.0;0.8571428571428572;0.2857142857142857;0.125;0.23076923076923073;0.08695652173913049;0.17391304347826086;0.15384615384615385;0.33333333333333337;0.23529411764705888;0.15384615384615385;0.2142857142857143;0.0;0.6666666666666667;0.6666666666666667;0.8571428571428572;0.125;0.1333333333333333;0.2142857142857143;0.10416666666666663;0.0;0.75;1.0;0.21052631578947367;0.11764705882352944;0.11764705882352944;0.0;0.07692307692307687;0.12121212121212122;0.2666666666666667;0.09999999999999998;0.19999999999999996;0.11764705882352944;0.25;0.25;0.11764705882352944;0.0;0.0;0.09999999999999998;0.3076923076923077;0.25;0.09523809523809523;0.0;0.6666666666666667;0.19047619047619047;0.1428571428571429;0.10526315789473684;0.12;0.1428571428571429;0.15384615384615385;0.0;0.375;0.2857142857142857;0.1333333333333333;0.75;0.18181818181818177;0.2666666666666667;0.75;0.13043478260869568;0.125;0.25;0.17647058823529416;0.08695652173913049;0.09999999999999998;0.07999999999999996;0.0;0.1515151515151515;0.09090909090909094;0.15384615384615385;0.08695652173913049
