;GO:0008360;GO:0016601;GO:0035023;GO:0032092;GO:0008380;GO:1904778;GO:0006366;GO:0007595;GO:0038096;GO:0000432;GO:0043547;GO:0030866;GO:0000281;GO:0048024;GO:0050852;GO:0065003;GO:0007186;GO:0031032;GO:0007264;GO:0050728;GO:0006376;GO:0043114;GO:0002692;GO:0000226;GO:0006397;GO:0043314;GO:0060313;GO:0048010;GO:0043066;GO:0043065;GO:0032496;GO:0050766;GO:0030036
GO:0043547;0.06825029425055588;0.06825029425055588;0.06825029425055588;0.13718772470596602;0.0;0.030829348643454144;0.0;0.06825029425055588;0.008754391999442696;5.297079917339265E-4;1.0;0.0;0.0;0.018258779436115143;0.015345541423299216;0.0;0.06825029425055588;0.0;0.06825029425055588;0.026687474388501612;0.0;0.06825029425055588;0.0113467843375859;0.0;0.0;0.004209881630081028;0.033131447876187166;0.06825029425055588;0.041533572581776305;0.04161658636127304;0.0;0.019205812566270887;0.0
GO:0030866;0.0;0.06241876216232741;0.0;0.0;0.02866283075571471;0.0;0.00576711589335461;0.0;0.008754391999442696;5.297079917339265E-4;0.0;1.0;0.06241876216232741;0.0;0.015345541423299216;0.21230321598965735;0.06241876216232741;0.5489596144991894;0.06241876216232741;0.0;0.17197875179536895;0.0;0.0;0.3401643324608486;0.014368482481458262;0.0;0.0;0.06241876216232741;0.0;0.0;0.0;0.0;0.5489596144991894
GO:0000281;0.0;0.11373532356070608;0.0;0.0;0.02866283075571471;0.0;0.00576711589335461;0.0;0.008754391999442696;5.297079917339265E-4;0.0;0.06241876216232741;1.0;0.0;0.015345541423299216;0.09232682488924485;0.11767551566483743;0.10518677698940293;0.11767551566483743;0.0;0.05056306262365817;0.0;0.0;0.1111033070426179;0.014368482481458262;0.0;0.0;0.10861444214277861;0.0;0.0;0.0;0.0;0.11370374161179679
GO:0048024;0.04317529525837783;0.04317529525837783;0.04317529525837783;0.018258779436115143;0.0;0.024215879874369805;0.0;0.018258779436115143;0.02070091600076522;0.011102470257950603;0.018258779436115143;0.0;0.0;1.0;0.03628655925051139;0.0;0.04317529525837783;0.0;0.04317529525837783;0.024215879874369805;0.0;0.018258779436115143;0.026830970039508992;0.0;0.0;0.00995482107758252;0.024215879874369805;0.04317529525837783;0.04317529525837783;0.04317529525837783;0.0;0.04317529525837783;0.0
GO:0050852;0.03628655925051139;0.08855882975913576;0.03628655925051139;0.015345541423299216;0.015345541423299216;0.03628655925051139;0.00576711589335461;0.015345541423299216;0.5650782089249732;0.0012525645004834271;0.015345541423299216;0.015345541423299216;0.015345541423299216;0.03628655925051139;1.0;0.015345541423299216;0.08855882975913576;0.015345541423299216;0.08855882975913576;0.03628655925051139;0.015345541423299216;0.015345541423299216;0.026830970039508992;0.015345541423299216;0.014368482481458262;0.02806373376071733;0.02035217025398522;0.10559224970495792;0.03628655925051139;0.03628655925051139;0.0;0.03628655925051139;0.015345541423299216
GO:0065003;0.0;0.09232682488924485;0.0;0.0;0.02866283075571471;0.0;0.00576711589335461;0.0;0.008754391999442696;5.297079917339265E-4;0.0;0.21230321598965735;0.09232682488924485;0.0;0.015345541423299216;1.0;0.09232682488924485;0.31402868571993076;0.09232682488924485;0.0;0.5476529999197262;0.0;0.0;0.31402868571993076;0.014368482481458262;0.0;0.0;0.09232682488924485;0.0;0.0;0.0;0.0;0.31402868571993076
GO:0007186;0.1905994040056726;0.6563644044204276;0.1633014782064568;0.10295092376664021;0.02866283075571471;0.04088771683600523;0.00576711589335461;0.12972975772051726;0.050521430905414395;0.0012525645004834271;0.06825029425055588;0.06241876216232741;0.11767551566483743;0.04317529525837783;0.08855882975913576;0.09232682488924485;1.0;0.10518677698940293;0.7352932850914597;0.03539451671473712;0.05056306262365817;0.14532829318607357;0.026830970039508992;0.1111033070426179;0.014368482481458262;0.00995482107758252;0.04394089783716655;0.6268118944634699;0.0982116173552396;0.09840791439978333;0.0;0.04541468016124073;0.11370374161179679
GO:0031032;0.0;0.10518677698940293;0.0;0.0;0.02866283075571471;0.0;0.00576711589335461;0.0;0.008754391999442696;5.297079917339265E-4;0.0;0.5489596144991894;0.10518677698940293;0.0;0.015345541423299216;0.31402868571993076;0.10518677698940293;1.0;0.10518677698940293;0.0;0.17197875179536895;0.0;0.0;0.5732377339565978;0.014368482481458262;0.0;0.0;0.10518677698940293;0.0;0.0;0.0;0.0;0.9250951243849813
GO:0007264;0.1905994040056726;0.892656600745083;0.1633014782064568;0.10295092376664021;0.02866283075571471;0.04088771683600523;0.00576711589335461;0.12741218007660887;0.050521430905414395;0.0012525645004834271;0.06825029425055588;0.06241876216232741;0.11767551566483743;0.04317529525837783;0.08855882975913576;0.09232682488924485;0.7352932850914597;0.10518677698940293;1.0;0.03539451671473712;0.05056306262365817;0.12741218007660887;0.026830970039508992;0.1111033070426179;0.014368482481458262;0.00995482107758252;0.04394089783716655;0.6268118944634699;0.0982116173552396;0.09840791439978333;0.0;0.04541468016124073;0.11370374161179679
GO:0050728;0.03539451671473712;0.03539451671473712;0.0631060575793401;0.026687474388501612;0.0;0.03539451671473712;0.0;0.026687474388501612;0.02070091600076522;7.025302617408509E-4;0.026687474388501612;0.0;0.0;0.024215879874369805;0.03628655925051139;0.0;0.03539451671473712;0.0;0.03539451671473712;1.0;0.0;0.026687474388501612;0.026830970039508992;0.0;0.0;0.02943724767994555;0.0631060575793401;0.03539451671473712;0.0631060575793401;0.03539451671473712;0.0;0.02547189156984704;0.0
GO:0006376;0.0;0.05056306262365817;0.0;0.0;0.02866283075571471;0.0;0.00576711589335461;0.0;0.008754391999442696;5.297079917339265E-4;0.0;0.17197875179536895;0.05056306262365817;0.0;0.015345541423299216;0.5476529999197262;0.05056306262365817;0.17197875179536895;0.05056306262365817;0.0;1.0;0.0;0.0;0.17197875179536895;0.014368482481458262;0.0;0.0;0.05056306262365817;0.0;0.0;0.0;0.0;0.17197875179536895
GO:0043114;0.10690215883659161;0.11373532356070608;0.06905999494200762;0.10295092376664021;0.0;0.030829348643454144;0.0;0.17205532495109405;0.008754391999442696;5.297079917339265E-4;0.06825029425055588;0.0;0.0;0.018258779436115143;0.015345541423299216;0.0;0.14532829318607357;0.0;0.12741218007660887;0.026687474388501612;0.0;1.0;0.0113467843375859;0.0;0.0;0.004209881630081028;0.033131447876187166;0.10861444214277861;0.041533572581776305;0.04161658636127304;0.0;0.019205812566270887;0.0
GO:0002692;0.026830970039508992;0.026830970039508992;0.026830970039508992;0.0113467843375859;0.0;0.026830970039508992;0.0;0.0113467843375859;0.02070091600076522;0.0012525645004834271;0.0113467843375859;0.0;0.0;0.026830970039508992;0.026830970039508992;0.0;0.026830970039508992;0.0;0.026830970039508992;0.026830970039508992;0.0;0.0113467843375859;1.0;0.0;0.0;0.029923158100122315;0.026830970039508992;0.026830970039508992;0.08065110886622234;0.026830970039508992;0.0;0.026830970039508992;0.0
GO:0000226;0.0;0.1111033070426179;0.0;0.0;0.02866283075571471;0.0;0.00576711589335461;0.0;0.008754391999442696;5.297079917339265E-4;0.0;0.3401643324608486;0.1111033070426179;0.0;0.015345541423299216;0.31402868571993076;0.1111033070426179;0.5732377339565978;0.1111033070426179;0.0;0.17197875179536895;0.0;0.0;1.0;0.014368482481458262;0.0;0.0;0.10861444214277861;0.0;0.0;0.0;0.0;0.6054811240257958
GO:0006397;0.0;0.014368482481458262;0.0;0.0;0.4910612277917394;0.0;0.1922461454078232;0.0;0.008754391999442696;5.297079917339265E-4;0.0;0.014368482481458262;0.014368482481458262;0.0;0.014368482481458262;0.014368482481458262;0.014368482481458262;0.014368482481458262;0.014368482481458262;0.0;0.014368482481458262;0.0;0.0;0.014368482481458262;1.0;0.0;0.0;0.014368482481458262;0.0;0.0;0.0;0.0;0.014368482481458262
GO:0043314;0.00995482107758252;0.00995482107758252;0.00995482107758252;0.004209881630081028;0.0;0.00995482107758252;0.0;0.004209881630081028;0.02806373376071733;0.0012525645004834271;0.004209881630081028;0.0;0.0;0.00995482107758252;0.02806373376071733;0.0;0.00995482107758252;0.0;0.00995482107758252;0.02943724767994555;0.0;0.004209881630081028;0.029923158100122315;0.0;0.0;1.0;0.00995482107758252;0.00995482107758252;0.029923158100122315;0.00995482107758252;0.0;0.03266198770430177;0.0
GO:0060313;0.11112986176733364;0.04394089783716655;0.04394089783716655;0.033131447876187166;0.0;0.04088771683600523;0.0;0.033131447876187166;0.011610595646515674;7.025302617408509E-4;0.033131447876187166;0.0;0.0;0.024215879874369805;0.02035217025398522;0.0;0.04394089783716655;0.0;0.04394089783716655;0.0631060575793401;0.0;0.033131447876187166;0.026830970039508992;0.0;0.0;0.00995482107758252;1.0;0.04394089783716655;0.07834368389173607;0.04394089783716655;0.0;0.02547189156984704;0.0
GO:0048010;0.1905994040056726;0.6268118944634699;0.1633014782064568;0.10295092376664021;0.02866283075571471;0.04088771683600523;0.00576711589335461;0.10861444214277861;0.060238731271920046;0.0012525645004834271;0.06825029425055588;0.06241876216232741;0.10861444214277861;0.04317529525837783;0.10559224970495792;0.09232682488924485;0.6268118944634699;0.10518677698940293;0.6268118944634699;0.03539451671473712;0.05056306262365817;0.10861444214277861;0.026830970039508992;0.10861444214277861;0.014368482481458262;0.00995482107758252;0.04394089783716655;1.0;0.0982116173552396;0.09840791439978333;0.0;0.04541468016124073;0.10861444214277861
GO:0043066;0.0982116173552396;0.0982116173552396;0.0982116173552396;0.041533572581776305;0.0;0.04088771683600523;0.0;0.041533572581776305;0.02070091600076522;0.0012525645004834271;0.041533572581776305;0.0;0.0;0.04317529525837783;0.03628655925051139;0.0;0.0982116173552396;0.0;0.0982116173552396;0.0631060575793401;0.0;0.041533572581776305;0.08065110886622234;0.0;0.0;0.029923158100122315;0.07834368389173607;0.0982116173552396;1.0;0.2001824699438876;0.0;0.04541468016124073;0.0
GO:0043065;0.09840791439978333;0.09840791439978333;0.09840791439978333;0.04161658636127304;0.0;0.07290006623727575;0.0;0.04161658636127304;0.02070091600076522;0.0037522300389025527;0.04161658636127304;0.0;0.0;0.04317529525837783;0.03628655925051139;0.0;0.09840791439978333;0.0;0.09840791439978333;0.03539451671473712;0.0;0.04161658636127304;0.026830970039508992;0.0;0.0;0.00995482107758252;0.04394089783716655;0.09840791439978333;0.2001824699438876;1.0;0.0;0.13604594976337825;0.0
GO:0032496;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.658628406438661E-4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
GO:0050766;0.0686714487475441;0.04541468016124073;0.04541468016124073;0.019205812566270887;0.0;0.04541468016124073;0.0;0.019205812566270887;0.02070091600076522;0.0037522300389025527;0.019205812566270887;0.0;0.0;0.04317529525837783;0.03628655925051139;0.0;0.04541468016124073;0.0;0.04541468016124073;0.02547189156984704;0.0;0.019205812566270887;0.026830970039508992;0.0;0.0;0.03266198770430177;0.02547189156984704;0.04541468016124073;0.04541468016124073;0.13604594976337825;0.0;1.0;0.0
GO:0030036;0.0;0.11370374161179679;0.0;0.0;0.02866283075571471;0.0;0.00576711589335461;0.0;0.008754391999442696;5.297079917339265E-4;0.0;0.5489596144991894;0.11370374161179679;0.0;0.015345541423299216;0.31402868571993076;0.11370374161179679;0.9250951243849813;0.11370374161179679;0.0;0.17197875179536895;0.0;0.0;0.6054811240257958;0.014368482481458262;0.0;0.0;0.10861444214277861;0.0;0.0;0.0;0.0;1.0
